Gene	KEGG_module_number	Annotation
V1079141	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1640306	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1015282	M00178	Ribosome, bacteria
V1334911	M00179	Ribosome, archaea
V1015277	M00179	Ribosome, archaea
V1491685	M00346	Formaldehyde assimilation, serine pathway
V1576285	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1547329	M00239	Peptides/nickel transport system
V1067850	M00375	Hydroxypropionate-hydroxybutylate cycle
V1557736	M00179	Ribosome, archaea
V1404036	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1851978	M00207	Putative multiple sugar transport system
V1013890	M00179	Ribosome, archaea
V1015276	M00179	Ribosome, archaea
V1852094	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1381169	M00183	RNA polymerase, bacteria
V1078360	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
V1010946	M00179	Ribosome, archaea
V1013894	M00179	Ribosome, archaea
V1519910	M00164	ATP synthase
V1521364	M00239	Peptides/nickel transport system
V1006021	M00179	Ribosome, archaea
V1000010	M00179	Ribosome, archaea
V1012951	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1075480	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1009107	M00335	Sec (secretion) system
V1886605	M00197	Putative fructooligosaccharide transport system
V1073414	M00164	ATP synthase
V1886464	M00179	Ribosome, archaea
V1011886	M00242	Zinc transport system
V1010346	M00179	Ribosome, archaea
V1006125	M00346	Formaldehyde assimilation, serine pathway
V1082180	M00376	3-Hydroxypropionate bi-cycle
V1481186	M00178	Ribosome, bacteria
V1640361	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1080453	M00335	Sec (secretion) system
V1011131	M00346	Formaldehyde assimilation, serine pathway
V1143377	M00273	PTS system, fructose-specific II component
V1577002	M00179	Ribosome, archaea
V1080015	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
V1006946	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1879847	M00197	Putative fructooligosaccharide transport system
V1000009	M00179	Ribosome, archaea
V1013892	M00179	Ribosome, archaea
V1016060	M00374	Dicarboxylate-hydroxybutyrate cycle
V1389384	M00346	Formaldehyde assimilation, serine pathway
V1464441	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1076810	M00178	Ribosome, bacteria
V1297375	M00179	Ribosome, archaea
V1617409	M00178	Ribosome, bacteria
V1383824	M00239	Peptides/nickel transport system
V1064534	M00183	RNA polymerase, bacteria
V1139917	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1879918	M00179	Ribosome, archaea
V1093074	M00197	Putative fructooligosaccharide transport system
V1500012	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1440527	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1073922	M00179	Ribosome, archaea
V1016650	M00164	ATP synthase
V1269402	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1076102	M00179	Ribosome, archaea
V1033560	M00335	Sec (secretion) system
V1038267	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1065874	M00060	Lipopolysaccharide biosynthesis, KDO2-lipid A
V1368264	M00197	Putative fructooligosaccharide transport system
V1008490	M00033	Ectoine biosynthesis, aspartate => ectoine
V1010570	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1010942	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1007048	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
V1880077	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000519	M00268	PTS system, alpha-glucoside-specific II component
V1076928	M00178	Ribosome, bacteria
V1010302	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
V1000325	M00178	Ribosome, bacteria
V1432853	M00178	Ribosome, bacteria
V1008873	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
V1083488	M00179	Ribosome, archaea
V1075073	M00179	Ribosome, archaea
V1138253	M00376	3-Hydroxypropionate bi-cycle
V1886399	M00178	Ribosome, bacteria
V1037518	M00178	Ribosome, bacteria
V1038272	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1139467	M00178	Ribosome, bacteria
V1558883	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
V1594655	M00239	Peptides/nickel transport system
V1367869	M00206	Cellobiose transport system
V1010185	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1806795	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1000001	M00179	Ribosome, archaea
V1841419	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1407339	M00179	Ribosome, archaea
V1553618	M00335	Sec (secretion) system
V1073923	M00183	RNA polymerase, bacteria
V1339861	M00179	Ribosome, archaea
V1076929	M00178	Ribosome, bacteria
V1011423	M00121	Heme biosynthesis, glutamate => protoheme/siroheme
V1603735	M00335	Sec (secretion) system
V1089092	M00178	Ribosome, bacteria
V1000318	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1011635	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1380652	M00179	Ribosome, archaea
V1852039	M00183	RNA polymerase, bacteria
V1364877	M00164	ATP synthase
V1359608	M00212	Ribose transport system
V1167759	M00002	Glycolysis, core module involving three-carbon compounds
V1007168	M00179	Ribosome, archaea
V1074742	M00179	Ribosome, archaea
V1007011	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1609073	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1294761	M00064	ADP-L-glycero-D-manno-heptose biosynthesis
V1881401	M00164	ATP synthase
V1398674	M00164	ATP synthase
V1559952	M00183	RNA polymerase, bacteria
V1000172	M00239	Peptides/nickel transport system
V1036776	M00260	DNA polymerase III complex, bacteria
V1073415	M00164	ATP synthase
V1000015	M00179	Ribosome, archaea
V1036258	M00207	Putative multiple sugar transport system
V1640304	M00179	Ribosome, archaea
V1012394	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1000023	M00005	PRPP biosynthesis, ribose 5P => PRPP
V1010672	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1144304	M00179	Ribosome, archaea
V1006848	M00144	NADH:quinone oxidoreductase, prokaryotes
V1073924	M00178	Ribosome, bacteria
V1066990	M00178	Ribosome, bacteria
V1072283	M00376	3-Hydroxypropionate bi-cycle
V1339706	M00276	PTS system, mannose-specific II component
V1081290	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1013889	M00179	Ribosome, archaea
V1010344	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000533	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
V1037420	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1577140	M00183	RNA polymerase, bacteria
V1340709	M00346	Formaldehyde assimilation, serine pathway
V1000140	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1517484	M00179	Ribosome, archaea
V1013891	M00179	Ribosome, archaea
V1406593	M00179	Ribosome, archaea
V1592800	M00179	Ribosome, archaea
V1006993	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1007913	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1302192	M00206	Cellobiose transport system
V1612264	M00178	Ribosome, bacteria
V1007044	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
V1138617	M00115	NAD biosynthesis, aspartate => NAD
V1000020	M00179	Ribosome, archaea
V1011633	M00135	GABA biosynthesis, eukaryotes, putrescine => GABA
V1073413	M00164	ATP synthase
V1011639	M00260	DNA polymerase III complex, bacteria
V1394176	M00279	PTS system, galactitol-specific II component
V1083902	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1036839	M00026	Histidine biosynthesis, PRPP => histidine
V1527021	M00002	Glycolysis, core module involving three-carbon compounds
V1001475	M00248	Antibiotic transport system
V1640303	M00179	Ribosome, archaea
V1154539	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1383863	M00178	Ribosome, bacteria
V1392083	M00115	NAD biosynthesis, aspartate => NAD
V1007900	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1594229	M00006	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
V1036422	M00086	beta-Oxidation, acyl-CoA synthesis
V1036527	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1172076	M00206	Cellobiose transport system
V1138614	M00179	Ribosome, archaea
V1380518	M00239	Peptides/nickel transport system
V1081266	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
V1291747	M00376	3-Hydroxypropionate bi-cycle
V1140472	M00179	Ribosome, archaea
V1037884	M00179	Ribosome, archaea
V1238100	M00346	Formaldehyde assimilation, serine pathway
V1294043	M00179	Ribosome, archaea
V1070068	M00335	Sec (secretion) system
V1080489	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1006957	M00035	Methionine degradation
V1487566	M00207	Putative multiple sugar transport system
V1080997	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1006876	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1080488	M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type
V1013741	M00178	Ribosome, bacteria
V1138661	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1576169	M00060	Lipopolysaccharide biosynthesis, KDO2-lipid A
V1000594	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1000295	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1563611	M00019	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine
V1313683	M00164	ATP synthase
V1000300	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1010177	M00082	Fatty acid biosynthesis, initiation
V1011839	M00179	Ribosome, archaea
V1042408	M00179	Ribosome, archaea
V1013751	M00179	Ribosome, archaea
V1436794	M00197	Putative fructooligosaccharide transport system
V1607575	M00260	DNA polymerase III complex, bacteria
V1157569	M00164	ATP synthase
V1138642	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1431657	M00179	Ribosome, archaea
V1603872	M00179	Ribosome, archaea
V1010305	M00120	Coenzyme A biosynthesis, pantothenate => CoA
V1431344	M00020	Serine biosynthesis, glycerate-3P => serine
V1010178	M00083	Fatty acid biosynthesis, elongation
V1464388	M00183	RNA polymerase, bacteria
V1806864	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1383974	M00178	Ribosome, bacteria
V1000019	M00179	Ribosome, archaea
V1066995	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1036988	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1138734	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1074885	M00178	Ribosome, bacteria
V1265568	M00164	ATP synthase
V1439186	M00178	Ribosome, bacteria
V1267333	M00239	Peptides/nickel transport system
V1541210	M00239	Peptides/nickel transport system
V1000076	M00178	Ribosome, bacteria
V1502200	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1067256	M00120	Coenzyme A biosynthesis, pantothenate => CoA
V1158372	M00164	ATP synthase
V1082074	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1083487	M00179	Ribosome, archaea
V1445347	M00183	RNA polymerase, bacteria
V1852140	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1500100	M00178	Ribosome, bacteria
V1572527	M00183	RNA polymerase, bacteria
V1013090	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1190424	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1482551	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1162256	M00179	Ribosome, archaea
V1185257	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1403556	M00239	Peptides/nickel transport system
V1010059	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1138844	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1073412	M00164	ATP synthase
V1000022	M00179	Ribosome, archaea
V1369096	M00179	Ribosome, archaea
V1074483	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1074886	M00178	Ribosome, bacteria
V1084373	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1237403	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
V1370956	M00206	Cellobiose transport system
V1441127	M00179	Ribosome, archaea
V1010176	M00089	Triacylglycerol biosynthesis
V1006819	M00228	Putative glutamine transport system
V1294716	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
V1469296	M00179	Ribosome, archaea
V1069749	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
V1081878	M00346	Formaldehyde assimilation, serine pathway
V1138351	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1581212	M00164	ATP synthase
V1082647	M00032	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA
V1007897	M00178	Ribosome, bacteria
V1070133	M00179	Ribosome, archaea
V1806816	M00335	Sec (secretion) system
V1723757	M00178	Ribosome, bacteria
V1036111	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1177532	M00179	Ribosome, archaea
V1009387	M00335	Sec (secretion) system
V1269313	M00179	Ribosome, archaea
V1007060	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1000176	M00228	Putative glutamine transport system
V1640320	M00335	Sec (secretion) system
V1141150	M00346	Formaldehyde assimilation, serine pathway
V1009413	M00060	Lipopolysaccharide biosynthesis, KDO2-lipid A
V1879928	M00276	PTS system, mannose-specific II component
V1080858	M00335	Sec (secretion) system
V1886153	M00183	RNA polymerase, bacteria
V1311932	M00019	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine
V1705007	M00335	Sec (secretion) system
V1520185	M00164	ATP synthase
V1194354	M00179	Ribosome, archaea
V1074835	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1145315	M00183	RNA polymerase, bacteria
V1081814	M00164	ATP synthase
V1500210	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1445183	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1091760	M00126	Tetrahydrofolate biosynthesis, GTP => THF
V1000502	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1576331	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1084672	M00335	Sec (secretion) system
V1036122	M00283	PTS system, ascorbate-specific II component
V1010057	M00121	Heme biosynthesis, glutamate => protoheme/siroheme
V1552729	M00179	Ribosome, archaea
V1000836	M00178	Ribosome, bacteria
V1007179	M00060	Lipopolysaccharide biosynthesis, KDO2-lipid A
V1011840	M00179	Ribosome, archaea
V1032060	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
V1604300	M00164	ATP synthase
V1558414	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1076103	M00179	Ribosome, archaea
V1009119	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1015278	M00179	Ribosome, archaea
V1082432	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1013235	M00040	Tyrosine biosynthesis, prephanate => pretyrosine => tyrosine
V1369647	M00020	Serine biosynthesis, glycerate-3P => serine
V1065879	M00335	Sec (secretion) system
V1195096	M00179	Ribosome, archaea
V1036784	M00244	Putative zinc/manganese transport system
V1164544	M00260	DNA polymerase III complex, bacteria
V1168819	M00164	ATP synthase
V1139151	M00260	DNA polymerase III complex, bacteria
V1144196	M00239	Peptides/nickel transport system
V1279374	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type
V1198633	M00179	Ribosome, archaea
V1013303	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1151601	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1075539	M00083	Fatty acid biosynthesis, elongation
V1239646	M00178	Ribosome, bacteria
V1006839	M00240	Iron complex transport system
V1595591	M00178	Ribosome, bacteria
V1177863	M00082	Fatty acid biosynthesis, initiation
V1006872	M00121	Heme biosynthesis, glutamate => protoheme/siroheme
V1886584	M00239	Peptides/nickel transport system
V1006779	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1008574	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1084588	M00164	ATP synthase
V1266170	M00374	Dicarboxylate-hydroxybutyrate cycle
V1138320	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1419921	M00164	ATP synthase
V1381895	M00207	Putative multiple sugar transport system
V1558925	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1301690	M00178	Ribosome, bacteria
V1445140	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1580786	M00276	PTS system, mannose-specific II component
V1409431	M00179	Ribosome, archaea
V1013511	M00227	Glutamine transport system
V1083490	M00374	Dicarboxylate-hydroxybutyrate cycle
V1036567	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1576685	M00005	PRPP biosynthesis, ribose 5P => PRPP
V1036212	M00197	Putative fructooligosaccharide transport system
V1108928	M00164	ATP synthase
V1009564	M00335	Sec (secretion) system
V1200931	M00178	Ribosome, bacteria
V1079230	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000141	M00093	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE
V1015186	M00164	ATP synthase
V1036872	M00005	PRPP biosynthesis, ribose 5P => PRPP
V1172803	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1008858	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1082075	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
V1139821	M00159	V/A-type ATPase, prokaryotes
V1007191	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1006022	M00034	Methionine salvage pathway
V1249122	M00179	Ribosome, archaea
V1879849	M00197	Putative fructooligosaccharide transport system
V1581271	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1015284	M00179	Ribosome, archaea
V1519499	M00002	Glycolysis, core module involving three-carbon compounds
V1000155	M00366	C10-C20 isoprenoid biosynthesis, plants
V1080012	M00002	Glycolysis, core module involving three-carbon compounds
V1009421	M00063	CMP-KDO biosynthesis
V1237649	M00244	Putative zinc/manganese transport system
V1075971	M00179	Ribosome, archaea
V1015818	M00376	3-Hydroxypropionate bi-cycle
V1012671	M00159	V/A-type ATPase, prokaryotes
V1082561	M00178	Ribosome, bacteria
V1250750	M00164	ATP synthase
V1369676	M00236	Putative polar amino acid transport system
V1015280	M00179	Ribosome, archaea
V1000563	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
