Gene	KEGG_module_number	Annotation
V1038271	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
V1083489	M00335	Sec (secretion) system
V1038272	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1083710	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1074475	M00144	NADH:quinone oxidoreductase, prokaryotes
V1364027	M00197	Putative fructooligosaccharide transport system
V1082561	M00178	Ribosome, bacteria
V1011016	M00164	ATP synthase
V1074885	M00178	Ribosome, bacteria
V1018464	M00179	Ribosome, archaea
V1074886	M00178	Ribosome, bacteria
V1080012	M00002	Glycolysis, core module involving three-carbon compounds
V1367869	M00206	Cellobiose transport system
V1383841	M00179	Ribosome, archaea
V1081266	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
V1139033	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1367057	M00183	RNA polymerase, bacteria
V1140670	M00164	ATP synthase
V1073415	M00164	ATP synthase
V1368264	M00197	Putative fructooligosaccharide transport system
V1039764	M00178	Ribosome, bacteria
V1481186	M00178	Ribosome, bacteria
V1081290	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1154539	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1011014	M00164	ATP synthase
V1245732	M00346	Formaldehyde assimilation, serine pathway
V1036407	M00188	NitT/TauT family transport system
V1006125	M00346	Formaldehyde assimilation, serine pathway
V1072282	M00144	NADH:quinone oxidoreductase, prokaryotes
V1138661	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1501378	M00179	Ribosome, archaea
V1138351	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1077624	M00179	Ribosome, archaea
V1436794	M00197	Putative fructooligosaccharide transport system
V1440527	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1201514	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1530889	M00179	Ribosome, archaea
V1080015	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
V1073739	M00179	Ribosome, archaea
V1383824	M00239	Peptides/nickel transport system
V1237403	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
V1138844	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1080489	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1073924	M00178	Ribosome, bacteria
V1036422	M00086	beta-Oxidation, acyl-CoA synthesis
V1075971	M00179	Ribosome, archaea
V1357847	M00164	ATP synthase
V1500012	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1375366	M00153	Cytochrome d ubiquinol oxidase
V1301930	M00178	Ribosome, bacteria
V1138734	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1073413	M00164	ATP synthase
V1158372	M00164	ATP synthase
V1431760	M00179	Ribosome, archaea
V1145315	M00183	RNA polymerase, bacteria
V1487566	M00207	Putative multiple sugar transport system
V1362785	M00197	Putative fructooligosaccharide transport system
V1074547	M00179	Ribosome, archaea
V1420584	M00279	PTS system, galactitol-specific II component
V1081814	M00164	ATP synthase
V1083554	M00083	Fatty acid biosynthesis, elongation
V1036988	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1172076	M00206	Cellobiose transport system
V1108928	M00164	ATP synthase
V1576144	M00335	Sec (secretion) system
V1374846	M00179	Ribosome, archaea
V1079148	M00126	Tetrahydrofolate biosynthesis, GTP => THF
V1138984	M00179	Ribosome, archaea
V1084672	M00335	Sec (secretion) system
V1080858	M00335	Sec (secretion) system
V1000639	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1074548	M00179	Ribosome, archaea
V1074550	M00179	Ribosome, archaea
V1081878	M00346	Formaldehyde assimilation, serine pathway
V1514705	M00207	Putative multiple sugar transport system
V1012852	M00183	RNA polymerase, bacteria
V1084373	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1576731	M00179	Ribosome, archaea
V1368681	M00183	RNA polymerase, bacteria
V1194354	M00179	Ribosome, archaea
V1249468	M00178	Ribosome, bacteria
V1177863	M00082	Fatty acid biosynthesis, initiation
V1139144	M00179	Ribosome, archaea
V1157569	M00164	ATP synthase
V1082074	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1392083	M00115	NAD biosynthesis, aspartate => NAD
V1198530	M00279	PTS system, galactitol-specific II component
V1080997	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1383863	M00178	Ribosome, bacteria
V1253211	M00179	Ribosome, archaea
V1000545	M00197	Putative fructooligosaccharide transport system
V1313683	M00164	ATP synthase
V1072215	M00144	NADH:quinone oxidoreductase, prokaryotes
V1036111	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1527021	M00002	Glycolysis, core module involving three-carbon compounds
V1036826	M00374	Dicarboxylate-hydroxybutyrate cycle
V1200931	M00178	Ribosome, bacteria
V1369096	M00179	Ribosome, archaea
V1037884	M00179	Ribosome, archaea
V1075539	M00083	Fatty acid biosynthesis, elongation
V1043485	M00179	Ribosome, archaea
V1392259	M00183	RNA polymerase, bacteria
V1237649	M00244	Putative zinc/manganese transport system
V1082510	M00311	2-oxoglutarate:ferredoxin oxidoreductase
V1011015	M00164	ATP synthase
V1146313	M00164	ATP synthase
V1162256	M00179	Ribosome, archaea
V1374087	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1038295	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1082075	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
V1141150	M00346	Formaldehyde assimilation, serine pathway
V1139821	M00159	V/A-type ATPase, prokaryotes
V1010209	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1075074	M00179	Ribosome, archaea
V1036776	M00260	DNA polymerase III complex, bacteria
V1000018	M00179	Ribosome, archaea
V1016890	M00178	Ribosome, bacteria
V1082647	M00032	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA
V1036839	M00026	Histidine biosynthesis, PRPP => histidine
V1074483	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1174424	M00178	Ribosome, bacteria
V1017590	M00033	Ectoine biosynthesis, aspartate => ectoine
V1084062	M00153	Cytochrome d ubiquinol oxidase
V1576738	M00376	3-Hydroxypropionate bi-cycle
V1073412	M00164	ATP synthase
V1013990	M00178	Ribosome, bacteria
V1500210	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1430275	M00164	ATP synthase
V1070068	M00335	Sec (secretion) system
V1275019	M00183	RNA polymerase, bacteria
V1265568	M00164	ATP synthase
V1138429	M00311	2-oxoglutarate:ferredoxin oxidoreductase
V1000943	M00179	Ribosome, archaea
V1267333	M00239	Peptides/nickel transport system
V1083902	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1082181	M00376	3-Hydroxypropionate bi-cycle
V1370956	M00206	Cellobiose transport system
V1080456	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1081088	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1172803	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1238100	M00346	Formaldehyde assimilation, serine pathway
V1074141	M00335	Sec (secretion) system
V1081811	M00086	beta-Oxidation, acyl-CoA synthesis
V1011950	M00335	Sec (secretion) system
V1806864	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1036571	M00188	NitT/TauT family transport system
V1198633	M00179	Ribosome, archaea
V1445347	M00183	RNA polymerase, bacteria
V1464170	M00164	ATP synthase
V1724279	M00197	Putative fructooligosaccharide transport system
V1074549	M00179	Ribosome, archaea
V1082432	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1185257	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1074528	M00083	Fatty acid biosynthesis, elongation
V1013406	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
V1282227	M00178	Ribosome, bacteria
V1723757	M00178	Ribosome, bacteria
V1032287	M00178	Ribosome, bacteria
V1705007	M00335	Sec (secretion) system
V1361584	M00179	Ribosome, archaea
V1073967	M00179	Ribosome, archaea
V1139467	M00178	Ribosome, bacteria
V1084588	M00164	ATP synthase
V1081148	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1011011	M00164	ATP synthase
V1138617	M00115	NAD biosynthesis, aspartate => NAD
V1083359	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1036527	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1200366	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
V1256108	M00178	Ribosome, bacteria
V1011012	M00164	ATP synthase
V1820421	M00144	NADH:quinone oxidoreductase, prokaryotes
V1145239	M00179	Ribosome, archaea
V1138320	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1012850	M00179	Ribosome, archaea
V1069749	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
V1036258	M00207	Putative multiple sugar transport system
V1381908	M00005	PRPP biosynthesis, ribose 5P => PRPP
V1445140	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1558287	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1042531	M00179	Ribosome, archaea
V1139151	M00260	DNA polymerase III complex, bacteria
V1374419	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1248992	M00179	Ribosome, archaea
V1500057	M00179	Ribosome, archaea
V1001368	M00276	PTS system, mannose-specific II component
V1500586	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1069332	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1440773	M00179	Ribosome, archaea
V1268572	M00179	Ribosome, archaea
V1000848	M00258	Putative ABC transport system
V1006020	M00179	Ribosome, archaea
V1250750	M00164	ATP synthase
V1000017	M00178	Ribosome, bacteria
V1499268	M00123	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin
V1806816	M00335	Sec (secretion) system
V1036685	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1431607	M00178	Ribosome, bacteria
V1403556	M00239	Peptides/nickel transport system
V1445191	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
V1440590	M00179	Ribosome, archaea
V1181333	M00002	Glycolysis, core module involving three-carbon compounds
V1000116	M00002	Glycolysis, core module involving three-carbon compounds
V1362787	M00179	Ribosome, archaea
V1553674	M00179	Ribosome, archaea
V1577158	M00335	Sec (secretion) system
V1036567	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1383899	M00188	NitT/TauT family transport system
V1239646	M00178	Ribosome, bacteria
V1020418	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1440864	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1558925	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1436832	M00346	Formaldehyde assimilation, serine pathway
V1445304	M00183	RNA polymerase, bacteria
V1272240	M00179	Ribosome, archaea
V1139047	M00083	Fatty acid biosynthesis, elongation
V1156648	M00164	ATP synthase
V1073609	M00093	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE
V1553605	M00120	Coenzyme A biosynthesis, pantothenate => CoA
V1606941	M00179	Ribosome, archaea
V1445183	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1098956	M00178	Ribosome, bacteria
V1195096	M00179	Ribosome, archaea
V1036090	M00374	Dicarboxylate-hydroxybutyrate cycle
V1009870	M00179	Ribosome, archaea
V1036112	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1010898	M00035	Methionine degradation
V1154707	M00159	V/A-type ATPase, prokaryotes
V1036812	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1841399	M00144	NADH:quinone oxidoreductase, prokaryotes
V1268814	M00179	Ribosome, archaea
V1000008	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1000487	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1036423	M00119	Pantothenate biosynthesis, valine/L-aspartate => pantothenate
V1268899	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1286513	M00335	Sec (secretion) system
V1432667	M00376	3-Hydroxypropionate bi-cycle
V1337146	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
V1006110	M00179	Ribosome, archaea
V1574099	M00276	PTS system, mannose-specific II component
V1015186	M00164	ATP synthase
V1180160	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1073589	M00178	Ribosome, bacteria
V1553606	M00179	Ribosome, archaea
V1168094	M00179	Ribosome, archaea
V1502554	M00178	Ribosome, bacteria
V1360042	M00179	Ribosome, archaea
V1446708	M00206	Cellobiose transport system
V1000841	M00164	ATP synthase
V1704984	M00127	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P
V1083490	M00374	Dicarboxylate-hydroxybutyrate cycle
V1820497	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1067311	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type
V1513839	M00197	Putative fructooligosaccharide transport system
V1000640	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1440877	M00179	Ribosome, archaea
V1576098	M00089	Triacylglycerol biosynthesis
V1177861	M00183	RNA polymerase, bacteria
V1072214	M00144	NADH:quinone oxidoreductase, prokaryotes
V1014995	M00123	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin
V1038265	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1442547	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA
V1036608	M00006	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
V1138642	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1553602	M00083	Fatty acid biosynthesis, elongation
V1016290	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1527256	M00335	Sec (secretion) system
V1037420	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1075213	M00179	Ribosome, archaea
V1374340	M00335	Sec (secretion) system
V1820405	M00335	Sec (secretion) system
V1083029	M00368	Ethylene biosynthesis, methionine => ethylene
V1152387	M00346	Formaldehyde assimilation, serine pathway
V1724150	M00178	Ribosome, bacteria
V1558995	M00335	Sec (secretion) system
V1383974	M00178	Ribosome, bacteria
V1274327	M00179	Ribosome, archaea
V1373952	M00183	RNA polymerase, bacteria
V1139078	M00239	Peptides/nickel transport system
V1084463	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
V1014780	M00178	Ribosome, bacteria
V1313175	M00346	Formaldehyde assimilation, serine pathway
V1164548	M00183	RNA polymerase, bacteria
V1176640	M00164	ATP synthase
V1445176	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
V1912442	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1036523	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1567626	M00178	Ribosome, bacteria
V1419921	M00164	ATP synthase
V1392533	M00124	Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P
V1006265	M00178	Ribosome, bacteria
V1011013	M00164	ATP synthase
V1380518	M00239	Peptides/nickel transport system
V1139691	M00335	Sec (secretion) system
V1036364	M00233	Glutamate transport system
V1000021	M00179	Ribosome, archaea
V1393122	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type
V1036366	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1266170	M00374	Dicarboxylate-hydroxybutyrate cycle
V1279374	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type
V1072283	M00376	3-Hydroxypropionate bi-cycle
V1093074	M00197	Putative fructooligosaccharide transport system
V1357062	M00178	Ribosome, bacteria
V1887197	M00197	Putative fructooligosaccharide transport system
V1042447	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1036249	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
V1036156	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1268948	M00183	RNA polymerase, bacteria
V1254179	M00179	Ribosome, archaea
V1613442	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1014250	M00374	Dicarboxylate-hydroxybutyrate cycle
V1445273	M00239	Peptides/nickel transport system
V1079294	M00083	Fatty acid biosynthesis, elongation
V1383938	M00164	ATP synthase
V1501533	M00178	Ribosome, bacteria
V1887142	M00164	ATP synthase
V1273671	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1074108	M00311	2-oxoglutarate:ferredoxin oxidoreductase
V1253512	M00164	ATP synthase
V1140472	M00179	Ribosome, archaea
V1009869	M00178	Ribosome, bacteria
V1075214	M00179	Ribosome, archaea
V1484105	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
V1152196	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1482595	M00178	Ribosome, bacteria
V1238788	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1392929	M00179	Ribosome, archaea
V1358089	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1195882	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1400258	M00002	Glycolysis, core module involving three-carbon compounds
V1067672	M00178	Ribosome, bacteria
V1237482	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1036606	M00164	ATP synthase
V1354624	M00335	Sec (secretion) system
V1594566	M00178	Ribosome, bacteria
V1441364	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1141483	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1458477	M00178	Ribosome, bacteria
V1370810	M00179	Ribosome, archaea
V1032263	M00164	ATP synthase
V1074546	M00179	Ribosome, archaea
V1383979	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1032059	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
V1363522	M00254	ABC-2 type transport system
V1364166	M00179	Ribosome, archaea
V1099218	M00002	Glycolysis, core module involving three-carbon compounds
V1468555	M00164	ATP synthase
V1277970	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1073075	M00033	Ectoine biosynthesis, aspartate => ectoine
V1015734	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1073807	M00083	Fatty acid biosynthesis, elongation
V1158426	M00276	PTS system, mannose-specific II component
V1013988	M00178	Ribosome, bacteria
V1239768	M00244	Putative zinc/manganese transport system
V1072900	M00346	Formaldehyde assimilation, serine pathway
V1430517	M00279	PTS system, galactitol-specific II component
V1074292	M00115	NAD biosynthesis, aspartate => NAD
V1075095	M00178	Ribosome, bacteria
V1820375	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1141223	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1445193	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1083138	M00033	Ectoine biosynthesis, aspartate => ectoine
V1368297	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1498873	M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type
V1081146	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
V1528392	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
V1010860	M00179	Ribosome, archaea
V1849462	M00134	Polyamine biosynthesis, arginine => ornithine => putrescine
V1252114	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1268242	M00335	Sec (secretion) system
V1380987	M00179	Ribosome, archaea
V1553673	M00179	Ribosome, archaea
V1110058	M00179	Ribosome, archaea
V1140341	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1564708	M00242	Zinc transport system
V1381229	M00207	Putative multiple sugar transport system
V1018324	M00178	Ribosome, bacteria
V1081293	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
V1394393	M00346	Formaldehyde assimilation, serine pathway
V1080817	M00083	Fatty acid biosynthesis, elongation
V1431720	M00376	3-Hydroxypropionate bi-cycle
V1499785	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1302463	M00207	Putative multiple sugar transport system
V1139807	M00159	V/A-type ATPase, prokaryotes
V1144133	M00197	Putative fructooligosaccharide transport system
V1313346	M00197	Putative fructooligosaccharide transport system
V1014275	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1014819	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1086461	M00115	NAD biosynthesis, aspartate => NAD
V1232982	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1074266	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1875571	M00179	Ribosome, archaea
V1051831	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type
V1173339	M00179	Ribosome, archaea
V1373951	M00179	Ribosome, archaea
V1335255	M00120	Coenzyme A biosynthesis, pantothenate => CoA
V1196993	M00248	Antibiotic transport system
V1177542	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1613218	M00374	Dicarboxylate-hydroxybutyrate cycle
V1036293	M00335	Sec (secretion) system
V1484621	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
V1411084	M00164	ATP synthase
V1032060	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
V1079453	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1035843	M00178	Ribosome, bacteria
V1265618	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1430573	M00197	Putative fructooligosaccharide transport system
V1306539	M00179	Ribosome, archaea
V1000305	M00346	Formaldehyde assimilation, serine pathway
V1036354	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1038257	M00258	Putative ABC transport system
V1265185	M00060	Lipopolysaccharide biosynthesis, KDO2-lipid A
V1880393	M00239	Peptides/nickel transport system
V1036351	M00248	Antibiotic transport system
V1276627	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1000840	M00164	ATP synthase
V1180065	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1015123	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1036230	M00239	Peptides/nickel transport system
V1363297	M00346	Formaldehyde assimilation, serine pathway
V1032062	M00239	Peptides/nickel transport system
V1468406	M00164	ATP synthase
V1495905	M00335	Sec (secretion) system
V1421856	M00179	Ribosome, archaea
V1036960	M00035	Methionine degradation
