Gene	KEGG_module_number	Annotation
V1042355	M00276	PTS system, mannose-specific II component
V1156648	M00164	ATP synthase
V1374773	M00239	Peptides/nickel transport system
V1006021	M00179	Ribosome, archaea
V1064534	M00183	RNA polymerase, bacteria
V1380652	M00179	Ribosome, archaea
V1007084	M00178	Ribosome, bacteria
V1879918	M00179	Ribosome, archaea
V1042531	M00179	Ribosome, archaea
V1000845	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1000144	M00179	Ribosome, archaea
V1007059	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1098933	M00178	Ribosome, bacteria
V1519450	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1349964	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1000015	M00179	Ribosome, archaea
V1886416	M00002	Glycolysis, core module involving three-carbon compounds
V1033560	M00335	Sec (secretion) system
V1154707	M00159	V/A-type ATPase, prokaryotes
V1391945	M00276	PTS system, mannose-specific II component
V1014867	M00276	PTS system, mannose-specific II component
V1140341	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1585250	M00179	Ribosome, archaea
V1392272	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1007076	M00197	Putative fructooligosaccharide transport system
V1430967	M00179	Ribosome, archaea
V1014932	M00239	Peptides/nickel transport system
V1592800	M00179	Ribosome, archaea
V1380987	M00179	Ribosome, archaea
V1330982	M00197	Putative fructooligosaccharide transport system
V1000001	M00179	Ribosome, archaea
V1098849	M00178	Ribosome, bacteria
V1880077	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000300	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1553877	M00276	PTS system, mannose-specific II component
V1552772	M00002	Glycolysis, core module involving three-carbon compounds
V1067559	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1012423	M00179	Ribosome, archaea
V1266145	M00368	Ethylene biosynthesis, methionine => ethylene
V1852094	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1033902	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1469327	M00207	Putative multiple sugar transport system
V1000168	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1001468	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1381169	M00183	RNA polymerase, bacteria
V1879882	M00179	Ribosome, archaea
V1012424	M00179	Ribosome, archaea
V1013968	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA
V1594918	M00164	ATP synthase
V1886558	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1139078	M00239	Peptides/nickel transport system
V1141223	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1384350	M00179	Ribosome, archaea
V1067672	M00178	Ribosome, bacteria
V1012677	M00159	V/A-type ATPase, prokaryotes
V1015867	M00179	Ribosome, archaea
V1548529	M00159	V/A-type ATPase, prokaryotes
V1144304	M00179	Ribosome, archaea
V1099394	M00197	Putative fructooligosaccharide transport system
V1235913	M00164	ATP synthase
V1153346	M00179	Ribosome, archaea
V1013684	M00207	Putative multiple sugar transport system
V1000020	M00179	Ribosome, archaea
V1067558	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1553618	M00335	Sec (secretion) system
V1012414	M00179	Ribosome, archaea
V1884213	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1000601	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1851978	M00207	Putative multiple sugar transport system
V1852039	M00183	RNA polymerase, bacteria
V1313175	M00346	Formaldehyde assimilation, serine pathway
V1093074	M00197	Putative fructooligosaccharide transport system
V1079141	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1375358	M00239	Peptides/nickel transport system
V1464441	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1557734	M00346	Formaldehyde assimilation, serine pathway
V1375699	M00207	Putative multiple sugar transport system
V1012925	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1367155	M00002	Glycolysis, core module involving three-carbon compounds
V1367057	M00183	RNA polymerase, bacteria
V1139605	M00179	Ribosome, archaea
V1078022	M00179	Ribosome, archaea
V1140021	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1074742	M00179	Ribosome, archaea
V1557783	M00164	ATP synthase
V1075033	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1042470	M00179	Ribosome, archaea
V1012422	M00179	Ribosome, archaea
V1012419	M00179	Ribosome, archaea
V1010065	M00164	ATP synthase
V1043350	M00239	Peptides/nickel transport system
V1066925	M00239	Peptides/nickel transport system
V1469282	M00239	Peptides/nickel transport system
V1018031	M00179	Ribosome, archaea
V1886464	M00179	Ribosome, archaea
V1389384	M00346	Formaldehyde assimilation, serine pathway
V1886399	M00178	Ribosome, bacteria
V1559772	M00346	Formaldehyde assimilation, serine pathway
V1375650	M00335	Sec (secretion) system
V1442456	M00179	Ribosome, archaea
V1014079	M00179	Ribosome, archaea
V1411084	M00164	ATP synthase
V1585936	M00179	Ribosome, archaea
V1200321	M00164	ATP synthase
V1491685	M00346	Formaldehyde assimilation, serine pathway
V1000019	M00179	Ribosome, archaea
V1381895	M00207	Putative multiple sugar transport system
V1011016	M00164	ATP synthase
V1098932	M00179	Ribosome, archaea
V1237835	M00239	Peptides/nickel transport system
V1007054	M00183	RNA polymerase, bacteria
V1012417	M00178	Ribosome, bacteria
V1356383	M00197	Putative fructooligosaccharide transport system
V1553939	M00178	Ribosome, bacteria
V1553772	M00279	PTS system, galactitol-specific II component
V1067099	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1886605	M00197	Putative fructooligosaccharide transport system
V1548048	M00183	RNA polymerase, bacteria
V1081813	M00164	ATP synthase
V1549656	M00197	Putative fructooligosaccharide transport system
V1585624	M00346	Formaldehyde assimilation, serine pathway
V1141925	M00179	Ribosome, archaea
V1525026	M00179	Ribosome, archaea
V1039764	M00178	Ribosome, bacteria
V1577140	M00183	RNA polymerase, bacteria
V1071524	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1526386	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA
V1065923	M00164	ATP synthase
V1000023	M00005	PRPP biosynthesis, ribose 5P => PRPP
V1154540	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1519910	M00164	ATP synthase
V1154407	M00183	RNA polymerase, bacteria
V1000022	M00179	Ribosome, archaea
V1066648	M00183	RNA polymerase, bacteria
V1109371	M00178	Ribosome, bacteria
V1077152	M00179	Ribosome, archaea
V1000325	M00178	Ribosome, bacteria
V1073738	M00179	Ribosome, archaea
V1836807	M00179	Ribosome, archaea
V1013967	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA
V1138842	M00178	Ribosome, bacteria
V1442877	M00164	ATP synthase
V1012676	M00159	V/A-type ATPase, prokaryotes
V1547329	M00239	Peptides/nickel transport system
V1012679	M00033	Ectoine biosynthesis, aspartate => ectoine
V1157323	M00179	Ribosome, archaea
V1340709	M00346	Formaldehyde assimilation, serine pathway
V1000140	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1043301	M00179	Ribosome, archaea
V1013751	M00179	Ribosome, archaea
V1067311	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type
V1010209	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000318	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1010070	M00164	ATP synthase
V1012420	M00179	Ribosome, archaea
V1012505	M00237	Branched-chain amino acid transport system
V1499048	M00183	RNA polymerase, bacteria
V1013741	M00178	Ribosome, bacteria
V1172123	M00159	V/A-type ATPase, prokaryotes
V1523254	M00159	V/A-type ATPase, prokaryotes
V1000533	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
V1439186	M00178	Ribosome, bacteria
V1072266	M00346	Formaldehyde assimilation, serine pathway
V1017115	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1012602	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1011095	M00239	Peptides/nickel transport system
V1018464	M00179	Ribosome, archaea
V1011840	M00179	Ribosome, archaea
V1014359	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1139807	M00159	V/A-type ATPase, prokaryotes
V1139649	M00183	RNA polymerase, bacteria
V1017148	M00179	Ribosome, archaea
V1340164	M00164	ATP synthase
V1067061	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1442547	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA
V1011337	M00178	Ribosome, bacteria
V1000295	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1010068	M00164	ATP synthase
V1836815	M00221	Putative simple sugar transport system
V1014360	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1011014	M00164	ATP synthase
V1043514	M00179	Ribosome, archaea
V1154952	M00179	Ribosome, archaea
V1099344	M00183	RNA polymerase, bacteria
V1272241	M00179	Ribosome, archaea
V1430517	M00279	PTS system, galactitol-specific II component
V1091760	M00126	Tetrahydrofolate biosynthesis, GTP => THF
V1000016	M00179	Ribosome, archaea
V1364188	M00164	ATP synthase
V1380123	M00164	ATP synthase
V1572527	M00183	RNA polymerase, bacteria
V1014869	M00276	PTS system, mannose-specific II component
V1154408	M00183	RNA polymerase, bacteria
V1310991	M00374	Dicarboxylate-hydroxybutyrate cycle
V1164544	M00260	DNA polymerase III complex, bacteria
V1008574	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1033881	M00346	Formaldehyde assimilation, serine pathway
V1382281	M00178	Ribosome, bacteria
V1099420	M00164	ATP synthase
V1584680	M00159	V/A-type ATPase, prokaryotes
V1110458	M00179	Ribosome, archaea
V1889488	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1152427	M00374	Dicarboxylate-hydroxybutyrate cycle
V1099421	M00164	ATP synthase
V1331626	M00179	Ribosome, archaea
V1012674	M00159	V/A-type ATPase, prokaryotes
V1007070	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1007557	M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type
V1081021	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1879847	M00197	Putative fructooligosaccharide transport system
V1437017	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1067088	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1527518	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1879848	M00197	Putative fructooligosaccharide transport system
V1011839	M00179	Ribosome, archaea
V1011714	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
V1016060	M00374	Dicarboxylate-hydroxybutyrate cycle
V1380920	M00221	Putative simple sugar transport system
V1013128	M00029	Urea cycle
V1098891	M00206	Cellobiose transport system
V1100534	M00179	Ribosome, archaea
V1000106	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1007073	M00197	Putative fructooligosaccharide transport system
V1595063	M00207	Putative multiple sugar transport system
V1201556	M00183	RNA polymerase, bacteria
V1009119	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1066917	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1464524	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1012031	M00179	Ribosome, archaea
V1577002	M00179	Ribosome, archaea
V1339706	M00276	PTS system, mannose-specific II component
V1006779	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1364877	M00164	ATP synthase
V1240494	M00083	Fatty acid biosynthesis, elongation
V1176971	M00179	Ribosome, archaea
V1012032	M00183	RNA polymerase, bacteria
V1141613	M00179	Ribosome, archaea
V1178697	M00159	V/A-type ATPase, prokaryotes
V1469296	M00179	Ribosome, archaea
V1080826	M00179	Ribosome, archaea
V1173390	M00159	V/A-type ATPase, prokaryotes
V1051795	M00335	Sec (secretion) system
V1377757	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1000594	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1012421	M00179	Ribosome, archaea
V1549066	M00239	Peptides/nickel transport system
V1514891	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1015868	M00179	Ribosome, archaea
V1048488	M00260	DNA polymerase III complex, bacteria
V1012852	M00183	RNA polymerase, bacteria
V1375131	M00179	Ribosome, archaea
V1012506	M00237	Branched-chain amino acid transport system
V1042613	M00179	Ribosome, archaea
V1375605	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1465010	M00266	PTS system, maltose/glucose-specific II component
V1343296	M00083	Fatty acid biosynthesis, elongation
V1849462	M00134	Polyamine biosynthesis, arginine => ornithine => putrescine
V1000525	M00120	Coenzyme A biosynthesis, pantothenate => CoA
V1139756	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA
V1070407	M00197	Putative fructooligosaccharide transport system
V1482551	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1069719	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1296153	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA
V1522829	M00159	V/A-type ATPase, prokaryotes
V1099005	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1196019	M00033	Ectoine biosynthesis, aspartate => ectoine
V1485407	M00197	Putative fructooligosaccharide transport system
V1483001	M00183	RNA polymerase, bacteria
V1399193	M00179	Ribosome, archaea
V1595727	M00179	Ribosome, archaea
V1042252	M00276	PTS system, mannose-specific II component
V1421438	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1147769	M00179	Ribosome, archaea
V1008255	M00179	Ribosome, archaea
V1277310	M00335	Sec (secretion) system
V1886153	M00183	RNA polymerase, bacteria
V1083488	M00179	Ribosome, archaea
V1430515	M00171	C4-dicarboxylic acid cycle, NAD - malic enzyme type
V1617550	M00159	V/A-type ATPase, prokaryotes
V1047979	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1431657	M00179	Ribosome, archaea
V1594655	M00239	Peptides/nickel transport system
V1295134	M00183	RNA polymerase, bacteria
V1564708	M00242	Zinc transport system
V1852140	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1011012	M00164	ATP synthase
V1099490	M00178	Ribosome, bacteria
V1000176	M00228	Putative glutamine transport system
V1012766	M00178	Ribosome, bacteria
V1001475	M00248	Antibiotic transport system
V1073737	M00179	Ribosome, archaea
V1201514	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1012508	M00237	Branched-chain amino acid transport system
V1043302	M00179	Ribosome, archaea
V1011473	M00221	Putative simple sugar transport system
V1368958	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1464388	M00183	RNA polymerase, bacteria
V1014868	M00276	PTS system, mannose-specific II component
V1042441	M00179	Ribosome, archaea
V1065536	M00002	Glycolysis, core module involving three-carbon compounds
V1152202	M00248	Antibiotic transport system
V1000076	M00178	Ribosome, bacteria
V1014483	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1109182	M00179	Ribosome, archaea
V1066613	M00276	PTS system, mannose-specific II component
V1016828	M00335	Sec (secretion) system
V1011015	M00164	ATP synthase
V1098956	M00178	Ribosome, bacteria
V1066642	M00179	Ribosome, archaea
V1012030	M00179	Ribosome, archaea
V1521364	M00239	Peptides/nickel transport system
V1576738	M00376	3-Hydroxypropionate bi-cycle
V1099416	M00164	ATP synthase
V1552729	M00179	Ribosome, archaea
V1528520	M00179	Ribosome, archaea
V1011096	M00239	Peptides/nickel transport system
V1355409	M00120	Coenzyme A biosynthesis, pantothenate => CoA
V1436771	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1437633	M00164	ATP synthase
V1594229	M00006	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
V1139685	M00178	Ribosome, bacteria
V1099395	M00197	Putative fructooligosaccharide transport system
V1017590	M00033	Ectoine biosynthesis, aspartate => ectoine
V1006819	M00228	Putative glutamine transport system
V1139758	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA
V1099191	M00086	beta-Oxidation, acyl-CoA synthesis
V1575343	M00178	Ribosome, bacteria
V1011011	M00164	ATP synthase
V1585622	M00002	Glycolysis, core module involving three-carbon compounds
V1013406	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
V1369519	M00159	V/A-type ATPase, prokaryotes
V1157324	M00178	Ribosome, bacteria
V1000155	M00366	C10-C20 isoprenoid biosynthesis, plants
V1099422	M00164	ATP synthase
V1442466	M00183	RNA polymerase, bacteria
V1368664	M00239	Peptides/nickel transport system
V1139757	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA
V1398959	M00005	PRPP biosynthesis, ribose 5P => PRPP
V1339558	M00279	PTS system, galactitol-specific II component
V1152905	M00164	ATP synthase
V1367058	M00183	RNA polymerase, bacteria
V1295007	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1099418	M00164	ATP synthase
V1000172	M00239	Peptides/nickel transport system
V1000024	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1229971	M00179	Ribosome, archaea
V1436910	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1000141	M00093	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE
V1011837	M00183	RNA polymerase, bacteria
V1200366	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
V1069350	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1240509	M00239	Peptides/nickel transport system
V1013123	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1011715	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
V1099268	M00188	NitT/TauT family transport system
V1588933	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1609073	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1110058	M00179	Ribosome, archaea
V1164541	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1879928	M00276	PTS system, mannose-specific II component
V1594437	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1107455	M00221	Putative simple sugar transport system
V1392006	M00178	Ribosome, bacteria
V1080453	M00335	Sec (secretion) system
V1013990	M00178	Ribosome, bacteria
V1155495	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1048870	M00179	Ribosome, archaea
V1356036	M00179	Ribosome, archaea
V1528097	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1011748	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1519499	M00002	Glycolysis, core module involving three-carbon compounds
V1197906	M00002	Glycolysis, core module involving three-carbon compounds
V1584917	M00239	Peptides/nickel transport system
V1076810	M00178	Ribosome, bacteria
V1000139	M00260	DNA polymerase III complex, bacteria
V1044527	M00179	Ribosome, archaea
V1232960	M00179	Ribosome, archaea
V1345823	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1139819	M00033	Ectoine biosynthesis, aspartate => ectoine
V1107851	M00164	ATP synthase
V1012850	M00179	Ribosome, archaea
V1016890	M00178	Ribosome, bacteria
V1520185	M00164	ATP synthase
V1172419	M00239	Peptides/nickel transport system
V1099218	M00002	Glycolysis, core module involving three-carbon compounds
V1368316	M00178	Ribosome, bacteria
V1066614	M00276	PTS system, mannose-specific II component
V1295628	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1553653	M00335	Sec (secretion) system
V1012527	M00346	Formaldehyde assimilation, serine pathway
V1341867	M00179	Ribosome, archaea
V1000152	M00335	Sec (secretion) system
V1886440	M00179	Ribosome, archaea
V1043900	M00178	Ribosome, bacteria
V1357430	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1012504	M00237	Branched-chain amino acid transport system
V1013752	M00335	Sec (secretion) system
V1099419	M00164	ATP synthase
V1344560	M00179	Ribosome, archaea
V1099155	M00086	beta-Oxidation, acyl-CoA synthesis
V1612953	M00159	V/A-type ATPase, prokaryotes
V1012416	M00179	Ribosome, archaea
V1155183	M00221	Putative simple sugar transport system
V1140669	M00164	ATP synthase
V1012337	M00086	beta-Oxidation, acyl-CoA synthesis
V1072283	M00376	3-Hydroxypropionate bi-cycle
V1011620	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1613141	M00179	Ribosome, archaea
V1517024	M00179	Ribosome, archaea
V1607575	M00260	DNA polymerase III complex, bacteria
V1107759	M00276	PTS system, mannose-specific II component
V1069833	M00239	Peptides/nickel transport system
V1549414	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA
V1852132	M00115	NAD biosynthesis, aspartate => NAD
V1010451	M00197	Putative fructooligosaccharide transport system
V1076102	M00179	Ribosome, archaea
V1012332	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1138253	M00376	3-Hydroxypropionate bi-cycle
V1082180	M00376	3-Hydroxypropionate bi-cycle
V1585109	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA
V1042346	M00179	Ribosome, archaea
V1594764	M00159	V/A-type ATPase, prokaryotes
V1073922	M00179	Ribosome, archaea
V1366656	M00276	PTS system, mannose-specific II component
V1879849	M00197	Putative fructooligosaccharide transport system
V1150295	M00248	Antibiotic transport system
V1015263	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1143377	M00273	PTS system, fructose-specific II component
V1442770	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1374872	M00239	Peptides/nickel transport system
V1522031	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
V1339861	M00179	Ribosome, archaea
V1066652	M00179	Ribosome, archaea
V1098966	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1516893	M00159	V/A-type ATPase, prokaryotes
V1099156	M00178	Ribosome, bacteria
V1000519	M00268	PTS system, alpha-glucoside-specific II component
V1033924	M00178	Ribosome, bacteria
V1140915	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1047900	M00258	Putative ABC transport system
V1109756	M00159	V/A-type ATPase, prokaryotes
V1144017	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1420559	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1020418	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1486962	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type
V1083710	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1482980	M00335	Sec (secretion) system
V1820421	M00144	NADH:quinone oxidoreductase, prokaryotes
V1516671	M00178	Ribosome, bacteria
