Gene	KEGG_module_number	Annotation
V1136380	M00179	Ribosome, archaea
V1213486	M00197	Putative fructooligosaccharide transport system
V1136606	M00178	Ribosome, bacteria
V1211234	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
V1723757	M00178	Ribosome, bacteria
V1019461	M00164	ATP synthase
V1597160	M00179	Ribosome, archaea
V1136484	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1211213	M00376	3-Hydroxypropionate bi-cycle
V1136123	M00178	Ribosome, bacteria
V1265517	M00206	Cellobiose transport system
V1136048	M00246	Nickel transport system
V1136423	M00164	ATP synthase
V1599132	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1011374	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1136046	M00178	Ribosome, bacteria
V1032620	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1032060	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
V1211358	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1899717	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1136066	M00120	Coenzyme A biosynthesis, pantothenate => CoA
V1136164	M00178	Ribosome, bacteria
V1212989	M00178	Ribosome, bacteria
V1009512	M00188	NitT/TauT family transport system
V1015427	M00374	Dicarboxylate-hydroxybutyrate cycle
V1154973	M00179	Ribosome, archaea
V1203705	M00095	C5 isoprenoid biosynthesis, mevalonate pathway
V1409431	M00179	Ribosome, archaea
V1136050	M00179	Ribosome, archaea
V1340013	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1136075	M00005	PRPP biosynthesis, ribose 5P => PRPP
V1599266	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1157421	M00178	Ribosome, bacteria
V1158337	M00164	ATP synthase
V1216924	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1692640	M00346	Formaldehyde assimilation, serine pathway
V1136271	M00338	Cysteine biosynthesis, homocysteine + serine => cysteine
V1198623	M00183	RNA polymerase, bacteria
V1615339	M00164	ATP synthase
V1819513	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
V1033549	M00346	Formaldehyde assimilation, serine pathway
V1881401	M00164	ATP synthase
V1136446	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1151601	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1136274	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1799323	M00276	PTS system, mannose-specific II component
V1036861	M00005	PRPP biosynthesis, ribose 5P => PRPP
V1136295	M00207	Putative multiple sugar transport system
V1009625	M00335	Sec (secretion) system
V1211293	M00239	Peptides/nickel transport system
V1301690	M00178	Ribosome, bacteria
V1012446	M00179	Ribosome, archaea
V1687756	M00335	Sec (secretion) system
V1886542	M00179	Ribosome, archaea
V1448413	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1155989	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1599264	M00374	Dicarboxylate-hydroxybutyrate cycle
V1344117	M00178	Ribosome, bacteria
V1136318	M00275	PTS system, cellobiose-specific II component
V1348573	M00179	Ribosome, archaea
V1009518	M00119	Pantothenate biosynthesis, valine/L-aspartate => pantothenate
V1032059	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
V1301829	M00178	Ribosome, bacteria
V1203454	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1154971	M00179	Ribosome, archaea
V1599142	M00335	Sec (secretion) system
V1403101	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1338881	M00178	Ribosome, bacteria
V1293818	M00239	Peptides/nickel transport system
V1136579	M00093	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE
V1136389	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1036212	M00197	Putative fructooligosaccharide transport system
V1687738	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1136492	M00246	Nickel transport system
V1339706	M00276	PTS system, mannose-specific II component
V1211431	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1032287	M00178	Ribosome, bacteria
V1298130	M00178	Ribosome, bacteria
V1883385	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1141462	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1885612	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1679927	M00246	Nickel transport system
V1723469	M00179	Ribosome, archaea
V1136290	M00183	RNA polymerase, bacteria
V1267333	M00239	Peptides/nickel transport system
V1203423	M00244	Putative zinc/manganese transport system
V1201722	M00239	Peptides/nickel transport system
V1383841	M00179	Ribosome, archaea
V1034175	M00197	Putative fructooligosaccharide transport system
V1016652	M00164	ATP synthase
V1368877	M00197	Putative fructooligosaccharide transport system
V1554020	M00197	Putative fructooligosaccharide transport system
V1599143	M00335	Sec (secretion) system
V1599233	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1136235	M00276	PTS system, mannose-specific II component
V1618909	M00178	Ribosome, bacteria
V1600701	M00279	PTS system, galactitol-specific II component
V1036976	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1136127	M00223	Phosphonate transport system
V1136111	M00335	Sec (secretion) system
V1020161	M00179	Ribosome, archaea
V1383824	M00239	Peptides/nickel transport system
V1203446	M00279	PTS system, galactitol-specific II component
V1211373	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1150071	M00179	Ribosome, archaea
V1203584	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1009641	M00183	RNA polymerase, bacteria
V1213497	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1301614	M00179	Ribosome, archaea
V1047247	M00279	PTS system, galactitol-specific II component
V1427184	M00002	Glycolysis, core module involving three-carbon compounds
V1119368	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1883469	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1075934	M00179	Ribosome, archaea
V1136386	M00376	3-Hydroxypropionate bi-cycle
V1203599	M00223	Phosphonate transport system
V1211235	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1104057	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1213495	M00260	DNA polymerase III complex, bacteria
V1554285	M00179	Ribosome, archaea
V1194354	M00179	Ribosome, archaea
V1553829	M00179	Ribosome, archaea
V1136547	M00207	Putative multiple sugar transport system
V1527021	M00002	Glycolysis, core module involving three-carbon compounds
V1136135	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1016649	M00164	ATP synthase
V1203646	M00368	Ethylene biosynthesis, methionine => ethylene
V1723592	M00178	Ribosome, bacteria
V1430683	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1376603	M00179	Ribosome, archaea
V1554160	M00179	Ribosome, archaea
V1291976	M00239	Peptides/nickel transport system
V1383863	M00178	Ribosome, bacteria
V1265160	M00335	Sec (secretion) system
V1013972	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1221866	M00246	Nickel transport system
V1136047	M00246	Nickel transport system
V1156119	M00183	RNA polymerase, bacteria
V1211200	M00236	Putative polar amino acid transport system
V1459473	M00335	Sec (secretion) system
V1234581	M00178	Ribosome, bacteria
V1009687	M00019	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine
V1136416	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1489453	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1687721	M00207	Putative multiple sugar transport system
V1136561	M00223	Phosphonate transport system
V1425682	M00239	Peptides/nickel transport system
V1448404	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
V1136234	M00276	PTS system, mannose-specific II component
V1136239	M00236	Putative polar amino acid transport system
V1498668	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1620747	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
V1724150	M00178	Ribosome, bacteria
V1445419	M00002	Glycolysis, core module involving three-carbon compounds
V1912377	M00006	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
V1448293	M00005	PRPP biosynthesis, ribose 5P => PRPP
V1012447	M00179	Ribosome, archaea
V1445404	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1011667	M00178	Ribosome, bacteria
V1136210	M00254	ABC-2 type transport system
V1554270	M00179	Ribosome, archaea
V1038323	M00197	Putative fructooligosaccharide transport system
V1365642	M00179	Ribosome, archaea
V1220400	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1136125	M00178	Ribosome, bacteria
V1221300	M00178	Ribosome, bacteria
V1036755	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1301559	M00178	Ribosome, bacteria
V1198712	M00164	ATP synthase
V1302071	M00178	Ribosome, bacteria
V1347762	M00178	Ribosome, bacteria
V1009738	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
V1203409	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1441535	M00197	Putative fructooligosaccharide transport system
V1604018	M00179	Ribosome, archaea
V1468004	M00179	Ribosome, archaea
V1203678	M00260	DNA polymerase III complex, bacteria
V1237788	M00183	RNA polymerase, bacteria
V1302192	M00206	Cellobiose transport system
V1211249	M00089	Triacylglycerol biosynthesis
V1600695	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1176242	M00178	Ribosome, bacteria
V1009637	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
V1246962	M00178	Ribosome, bacteria
V1016651	M00164	ATP synthase
V1013641	M00239	Peptides/nickel transport system
V1723096	M00244	Putative zinc/manganese transport system
V1136555	M00178	Ribosome, bacteria
V1139489	M00006	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
V1605846	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1014914	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1159230	M00164	ATP synthase
V1203523	M00223	Phosphonate transport system
V1155988	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1885610	M00207	Putative multiple sugar transport system
V1482902	M00374	Dicarboxylate-hydroxybutyrate cycle
V1448384	M00239	Peptides/nickel transport system
V1211294	M00376	3-Hydroxypropionate bi-cycle
V1167777	M00188	NitT/TauT family transport system
V1136642	M00279	PTS system, galactitol-specific II component
V1448347	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1330185	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
V1799339	M00179	Ribosome, archaea
V1009679	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
V1599308	M00034	Methionine salvage pathway
V1599335	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1799322	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1211176	M00273	PTS system, fructose-specific II component
V1764722	M00002	Glycolysis, core module involving three-carbon compounds
V1203342	M00260	DNA polymerase III complex, bacteria
V1238902	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1599163	M00376	3-Hydroxypropionate bi-cycle
V1154364	M00335	Sec (secretion) system
V1363716	M00197	Putative fructooligosaccharide transport system
V1221247	M00183	RNA polymerase, bacteria
V1054279	M00239	Peptides/nickel transport system
V1301462	M00374	Dicarboxylate-hydroxybutyrate cycle
V1136567	M00135	GABA biosynthesis, eukaryotes, putrescine => GABA
V1010955	M00086	beta-Oxidation, acyl-CoA synthesis
V1334861	M00244	Putative zinc/manganese transport system
V1213560	M00239	Peptides/nickel transport system
V1201948	M00374	Dicarboxylate-hydroxybutyrate cycle
V1020162	M00179	Ribosome, archaea
V1036882	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
V1006108	M00179	Ribosome, archaea
V1880277	M00164	ATP synthase
V1104365	M00127	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P
V1136589	M00178	Ribosome, bacteria
V1016889	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD
V1136480	M00126	Tetrahydrofolate biosynthesis, GTP => THF
V1016006	M00179	Ribosome, archaea
V1238693	M00002	Glycolysis, core module involving three-carbon compounds
V1340020	M00279	PTS system, galactitol-specific II component
V1880330	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1498789	M00178	Ribosome, bacteria
V1298287	M00374	Dicarboxylate-hydroxybutyrate cycle
V1599230	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1599243	M00095	C5 isoprenoid biosynthesis, mevalonate pathway
V1155226	M00178	Ribosome, bacteria
V1237882	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1448396	M00279	PTS system, galactitol-specific II component
V1724122	M00179	Ribosome, archaea
V1211218	M00207	Putative multiple sugar transport system
V1899644	M00115	NAD biosynthesis, aspartate => NAD
V1301798	M00178	Ribosome, bacteria
V1819439	M00095	C5 isoprenoid biosynthesis, mevalonate pathway
V1108195	M00035	Methionine degradation
V1107390	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1885193	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1266020	M00335	Sec (secretion) system
V1052203	M00335	Sec (secretion) system
V1011660	M00183	RNA polymerase, bacteria
V1034262	M00346	Formaldehyde assimilation, serine pathway
V1885649	M00178	Ribosome, bacteria
V1018177	M00179	Ribosome, archaea
V1445347	M00183	RNA polymerase, bacteria
V1884601	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1899649	M00254	ABC-2 type transport system
V1203356	M00346	Formaldehyde assimilation, serine pathway
V1203557	M00236	Putative polar amino acid transport system
V1448314	M00335	Sec (secretion) system
V1141483	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1599178	M00260	DNA polymerase III complex, bacteria
V1714852	M00239	Peptides/nickel transport system
V1204104	M00239	Peptides/nickel transport system
V1136068	M00275	PTS system, cellobiose-specific II component
V1381511	M00374	Dicarboxylate-hydroxybutyrate cycle
V1074009	M00239	Peptides/nickel transport system
V1006235	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1704867	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1618260	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1302299	M00119	Pantothenate biosynthesis, valine/L-aspartate => pantothenate
V1436825	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1214488	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type
V1687745	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1383974	M00178	Ribosome, bacteria
V1596972	M00183	RNA polymerase, bacteria
V1020102	M00183	RNA polymerase, bacteria
V1437466	M00119	Pantothenate biosynthesis, valine/L-aspartate => pantothenate
V1136520	M00033	Ectoine biosynthesis, aspartate => ectoine
V1163160	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1912084	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1597704	M00178	Ribosome, bacteria
V1365775	M00197	Putative fructooligosaccharide transport system
V1136494	M00244	Putative zinc/manganese transport system
V1445168	M00164	ATP synthase
V1211301	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1448290	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1265566	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1196712	M00206	Cellobiose transport system
V1009745	M00236	Putative polar amino acid transport system
V1597161	M00179	Ribosome, archaea
V1211189	M00376	3-Hydroxypropionate bi-cycle
V1136472	M00209	Osmoprotectant transport system
V1211472	M00375	Hydroxypropionate-hydroxybutylate cycle
V1211335	M00260	DNA polymerase III complex, bacteria
V1448289	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1599152	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD
V1416302	M00197	Putative fructooligosaccharide transport system
V1574725	M00164	ATP synthase
V1211273	M00280	PTS system, glucitol/sorbitol-specific II component
V1154968	M00335	Sec (secretion) system
V1136362	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1606175	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
V1016668	M00179	Ribosome, archaea
V1211274	M00008	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate
V1136112	M00008	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate
V1136454	M00115	NAD biosynthesis, aspartate => NAD
V1364755	M00179	Ribosome, archaea
V1006251	M00179	Ribosome, archaea
V1799328	M00279	PTS system, galactitol-specific II component
V1136162	M00236	Putative polar amino acid transport system
V1526569	M00183	RNA polymerase, bacteria
V1619237	M00179	Ribosome, archaea
V1203378	M00258	Putative ABC transport system
V1047246	M00279	PTS system, galactitol-specific II component
V1136326	M00223	Phosphonate transport system
V1363615	M00119	Pantothenate biosynthesis, valine/L-aspartate => pantothenate
V1009594	M00127	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P
V1880301	M00179	Ribosome, archaea
V1213588	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1467946	M00197	Putative fructooligosaccharide transport system
V1218793	M00035	Methionine degradation
V1043061	M00164	ATP synthase
V1225501	M00335	Sec (secretion) system
V1364862	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1323049	M00239	Peptides/nickel transport system
V1136211	M00248	Antibiotic transport system
V1599329	M00120	Coenzyme A biosynthesis, pantothenate => CoA
V1013205	M00086	beta-Oxidation, acyl-CoA synthesis
V1084745	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1203402	M00281	PTS system, lactose-specific II component
V1237762	M00239	Peptides/nickel transport system
V1483146	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
V1013907	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1136455	M00115	NAD biosynthesis, aspartate => NAD
V1298982	M00239	Peptides/nickel transport system
V1212834	M00246	Nickel transport system
V1020415	M00239	Peptides/nickel transport system
V1015429	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1425724	M00005	PRPP biosynthesis, ribose 5P => PRPP
V1047248	M00279	PTS system, galactitol-specific II component
V1136293	M00207	Putative multiple sugar transport system
V1597060	M00183	RNA polymerase, bacteria
V1155388	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1190729	M00178	Ribosome, bacteria
V1483102	M00183	RNA polymerase, bacteria
V1466908	M00002	Glycolysis, core module involving three-carbon compounds
V1399468	M00239	Peptides/nickel transport system
V1137772	M00178	Ribosome, bacteria
V1564539	M00005	PRPP biosynthesis, ribose 5P => PRPP
V1168024	M00244	Putative zinc/manganese transport system
V1301507	M00239	Peptides/nickel transport system
V1370285	M00183	RNA polymerase, bacteria
V1012542	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1346399	M00178	Ribosome, bacteria
V1325571	M00183	RNA polymerase, bacteria
V1364182	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1150427	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1599268	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1883050	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1448719	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1158003	M00178	Ribosome, bacteria
V1526262	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1301297	M00179	Ribosome, archaea
V1383919	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
V1687734	M00207	Putative multiple sugar transport system
V1303285	M00179	Ribosome, archaea
V1007247	M00207	Putative multiple sugar transport system
V1483059	M00246	Nickel transport system
V1156395	M00239	Peptides/nickel transport system
V1136129	M00116	Menaquinone biosynthesis, chorismate => menaquinone
V1598199	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1599267	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1009643	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1885656	M00179	Ribosome, archaea
V1203335	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
V1883760	M00183	RNA polymerase, bacteria
V1323540	M00179	Ribosome, archaea
V1239122	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1599259	M00018	Threonine biosynthesis, aspartate => homoserine => threonine
V1579718	M00178	Ribosome, bacteria
V1158659	M00115	NAD biosynthesis, aspartate => NAD
V1020308	M00178	Ribosome, bacteria
V1301320	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
V1033557	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1483435	M00164	ATP synthase
V1006125	M00346	Formaldehyde assimilation, serine pathway
V1599260	M00033	Ectoine biosynthesis, aspartate => ectoine
V1167843	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
V1448369	M00299	Spermidine/putrescine transport system
V1597112	M00374	Dicarboxylate-hydroxybutyrate cycle
V1012312	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1215411	M00197	Putative fructooligosaccharide transport system
V1224444	M00207	Putative multiple sugar transport system
V1338863	M00002	Glycolysis, core module involving three-carbon compounds
V1136545	M00222	Phosphate transport system
V1394393	M00346	Formaldehyde assimilation, serine pathway
V1301545	M00239	Peptides/nickel transport system
V1445310	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1203726	M00254	ABC-2 type transport system
V1553805	M00260	DNA polymerase III complex, bacteria
V1395623	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
