Gene	EC_number	EC_Annotation
V1338876	ec:1.11.1.1	 NADH peroxidase; DPNH peroxidase; NAD peroxidase; diphosphopyridine nucleotide peroxidase; NADH-peroxidase; nicotinamide adenine dinucleotide peroxidase; NADH2 peroxidase ec:1.11.1.10 chloride peroxidase; chloroperoxidase; CPO; vanadium haloperoxidase ec:1.11.1.11 L-ascorbate peroxidase; L-ascorbic acid peroxidase; L-ascorbic acid-specific peroxidase; ascorbate peroxidase; ascorbic acid peroxidase ec:1.11.1.12 phospholipid-hydroperoxide glutathione peroxidase; peroxidation-inhibiting protein; PHGPX; peroxidation-inhibiting protein:peroxidase,glutathione (phospholipid hydroperoxide-reducing); phospholipid hydroperoxide glutathione peroxidase; hydroperoxide glutathione peroxidase ec:1.11.1.13 manganese peroxidase; peroxidase-M2; Mn-dependent (NADH-oxidizing) peroxidase ec:1.11.1.14 lignin peroxidase; diarylpropane oxygenase; ligninase I; diarylpropane peroxidase; LiP; diarylpropane:oxygen,hydrogen-peroxide oxidoreductase (C-C-bond-cleaving); 1,2-bis(3,4-dimethoxyphenyl)propane-1,3-diol:hydrogen-peroxide oxidoreductase (incorrect); (3,4-dimethoxyphenyl)methanol:hydrogen-peroxide oxidoreductase ec:1.11.1.15 peroxiredoxin; thioredoxin peroxidase; tryparedoxin peroxidase; alkyl hydroperoxide reductase C22; AhpC; TrxPx; TXNPx; Prx; PRDX ec:1.11.1.16 versatile peroxidase; VP; hybrid peroxidase; polyvalent peroxidase; reactive-black-5:hydrogen-peroxide oxidoreductase ec:1.11.1.17 glutathione amide-dependent peroxidase ec:1.11.1.18 bromide peroxidase; bromoperoxidase; haloperoxidase (ambiguous); eosinophil peroxidase ec:1.11.1.19 dye decolorizing peroxidase; DyP; DyP-type peroxidase
V1032826	ec:2.7.4.3	 adenylate kinase; myokinase; 5'-AMP-kinase; adenylic kinase; adenylokinase ec:2.7.4.30 Transferred to 2.7.8.43 ec:2.7.4.31 [5-(aminomethyl)furan-3-yl]methyl phosphate kinase; MfnE ec:2.7.4.32 farnesyl phosphate kinase
V1033003	ec:2.7.3.9	 phosphoenolpyruvate---protein phosphotransferase; phosphoenolpyruvate sugar phosphotransferase enzyme I; phosphopyruvate-protein factor phosphotransferase; phosphopyruvate-protein phosphotransferase; sugar-PEP phosphotransferase enzyme I; phosphoenolpyruvate:protein-L-histidine N-pros-phosphotransferase
V1032619	ec:2.7.13.3	 histidine kinase; EnvZ; histidine kinase (ambiguous); histidine protein kinase (ambiguous); protein histidine kinase (ambiguous); protein kinase (histidine) (ambiguous); HK1; HP165; Sln1p
V1806605	ec:5.4.2.6	 beta-phosphoglucomutase; beta-pgm (gene name)
V1828832	ec:2.7.13.3	 histidine kinase; EnvZ; histidine kinase (ambiguous); histidine protein kinase (ambiguous); protein histidine kinase (ambiguous); protein kinase (histidine) (ambiguous); HK1; HP165; Sln1p
V1150427	ec:4.1.2.13	 fructose-bisphosphate aldolase; aldolase; fructose-1,6-bisphosphate triosephosphate-lyase; fructose diphosphate aldolase; diphosphofructose aldolase; fructose 1,6-diphosphate aldolase; ketose 1-phosphate aldolase; phosphofructoaldolase; zymohexase; fructoaldolase; fructose 1-phosphate aldolase; fructose 1-monophosphate aldolase; 1,6-diphosphofructose aldolase; SMALDO; D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase
V1806611	ec:1.1.1.28	 D-lactate dehydrogenase; lactic acid dehydrogenase; lactic acid dehydrogenase; D-specific lactic dehydrogenase; D-(-)-lactate dehydrogenase (NAD+); D-lactic acid dehydrogenase; D-lactic dehydrogenase ec:1.1.1.280 (S)-3-hydroxyacid-ester dehydrogenase; 3-oxo ester (S)-reductase ec:1.1.1.281 GDP-4-dehydro-6-deoxy-D-mannose reductase; GDP-4-keto-6-deoxy-D-mannose reductase [ambiguous]; GDP-6-deoxy-D-lyxo-4-hexulose reductase; Rmd; GDP-6-deoxy-D-mannose:NAD(P)+ 4-oxidoreductase (D-rhamnose-forming); GDP-6-deoxy-alpha-D-mannose:NAD(P)+ 4-oxidoreductase (D-rhamnose-forming) ec:1.1.1.282 quinate/shikimate dehydrogenase; YdiB ec:1.1.1.283 methylglyoxal reductase (NADPH); lactaldehyde dehydrogenase (NADP+); GRE2 (gene name); methylglyoxal reductase (NADPH-dependent); lactaldehyde:NADP+ oxidoreductase ec:1.1.1.284 S-(hydroxymethyl)glutathione dehydrogenase; NAD-linked formaldehyde dehydrogenase (incorrect); formaldehyde dehydrogenase (incorrect); formic dehydrogenase (incorrect); class III alcohol dehydrogenase; ADH3; chi-ADH; FDH (incorrect); formaldehyde dehydrogenase (glutathione) (incorrect); GS-FDH (incorrect); glutathione-dependent formaldehyde dehydrogenase (incorrect); NAD-dependent formaldehyde dehydrogenase; GD-FALDH; NAD- and glutathione-dependent formaldehyde dehydrogenase ec:1.1.1.285 3''-deamino-3''-oxonicotianamine reductase ec:1.1.1.286 isocitrate---homoisocitrate dehydrogenase; homoisocitrate---isocitrate dehydrogenase; PH1722 ec:1.1.1.287 D-arabinitol dehydrogenase (NADP+); NADP+-dependent D-arabitol dehydrogenase; ARD1p; D-arabitol dehydrogenase 1 ec:1.1.1.288 xanthoxin dehydrogenase; xanthoxin oxidase; ABA2 ec:1.1.1.289 sorbose reductase; Sou1p ec:1.2.1.56 Transferred to 1.1.1.280
V1884884	ec:3.6.3.2	 Mg2+-importing ATPase ec:3.6.3.20 glycerol-3-phosphate-transporting ATPase ec:3.6.3.21 polar-amino-acid-transporting ATPase; histidine permease ec:3.6.3.22 nonpolar-amino-acid-transporting ATPase ec:3.6.3.23 oligopeptide-transporting ATPase; oligopeptide permease ec:3.6.3.24 nickel-transporting ATPase ec:3.6.3.25 sulfate-transporting ATPase ec:3.6.3.26 nitrate-transporting ATPase ec:3.6.3.27 phosphate-transporting ATPase; ABC phosphate transporter ec:3.6.3.28 phosphonate-transporting ATPase ec:3.6.3.29 molybdate-transporting ATPase
V1552772	ec:2.7.1.40	 pyruvate kinase; phosphoenolpyruvate kinase; phosphoenol transphosphorylase
V1034296	ec:1.2.3.3	 pyruvate oxidase; pyruvic oxidase; phosphate-dependent pyruvate oxidase
V1033129	ec:2.7.3.9	 phosphoenolpyruvate---protein phosphotransferase; phosphoenolpyruvate sugar phosphotransferase enzyme I; phosphopyruvate-protein factor phosphotransferase; phosphopyruvate-protein phosphotransferase; sugar-PEP phosphotransferase enzyme I; phosphoenolpyruvate:protein-L-histidine N-pros-phosphotransferase
V1032303	ec:2.7.1.107	 diacylglycerol kinase (ATP); diglyceride kinase (ambiguous); 1,2-diacylglycerol kinase (phosphorylating) (ambiguous); 1,2-diacylglycerol kinase (ambiguous); sn-1,2-diacylglycerol kinase (ambiguous); DG kinase (ambiguous); DGK (ambiguous); ATP:diacylglycerol phosphotransferase; arachidonoyl-specific diacylglycerol kinase; diacylglycerol:ATP kinase; ATP:1,2-diacylglycerol 3-phosphotransferase; diacylglycerol kinase (ATP dependent)
V1033559	ec:5.3.1.1	 triose-phosphate isomerase; phosphotriose isomerase; triose phosphoisomerase; triose phosphate mutase; D-glyceraldehyde-3-phosphate ketol-isomerase ec:5.3.1.10 Transferred to 3.5.99.6 ec:5.3.1.11 Deleted entry ec:5.3.1.12 glucuronate isomerase; uronic isomerase; uronate isomerase; D-glucuronate isomerase; uronic acid isomerase; D-glucuronate ketol-isomerase ec:5.3.1.13 arabinose-5-phosphate isomerase; kdsD (gene name); gutQ (gene name); arabinose phosphate isomerase; phosphoarabinoisomerase; D-arabinose-5-phosphate ketol-isomerase ec:5.3.1.14 L-rhamnose isomerase; rhamnose isomerase; L-rhamnose ketol-isomerase ec:5.3.1.15 D-lyxose ketol-isomerase; D-lyxose isomerase; D-lyxose ketol-isomerase ec:5.3.1.16 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase; N-(5'-phospho-D-ribosylformimino)-5-amino-1-(5''-phosphoribosyl)-4-imidazolecarboxamide isomerase; phosphoribosylformiminoaminophosphoribosylimidazolecarboxamide isomerase; N-(phosphoribosylformimino) aminophosphoribosylimidazolecarboxamide isomerase; 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide ketol-isomerase; 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide aldose-ketose-isomerase ec:5.3.1.17 5-dehydro-4-deoxy-D-glucuronate isomerase; 4-deoxy-L-threo-5-hexulose uronate isomerase; 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase; kduI (gene name) ec:5.3.1.18 Deleted entry ec:5.3.1.19 Transferred to 2.6.1.16
V1806575	ec:2.5.1.9	 riboflavin synthase; heavy riboflavin synthase; light riboflavin synthase; riboflavin synthetase; riboflavine synthase; riboflavine synthetase ec:2.5.1.90 all-trans-octaprenyl-diphosphate synthase; octaprenyl-diphosphate synthase; octaprenyl pyrophosphate synthetase; polyprenylpyrophosphate synthetase; terpenoidallyltransferase; terpenyl pyrophosphate synthetase; trans-heptaprenyltranstransferase; trans-prenyltransferase ec:2.5.1.91 all-trans-decaprenyl-diphosphate synthase; decaprenyl-diphosphate synthase; decaprenyl pyrophosphate synthetase; polyprenylpyrophosphate synthetase; terpenoidallyltransferase; terpenyl pyrophosphate synthetase; trans-prenyltransferase ec:2.5.1.92 (2Z,6Z)-farnesyl diphosphate synthase; cis,cis-farnesyl diphosphate synthase; Z,Z-FPP synthase; zFPS; Z,Z-farnesyl pyrophosphate synthase ec:2.5.1.93 4-hydroxybenzoate geranyltransferase; PGT1; PGT2; 4HB geranyltransferase; 4HB:geranyltransferase; p-hydroxybenzoate geranyltransferase; PHB geranyltransferase; geranyl diphosphate:4-hydroxybenzoate geranyltransferase ec:2.5.1.94 adenosyl-chloride synthase; chlorinase; 5'-chloro-5'-deoxyadenosine synthase ec:2.5.1.95 xanthan ketal pyruvate transferase; KPT ec:2.5.1.96 4,4'-diapophytoene synthase; dehydrosqualene synthase; DAP synthase; C30 carotene synthase; CrtM ec:2.5.1.97 pseudaminic acid synthase; PseI; NeuB3 ec:2.5.1.98 Rhizobium leguminosarum exopolysaccharide glucosyl ketal-pyruvate-transferase; PssM ec:2.5.1.99 all-trans-phytoene synthase; prephytoene-diphosphate synthase (ambiguous); phytoene synthetase (ambiguous); PSase (ambiguous); geranylgeranyl-diphosphate geranylgeranyltransferase (ambiguous); 15-trans-phytoene synthase
V1032374	ec:6.1.1.13	 D-alanine---poly(phosphoribitol) ligase; D-alanyl-poly(phosphoribitol) synthetase; D-alanine: membrane acceptor ligase; D-alanine-D-alanyl carrier protein ligase; D-alanine-membrane acceptor ligase; D-alanine-activating enzyme
V1033306	ec:5.2.1.8	 peptidylprolyl isomerase; PPIase; cyclophilin [misleading, see comments]; peptide bond isomerase; peptidyl-prolyl cis-trans isomerase
V1033392	ec:2.8.1.7	 cysteine desulfurase; IscS; NIFS; NifS; SufS; cysteine desulfurylase
V1338860	ec:6.1.1.15	 proline---tRNA ligase; prolyl-tRNA synthetase; prolyl-transferRNA synthetase; prolyl-transfer ribonucleate synthetase; proline translase; prolyl-transfer ribonucleic acid synthetase; prolyl-s-RNA synthetase; prolinyl-tRNA ligase
V1032349	ec:2.4.2.9	 uracil phosphoribosyltransferase; UMP pyrophosphorylase; UPRTase; UMP:pyrophosphate phosphoribosyltransferase; uridine 5'-phosphate pyrophosphorylase; uridine monophosphate pyrophosphorylase; uridylate pyrophosphorylase; uridylic pyrophosphorylase
V1032620	ec:1.17.4.1	 ribonucleoside-diphosphate reductase; ribonucleotide reductase (ambiguous); CDP reductase; ribonucleoside diphosphate reductase; UDP reductase; ADP reductase; nucleoside diphosphate reductase; ribonucleoside 5'-diphosphate reductase; ribonucleotide diphosphate reductase; 2'-deoxyribonucleoside-diphosphate:oxidized-thioredoxin 2'-oxidoreductase; RR; nrdB (gene name); nrdF (gene name); nrdJ (gene name)
V1033346	ec:6.1.1.9	 valine---tRNA ligase; valyl-tRNA synthetase; valyl-transfer ribonucleate synthetase; valyl-transfer RNA synthetase; valyl-transfer ribonucleic acid synthetase; valine transfer ribonucleate ligase; valine translase
V1034179	ec:1.2.1.12	 glyceraldehyde-3-phosphate dehydrogenase (phosphorylating); triosephosphate dehydrogenase; dehydrogenase, glyceraldehyde phosphate; phosphoglyceraldehyde dehydrogenase; 3-phosphoglyceraldehyde dehydrogenase; NAD+-dependent glyceraldehyde phosphate dehydrogenase; glyceraldehyde phosphate dehydrogenase (NAD+); glyceraldehyde-3-phosphate dehydrogenase (NAD+); NADH-glyceraldehyde phosphate dehydrogenase; glyceraldehyde-3-P-dehydrogenase
V1034346	ec:2.7.1.49	 hydroxymethylpyrimidine kinase; hydroxymethylpyrimidine kinase (phosphorylating)
V1033413	ec:6.3.4.4	 adenylosuccinate synthase; IMP---aspartate ligase; adenylosuccinate synthetase; succinoadenylic kinosynthetase; succino-AMP synthetase
V1032715	ec:6.1.1.17	 glutamate---tRNA ligase; glutamyl-tRNA synthetase; glutamyl-transfer ribonucleate synthetase; glutamyl-transfer RNA synthetase; glutamyl-transfer ribonucleic acid synthetase; glutamate-tRNA synthetase; glutamic acid translase
V1163789	ec:2.7.1.76	 2'-deoxyadenosine kinase; purine-deoxyribonucleoside kinase; deoxyadenosine kinase (phosphorylating) (ambiguous); purine-deoxyribonucleoside kinase (ambiguous); deoxyadenosine kinase (ambiguous); ATP:deoxyadenosine 5'-phosphotransferase (ambiguous)
V1206514	ec:2.7.6.1	 ribose-phosphate diphosphokinase; ribose-phosphate pyrophosphokinase; PRPP synthetase; phosphoribosylpyrophosphate synthetase; PPRibP synthetase; PP-ribose P synthetase; 5-phosphoribosyl-1-pyrophosphate synthetase; 5-phosphoribose pyrophosphorylase; 5-phosphoribosyl-alpha-1-pyrophosphate synthetase; phosphoribosyl-diphosphate synthetase; phosphoribosylpyrophosphate synthase; pyrophosphoribosylphosphate synthetase; ribophosphate pyrophosphokinase; ribose-5-phosphate pyrophosphokinase
V1033133	ec:2.1.1.199	 16S rRNA (cytosine1402-N4)-methyltransferase; RsmH; MraW
V1684155	ec:2.7.7.6	 DNA-directed RNA polymerase; RNA polymerase; RNA nucleotidyltransferase (DNA-directed); RNA polymerase I; RNA polymerase II; RNA polymerase III; C RNA formation factors; deoxyribonucleic acid-dependent ribonucleic acid polymerase; DNA-dependent ribonucleate nucleotidyltransferase; DNA-dependent RNA nucleotidyltransferase; DNA-dependent RNA polymerase; ribonucleate nucleotidyltransferase; ribonucleate polymerase; C ribonucleic acid formation factors; ribonucleic acid nucleotidyltransferase; ribonucleic acid polymerase; ribonucleic acid transcriptase; ribonucleic polymerase; ribonucleic transcriptase; RNA nucleotidyltransferase; RNA transcriptase; transcriptase; RNA nucleotidyltransferase I ec:2.7.7.60 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase; MEP cytidylyltransferase ec:2.7.7.61 citrate lyase holo-[acyl-carrier protein] synthase; 2'-(5''-phosphoribosyl)-3'-dephospho-CoA transferase; 2'-(5''-triphosphoribosyl)-3'-dephospho-CoA:apo-citrate lyase; CitX; holo-ACP synthase (ambiguous); 2'-(5''-triphosphoribosyl)-3'-dephospho-CoA:apo-citrate lyase adenylyltransferase; 2'-(5''-triphosphoribosyl)-3'-dephospho-CoA:apo-citrate lyase 2'-(5''-triphosphoribosyl)-3'-dephospho-CoA transferase; 2'-(5''-triphosphoribosyl)-3'-dephospho-CoA:apo-citrate-lyase adenylyltransferase; holo-citrate lyase synthase (incorrect) ec:2.7.7.62 adenosylcobinamide-phosphate guanylyltransferase; CobU; adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase; AdoCbi kinase/AdoCbi-phosphate guanylyltransferase ec:2.7.7.63 Transferred to 6.3.1.20 ec:2.7.7.64 UTP-monosaccharide-1-phosphate uridylyltransferase; UDP-sugar pyrophosphorylase; PsUSP ec:2.7.7.65 diguanylate cyclase; DGC; PleD ec:2.7.7.66 malonate decarboxylase holo-[acyl-carrier protein] synthase; holo ACP synthase (ambiguous); 2'-(5''-triphosphoribosyl)-3'-dephospho-CoA:apo ACP 2'-(5''-triphosphoribosyl)-3'-dephospho-CoA transferase; MdcG; 2'-(5''-triphosphoribosyl)-3'-dephospho-CoA:apo-malonate-decarboxylase adenylyltransferase; holo-malonate-decarboxylase synthase (incorrect) ec:2.7.7.67 CDP-2,3-bis-(O-geranylgeranyl)-sn-glycerol synthase; carS (gene name); CDP-2,3-di-O-geranylgeranyl-sn-glycerol synthase; CTP:2,3-GG-GP ether cytidylyltransferase; CTP:2,3-di-O-geranylgeranyl-sn-glycero-1-phosphate cytidyltransferase; CDP-2,3-bis-O-(geranylgeranyl)-sn-glycerol synthase; CTP:2,3-bis-O-(geranylgeranyl)-sn-glycero-1-phosphate cytidylyltransferase; CDP-unsaturated archaeol synthase; CDP-archaeol synthase (incorrect) ec:2.7.7.68 2-phospho-L-lactate guanylyltransferase; CofC; MJ0887 ec:2.7.7.69 GDP-L-galactose phosphorylase; VTC2; VTC5
