Gene	EC_number	EC_Annotation
V1000487	ec:4.1.2.13	 fructose-bisphosphate aldolase; aldolase; fructose-1,6-bisphosphate triosephosphate-lyase; fructose diphosphate aldolase; diphosphofructose aldolase; fructose 1,6-diphosphate aldolase; ketose 1-phosphate aldolase; phosphofructoaldolase; zymohexase; fructoaldolase; fructose 1-phosphate aldolase; fructose 1-monophosphate aldolase; 1,6-diphosphofructose aldolase; SMALDO; D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase
V1339929	ec:1.1.1.27	 L-lactate dehydrogenase; lactic acid dehydrogenase; L(+)-nLDH; L-(+)-lactate dehydrogenase; L-lactic dehydrogenase; L-lactic acid dehydrogenase; lactate dehydrogenase; lactate dehydrogenase NAD+-dependent; lactic dehydrogenase; NAD+-lactate dehydrogenase ec:1.1.1.270 3beta-hydroxysteroid 3-dehydrogenase; 3-keto-steroid reductase; 3-KSR; HSD17B7 (gene name); ERG27 (gene name) ec:1.1.1.271 GDP-L-fucose synthase; GDP-4-keto-6-deoxy-D-mannose-3,5-epimerase-4-reductase; GDP-L-fucose:NADP+ 4-oxidoreductase (3,5-epimerizing) ec:1.1.1.272 D-2-hydroxyacid dehydrogenase (NADP+); ddh (gene name) ec:1.1.1.273 vellosimine dehydrogenase ec:1.1.1.274 2,5-didehydrogluconate reductase (2-dehydro-D-gluconate-forming); 2,5-diketo-D-gluconate reductase (ambiguous) ec:1.1.1.275 (+)-trans-carveol dehydrogenase; carveol dehydrogenase ec:1.1.1.276 serine 3-dehydrogenase (NADP+); serine 3-dehydrogenase ec:1.1.1.277 3beta-hydroxy-5beta-steroid dehydrogenase; 3beta-hydroxysteroid 5beta-oxidoreductase; 3beta-hydroxysteroid 5beta-progesterone oxidoreductase ec:1.1.1.278 3beta-hydroxy-5alpha-steroid dehydrogenase ec:1.1.1.279 (R)-3-hydroxyacid-ester dehydrogenase; 3-oxo ester (R)-reductase ec:1.2.1.55 Transferred to 1.1.1.279
V1000079	ec:5.99.1.3	 DNA topoisomerase (ATP-hydrolysing); type II DNA topoisomerase; DNA-gyrase; deoxyribonucleate topoisomerase; deoxyribonucleic topoisomerase; topoisomerase; DNA topoisomerase II
V1000641	ec:5.3.1.1	 triose-phosphate isomerase; phosphotriose isomerase; triose phosphoisomerase; triose phosphate mutase; D-glyceraldehyde-3-phosphate ketol-isomerase ec:5.3.1.10 Transferred to 3.5.99.6 ec:5.3.1.11 Deleted entry ec:5.3.1.12 glucuronate isomerase; uronic isomerase; uronate isomerase; D-glucuronate isomerase; uronic acid isomerase; D-glucuronate ketol-isomerase ec:5.3.1.13 arabinose-5-phosphate isomerase; kdsD (gene name); gutQ (gene name); arabinose phosphate isomerase; phosphoarabinoisomerase; D-arabinose-5-phosphate ketol-isomerase ec:5.3.1.14 L-rhamnose isomerase; rhamnose isomerase; L-rhamnose ketol-isomerase ec:5.3.1.15 D-lyxose ketol-isomerase; D-lyxose isomerase; D-lyxose ketol-isomerase ec:5.3.1.16 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase; N-(5'-phospho-D-ribosylformimino)-5-amino-1-(5''-phosphoribosyl)-4-imidazolecarboxamide isomerase; phosphoribosylformiminoaminophosphoribosylimidazolecarboxamide isomerase; N-(phosphoribosylformimino) aminophosphoribosylimidazolecarboxamide isomerase; 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide ketol-isomerase; 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide aldose-ketose-isomerase ec:5.3.1.17 5-dehydro-4-deoxy-D-glucuronate isomerase; 4-deoxy-L-threo-5-hexulose uronate isomerase; 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase; kduI (gene name) ec:5.3.1.18 Deleted entry ec:5.3.1.19 Transferred to 2.6.1.16
V1195882	ec:4.1.2.13	 fructose-bisphosphate aldolase; aldolase; fructose-1,6-bisphosphate triosephosphate-lyase; fructose diphosphate aldolase; diphosphofructose aldolase; fructose 1,6-diphosphate aldolase; ketose 1-phosphate aldolase; phosphofructoaldolase; zymohexase; fructoaldolase; fructose 1-phosphate aldolase; fructose 1-monophosphate aldolase; 1,6-diphosphofructose aldolase; SMALDO; D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase
V1552772	ec:2.7.1.40	 pyruvate kinase; phosphoenolpyruvate kinase; phosphoenol transphosphorylase
V1167440	ec:3.2.1.122	 maltose-6'-phosphate glucosidase; phospho-alpha-glucosidase; maltose-6'-phosphate 6-phosphoglucohydrolase
V1600200	ec:2.7.3.9	 phosphoenolpyruvate---protein phosphotransferase; phosphoenolpyruvate sugar phosphotransferase enzyme I; phosphopyruvate-protein factor phosphotransferase; phosphopyruvate-protein phosphotransferase; sugar-PEP phosphotransferase enzyme I; phosphoenolpyruvate:protein-L-histidine N-pros-phosphotransferase
V1000106	ec:6.3.4.3	 formate---tetrahydrofolate ligase; formyltetrahydrofolate synthetase; 10-formyltetrahydrofolate synthetase; tetrahydrofolic formylase; tetrahydrofolate formylase
V1887021	ec:5.2.1.8	 peptidylprolyl isomerase; PPIase; cyclophilin [misleading, see comments]; peptide bond isomerase; peptidyl-prolyl cis-trans isomerase
V1203576	ec:2.7.1.11	 6-phosphofructokinase; phosphohexokinase; phosphofructokinase I; phosphofructokinase (phosphorylating); 6-phosphofructose 1-kinase; ATP-dependent phosphofructokinase; D-fructose-6-phosphate 1-phosphotransferase; fructose 6-phosphate kinase; fructose 6-phosphokinase; nucleotide triphosphate-dependent phosphofructokinase; phospho-1,6-fructokinase; PFK ec:2.7.1.110 Transferred to 2.7.11.3 ec:2.7.1.111 Deleted entry ec:2.7.1.112 Transferred to 2.7.10.2 ec:2.7.1.113 deoxyguanosine kinase; deoxyguanosine kinase (phosphorylating); (dihydroxypropoxymethyl)guanine kinase; 2'-deoxyguanosine kinase; NTP-deoxyguanosine 5'-phosphotransferase ec:2.7.1.114 AMP---thymidine kinase; adenylate-nucleoside phosphotransferase ec:2.7.1.115 Transferred to 2.7.11.4 ec:2.7.1.116 Transferred to 2.7.11.5 ec:2.7.1.117 Transferred to 2.7.11.18 ec:2.7.1.118 ADP---thymidine kinase; ADP:dThd phosphotransferase; adenosine diphosphate-thymidine phosphotransferase ec:2.7.1.119 hygromycin-B 7''-O-kinase; hygromycin B phosphotransferase; hygromycin-B kinase (ambiguous)
V1000109	ec:2.1.1.74	 methylenetetrahydrofolate---tRNA-(uracil54-C5)-methyltransferase (FADH2-oxidizing); folate-dependent ribothymidyl synthase; methylenetetrahydrofolate-transfer ribonucleate uracil 5-methyltransferase; 5,10-methylenetetrahydrofolate:tRNA-UPsiC (uracil-5-)-methyl-transferase; 5,10-methylenetetrahydrofolate:tRNA (uracil-5-)-methyl-transferase; TrmFO; folate/FAD-dependent tRNA T54 methyltransferase
V1836804	ec:6.1.1.6	 lysine---tRNA ligase; lysyl-tRNA synthetase; lysyl-transfer ribonucleate synthetase; lysyl-transfer RNA synthetase; L-lysine-transfer RNA ligase; lysine-tRNA synthetase; lysine translase
V1000326	ec:6.1.1.3	 threonine---tRNA ligase; threonyl-tRNA synthetase; threonyl-transfer ribonucleate synthetase; threonyl-transfer RNA synthetase; threonyl-transfer ribonucleic acid synthetase; threonyl ribonucleic synthetase; threonine-transfer ribonucleate synthetase; threonine translase; threonyl-tRNA synthetase; TRS
V1064534	ec:2.7.7.6	 DNA-directed RNA polymerase; RNA polymerase; RNA nucleotidyltransferase (DNA-directed); RNA polymerase I; RNA polymerase II; RNA polymerase III; C RNA formation factors; deoxyribonucleic acid-dependent ribonucleic acid polymerase; DNA-dependent ribonucleate nucleotidyltransferase; DNA-dependent RNA nucleotidyltransferase; DNA-dependent RNA polymerase; ribonucleate nucleotidyltransferase; ribonucleate polymerase; C ribonucleic acid formation factors; ribonucleic acid nucleotidyltransferase; ribonucleic acid polymerase; ribonucleic acid transcriptase; ribonucleic polymerase; ribonucleic transcriptase; RNA nucleotidyltransferase; RNA transcriptase; transcriptase; RNA nucleotidyltransferase I ec:2.7.7.60 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase; MEP cytidylyltransferase ec:2.7.7.61 citrate lyase holo-[acyl-carrier protein] synthase; 2'-(5''-phosphoribosyl)-3'-dephospho-CoA transferase; 2'-(5''-triphosphoribosyl)-3'-dephospho-CoA:apo-citrate lyase; CitX; holo-ACP synthase (ambiguous); 2'-(5''-triphosphoribosyl)-3'-dephospho-CoA:apo-citrate lyase adenylyltransferase; 2'-(5''-triphosphoribosyl)-3'-dephospho-CoA:apo-citrate lyase 2'-(5''-triphosphoribosyl)-3'-dephospho-CoA transferase; 2'-(5''-triphosphoribosyl)-3'-dephospho-CoA:apo-citrate-lyase adenylyltransferase; holo-citrate lyase synthase (incorrect) ec:2.7.7.62 adenosylcobinamide-phosphate guanylyltransferase; CobU; adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase; AdoCbi kinase/AdoCbi-phosphate guanylyltransferase ec:2.7.7.63 Transferred to 6.3.1.20 ec:2.7.7.64 UTP-monosaccharide-1-phosphate uridylyltransferase; UDP-sugar pyrophosphorylase; PsUSP ec:2.7.7.65 diguanylate cyclase; DGC; PleD ec:2.7.7.66 malonate decarboxylase holo-[acyl-carrier protein] synthase; holo ACP synthase (ambiguous); 2'-(5''-triphosphoribosyl)-3'-dephospho-CoA:apo ACP 2'-(5''-triphosphoribosyl)-3'-dephospho-CoA transferase; MdcG; 2'-(5''-triphosphoribosyl)-3'-dephospho-CoA:apo-malonate-decarboxylase adenylyltransferase; holo-malonate-decarboxylase synthase (incorrect) ec:2.7.7.67 CDP-2,3-bis-(O-geranylgeranyl)-sn-glycerol synthase; carS (gene name); CDP-2,3-di-O-geranylgeranyl-sn-glycerol synthase; CTP:2,3-GG-GP ether cytidylyltransferase; CTP:2,3-di-O-geranylgeranyl-sn-glycero-1-phosphate cytidyltransferase; CDP-2,3-bis-O-(geranylgeranyl)-sn-glycerol synthase; CTP:2,3-bis-O-(geranylgeranyl)-sn-glycero-1-phosphate cytidylyltransferase; CDP-unsaturated archaeol synthase; CDP-archaeol synthase (incorrect) ec:2.7.7.68 2-phospho-L-lactate guanylyltransferase; CofC; MJ0887 ec:2.7.7.69 GDP-L-galactose phosphorylase; VTC2; VTC5
V1000040	ec:1.17.4.2	 ribonucleoside-triphosphate reductase (thioredoxin); ribonucleotide reductase (ambiguous); 2'-deoxyribonucleoside-triphosphate:oxidized-thioredoxin 2'-oxidoreductase
V1469318	ec:2.4.2.10	 orotate phosphoribosyltransferase; orotidylic acid phosphorylase; orotidine-5'-phosphate pyrophosphorylase; OPRTase; orotate phosphoribosyl pyrophosphate transferase; orotic acid phosphoribosyltransferase; orotidine 5'-monophosphate pyrophosphorylase; orotidine monophosphate pyrophosphorylase; orotidine phosphoribosyltransferase; orotidylate phosphoribosyltransferase; orotidylate pyrophosphorylase; orotidylic acid pyrophosphorylase; orotidylic phosphorylase; orotidylic pyrophosphorylase
V1000601	ec:6.1.1.7	 alanine---tRNA ligase; alanyl-tRNA synthetase; alanyl-transfer ribonucleate synthetase; alanyl-transfer RNA synthetase; alanyl-transfer ribonucleic acid synthetase; alanine-transfer RNA ligase; alanine transfer RNA synthetase; alanine tRNA synthetase; alanine translase; alanyl-transfer ribonucleate synthase; AlaRS; Ala-tRNA synthetase
V1000845	ec:5.3.1.9	 glucose-6-phosphate isomerase; phosphohexose isomerase; phosphohexomutase; oxoisomerase; hexosephosphate isomerase; phosphosaccharomutase; phosphoglucoisomerase; phosphohexoisomerase; phosphoglucose isomerase; glucose phosphate isomerase; hexose phosphate isomerase; D-glucose-6-phosphate ketol-isomerase
