Gene	KEGG_module_number	Annotation
V1073923	M00183	RNA polymerase, bacteria
V1139283	M00001	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate
V1075073	M00179	Ribosome, archaea
V1229971	M00179	Ribosome, archaea
V1341867	M00179	Ribosome, archaea
V1066643	M00179	Ribosome, archaea
V1203298	M00197	Putative fructooligosaccharide transport system
V1139917	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1076102	M00179	Ribosome, archaea
V1040877	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type
V1884207	M00197	Putative fructooligosaccharide transport system
V1500737	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1083488	M00179	Ribosome, archaea
V1065926	M00164	ATP synthase
V1394389	M00197	Putative fructooligosaccharide transport system
V1612264	M00178	Ribosome, bacteria
V1089092	M00178	Ribosome, bacteria
V1079230	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1617409	M00178	Ribosome, bacteria
V1065553	M00029	Urea cycle
V1154539	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1440841	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type
V1065580	M00183	RNA polymerase, bacteria
V1066642	M00179	Ribosome, archaea
V1080012	M00002	Glycolysis, core module involving three-carbon compounds
V1440527	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1841419	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1245732	M00346	Formaldehyde assimilation, serine pathway
V1074700	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1042479	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1269313	M00179	Ribosome, archaea
V1327984	M00374	Dicarboxylate-hydroxybutyrate cycle
V1432853	M00178	Ribosome, bacteria
V1366835	M00179	Ribosome, archaea
V1076929	M00178	Ribosome, bacteria
V1065924	M00164	ATP synthase
V1884213	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1080488	M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type
V1070302	M00197	Putative fructooligosaccharide transport system
V1236161	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1066652	M00179	Ribosome, archaea
V1073922	M00179	Ribosome, archaea
V1065550	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1083487	M00179	Ribosome, archaea
V1073414	M00164	ATP synthase
V1364027	M00197	Putative fructooligosaccharide transport system
V1084373	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1083489	M00335	Sec (secretion) system
V1080015	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
V1138661	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1392083	M00115	NAD biosynthesis, aspartate => NAD
V1138844	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1362785	M00197	Putative fructooligosaccharide transport system
V1074886	M00178	Ribosome, bacteria
V1065579	M00179	Ribosome, archaea
V1500012	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1080489	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1073413	M00164	ATP synthase
V1083902	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1239646	M00178	Ribosome, bacteria
V1081266	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
V1177532	M00179	Ribosome, archaea
V1421169	M00197	Putative fructooligosaccharide transport system
V1083554	M00083	Fatty acid biosynthesis, elongation
V1067076	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1177863	M00082	Fatty acid biosynthesis, initiation
V1036256	M00197	Putative fructooligosaccharide transport system
V1065925	M00164	ATP synthase
V1295411	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
V1238067	M00179	Ribosome, archaea
V1295076	M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type
V1421010	M00179	Ribosome, archaea
V1139151	M00260	DNA polymerase III complex, bacteria
V1172803	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1073415	M00164	ATP synthase
V1065437	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1138617	M00115	NAD biosynthesis, aspartate => NAD
V1074885	M00178	Ribosome, bacteria
V1067102	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1272524	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1065576	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1138614	M00179	Ribosome, archaea
V1081878	M00346	Formaldehyde assimilation, serine pathway
V1075971	M00179	Ribosome, archaea
V1066651	M00179	Ribosome, archaea
V1081088	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1440864	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1075539	M00083	Fatty acid biosynthesis, elongation
V1068294	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1076103	M00179	Ribosome, archaea
V1013684	M00207	Putative multiple sugar transport system
V1554041	M00179	Ribosome, archaea
V1084672	M00335	Sec (secretion) system
V1291747	M00376	3-Hydroxypropionate bi-cycle
V1073739	M00179	Ribosome, archaea
V1074475	M00144	NADH:quinone oxidoreductase, prokaryotes
V1082647	M00032	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA
V1080997	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1200373	M00197	Putative fructooligosaccharide transport system
V1500210	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1269402	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1065575	M00335	Sec (secretion) system
V1249122	M00179	Ribosome, archaea
V1067188	M00178	Ribosome, bacteria
V1042478	M00346	Formaldehyde assimilation, serine pathway
V1074141	M00335	Sec (secretion) system
V1111384	M00164	ATP synthase
V1392533	M00124	Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P
V1067905	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1069093	M00135	GABA biosynthesis, eukaryotes, putrescine => GABA
V1558287	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1441127	M00179	Ribosome, archaea
V1067466	M00335	Sec (secretion) system
V1082181	M00376	3-Hydroxypropionate bi-cycle
V1381908	M00005	PRPP biosynthesis, ribose 5P => PRPP
V1067072	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1080456	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1072215	M00144	NADH:quinone oxidoreductase, prokaryotes
V1180160	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1139144	M00179	Ribosome, archaea
V1368877	M00197	Putative fructooligosaccharide transport system
V1036784	M00244	Putative zinc/manganese transport system
V1065466	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1484064	M00197	Putative fructooligosaccharide transport system
V1368681	M00183	RNA polymerase, bacteria
V1139821	M00159	V/A-type ATPase, prokaryotes
V1141150	M00346	Formaldehyde assimilation, serine pathway
V1249468	M00178	Ribosome, bacteria
V1077624	M00179	Ribosome, archaea
V1436794	M00197	Putative fructooligosaccharide transport system
V1070303	M00197	Putative fructooligosaccharide transport system
V1068292	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1081148	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1075213	M00179	Ribosome, archaea
V1039342	M00179	Ribosome, archaea
V1074548	M00179	Ribosome, archaea
V1065569	M00179	Ribosome, archaea
V1499268	M00123	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin
V1081814	M00164	ATP synthase
V1074528	M00083	Fatty acid biosynthesis, elongation
V1357847	M00164	ATP synthase
V1065574	M00179	Ribosome, archaea
V1174424	M00178	Ribosome, bacteria
V1065463	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1576731	M00179	Ribosome, archaea
V1500586	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1037518	M00178	Ribosome, bacteria
V1038252	M00164	ATP synthase
V1082074	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1074547	M00179	Ribosome, archaea
V1080858	M00335	Sec (secretion) system
V1065922	M00164	ATP synthase
V1066151	M00335	Sec (secretion) system
V1190263	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
V1140670	M00164	ATP synthase
V1083359	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1065515	M00335	Sec (secretion) system
V1065572	M00179	Ribosome, archaea
V1065571	M00179	Ribosome, archaea
V1084983	M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate
V1138429	M00311	2-oxoglutarate:ferredoxin oxidoreductase
V1067043	M00238	D-Methionine transport system
V1236601	M00164	ATP synthase
V1139033	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1138734	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1421101	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1068931	M00221	Putative simple sugar transport system
V1082075	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
V1108928	M00164	ATP synthase
V1074108	M00311	2-oxoglutarate:ferredoxin oxidoreductase
V1463686	M00197	Putative fructooligosaccharide transport system
V1138351	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1268572	M00179	Ribosome, archaea
V1440590	M00179	Ribosome, archaea
V1067955	M00179	Ribosome, archaea
V1192001	M00083	Fatty acid biosynthesis, elongation
V1036261	M00197	Putative fructooligosaccharide transport system
V1072282	M00144	NADH:quinone oxidoreductase, prokaryotes
V1138320	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1065434	M00029	Urea cycle
V1065562	M00178	Ribosome, bacteria
V1066147	M00122	Cobalamin biosynthesis, cobinamide => cobalamin
V1110483	M00179	Ribosome, archaea
V1065567	M00179	Ribosome, archaea
V1081811	M00086	beta-Oxidation, acyl-CoA synthesis
V1374087	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1185257	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1265052	M00346	Formaldehyde assimilation, serine pathway
V1138642	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1082510	M00311	2-oxoglutarate:ferredoxin oxidoreductase
V1081290	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1075074	M00179	Ribosome, archaea
V1294043	M00179	Ribosome, archaea
V1067906	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
V1358089	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1067921	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1073412	M00164	ATP synthase
V1152196	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1138984	M00179	Ribosome, archaea
V1083029	M00368	Ethylene biosynthesis, methionine => ethylene
V1553999	M00179	Ribosome, archaea
V1065435	M00029	Urea cycle
V1074549	M00179	Ribosome, archaea
V1558925	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1530889	M00179	Ribosome, archaea
V1392259	M00183	RNA polymerase, bacteria
V1422134	M00197	Putative fructooligosaccharide transport system
V1066647	M00197	Putative fructooligosaccharide transport system
V1080688	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
V1086607	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1068443	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
V1066154	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
V1084062	M00153	Cytochrome d ubiquinol oxidase
V1380987	M00179	Ribosome, archaea
V1139691	M00335	Sec (secretion) system
V1256108	M00178	Ribosome, bacteria
V1375366	M00153	Cytochrome d ubiquinol oxidase
V1067111	M00258	Putative ABC transport system
V1067902	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1501378	M00179	Ribosome, archaea
V1065565	M00179	Ribosome, archaea
V1526141	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1500057	M00179	Ribosome, archaea
V1073924	M00178	Ribosome, bacteria
V1146313	M00164	ATP synthase
V1250750	M00164	ATP synthase
V1253512	M00164	ATP synthase
V1138245	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1042496	M00179	Ribosome, archaea
V1238174	M00179	Ribosome, archaea
V1042555	M00374	Dicarboxylate-hydroxybutyrate cycle
V1502200	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1065568	M00179	Ribosome, archaea
V1088090	M00335	Sec (secretion) system
V1279374	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type
V1074266	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1152387	M00346	Formaldehyde assimilation, serine pathway
V1074550	M00179	Ribosome, archaea
V1042495	M00179	Ribosome, archaea
V1236810	M00346	Formaldehyde assimilation, serine pathway
V1154707	M00159	V/A-type ATPase, prokaryotes
V1040402	M00164	ATP synthase
V1421776	M00029	Urea cycle
V1374846	M00179	Ribosome, archaea
V1432035	M00179	Ribosome, archaea
V1553956	M00179	Ribosome, archaea
V1374419	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1073609	M00093	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE
V1069595	M00178	Ribosome, bacteria
V1182975	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1140341	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1236312	M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type
V1181710	M00121	Heme biosynthesis, glutamate => protoheme/siroheme
V1440877	M00179	Ribosome, archaea
V1066650	M00179	Ribosome, archaea
V1553941	M00178	Ribosome, bacteria
V1066150	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1236049	M00164	ATP synthase
V1368264	M00197	Putative fructooligosaccharide transport system
V1400258	M00002	Glycolysis, core module involving three-carbon compounds
V1080465	M00374	Dicarboxylate-hydroxybutyrate cycle
V1577158	M00335	Sec (secretion) system
V1065578	M00179	Ribosome, archaea
V1083138	M00033	Ectoine biosynthesis, aspartate => ectoine
V1065564	M00179	Ribosome, archaea
V1152092	M00083	Fatty acid biosynthesis, elongation
V1248992	M00179	Ribosome, archaea
V1558995	M00335	Sec (secretion) system
V1086461	M00115	NAD biosynthesis, aspartate => NAD
V1082432	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1067450	M00178	Ribosome, bacteria
V1074292	M00115	NAD biosynthesis, aspartate => NAD
V1081293	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
V1084463	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
V1282227	M00178	Ribosome, bacteria
V1441364	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1276627	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1357062	M00178	Ribosome, bacteria
V1275019	M00183	RNA polymerase, bacteria
V1500100	M00178	Ribosome, bacteria
V1268220	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1037423	M00164	ATP synthase
V1180729	M00063	CMP-KDO biosynthesis
V1266145	M00368	Ethylene biosynthesis, methionine => ethylene
V1067444	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
V1068922	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1182396	M00183	RNA polymerase, bacteria
V1084673	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1037422	M00164	ATP synthase
V1067106	M00273	PTS system, fructose-specific II component
V1138291	M00060	Lipopolysaccharide biosynthesis, KDO2-lipid A
V1066923	M00239	Peptides/nickel transport system
V1066159	M00283	PTS system, ascorbate-specific II component
V1841399	M00144	NADH:quinone oxidoreductase, prokaryotes
V1442456	M00179	Ribosome, archaea
V1066932	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1036839	M00026	Histidine biosynthesis, PRPP => histidine
V1433963	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1068958	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1421640	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1083874	M00060	Lipopolysaccharide biosynthesis, KDO2-lipid A
V1383974	M00178	Ribosome, bacteria
V1039702	M00335	Sec (secretion) system
V1065882	M00276	PTS system, mannose-specific II component
V1065430	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1559958	M00179	Ribosome, archaea
V1065561	M00179	Ribosome, archaea
V1268814	M00179	Ribosome, archaea
V1185071	M00183	RNA polymerase, bacteria
V1041590	M00178	Ribosome, bacteria
V1039343	M00178	Ribosome, bacteria
V1041703	M00183	RNA polymerase, bacteria
V1272240	M00179	Ribosome, archaea
V1502554	M00178	Ribosome, bacteria
V1066649	M00178	Ribosome, bacteria
V1268839	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1295205	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1068930	M00221	Putative simple sugar transport system
V1158532	M00061	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P
V1357387	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1075026	M00260	DNA polymerase III complex, bacteria
V1079235	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
V1042531	M00179	Ribosome, archaea
V1039792	M00179	Ribosome, archaea
V1081730	M00093	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE
V1554073	M00254	ABC-2 type transport system
V1065530	M00250	Lipopolysaccharide transport system
V1041962	M00178	Ribosome, bacteria
V1138355	M00256	Cell division transport system
V1561436	M00178	Ribosome, bacteria
V1067561	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1080825	M00178	Ribosome, bacteria
V1065566	M00179	Ribosome, archaea
V1201510	M00178	Ribosome, bacteria
V1254179	M00179	Ribosome, archaea
V1177542	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1180065	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1081146	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
V1360042	M00179	Ribosome, archaea
V1233209	M00061	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P
V1081848	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
V1065480	M00005	PRPP biosynthesis, ribose 5P => PRPP
V1075009	M00335	Sec (secretion) system
V1554037	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
V1247337	M00183	RNA polymerase, bacteria
V1066921	M00239	Peptides/nickel transport system
V1421445	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1072214	M00144	NADH:quinone oxidoreductase, prokaryotes
V1613218	M00374	Dicarboxylate-hydroxybutyrate cycle
V1172703	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1182011	M00335	Sec (secretion) system
V1328280	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1375854	M00178	Ribosome, bacteria
V1036258	M00207	Putative multiple sugar transport system
V1065581	M00178	Ribosome, bacteria
V1067556	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1173339	M00179	Ribosome, archaea
V1145548	M00178	Ribosome, bacteria
V1557302	M00121	Heme biosynthesis, glutamate => protoheme/siroheme
V1068128	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1065343	M00260	DNA polymerase III complex, bacteria
V1075214	M00179	Ribosome, archaea
V1433798	M00083	Fatty acid biosynthesis, elongation
V1554088	M00346	Formaldehyde assimilation, serine pathway
V1370895	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1274327	M00179	Ribosome, archaea
V1074546	M00179	Ribosome, archaea
V1292788	M00179	Ribosome, archaea
V1154407	M00183	RNA polymerase, bacteria
V1381831	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1268948	M00183	RNA polymerase, bacteria
V1139807	M00159	V/A-type ATPase, prokaryotes
V1499785	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1375699	M00207	Putative multiple sugar transport system
V1612381	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1080817	M00083	Fatty acid biosynthesis, elongation
V1177861	M00183	RNA polymerase, bacteria
V1440538	M00258	Putative ABC transport system
V1422650	M00178	Ribosome, bacteria
V1253047	M00374	Dicarboxylate-hydroxybutyrate cycle
V1357117	M00183	RNA polymerase, bacteria
V1065348	M00178	Ribosome, bacteria
V1065919	M00260	DNA polymerase III complex, bacteria
V1067672	M00178	Ribosome, bacteria
V1066922	M00239	Peptides/nickel transport system
V1181335	M00183	RNA polymerase, bacteria
V1266177	M00239	Peptides/nickel transport system
V1075443	M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type
V1073075	M00033	Ectoine biosynthesis, aspartate => ectoine
V1065451	M00089	Triacylglycerol biosynthesis
V1071064	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
V1082040	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1559050	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1041071	M00179	Ribosome, archaea
V1367869	M00206	Cellobiose transport system
V1384350	M00179	Ribosome, archaea
V1874624	M00027	GABA (gamma-Aminobutyrate) shunt
V1066616	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1084634	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1481186	M00178	Ribosome, bacteria
V1162256	M00179	Ribosome, archaea
V1065939	M00178	Ribosome, bacteria
V1141223	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1139605	M00179	Ribosome, archaea
V1279223	M00178	Ribosome, bacteria
V1421961	M00183	RNA polymerase, bacteria
V1435908	M00124	Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P
V1235943	M00179	Ribosome, archaea
V1268899	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1081188	M00021	Cysteine biosynthesis, serine => cysteine
V1613442	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1084693	M00178	Ribosome, bacteria
V1065529	M00251	Teichoic acid transport system
V1038272	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1014780	M00178	Ribosome, bacteria
V1145239	M00179	Ribosome, archaea
V1238788	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1354624	M00335	Sec (secretion) system
V1074738	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1083822	M00034	Methionine salvage pathway
V1084262	M00222	Phosphate transport system
V1036111	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1255880	M00179	Ribosome, archaea
V1042470	M00179	Ribosome, archaea
V1067082	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1086658	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD
V1361584	M00179	Ribosome, archaea
V1156648	M00164	ATP synthase
V1141745	M00034	Methionine salvage pathway
V1040562	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1071062	M00119	Pantothenate biosynthesis, valine/L-aspartate => pantothenate
V1186993	M00197	Putative fructooligosaccharide transport system
V1359060	M00179	Ribosome, archaea
V1292733	M00374	Dicarboxylate-hydroxybutyrate cycle
V1230453	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type
V1392929	M00179	Ribosome, archaea
V1498873	M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type
V1065460	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1139078	M00239	Peptides/nickel transport system
V1278715	M00376	3-Hydroxypropionate bi-cycle
V1039717	M00376	3-Hydroxypropionate bi-cycle
V1375993	M00144	NADH:quinone oxidoreductase, prokaryotes
V1157323	M00179	Ribosome, archaea
V1375261	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1015867	M00179	Ribosome, archaea
V1421059	M00197	Putative fructooligosaccharide transport system
V1498384	M00246	Nickel transport system
V1554521	M00207	Putative multiple sugar transport system
V1083875	M00060	Lipopolysaccharide biosynthesis, KDO2-lipid A
V1074225	M00035	Methionine degradation
V1067311	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type
V1109371	M00178	Ribosome, bacteria
V1075095	M00178	Ribosome, bacteria
V1183634	M00179	Ribosome, archaea
V1065383	M00120	Coenzyme A biosynthesis, pantothenate => CoA
V1042614	M00179	Ribosome, archaea
