Gene	KEGG_pathwayID	Annotation
V1066160	map00053	Ascorbate and aldarate metabolism
V1052940	map03010	Ribosome
V1482599	map02010	ABC transporters
V1171078	map00240	Pyrimidine metabolism
V1503811	map00564	Glycerophospholipid metabolism
V1339706	map02060	Phosphotransferase system (PTS)
V1000001	map03010	Ribosome
V1000300	map00970	Aminoacyl-tRNA biosynthesis
V1364877	map00195	Photosynthesis
V1006021	map03010	Ribosome
V1503838	map03020	RNA polymerase
V1066657	map02040	Flagellar assembly
V1012677	map00680	Methane metabolism
V1886635	map00500	Starch and sucrose metabolism
V1065924	map00195	Photosynthesis
V1499765	map05152	Tuberculosis
V1583003	map04626	Plant-pathogen interaction
V1000892	map00520	Amino sugar and nucleotide sugar metabolism
V1356897	map03010	Ribosome
V1000014	map03010	Ribosome
V1162881	map00521	Streptomycin biosynthesis
V1594655	map02010	ABC transporters
V1067076	map00520	Amino sugar and nucleotide sugar metabolism
V1065517	map02040	Flagellar assembly
V1362479	map05152	Tuberculosis
V1349964	map05010	Alzheimer's disease
V1065579	map03010	Ribosome
V1504571	map00720	Carbon fixation pathways in prokaryotes
V1357316	map04626	Plant-pathogen interaction
V1886582	map00710	Carbon fixation in photosynthetic organisms
V1014932	map02010	ABC transporters
V1578522	map04626	Plant-pathogen interaction
V1879928	map02060	Phosphotransferase system (PTS)
V1295456	map00910	Nitrogen metabolism
V1880077	map00970	Aminoacyl-tRNA biosynthesis
V1340709	map03018	RNA degradation
V1000015	map03010	Ribosome
V1879950	map00052	Galactose metabolism
V1067102	map00970	Aminoacyl-tRNA biosynthesis
V1879918	map03010	Ribosome
V1389769	map00500	Starch and sucrose metabolism
V1238174	map03010	Ribosome
V1467629	map04626	Plant-pathogen interaction
V1345562	map03010	Ribosome
V1066662	map02040	Flagellar assembly
V1168223	map03010	Ribosome
V1144304	map03010	Ribosome
V1519910	map00195	Photosynthesis
V1594291	map04626	Plant-pathogen interaction
V1594229	map00480	Glutathione metabolism
V1375437	map00450	Selenocompound metabolism
V1067905	map00720	Carbon fixation pathways in prokaryotes
V1070407	map02010	ABC transporters
V1033560	map03070	Bacterial secretion system
V1065576	map00230	Purine metabolism
V1000144	map03010	Ribosome
V1503584	map03018	RNA degradation
V1297375	map03010	Ribosome
V1346617	map00720	Carbon fixation pathways in prokaryotes
V1355901	map04626	Plant-pathogen interaction
V1066664	map02040	Flagellar assembly
V1000009	map03010	Ribosome
V1503145	map00240	Pyrimidine metabolism
V1011651	map02060	Phosphotransferase system (PTS)
V1565406	map00195	Photosynthesis
V1013967	map00620	Pyruvate metabolism
V1836820	map00550	Peptidoglycan biosynthesis
V1015375	map05152	Tuberculosis
V1167672	map03010	Ribosome
V1065325	map02030	Bacterial chemotaxis
V1203298	map02010	ABC transporters
V1041109	map05215	Prostate cancer
V1001468	map00970	Aminoacyl-tRNA biosynthesis
V1609073	map00710	Carbon fixation in photosynthetic organisms
V1360981	map00710	Carbon fixation in photosynthetic organisms
V1000176	map02010	ABC transporters
V1339870	map04112	Cell cycle - Caulobacter
V1144023	map02060	Phosphotransferase system (PTS)
V1851960	map02060	Phosphotransferase system (PTS)
V1000295	map00970	Aminoacyl-tRNA biosynthesis
V1065550	map00680	Methane metabolism
V1014867	map02060	Phosphotransferase system (PTS)
V1033881	map03018	RNA degradation
V1408649	map04626	Plant-pathogen interaction
V1548529	map00680	Methane metabolism
V1065313	map02040	Flagellar assembly
V1553618	map03070	Bacterial secretion system
V1295411	map00900	Terpenoid backbone biosynthesis
V1238067	map03010	Ribosome
V1070302	map02010	ABC transporters
V1552713	map00520	Amino sugar and nucleotide sugar metabolism
V1143377	map02060	Phosphotransferase system (PTS)
V1013311	map00630	Glyoxylate and dicarboxylate metabolism
V1000092	map05150	Staphylococcus aureus infection
V1013969	map00650	Butanoate metabolism
V1852132	map00760	Nicotinate and nicotinamide metabolism
V1547329	map02010	ABC transporters
V1576738	map00720	Carbon fixation pathways in prokaryotes
V1852039	map03020	RNA polymerase
V1884213	map00720	Carbon fixation pathways in prokaryotes
V1559772	map03018	RNA degradation
V1548048	map03020	RNA polymerase
V1236161	map00710	Carbon fixation in photosynthetic organisms
V1520185	map00195	Photosynthesis
V1380652	map03010	Ribosome
V1039005	map00511	Other glycan degradation
V1000533	map00240	Pyrimidine metabolism
V1506132	map05211	Renal cell carcinoma
V1070305	map00500	Starch and sucrose metabolism
V1366656	map02060	Phosphotransferase system (PTS)
V1015867	map03010	Ribosome
V1010065	map00195	Photosynthesis
V1008596	map05152	Tuberculosis
V1007059	map00710	Carbon fixation in photosynthetic organisms
V1065925	map00195	Photosynthesis
V1886712	map00520	Amino sugar and nucleotide sugar metabolism
V1852140	map00970	Aminoacyl-tRNA biosynthesis
V1065922	map00195	Photosynthesis
V1580921	map05152	Tuberculosis
V1167635	map00520	Amino sugar and nucleotide sugar metabolism
V1369387	map04626	Plant-pathogen interaction
V1068294	map00240	Pyrimidine metabolism
V1011014	map00195	Photosynthesis
V1421169	map02010	ABC transporters
V1430517	map02060	Phosphotransferase system (PTS)
V1164543	map00900	Terpenoid backbone biosynthesis
V1065553	map00330	Arginine and proline metabolism
V1421010	map03010	Ribosome
V1000172	map02010	ABC transporters
V1364433	map00650	Butanoate metabolism
V1067579	map02040	Flagellar assembly
V1886585	map02060	Phosphotransferase system (PTS)
V1070304	map00500	Starch and sucrose metabolism
V1190854	map02030	Bacterial chemotaxis
V1549656	map02030	Bacterial chemotaxis
V1043560	map05152	Tuberculosis
V1000564	map04112	Cell cycle - Caulobacter
V1554961	map04626	Plant-pathogen interaction
V1065314	map02040	Flagellar assembly
V1592800	map03010	Ribosome
V1065316	map02040	Flagellar assembly
V1067144	map05152	Tuberculosis
V1039342	map03010	Ribosome
V1554041	map03010	Ribosome
V1585250	map03010	Ribosome
V1886451	map02010	ABC transporters
V1295076	map00710	Carbon fixation in photosynthetic organisms
V1000023	map00230	Purine metabolism
V1000082	map04112	Cell cycle - Caulobacter
V1355999	map00720	Carbon fixation pathways in prokaryotes
V1000294	map03030	DNA replication
V1589915	map00650	Butanoate metabolism
V1000142	map00240	Pyrimidine metabolism
V1523254	map00680	Methane metabolism
V1065938	map03440	Homologous recombination
V1348571	map03010	Ribosome
V1013968	map00620	Pyruvate metabolism
V1564264	map05152	Tuberculosis
V1583900	map00330	Arginine and proline metabolism
V1067914	map02010	ABC transporters
V1340164	map00195	Photosynthesis
V1108195	map00270	Cysteine and methionine metabolism
V1442778	map00195	Photosynthesis
V1101641	map00500	Starch and sucrose metabolism
V1075809	map04626	Plant-pathogen interaction
V1290782	map00511	Other glycan degradation
V1394651	map05152	Tuberculosis
V1430967	map03010	Ribosome
V1421101	map00520	Amino sugar and nucleotide sugar metabolism
V1399043	map02060	Phosphotransferase system (PTS)
V1012820	map00362	Benzoate degradation
V1067466	map03070	Bacterial secretion system
V1006819	map02010	ABC transporters
V1066919	map00760	Nicotinate and nicotinamide metabolism
V1384350	map03010	Ribosome
V1111384	map00195	Photosynthesis
V1159013	map04112	Cell cycle - Caulobacter
V1553999	map03010	Ribosome
V1381169	map03020	RNA polymerase
V1266145	map00270	Cysteine and methionine metabolism
V1000020	map03010	Ribosome
V1201506	map04626	Plant-pathogen interaction
V1330982	map02030	Bacterial chemotaxis
V1198530	map02060	Phosphotransferase system (PTS)
V1521364	map02010	ABC transporters
V1011783	map00650	Butanoate metabolism
V1065572	map03010	Ribosome
V1065574	map03010	Ribosome
V1078022	map03010	Ribosome
V1886399	map03010	Ribosome
V1487245	map05152	Tuberculosis
V1065363	map02030	Bacterial chemotaxis
V1012925	map00720	Carbon fixation pathways in prokaryotes
V1074742	map03010	Ribosome
V1200468	map04141	Protein processing in endoplasmic reticulum
V1501378	map03010	Ribosome
V1463687	map04626	Plant-pathogen interaction
V1146002	map00330	Arginine and proline metabolism
V1364769	map00710	Carbon fixation in photosynthetic organisms
V1065569	map03010	Ribosome
V1068443	map01051	Biosynthesis of ansamycins
V1000117	map03013	RNA transport
V1167405	map03070	Bacterial secretion system
V1067188	map03010	Ribosome
V1016891	map03440	Homologous recombination
V1000307	map04724	Glutamatergic synapse
V1409160	map02020	Two-component system
V1000019	map03010	Ribosome
V1012423	map03010	Ribosome
V1013304	map00450	Selenocompound metabolism
V1067072	map00970	Aminoacyl-tRNA biosynthesis
V1836807	map03010	Ribosome
V1088211	map04626	Plant-pathogen interaction
V1363264	map04621	NOD-like receptor signaling pathway
V1388911	map00910	Nitrogen metabolism
V1364483	map03070	Bacterial secretion system
V1042408	map03010	Ribosome
V1000325	map03010	Ribosome
V1007054	map03020	RNA polymerase
V1167678	map00520	Amino sugar and nucleotide sugar metabolism
V1001475	map02010	ABC transporters
V1481441	map03018	RNA degradation
V1076330	map03440	Homologous recombination
V1399511	map00680	Methane metabolism
V1065575	map03070	Bacterial secretion system
V1010068	map00195	Photosynthesis
V1012674	map00680	Methane metabolism
V1356068	map03018	RNA degradation
V1581212	map00195	Photosynthesis
V1017544	map04626	Plant-pathogen interaction
V1559864	map00650	Butanoate metabolism
V1012819	map00903	Limonene and pinene degradation
V1343896	map00030	Pentose phosphate pathway
V1000044	map00910	Nitrogen metabolism
V1066636	map00511	Other glycan degradation
V1001367	map00910	Nitrogen metabolism
V1012424	map03010	Ribosome
V1347308	map04626	Plant-pathogen interaction
V1355860	map03010	Ribosome
V1066151	map03070	Bacterial secretion system
V1172123	map00680	Methane metabolism
V1581271	map00680	Methane metabolism
V1439186	map03010	Ribosome
V1099467	map00500	Starch and sucrose metabolism
V1012676	map00680	Methane metabolism
V1065562	map03010	Ribosome
V1554095	map04626	Plant-pathogen interaction
V1007073	map02010	ABC transporters
V1167651	map03010	Ribosome
V1385920	map00550	Peptidoglycan biosynthesis
V1012414	map03010	Ribosome
V1077866	map00640	Propanoate metabolism
V1153346	map03010	Ribosome
V1000611	map00480	Glutathione metabolism
V1368480	map00785	Lipoic acid metabolism
V1069949	map00710	Carbon fixation in photosynthetic organisms
V1067450	map03010	Ribosome
V1852121	map00450	Selenocompound metabolism
V1366895	map00330	Arginine and proline metabolism
V1065466	map00970	Aminoacyl-tRNA biosynthesis
V1065456	map02030	Bacterial chemotaxis
V1099144	map00650	Butanoate metabolism
V1040402	map00195	Photosynthesis
V1000016	map03010	Ribosome
V1076036	map00760	Nicotinate and nicotinamide metabolism
V1230453	map00710	Carbon fixation in photosynthetic organisms
V1167569	map03010	Ribosome
V1067906	map00240	Pyrimidine metabolism
V1011015	map00195	Photosynthesis
V1348786	map03010	Ribosome
V1557783	map00195	Photosynthesis
V1072870	map05152	Tuberculosis
V1000069	map02020	Two-component system
V1066147	map00860	Porphyrin and chlorophyll metabolism
V1012053	map02060	Phosphotransferase system (PTS)
V1065435	map00330	Arginine and proline metabolism
V1437389	map00710	Carbon fixation in photosynthetic organisms
V1046767	map03440	Homologous recombination
V1289783	map00520	Amino sugar and nucleotide sugar metabolism
V1482551	map00520	Amino sugar and nucleotide sugar metabolism
V1437530	map00590	Arachidonic acid metabolism
V1356425	map00670	One carbon pool by folate
V1066663	map02040	Flagellar assembly
V1445186	map04112	Cell cycle - Caulobacter
V1463686	map02010	ABC transporters
V1375650	map03070	Bacterial secretion system
V1018031	map03010	Ribosome
V1603598	map00720	Carbon fixation pathways in prokaryotes
V1153964	map00626	Naphthalene degradation
V1000022	map03010	Ribosome
V1852138	map00010	Glycolysis / Gluconeogenesis
V1000502	map00983	Drug metabolism - other enzymes
V1167571	map03010	Ribosome
V1355712	map00195	Photosynthesis
V1346233	map00564	Glycerophospholipid metabolism
V1069595	map03010	Ribosome
V1421344	map00650	Butanoate metabolism
V1608875	map03010	Ribosome
V1504087	map00970	Aminoacyl-tRNA biosynthesis
V1012422	map03010	Ribosome
V1213480	map03440	Homologous recombination
V1071524	map00710	Carbon fixation in photosynthetic organisms
V1000301	map00230	Purine metabolism
V1065571	map03010	Ribosome
V1879856	map02060	Phosphotransferase system (PTS)
V1553956	map03010	Ribosome
V1065527	map00523	Polyketide sugar unit biosynthesis
V1200647	map00330	Arginine and proline metabolism
V1367057	map03020	RNA polymerase
V1398674	map00195	Photosynthesis
V1882040	map00061	Fatty acid biosynthesis
V1098891	map02010	ABC transporters
V1099189	map03010	Ribosome
V1469304	map00970	Aminoacyl-tRNA biosynthesis
V1584680	map00680	Methane metabolism
V1039802	map00650	Butanoate metabolism
V1541210	map02010	ABC transporters
V1580786	map02060	Phosphotransferase system (PTS)
V1194946	map02040	Flagellar assembly
V1301126	map00520	Amino sugar and nucleotide sugar metabolism
V1000632	map00564	Glycerophospholipid metabolism
V1110483	map03010	Ribosome
V1190263	map00240	Pyrimidine metabolism
V1572527	map03020	RNA polymerase
V1067441	map00903	Limonene and pinene degradation
V1519499	map04930	Type II diabetes mellitus
V1552718	map03430	Mismatch repair
V1585624	map03018	RNA degradation
V1099276	map00982	Drug metabolism - cytochrome P450
V1886619	map03440	Homologous recombination
V1000166	map00230	Purine metabolism
V1350467	map00680	Methane metabolism
V1033925	map00195	Photosynthesis
V1469298	map02060	Phosphotransferase system (PTS)
V1295112	map04626	Plant-pathogen interaction
V1014869	map02060	Phosphotransferase system (PTS)
V1557302	map00860	Porphyrin and chlorophyll metabolism
V1355861	map03010	Ribosome
V1012679	map00300	Lysine biosynthesis
V1420576	map04112	Cell cycle - Caulobacter
V1505588	map00970	Aminoacyl-tRNA biosynthesis
V1000834	map03018	RNA degradation
V1065567	map03010	Ribosome
V1585936	map03010	Ribosome
V1420560	map00550	Peptidoglycan biosynthesis
V1067921	map00970	Aminoacyl-tRNA biosynthesis
V1379987	map05152	Tuberculosis
V1012419	map03010	Ribosome
V1504336	map00340	Histidine metabolism
V1238012	map00630	Glyoxylate and dicarboxylate metabolism
V1851983	map03430	Mismatch repair
V1144281	map02060	Phosphotransferase system (PTS)
V1503578	map00680	Methane metabolism
V1886464	map03010	Ribosome
V1041703	map03020	RNA polymerase
V1000500	map03430	Mismatch repair
V1069093	map00903	Limonene and pinene degradation
V1506181	map00030	Pentose phosphate pathway
V1099394	map02010	ABC transporters
V1065434	map00330	Arginine and proline metabolism
V1066923	map02010	ABC transporters
V1168678	map05152	Tuberculosis
V1137029	map00190	Oxidative phosphorylation
V1504816	map00970	Aminoacyl-tRNA biosynthesis
V1041590	map03010	Ribosome
V1068449	map02030	Bacterial chemotaxis
V1014079	map03010	Ribosome
V1386354	map02040	Flagellar assembly
V1066631	map00240	Pyrimidine metabolism
V1164544	map03440	Homologous recombination
V1051831	map00710	Carbon fixation in photosynthetic organisms
V1409994	map03018	RNA degradation
V1182975	map00970	Aminoacyl-tRNA biosynthesis
V1014868	map02060	Phosphotransferase system (PTS)
V1608313	map04930	Type II diabetes mellitus
V1181710	map00860	Porphyrin and chlorophyll metabolism
V1430382	map02010	ABC transporters
V1197432	map00330	Arginine and proline metabolism
V1000594	map00250	Alanine, aspartate and glutamate metabolism
V1233284	map04626	Plant-pathogen interaction
V1012602	map00720	Carbon fixation pathways in prokaryotes
V1148079	map04626	Plant-pathogen interaction
V1065526	map01055	Biosynthesis of vancomycin group antibiotics
V1356188	map00230	Purine metabolism
V1011843	map04626	Plant-pathogen interaction
V1015868	map03010	Ribosome
V1068934	map00983	Drug metabolism - other enzymes
V1144065	map00500	Starch and sucrose metabolism
V1144210	map03010	Ribosome
V1107292	map00450	Selenocompound metabolism
V1554037	map01051	Biosynthesis of ansamycins
V1065880	map00770	Pantothenate and CoA biosynthesis
V1067955	map03010	Ribosome
V1065554	map00910	Nitrogen metabolism
V1382281	map03010	Ribosome
V1010070	map00195	Photosynthesis
V1356611	map00910	Nitrogen metabolism
V1375370	map04626	Plant-pathogen interaction
V1202264	map04626	Plant-pathogen interaction
V1554133	map00910	Nitrogen metabolism
V1066615	map02030	Bacterial chemotaxis
V1366629	map00500	Starch and sucrose metabolism
V1469580	map00983	Drug metabolism - other enzymes
V1151917	map02030	Bacterial chemotaxis
V1503495	map00860	Porphyrin and chlorophyll metabolism
V1065515	map03070	Bacterial secretion system
V1889488	map05010	Alzheimer's disease
V1079387	map02040	Flagellar assembly
V1033646	map03020	RNA polymerase
V1016297	map00520	Amino sugar and nucleotide sugar metabolism
V1011939	map05152	Tuberculosis
V1012417	map03010	Ribosome
V1430515	map00960	Tropane, piperidine and pyridine alkaloid biosynthesis
V1091760	map00790	Folate biosynthesis
V1006029	map00550	Peptidoglycan biosynthesis
V1852101	map04112	Cell cycle - Caulobacter
V1464388	map03020	RNA polymerase
V1065564	map03010	Ribosome
V1168502	map03010	Ribosome
