Gene	KEGG_pathwayID	Annotation
V1431607	map03010	Ribosome
V1481435	map02060	Phosphotransferase system (PTS)
V1073967	map03010	Ribosome
V1272241	map03010	Ribosome
V1014074	map00650	Butanoate metabolism
V1152427	map00720	Carbon fixation pathways in prokaryotes
V1436641	map00650	Butanoate metabolism
V1521364	map02010	ABC transporters
V1374743	map03018	RNA degradation
V1040877	map00710	Carbon fixation in photosynthetic organisms
V1043485	map03010	Ribosome
V1295196	map04112	Cell cycle - Caulobacter
V1073738	map03010	Ribosome
V1164548	map03020	RNA polymerase
V1000642	map03018	RNA degradation
V1152905	map00195	Photosynthesis
V1010451	map02030	Bacterial chemotaxis
V1541236	map04626	Plant-pathogen interaction
V1482495	map00770	Pantothenate and CoA biosynthesis
V1139649	map03020	RNA polymerase
V1000017	map03010	Ribosome
V1469282	map02010	ABC transporters
V1491685	map03018	RNA degradation
V1295109	map04621	NOD-like receptor signaling pathway
V1000842	map00195	Photosynthesis
V1577228	map05152	Tuberculosis
V1081021	map00970	Aminoacyl-tRNA biosynthesis
V1594655	map02010	ABC transporters
V1881261	map04626	Plant-pathogen interaction
V1000021	map03010	Ribosome
V1000008	map00230	Purine metabolism
V1375437	map00450	Selenocompound metabolism
V1015867	map03010	Ribosome
V1173647	map04626	Plant-pathogen interaction
V1101641	map00500	Starch and sucrose metabolism
V1000845	map00520	Amino sugar and nucleotide sugar metabolism
V1042479	map05010	Alzheimer's disease
V1171078	map00240	Pyrimidine metabolism
V1339929	map00640	Propanoate metabolism
V1000840	map00195	Photosynthesis
V1079141	map00720	Carbon fixation pathways in prokaryotes
V1491714	map03010	Ribosome
V1547329	map02010	ABC transporters
V1118483	map02030	Bacterial chemotaxis
V1306539	map03010	Ribosome
V1482595	map03010	Ribosome
V1277310	map03070	Bacterial secretion system
V1087127	map00051	Fructose and mannose metabolism
V1076102	map03010	Ribosome
V1000641	map00710	Carbon fixation in photosynthetic organisms
V1577002	map03010	Ribosome
V1368958	map05010	Alzheimer's disease
V1613141	map03010	Ribosome
V1580898	map03010	Ribosome
V1138803	map05152	Tuberculosis
V1010971	map02010	ABC transporters
V1073737	map03010	Ribosome
V1297356	map04626	Plant-pathogen interaction
V1076810	map03010	Ribosome
V1384350	map03010	Ribosome
V1067188	map03010	Ribosome
V1237835	map02010	ABC transporters
V1083488	map03010	Ribosome
V1190680	map00300	Lysine biosynthesis
V1266125	map00650	Butanoate metabolism
V1000594	map00250	Alanine, aspartate and glutamate metabolism
V1013092	map00650	Butanoate metabolism
V1150295	map02010	ABC transporters
V1000080	map03010	Ribosome
V1139917	map00970	Aminoacyl-tRNA biosynthesis
V1074700	map00710	Carbon fixation in photosynthetic organisms
V1541135	map00500	Starch and sucrose metabolism
V1144210	map03010	Ribosome
V1006020	map03010	Ribosome
V1143984	map03018	RNA degradation
V1481366	map03010	Ribosome
V1367057	map03020	RNA polymerase
V1080826	map03010	Ribosome
V1481324	map00970	Aminoacyl-tRNA biosynthesis
V1081970	map00626	Naphthalene degradation
V1000166	map00230	Purine metabolism
V1592992	map00970	Aminoacyl-tRNA biosynthesis
V1886416	map04930	Type II diabetes mellitus
V1073219	map00620	Pyruvate metabolism
V1340131	map00520	Amino sugar and nucleotide sugar metabolism
V1103826	map03010	Ribosome
V1564708	map02010	ABC transporters
V1000003	map03010	Ribosome
V1852084	map03010	Ribosome
V1016891	map03440	Homologous recombination
V1083489	map03070	Bacterial secretion system
V1073922	map03010	Ribosome
V1080453	map03070	Bacterial secretion system
V1836804	map00970	Aminoacyl-tRNA biosynthesis
V1879848	map02010	ABC transporters
V1000013	map03010	Ribosome
V1440841	map00710	Carbon fixation in photosynthetic organisms
V1552772	map04930	Type II diabetes mellitus
V1140098	map00195	Photosynthesis
V1356383	map02010	ABC transporters
V1000630	map03070	Bacterial secretion system
V1000005	map03010	Ribosome
V1852094	map00250	Alanine, aspartate and glutamate metabolism
V1886605	map02010	ABC transporters
V1000326	map00970	Aminoacyl-tRNA biosynthesis
V1000011	map03010	Ribosome
V1399043	map02060	Phosphotransferase system (PTS)
V1138253	map00720	Carbon fixation pathways in prokaryotes
V1083710	map00970	Aminoacyl-tRNA biosynthesis
V1036980	map00643	Styrene degradation
V1075480	map00520	Amino sugar and nucleotide sugar metabolism
V1000176	map02010	ABC transporters
V1010605	map05152	Tuberculosis
V1085061	map00480	Glutathione metabolism
V1082561	map03010	Ribosome
V1040586	map02010	ABC transporters
V1001468	map00970	Aminoacyl-tRNA biosynthesis
V1339706	map02060	Phosphotransferase system (PTS)
V1033474	map04626	Plant-pathogen interaction
V1039802	map00650	Butanoate metabolism
V1381099	map00195	Photosynthesis
V1391945	map02060	Phosphotransferase system (PTS)
V1006819	map02010	ABC transporters
V1736951	map02010	ABC transporters
V1042478	map03018	RNA degradation
V1153964	map00626	Naphthalene degradation
V1501870	map05152	Tuberculosis
V1017544	map04626	Plant-pathogen interaction
V1039764	map03010	Ribosome
V1500737	map00680	Methane metabolism
V1559864	map00650	Butanoate metabolism
V1073427	map00500	Starch and sucrose metabolism
V1880077	map00970	Aminoacyl-tRNA biosynthesis
V1080488	map00710	Carbon fixation in photosynthetic organisms
V1016290	map00970	Aminoacyl-tRNA biosynthesis
V1464441	map00970	Aminoacyl-tRNA biosynthesis
V1082180	map00720	Carbon fixation pathways in prokaryotes
V1122767	map03018	RNA degradation
V1139283	map00524	Butirosin and neomycin biosynthesis
V1012925	map00720	Carbon fixation pathways in prokaryotes
V1033803	map00195	Photosynthesis
V1154539	map05010	Alzheimer's disease
V1886584	map02010	ABC transporters
V1238012	map00630	Glyoxylate and dicarboxylate metabolism
V1581223	map03440	Homologous recombination
V1000093	map05150	Staphylococcus aureus infection
V1879985	map00500	Starch and sucrose metabolism
V1064534	map03020	RNA polymerase
V1015868	map03010	Ribosome
V1059001	map02060	Phosphotransferase system (PTS)
V1369387	map04626	Plant-pathogen interaction
V1000040	map00240	Pyrimidine metabolism
V1364433	map00650	Butanoate metabolism
V1000172	map02010	ABC transporters
V1000528	map03010	Ribosome
V1080015	map01051	Biosynthesis of ansamycins
V1110058	map03010	Ribosome
V1075073	map03010	Ribosome
V1073923	map03020	RNA polymerase
V1038297	map00770	Pantothenate and CoA biosynthesis
V1012602	map00720	Carbon fixation pathways in prokaryotes
V1138844	map00970	Aminoacyl-tRNA biosynthesis
V1327984	map00720	Carbon fixation pathways in prokaryotes
V1080812	map05215	Prostate cancer
V1353182	map05152	Tuberculosis
V1151091	map04621	NOD-like receptor signaling pathway
V1150296	map02010	ABC transporters
V1364188	map00195	Photosynthesis
V1080489	map00970	Aminoacyl-tRNA biosynthesis
V1503856	map00061	Fatty acid biosynthesis
V1852083	map03010	Ribosome
V1039342	map03010	Ribosome
V1000502	map00983	Drug metabolism - other enzymes
V1175000	map00480	Glutathione metabolism
V1018464	map03010	Ribosome
V1000142	map00240	Pyrimidine metabolism
V1138313	map00520	Amino sugar and nucleotide sugar metabolism
V1617409	map03010	Ribosome
V1852140	map00970	Aminoacyl-tRNA biosynthesis
V1576462	map00650	Butanoate metabolism
V1074383	map05010	Alzheimer's disease
V1073414	map00195	Photosynthesis
V1000318	map00970	Aminoacyl-tRNA biosynthesis
V1033902	map05010	Alzheimer's disease
V1076928	map03010	Ribosome
V1299127	map00550	Peptidoglycan biosynthesis
V1072924	map03010	Ribosome
V1138661	map00970	Aminoacyl-tRNA biosynthesis
V1541210	map02010	ABC transporters
V1008714	map00500	Starch and sucrose metabolism
V1011016	map00195	Photosynthesis
V1415812	map02010	ABC transporters
V1394807	map04626	Plant-pathogen interaction
V1000533	map00240	Pyrimidine metabolism
V1073924	map03010	Ribosome
V1080997	map00970	Aminoacyl-tRNA biosynthesis
V1070014	map04626	Plant-pathogen interaction
V1265582	map04626	Plant-pathogen interaction
V1177532	map03010	Ribosome
V1000944	map03010	Ribosome
V1340164	map00195	Photosynthesis
V1356515	map00230	Purine metabolism
V1366656	map02060	Phosphotransferase system (PTS)
V1576738	map00720	Carbon fixation pathways in prokaryotes
V1389769	map00500	Starch and sucrose metabolism
V1886409	map03070	Bacterial secretion system
V1079230	map00970	Aminoacyl-tRNA biosynthesis
V1394176	map02060	Phosphotransferase system (PTS)
V1083487	map03010	Ribosome
V1152674	map05152	Tuberculosis
V1104643	map00500	Starch and sucrose metabolism
V1085162	map00680	Methane metabolism
V1000564	map04112	Cell cycle - Caulobacter
V1014932	map02010	ABC transporters
V1442477	map02010	ABC transporters
V1039005	map00511	Other glycan degradation
V1000301	map00230	Purine metabolism
V1356188	map00230	Purine metabolism
V1594437	map00240	Pyrimidine metabolism
V1164543	map00900	Terpenoid backbone biosynthesis
V1339870	map04112	Cell cycle - Caulobacter
V1269313	map03010	Ribosome
V1089092	map03010	Ribosome
V1340709	map03018	RNA degradation
V1879897	map00640	Propanoate metabolism
V1095854	map03010	Ribosome
V1498602	map00061	Fatty acid biosynthesis
V1000499	map00970	Aminoacyl-tRNA biosynthesis
V1441364	map00520	Amino sugar and nucleotide sugar metabolism
V1071489	map03020	RNA polymerase
V1073413	map00195	Photosynthesis
V1884213	map00720	Carbon fixation pathways in prokaryotes
V1389384	map03018	RNA degradation
V1011014	map00195	Photosynthesis
V1519450	map00710	Carbon fixation in photosynthetic organisms
V1074059	map03070	Bacterial secretion system
V1297375	map03010	Ribosome
V1012852	map03020	RNA polymerase
V1841419	map00720	Carbon fixation pathways in prokaryotes
V1000144	map03010	Ribosome
V1547588	map00061	Fatty acid biosynthesis
V1082647	map00310	Lysine degradation
V1070540	map00520	Amino sugar and nucleotide sugar metabolism
V1269402	map05010	Alzheimer's disease
V1017590	map00300	Lysine biosynthesis
V1879882	map03010	Ribosome
V1000023	map00230	Purine metabolism
V1012820	map00362	Benzoate degradation
V1073798	map00750	Vitamin B6 metabolism
V1594748	map02010	ABC transporters
V1194990	map00710	Carbon fixation in photosynthetic organisms
V1006021	map03010	Ribosome
V1166797	map00061	Fatty acid biosynthesis
V1070545	map03010	Ribosome
V1000611	map00480	Glutathione metabolism
V1000593	map00250	Alanine, aspartate and glutamate metabolism
V1177863	map00061	Fatty acid biosynthesis
V1886965	map00520	Amino sugar and nucleotide sugar metabolism
V1553580	map00230	Purine metabolism
V1374846	map03010	Ribosome
V1879918	map03010	Ribosome
V1085507	map04910	Insulin signaling pathway
V1084373	map00710	Carbon fixation in photosynthetic organisms
V1000010	map03010	Ribosome
V1879847	map02010	ABC transporters
V1076036	map00760	Nicotinate and nicotinamide metabolism
V1000601	map00970	Aminoacyl-tRNA biosynthesis
V1392083	map00760	Nicotinate and nicotinamide metabolism
V1168235	map04626	Plant-pathogen interaction
V1000082	map04112	Cell cycle - Caulobacter
V1013406	map00900	Terpenoid backbone biosynthesis
V1432853	map03010	Ribosome
V1420560	map00550	Peptidoglycan biosynthesis
V1073993	map00520	Amino sugar and nucleotide sugar metabolism
V1886517	map00640	Propanoate metabolism
V1585028	map00230	Purine metabolism
V1072349	map00520	Amino sugar and nucleotide sugar metabolism
V1081266	map00240	Pyrimidine metabolism
V1103723	map00730	Thiamine metabolism
V1033302	map03070	Bacterial secretion system
V1000009	map03010	Ribosome
V1000835	map00550	Peptidoglycan biosynthesis
V1007844	map00650	Butanoate metabolism
V1138247	map00564	Glycerophospholipid metabolism
V1200366	map00900	Terpenoid backbone biosynthesis
V1042555	map00720	Carbon fixation pathways in prokaryotes
V1138323	map00500	Starch and sucrose metabolism
V1000140	map00970	Aminoacyl-tRNA biosynthesis
V1076929	map03010	Ribosome
V1000596	map05152	Tuberculosis
V1000892	map00520	Amino sugar and nucleotide sugar metabolism
V1137057	map00061	Fatty acid biosynthesis
V1007949	map04920	Adipocytokine signaling pathway
V1159013	map04112	Cell cycle - Caulobacter
V1007441	map03070	Bacterial secretion system
V1356068	map03018	RNA degradation
V1879849	map02010	ABC transporters
V1498595	map00624	Polycyclic aromatic hydrocarbon degradation
V1167440	map00500	Starch and sucrose metabolism
V1081148	map00250	Alanine, aspartate and glutamate metabolism
V1552713	map00520	Amino sugar and nucleotide sugar metabolism
V1558287	map00250	Alanine, aspartate and glutamate metabolism
V1612264	map03010	Ribosome
V1000001	map03010	Ribosome
V1007426	map02010	ABC transporters
V1033715	map02010	ABC transporters
V1836820	map00550	Peptidoglycan biosynthesis
V1434355	map00910	Nitrogen metabolism
V1381908	map00230	Purine metabolism
V1011157	map00190	Oxidative phosphorylation
V1000121	map04112	Cell cycle - Caulobacter
V1007967	map02010	ABC transporters
V1013990	map03010	Ribosome
V1374419	map00520	Amino sugar and nucleotide sugar metabolism
V1852039	map03020	RNA polymerase
V1073415	map00195	Photosynthesis
V1879999	map02010	ABC transporters
V1075430	map03010	Ribosome
V1103247	map00061	Fatty acid biosynthesis
V1141150	map03018	RNA degradation
V1213480	map03440	Homologous recombination
V1073739	map03010	Ribosome
V1074886	map03010	Ribosome
V1374087	map00970	Aminoacyl-tRNA biosynthesis
V1500012	map00710	Carbon fixation in photosynthetic organisms
V1430377	map02010	ABC transporters
V1000092	map05150	Staphylococcus aureus infection
V1464284	map00052	Galactose metabolism
V1441127	map03010	Ribosome
V1138617	map00760	Nicotinate and nicotinamide metabolism
V1010371	map00190	Oxidative phosphorylation
V1190729	map03010	Ribosome
V1010450	map02010	ABC transporters
V1144281	map02060	Phosphotransferase system (PTS)
V1083372	map05152	Tuberculosis
V1380652	map03010	Ribosome
V1580786	map02060	Phosphotransferase system (PTS)
V1375318	map05152	Tuberculosis
V1102521	map03010	Ribosome
V1080012	map04930	Type II diabetes mellitus
V1102774	map00250	Alanine, aspartate and glutamate metabolism
V1162881	map00521	Streptomycin biosynthesis
V1006022	map00270	Cysteine and methionine metabolism
V1240249	map00270	Cysteine and methionine metabolism
V1000012	map03010	Ribosome
V1295139	map00561	Glycerolipid metabolism
V1440527	map00250	Alanine, aspartate and glutamate metabolism
V1000300	map00970	Aminoacyl-tRNA biosynthesis
V1079145	map00190	Oxidative phosphorylation
V1530442	map04626	Plant-pathogen interaction
V1007969	map00970	Aminoacyl-tRNA biosynthesis
V1241397	map02010	ABC transporters
V1139033	map00970	Aminoacyl-tRNA biosynthesis
V1012601	map00630	Glyoxylate and dicarboxylate metabolism
V1553618	map03070	Bacterial secretion system
V1886712	map00520	Amino sugar and nucleotide sugar metabolism
V1138614	map03010	Ribosome
V1007436	map00970	Aminoacyl-tRNA biosynthesis
V1144023	map02060	Phosphotransferase system (PTS)
V1403556	map02010	ABC transporters
V1000014	map03010	Ribosome
V1011012	map00195	Photosynthesis
V1522026	map04112	Cell cycle - Caulobacter
V1043350	map02010	ABC transporters
V1144304	map03010	Ribosome
V1000592	map00240	Pyrimidine metabolism
V1079324	map04112	Cell cycle - Caulobacter
V1266177	map02010	ABC transporters
V1086903	map05152	Tuberculosis
V1138351	map00230	Purine metabolism
V1042495	map03010	Ribosome
V1886558	map00710	Carbon fixation in photosynthetic organisms
V1033881	map03018	RNA degradation
V1076687	map00860	Porphyrin and chlorophyll metabolism
V1080456	map00970	Aminoacyl-tRNA biosynthesis
V1011015	map00195	Photosynthesis
V1249122	map03010	Ribosome
V1580955	map05152	Tuberculosis
V1075065	map00982	Drug metabolism - cytochrome P450
V1820497	map00970	Aminoacyl-tRNA biosynthesis
V1881259	map00970	Aminoacyl-tRNA biosynthesis
V1889488	map05010	Alzheimer's disease
V1852121	map00450	Selenocompound metabolism
V1012782	map03018	RNA degradation
V1039702	map03070	Bacterial secretion system
V1033924	map03010	Ribosome
V1000526	map03430	Mismatch repair
V1102780	map04920	Adipocytokine signaling pathway
V1016890	map03010	Ribosome
V1104190	map03020	RNA polymerase
V1081814	map00195	Photosynthesis
V1469580	map00983	Drug metabolism - other enzymes
V1139151	map03440	Homologous recombination
V1008385	map04930	Type II diabetes mellitus
V1146313	map00195	Photosynthesis
V1594229	map00480	Glutathione metabolism
V1083359	map00970	Aminoacyl-tRNA biosynthesis
V1072283	map00720	Carbon fixation pathways in prokaryotes
V1082432	map00970	Aminoacyl-tRNA biosynthesis
V1886464	map03010	Ribosome
V1082084	map04112	Cell cycle - Caulobacter
V1180252	map04973	Carbohydrate digestion and absorption
V1202447	map03440	Homologous recombination
V1275127	map03018	RNA degradation
V1103849	map05152	Tuberculosis
V1106664	map00650	Butanoate metabolism
V1000088	map00230	Purine metabolism
V1000015	map03010	Ribosome
V1000295	map00970	Aminoacyl-tRNA biosynthesis
V1140670	map00195	Photosynthesis
V1012850	map03010	Ribosome
V1373952	map03020	RNA polymerase
V1491718	map04112	Cell cycle - Caulobacter
V1082262	map00480	Glutathione metabolism
V1249999	map00195	Photosynthesis
V1553772	map02060	Phosphotransferase system (PTS)
V1015123	map00970	Aminoacyl-tRNA biosynthesis
V1075399	map00860	Porphyrin and chlorophyll metabolism
V1144196	map02010	ABC transporters
V1500210	map00970	Aminoacyl-tRNA biosynthesis
V1436794	map02030	Bacterial chemotaxis
V1357210	map00624	Polycyclic aromatic hydrocarbon degradation
V1040402	map00195	Photosynthesis
V1194354	map03010	Ribosome
V1152318	map00550	Peptidoglycan biosynthesis
V1013797	map03420	Nucleotide excision repair
V1108928	map00195	Photosynthesis
V1042496	map03010	Ribosome
V1013090	map00710	Carbon fixation in photosynthetic organisms
V1291933	map00903	Limonene and pinene degradation
V1033560	map03070	Bacterial secretion system
V1357847	map00195	Photosynthesis
V1138310	map02020	Two-component system
V1594750	map00983	Drug metabolism - other enzymes
V1687090	map03070	Bacterial secretion system
V1010898	map00270	Cysteine and methionine metabolism
V1499291	map03440	Homologous recombination
V1074475	map00190	Oxidative phosphorylation
V1073807	map00061	Fatty acid biosynthesis
V1080858	map03070	Bacterial secretion system
V1150978	map00970	Aminoacyl-tRNA biosynthesis
V1080688	map00900	Terpenoid backbone biosynthesis
V1851983	map03430	Mismatch repair
V1553587	map04112	Cell cycle - Caulobacter
V1852132	map00760	Nicotinate and nicotinamide metabolism
V1375366	map00190	Oxidative phosphorylation
V1295084	map02010	ABC transporters
V1010170	map00480	Glutathione metabolism
V1069274	map00195	Photosynthesis
V1042097	map04626	Plant-pathogen interaction
V1592800	map03010	Ribosome
V1103724	map00061	Fatty acid biosynthesis
V1138984	map03010	Ribosome
V1000117	map03013	RNA transport
V1074401	map00520	Amino sugar and nucleotide sugar metabolism
V1440773	map03010	Ribosome
V1014995	map00780	Biotin metabolism
V1000069	map02020	Two-component system
V1020418	map00250	Alanine, aspartate and glutamate metabolism
V1083335	map04621	NOD-like receptor signaling pathway
V1040122	map03018	RNA degradation
V1464033	map04122	Sulfur relay system
V1071723	map02010	ABC transporters
V1355823	map04626	Plant-pathogen interaction
V1482551	map00520	Amino sugar and nucleotide sugar metabolism
V1042989	map03010	Ribosome
V1076103	map03010	Ribosome
V1009322	map04920	Adipocytokine signaling pathway
V1075971	map03010	Ribosome
V1576647	map03018	RNA degradation
V1160507	map00270	Cysteine and methionine metabolism
V1364877	map00195	Photosynthesis
V1553746	map03018	RNA degradation
V1175163	map00720	Carbon fixation pathways in prokaryotes
V1519910	map00195	Photosynthesis
V1043762	map02010	ABC transporters
V1886303	map00970	Aminoacyl-tRNA biosynthesis
V1001475	map02010	ABC transporters
V1374264	map00650	Butanoate metabolism
V1077624	map03010	Ribosome
V1041703	map03020	RNA polymerase
V1339861	map03010	Ribosome
V1736971	map00230	Purine metabolism
V1041590	map03010	Ribosome
V1011950	map03070	Bacterial secretion system
V1069595	map03010	Ribosome
V1137029	map00190	Oxidative phosphorylation
V1481297	map00480	Glutathione metabolism
V1380518	map02010	ABC transporters
V1012819	map00903	Limonene and pinene degradation
V1069656	map00624	Polycyclic aromatic hydrocarbon degradation
V1014182	map03440	Homologous recombination
V1011960	map00051	Fructose and mannose metabolism
V1886582	map00710	Carbon fixation in photosynthetic organisms
V1488556	map00520	Amino sugar and nucleotide sugar metabolism
V1092088	map00500	Starch and sucrose metabolism
V1553605	map00770	Pantothenate and CoA biosynthesis
V1038361	map04626	Plant-pathogen interaction
V1294938	map01051	Biosynthesis of ansamycins
V1581661	map02010	ABC transporters
V1164544	map03440	Homologous recombination
V1463704	map00520	Amino sugar and nucleotide sugar metabolism
V1039792	map03010	Ribosome
V1084672	map03070	Bacterial secretion system
V1577140	map03020	RNA polymerase
V1328066	map04910	Insulin signaling pathway
V1000307	map04724	Glutamatergic synapse
V1042447	map00250	Alanine, aspartate and glutamate metabolism
V1440420	map00720	Carbon fixation pathways in prokaryotes
V1341295	map00970	Aminoacyl-tRNA biosynthesis
V1381260	map00250	Alanine, aspartate and glutamate metabolism
V1505538	map02010	ABC transporters
V1236942	map02010	ABC transporters
V1071567	map02010	ABC transporters
V1400436	map00480	Glutathione metabolism
V1081811	map04920	Adipocytokine signaling pathway
V1074885	map03010	Ribosome
V1082087	map04112	Cell cycle - Caulobacter
V1106834	map03010	Ribosome
V1203459	map03010	Ribosome
V1381169	map03020	RNA polymerase
V1442370	map00230	Purine metabolism
V1152196	map00710	Carbon fixation in photosynthetic organisms
V1000020	map03010	Ribosome
V1012174	map00240	Pyrimidine metabolism
V1074742	map03010	Ribosome
V1464522	map00983	Drug metabolism - other enzymes
V1139144	map03010	Ribosome
V1011011	map00195	Photosynthesis
V1000590	map00240	Pyrimidine metabolism
V1294043	map03010	Ribosome
V1072215	map00190	Oxidative phosphorylation
V1469298	map02060	Phosphotransferase system (PTS)
V1439186	map03010	Ribosome
V1517484	map03010	Ribosome
V1083554	map00061	Fatty acid biosynthesis
V1577095	map00730	Thiamine metabolism
V1174424	map03010	Ribosome
V1237505	map00970	Aminoacyl-tRNA biosynthesis
V1081088	map00720	Carbon fixation pathways in prokaryotes
V1392259	map03020	RNA polymerase
V1070514	map00720	Carbon fixation pathways in prokaryotes
V1139691	map03070	Bacterial secretion system
V1083902	map00240	Pyrimidine metabolism
V1469304	map00970	Aminoacyl-tRNA biosynthesis
V1000044	map00910	Nitrogen metabolism
V1368681	map03020	RNA polymerase
V1015734	map00970	Aminoacyl-tRNA biosynthesis
V1291747	map00720	Carbon fixation pathways in prokaryotes
V1040177	map04910	Insulin signaling pathway
V1083704	map04112	Cell cycle - Caulobacter
V1000632	map00564	Glycerophospholipid metabolism
V1041071	map03010	Ribosome
V1268242	map03070	Bacterial secretion system
V1420584	map02060	Phosphotransferase system (PTS)
V1249839	map05152	Tuberculosis
V1073412	map00195	Photosynthesis
V1399582	map04974	Protein digestion and absorption
V1082075	map00230	Purine metabolism
V1875154	map00550	Peptidoglycan biosynthesis
V1102771	map00030	Pentose phosphate pathway
V1082083	map04112	Cell cycle - Caulobacter
V1009350	map00250	Alanine, aspartate and glutamate metabolism
V1075213	map03010	Ribosome
V1138549	map00600	Sphingolipid metabolism
V1576136	map00640	Propanoate metabolism
V1037601	map00770	Pantothenate and CoA biosynthesis
V1295093	map00230	Purine metabolism
V1464152	map00624	Polycyclic aromatic hydrocarbon degradation
V1081809	map04724	Glutamatergic synapse
V1074528	map00061	Fatty acid biosynthesis
V1008227	map00230	Purine metabolism
V1074108	map00720	Carbon fixation pathways in prokaryotes
V1138734	map00970	Aminoacyl-tRNA biosynthesis
V1076330	map03440	Homologous recombination
V1440590	map03010	Ribosome
V1010448	map00500	Starch and sucrose metabolism
V1074548	map03010	Ribosome
V1464388	map03020	RNA polymerase
V1090580	map02010	ABC transporters
V1070814	map00970	Aminoacyl-tRNA biosynthesis
V1572527	map03020	RNA polymerase
V1320051	map03010	Ribosome
V1010331	map03430	Mismatch repair
V1392216	map05152	Tuberculosis
V1010232	map04112	Cell cycle - Caulobacter
V1382281	map03010	Ribosome
V1200297	map03010	Ribosome
V1530889	map03010	Ribosome
V1074550	map03010	Ribosome
V1171040	map02030	Bacterial chemotaxis
V1058821	map03440	Homologous recombination
V1463662	map00720	Carbon fixation pathways in prokaryotes
V1500790	map02040	Flagellar assembly
V1000294	map03030	DNA replication
V1250750	map00195	Photosynthesis
V1072901	map02010	ABC transporters
V1081292	map03060	Protein export
V1074321	map00550	Peptidoglycan biosynthesis
V1071809	map03010	Ribosome
V1275019	map03020	RNA polymerase
V1249444	map00195	Photosynthesis
V1075539	map01040	Biosynthesis of unsaturated fatty acids
V1015869	map03010	Ribosome
V1038350	map00650	Butanoate metabolism
V1836807	map03010	Ribosome
V1469318	map00240	Pyrimidine metabolism
V1017017	map03010	Ribosome
V1040562	map00710	Carbon fixation in photosynthetic organisms
V1081290	map00970	Aminoacyl-tRNA biosynthesis
V1445801	map02010	ABC transporters
V1522031	map00300	Lysine biosynthesis
V1499268	map00780	Biotin metabolism
V1195338	map00970	Aminoacyl-tRNA biosynthesis
V1362039	map00061	Fatty acid biosynthesis
V1577793	map00240	Pyrimidine metabolism
V1015609	map00780	Biotin metabolism
V1014819	map00970	Aminoacyl-tRNA biosynthesis
V1009331	map03020	RNA polymerase
V1608718	map00230	Purine metabolism
V1007477	map00550	Peptidoglycan biosynthesis
V1000895	map00330	Arginine and proline metabolism
V1875176	map00362	Benzoate degradation
V1046767	map03440	Homologous recombination
V1073539	map04920	Adipocytokine signaling pathway
V1083490	map00720	Carbon fixation pathways in prokaryotes
V1079294	map00061	Fatty acid biosynthesis
V1079801	map00190	Oxidative phosphorylation
V1392207	map04112	Cell cycle - Caulobacter
V1879950	map00052	Galactose metabolism
V1499937	map00520	Amino sugar and nucleotide sugar metabolism
V1009870	map03010	Ribosome
V1007843	map02010	ABC transporters
V1609073	map00710	Carbon fixation in photosynthetic organisms
V1081186	map04974	Protein digestion and absorption
