Gene	KEGG_module_number	Annotation
V1399043	M00276	PTS system, mannose-specific II component
V1006727	M00178	Ribosome, bacteria
V1886605	M00197	Putative fructooligosaccharide transport system
V1879882	M00179	Ribosome, archaea
V1000009	M00179	Ribosome, archaea
V1889488	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1577140	M00183	RNA polymerase, bacteria
V1879849	M00197	Putative fructooligosaccharide transport system
V1364877	M00164	ATP synthase
V1064534	M00183	RNA polymerase, bacteria
V1381169	M00183	RNA polymerase, bacteria
V1000326	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000012	M00179	Ribosome, archaea
V1000010	M00179	Ribosome, archaea
V1380652	M00179	Ribosome, archaea
V1519450	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1338863	M00002	Glycolysis, core module involving three-carbon compounds
V1340709	M00346	Formaldehyde assimilation, serine pathway
V1033079	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1481366	M00178	Ribosome, bacteria
V1001475	M00248	Antibiotic transport system
V1000168	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000601	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000014	M00179	Ribosome, archaea
V1033560	M00335	Sec (secretion) system
V1389384	M00346	Formaldehyde assimilation, serine pathway
V1000001	M00179	Ribosome, archaea
V1000015	M00179	Ribosome, archaea
V1000630	M00335	Sec (secretion) system
V1886466	M00179	Ribosome, archaea
V1880077	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1886399	M00178	Ribosome, bacteria
V1297375	M00179	Ribosome, archaea
V1000144	M00179	Ribosome, archaea
V1032631	M00197	Putative fructooligosaccharide transport system
V1144304	M00179	Ribosome, archaea
V1143377	M00273	PTS system, fructose-specific II component
V1033557	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1000171	M00239	Peptides/nickel transport system
V1032563	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type
V1439186	M00178	Ribosome, bacteria
V1594229	M00006	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
V1340164	M00164	ATP synthase
V1852094	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1000023	M00005	PRPP biosynthesis, ribose 5P => PRPP
V1000020	M00179	Ribosome, archaea
V1553618	M00335	Sec (secretion) system
V1886464	M00179	Ribosome, archaea
V1000533	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
V1000022	M00179	Ribosome, archaea
V1851978	M00207	Putative multiple sugar transport system
V1592800	M00179	Ribosome, archaea
V1609073	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1204502	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1872766	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1000016	M00179	Ribosome, archaea
V1033096	M00183	RNA polymerase, bacteria
V1074742	M00179	Ribosome, archaea
V1000318	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1001468	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1886558	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1852039	M00183	RNA polymerase, bacteria
V1572527	M00183	RNA polymerase, bacteria
V1164541	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1000019	M00179	Ribosome, archaea
V1886153	M00183	RNA polymerase, bacteria
V1520185	M00164	ATP synthase
V1879918	M00179	Ribosome, archaea
V1000325	M00178	Ribosome, bacteria
V1836807	M00179	Ribosome, archaea
V1000140	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1886585	M00268	PTS system, alpha-glucoside-specific II component
V1078022	M00179	Ribosome, archaea
V1464388	M00183	RNA polymerase, bacteria
V1164544	M00260	DNA polymerase III complex, bacteria
V1033549	M00346	Formaldehyde assimilation, serine pathway
V1607575	M00260	DNA polymerase III complex, bacteria
V1469282	M00239	Peptides/nickel transport system
V1581212	M00164	ATP synthase
V1033881	M00346	Formaldehyde assimilation, serine pathway
V1000295	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000300	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1517484	M00179	Ribosome, archaea
V1519910	M00164	ATP synthase
V1000152	M00335	Sec (secretion) system
V1399511	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1852132	M00115	NAD biosynthesis, aspartate => NAD
V1382281	M00178	Ribosome, bacteria
V1581637	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1581271	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1000106	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1042629	M00248	Antibiotic transport system
V1381895	M00207	Putative multiple sugar transport system
V1392006	M00178	Ribosome, bacteria
V1144281	M00276	PTS system, mannose-specific II component
V1469327	M00207	Putative multiple sugar transport system
V1033789	M00303	PTS system, N-acetylmuramic acid-specific II component
V1032814	M00179	Ribosome, archaea
V1580786	M00276	PTS system, mannose-specific II component
V1574080	M00095	C5 isoprenoid biosynthesis, mevalonate pathway
V1032826	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1032825	M00335	Sec (secretion) system
V1000155	M00366	C10-C20 isoprenoid biosynthesis, plants
V1000139	M00260	DNA polymerase III complex, bacteria
V1032513	M00179	Ribosome, archaea
V1851957	M00035	Methionine degradation
V1237835	M00239	Peptides/nickel transport system
V1519499	M00002	Glycolysis, core module involving three-carbon compounds
V1420559	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1000882	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1033500	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1033925	M00164	ATP synthase
V1608313	M00002	Glycolysis, core module involving three-carbon compounds
V1144210	M00179	Ribosome, archaea
V1033091	M00179	Ribosome, archaea
V1095854	M00179	Ribosome, archaea
V1482551	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1091760	M00126	Tetrahydrofolate biosynthesis, GTP => THF
V1469296	M00179	Ribosome, archaea
V1043350	M00239	Peptides/nickel transport system
V1431657	M00179	Ribosome, archaea
V1399193	M00179	Ribosome, archaea
V1047240	M00283	PTS system, ascorbate-specific II component
V1392051	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1416302	M00197	Putative fructooligosaccharide transport system
V1000172	M00239	Peptides/nickel transport system
V1032815	M00178	Ribosome, bacteria
V1851960	M00276	PTS system, mannose-specific II component
V1886116	M00164	ATP synthase
V1000057	M00005	PRPP biosynthesis, ribose 5P => PRPP
V1547329	M00239	Peptides/nickel transport system
V1000176	M00228	Putative glutamine transport system
V1852140	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1397554	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1430382	M00197	Putative fructooligosaccharide transport system
V1000141	M00093	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE
V1158726	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1553707	M00276	PTS system, mannose-specific II component
V1522031	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
V1000502	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1366656	M00276	PTS system, mannose-specific II component
V1595063	M00207	Putative multiple sugar transport system
V1000162	M00126	Tetrahydrofolate biosynthesis, GTP => THF
V1042441	M00179	Ribosome, archaea
V1000525	M00120	Coenzyme A biosynthesis, pantothenate => CoA
V1885172	M00164	ATP synthase
V1032601	M00268	PTS system, alpha-glucoside-specific II component
V1032632	M00197	Putative fructooligosaccharide transport system
V1033646	M00183	RNA polymerase, bacteria
V1044896	M00178	Ribosome, bacteria
V1365279	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1033635	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1448171	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1000563	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1420584	M00279	PTS system, galactitol-specific II component
V1886440	M00179	Ribosome, archaea
V1339861	M00179	Ribosome, archaea
V1394176	M00279	PTS system, galactitol-specific II component
V1006022	M00034	Methionine salvage pathway
V1872734	M00179	Ribosome, archaea
V1046995	M00164	ATP synthase
V1045334	M00207	Putative multiple sugar transport system
V1136911	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1886410	M00335	Sec (secretion) system
V1044111	M00268	PTS system, alpha-glucoside-specific II component
V1552729	M00179	Ribosome, archaea
V1469580	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1000076	M00178	Ribosome, bacteria
V1000848	M00258	Putative ABC transport system
V1033924	M00178	Ribosome, bacteria
V1463821	M00008	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate
V1000824	M00244	Putative zinc/manganese transport system
V1424927	M00179	Ribosome, archaea
V1046993	M00164	ATP synthase
V1541210	M00239	Peptides/nickel transport system
V1000594	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1885167	M00275	PTS system, cellobiose-specific II component
V1000836	M00178	Ribosome, bacteria
V1032829	M00178	Ribosome, bacteria
V1000099	M00095	C5 isoprenoid biosynthesis, mevalonate pathway
V1389989	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1012053	M00276	PTS system, mannose-specific II component
V1101963	M00164	ATP synthase
V1464522	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1000151	M00178	Ribosome, bacteria
V1032818	M00179	Ribosome, archaea
V1006017	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1886609	M00164	ATP synthase
V1006819	M00228	Putative glutamine transport system
V1160507	M00034	Methionine salvage pathway
V1032630	M00197	Putative fructooligosaccharide transport system
V1886303	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1144017	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1594655	M00239	Peptides/nickel transport system
V1806595	M00283	PTS system, ascorbate-specific II component
V1032807	M00179	Ribosome, archaea
V1553653	M00335	Sec (secretion) system
V1295524	M00006	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
V1032984	M00179	Ribosome, archaea
V1032750	M00179	Ribosome, archaea
V1594437	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1886382	M00346	Formaldehyde assimilation, serine pathway
V1430829	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1836815	M00221	Putative simple sugar transport system
V1164542	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1552800	M00178	Ribosome, bacteria
V1042632	M00005	PRPP biosynthesis, ribose 5P => PRPP
V1008959	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1000328	M00120	Coenzyme A biosynthesis, pantothenate => CoA
V1000572	M00126	Tetrahydrofolate biosynthesis, GTP => THF
V1886072	M00179	Ribosome, archaea
V1000077	M00260	DNA polymerase III complex, bacteria
V1100534	M00179	Ribosome, archaea
V1001467	M00368	Ethylene biosynthesis, methionine => ethylene
V1755587	M00179	Ribosome, archaea
V1032820	M00179	Ribosome, archaea
V1198530	M00279	PTS system, galactitol-specific II component
V1886484	M00375	Hydroxypropionate-hydroxybutylate cycle
V1059571	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1481348	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000024	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1038255	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1847747	M00376	3-Hydroxypropionate bi-cycle
V1431931	M00006	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
V1581530	M00183	RNA polymerase, bacteria
V1000938	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1341295	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1356484	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1001392	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1032808	M00178	Ribosome, bacteria
V1886554	M00178	Ribosome, bacteria
V1295628	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1883097	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1033558	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1076023	M00006	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
V1033757	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1092573	M00179	Ribosome, archaea
V1886602	M00179	Ribosome, archaea
V1498827	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1000884	M00207	Putative multiple sugar transport system
V1032819	M00179	Ribosome, archaea
V1883121	M00164	ATP synthase
V1046991	M00164	ATP synthase
V1012054	M00276	PTS system, mannose-specific II component
V1338860	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1463114	M00260	DNA polymerase III complex, bacteria
V1032626	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1469295	M00126	Tetrahydrofolate biosynthesis, GTP => THF
V1594919	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1886654	M00335	Sec (secretion) system
V1381260	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1580709	M00178	Ribosome, bacteria
V1398959	M00005	PRPP biosynthesis, ribose 5P => PRPP
V1879843	M00268	PTS system, alpha-glucoside-specific II component
V1886535	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1521364	M00239	Peptides/nickel transport system
V1295084	M00239	Peptides/nickel transport system
V1032821	M00179	Ribosome, archaea
V1851977	M00254	ABC-2 type transport system
V1581482	M00164	ATP synthase
V1884638	M00002	Glycolysis, core module involving three-carbon compounds
V1032822	M00179	Ribosome, archaea
V1044037	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
V1886557	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1887313	M00178	Ribosome, bacteria
V1581807	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1886673	M00260	DNA polymerase III complex, bacteria
V1256156	M00276	PTS system, mannose-specific II component
V1036199	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1808765	M00276	PTS system, mannose-specific II component
V1884566	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1000478	M00248	Antibiotic transport system
V1034300	M00275	PTS system, cellobiose-specific II component
V1594239	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1364113	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1006815	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1875146	M00254	ABC-2 type transport system
V1884576	M00164	ATP synthase
V1362258	M00258	Putative ABC transport system
V1608875	M00178	Ribosome, bacteria
V1042408	M00179	Ribosome, archaea
V1463112	M00260	DNA polymerase III complex, bacteria
V1033034	M00178	Ribosome, bacteria
V1464618	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1886618	M00335	Sec (secretion) system
V1553772	M00279	PTS system, galactitol-specific II component
V1431322	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1552776	M00221	Putative simple sugar transport system
V1033428	M00276	PTS system, mannose-specific II component
V1000175	M00178	Ribosome, bacteria
V1144147	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1886073	M00179	Ribosome, archaea
V1000481	M00254	ABC-2 type transport system
V1047149	M00222	Phosphate transport system
V1000087	M00221	Putative simple sugar transport system
V1684153	M00179	Ribosome, archaea
V1047148	M00222	Phosphate transport system
V1238915	M00276	PTS system, mannose-specific II component
V1033867	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000462	M00046	Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate
V1796838	M00376	3-Hydroxypropionate bi-cycle
V1886525	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1046994	M00164	ATP synthase
V1144196	M00239	Peptides/nickel transport system
V1886653	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1684154	M00183	RNA polymerase, bacteria
V1469328	M00207	Putative multiple sugar transport system
V1000177	M00228	Putative glutamine transport system
V1032824	M00179	Ribosome, archaea
V1381001	M00115	NAD biosynthesis, aspartate => NAD
V1032817	M00179	Ribosome, archaea
V1852017	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
V1032342	M00164	ATP synthase
V1000100	M00095	C5 isoprenoid biosynthesis, mevalonate pathway
V1035061	M00029	Urea cycle
V1000937	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1033931	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1196762	M00179	Ribosome, archaea
V1036345	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
V1469287	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1886619	M00260	DNA polymerase III complex, bacteria
V1000593	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1886589	M00183	RNA polymerase, bacteria
V1491800	M00126	Tetrahydrofolate biosynthesis, GTP => THF
V1032741	M00153	Cytochrome d ubiquinol oxidase
V1891261	M00183	RNA polymerase, bacteria
V1553655	M00126	Tetrahydrofolate biosynthesis, GTP => THF
V1097503	M00183	RNA polymerase, bacteria
V1689453	M00376	3-Hydroxypropionate bi-cycle
V1032603	M00303	PTS system, N-acetylmuramic acid-specific II component
V1884560	M00178	Ribosome, bacteria
V1684155	M00183	RNA polymerase, bacteria
V1000936	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1044917	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1882359	M00179	Ribosome, archaea
V1580822	M00346	Formaldehyde assimilation, serine pathway
V1886639	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1689117	M00358	Coenzyme M biosynthesis
V1000161	M00248	Antibiotic transport system
V1033715	M00239	Peptides/nickel transport system
V1032809	M00179	Ribosome, archaea
V1047060	M00239	Peptides/nickel transport system
V1880222	M00178	Ribosome, bacteria
V1032713	M00179	Ribosome, archaea
V1886651	M00346	Formaldehyde assimilation, serine pathway
V1301125	M00095	C5 isoprenoid biosynthesis, mevalonate pathway
V1033276	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1430689	M00260	DNA polymerase III complex, bacteria
V1032715	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1390210	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1032633	M00197	Putative fructooligosaccharide transport system
V1076392	M00179	Ribosome, archaea
V1430690	M00115	NAD biosynthesis, aspartate => NAD
V1852110	M00244	Putative zinc/manganese transport system
V1576798	M00089	Triacylglycerol biosynthesis
V1032620	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1851984	M00115	NAD biosynthesis, aspartate => NAD
V1006626	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1553669	M00183	RNA polymerase, bacteria
V1033838	M00273	PTS system, fructose-specific II component
V1032341	M00164	ATP synthase
V1012055	M00276	PTS system, mannose-specific II component
V1032813	M00179	Ribosome, archaea
V1886503	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1033764	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1033346	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1886610	M00276	PTS system, mannose-specific II component
V1032514	M00178	Ribosome, bacteria
V1047061	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1032704	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1033168	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1032571	M00376	3-Hydroxypropionate bi-cycle
V1034213	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1000895	M00046	Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate
V1360328	M00178	Ribosome, bacteria
V1491695	M00008	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate
V1034684	M00276	PTS system, mannose-specific II component
V1463315	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000461	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1581231	M00179	Ribosome, archaea
V1034464	M00179	Ribosome, archaea
V1143938	M00008	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate
V1032714	M00179	Ribosome, archaea
V1886584	M00239	Peptides/nickel transport system
V1469278	M00115	NAD biosynthesis, aspartate => NAD
V1552739	M00244	Putative zinc/manganese transport system
V1000164	M00126	Tetrahydrofolate biosynthesis, GTP => THF
V1886623	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1032979	M00178	Ribosome, bacteria
V1000488	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1033426	M00276	PTS system, mannose-specific II component
V1580963	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1764495	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1552701	M00335	Sec (secretion) system
V1033614	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1101846	M00276	PTS system, mannose-specific II component
V1032804	M00006	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
V1339538	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1032731	M00346	Formaldehyde assimilation, serine pathway
V1000592	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1610069	M00179	Ribosome, archaea
V1033121	M00283	PTS system, ascorbate-specific II component
V1000587	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1430517	M00279	PTS system, galactitol-specific II component
V1000844	M00254	ABC-2 type transport system
V1296100	M00236	Putative polar amino acid transport system
V1368901	M00197	Putative fructooligosaccharide transport system
V1547321	M00367	C10-C20 isoprenoid biosynthesis, non-plant eukaryotes
V1033782	M00002	Glycolysis, core module involving three-carbon compounds
V1571503	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1157461	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1769429	M00179	Ribosome, archaea
V1032983	M00179	Ribosome, archaea
V1398470	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1034382	M00283	PTS system, ascorbate-specific II component
V1000468	M00281	PTS system, lactose-specific II component
V1796878	M00223	Phosphonate transport system
V1032333	M00179	Ribosome, archaea
V1000324	M00178	Ribosome, bacteria
V1847593	M00183	RNA polymerase, bacteria
V1202638	M00183	RNA polymerase, bacteria
V1518385	M00183	RNA polymerase, bacteria
V1886593	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1033033	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1033834	M00183	RNA polymerase, bacteria
V1075661	M00335	Sec (secretion) system
V1000320	M00335	Sec (secretion) system
V1206514	M00005	PRPP biosynthesis, ribose 5P => PRPP
V1581661	M00239	Peptides/nickel transport system
V1886377	M00120	Coenzyme A biosynthesis, pantothenate => CoA
V1392504	M00179	Ribosome, archaea
V1032641	M00260	DNA polymerase III complex, bacteria
V1886487	M00095	C5 isoprenoid biosynthesis, mevalonate pathway
V1879966	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1032823	M00179	Ribosome, archaea
V1032407	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1033416	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1203697	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1000315	M00276	PTS system, mannose-specific II component
