Gene	KEGG_module_number	Annotation
V1033276	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1033667	M00368	Ethylene biosynthesis, methionine => ethylene
V1033099	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1610069	M00179	Ribosome, archaea
V1032415	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1552781	M00260	DNA polymerase III complex, bacteria
V1163598	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1101399	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1204779	M00239	Peptides/nickel transport system
V1692640	M00346	Formaldehyde assimilation, serine pathway
V1882372	M00178	Ribosome, bacteria
V1033168	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1032804	M00006	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
V1884575	M00179	Ribosome, archaea
V1033200	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1032817	M00179	Ribosome, archaea
V1032714	M00179	Ribosome, archaea
V1796864	M00207	Putative multiple sugar transport system
V1033033	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1033560	M00335	Sec (secretion) system
V1032410	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
V1808080	M00239	Peptides/nickel transport system
V1034262	M00346	Formaldehyde assimilation, serine pathway
V1552701	M00335	Sec (secretion) system
V1032983	M00179	Ribosome, archaea
V1034247	M00134	Polyamine biosynthesis, arginine => ornithine => putrescine
V1032731	M00346	Formaldehyde assimilation, serine pathway
V1047007	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1883238	M00269	PTS system, sucrose-specific II component
V1101372	M00239	Peptides/nickel transport system
V1769429	M00179	Ribosome, archaea
V1032813	M00179	Ribosome, archaea
V1034199	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1423402	M00002	Glycolysis, core module involving three-carbon compounds
V1891385	M00179	Ribosome, archaea
V1032603	M00303	PTS system, N-acetylmuramic acid-specific II component
V1032626	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1032936	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1032574	M00126	Tetrahydrofolate biosynthesis, GTP => THF
V1032217	M00223	Phosphonate transport system
V1199409	M00223	Phosphonate transport system
V1033903	M00179	Ribosome, archaea
V1032434	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1032402	M00335	Sec (secretion) system
V1046992	M00164	ATP synthase
V1163762	M00008	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate
V1032514	M00178	Ribosome, bacteria
V1033069	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1764180	M00179	Ribosome, archaea
V1032361	M00207	Putative multiple sugar transport system
V1034346	M00127	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P
V1693896	M00179	Ribosome, archaea
V1033100	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1032812	M00179	Ribosome, archaea
V1882328	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1033324	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1891109	M00376	3-Hydroxypropionate bi-cycle
V1032800	M00178	Ribosome, bacteria
V1300816	M00222	Phosphate transport system
V1033514	M00179	Ribosome, archaea
V1033490	M00178	Ribosome, bacteria
V1032978	M00178	Ribosome, bacteria
V1203404	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1033032	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1033333	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD
V1032882	M00260	DNA polymerase III complex, bacteria
V1163634	M00197	Putative fructooligosaccharide transport system
V1033463	M00338	Cysteine biosynthesis, homocysteine + serine => cysteine
V1032642	M00093	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE
V1033090	M00179	Ribosome, archaea
V1032523	M00260	DNA polymerase III complex, bacteria
V1891308	M00239	Peptides/nickel transport system
V1034207	M00089	Triacylglycerol biosynthesis
V1032216	M00223	Phosphonate transport system
V1032823	M00179	Ribosome, archaea
V1033128	M00178	Ribosome, bacteria
V1884616	M00197	Putative fructooligosaccharide transport system
V1891193	M00179	Ribosome, archaea
V1882325	M00179	Ribosome, archaea
V1884554	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1891247	M00346	Formaldehyde assimilation, serine pathway
V1890844	M00179	Ribosome, archaea
V1032521	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1032552	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1033055	M00221	Putative simple sugar transport system
V1883278	M00248	Antibiotic transport system
V1034319	M00179	Ribosome, archaea
V1033163	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1033084	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1047198	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1033813	M00179	Ribosome, archaea
V1047055	M00280	PTS system, glucitol/sorbitol-specific II component
V1886232	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1883050	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1886180	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1032351	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1047268	M00338	Cysteine biosynthesis, homocysteine + serine => cysteine
V1047058	M00335	Sec (secretion) system
V1033078	M00260	DNA polymerase III complex, bacteria
V1032232	M00005	PRPP biosynthesis, ribose 5P => PRPP
V1032394	M00083	Fatty acid biosynthesis, elongation
V1032830	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
V1884526	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1882316	M00179	Ribosome, archaea
V1032698	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1032517	M00260	DNA polymerase III complex, bacteria
V1033330	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1034242	M00223	Phosphonate transport system
V1032362	M00207	Putative multiple sugar transport system
V1032313	M00335	Sec (secretion) system
V1033254	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1796916	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1883115	M00335	Sec (secretion) system
V1796884	M00183	RNA polymerase, bacteria
V1883153	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1891194	M00246	Nickel transport system
V1033095	M00178	Ribosome, bacteria
V1806608	M00221	Putative simple sugar transport system
V1202852	M00239	Peptides/nickel transport system
V1032356	M00027	GABA (gamma-Aminobutyrate) shunt
V1884529	M00179	Ribosome, archaea
V1032293	M00115	NAD biosynthesis, aspartate => NAD
V1101414	M00106	Conjugated bile acid biosynthesis, cholate => taurocholate/glycocholate
V1884601	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1032592	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1883213	M00178	Ribosome, bacteria
V1047240	M00283	PTS system, ascorbate-specific II component
V1033035	M00178	Ribosome, bacteria
V1033588	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1884518	M00221	Putative simple sugar transport system
V1033757	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1033515	M00222	Phosphate transport system
V1033499	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1032635	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD
V1764178	M00335	Sec (secretion) system
V1206511	M00254	ABC-2 type transport system
V1033700	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1034183	M00115	NAD biosynthesis, aspartate => NAD
V1424934	M00183	RNA polymerase, bacteria
V1883149	M00223	Phosphonate transport system
V1150389	M00366	C10-C20 isoprenoid biosynthesis, plants
V1033134	M00244	Putative zinc/manganese transport system
V1032594	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
V1033501	M00178	Ribosome, bacteria
V1828851	M00183	RNA polymerase, bacteria
V1887262	M00368	Ethylene biosynthesis, methionine => ethylene
V1883337	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1032419	M00115	NAD biosynthesis, aspartate => NAD
V1101444	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1883274	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1033493	M00178	Ribosome, bacteria
V1032684	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1101375	M00335	Sec (secretion) system
V1163115	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1032581	M00207	Putative multiple sugar transport system
V1033135	M00244	Putative zinc/manganese transport system
V1163654	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1034240	M00268	PTS system, alpha-glucoside-specific II component
V1032816	M00179	Ribosome, archaea
V1684152	M00179	Ribosome, archaea
V1032586	M00228	Putative glutamine transport system
V1149114	M00299	Spermidine/putrescine transport system
V1000378	M00179	Ribosome, archaea
V1047214	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
V1032793	M00274	PTS system, mannitol-specific II component
V1886332	M00179	Ribosome, archaea
V1047286	M00260	DNA polymerase III complex, bacteria
V1046999	M00034	Methionine salvage pathway
V1225501	M00335	Sec (secretion) system
V1764086	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1033037	M00115	NAD biosynthesis, aspartate => NAD
V1828827	M00178	Ribosome, bacteria
V1828770	M00374	Dicarboxylate-hydroxybutyrate cycle
V1032707	M00095	C5 isoprenoid biosynthesis, mevalonate pathway
V1143334	M00193	Putative spermidine/putrescine transport system
V1765237	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1796919	M00120	Coenzyme A biosynthesis, pantothenate => CoA
V1033136	M00244	Putative zinc/manganese transport system
V1891218	M00366	C10-C20 isoprenoid biosynthesis, plants
V1884499	M00246	Nickel transport system
V1886310	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1033646	M00183	RNA polymerase, bacteria
V1033169	M00375	Hydroxypropionate-hydroxybutylate cycle
V1884561	M00179	Ribosome, archaea
V1046996	M00126	Tetrahydrofolate biosynthesis, GTP => THF
V1887156	M00375	Hydroxypropionate-hydroxybutylate cycle
V1338881	M00178	Ribosome, bacteria
V1886373	M00273	PTS system, fructose-specific II component
V1891192	M00179	Ribosome, archaea
V1033094	M00246	Nickel transport system
V1237114	M00274	PTS system, mannitol-specific II component
V1808108	M00178	Ribosome, bacteria
V1033562	M00246	Nickel transport system
V1886319	M00002	Glycolysis, core module involving three-carbon compounds
V1163750	M00346	Formaldehyde assimilation, serine pathway
V1143195	M00164	ATP synthase
V1047059	M00335	Sec (secretion) system
V1684165	M00236	Putative polar amino acid transport system
V1033054	M00221	Putative simple sugar transport system
V1237103	M00271	PTS system, beta-glucoside-specific II component
V1032673	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1033531	M00008	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate
V1033568	M00222	Phosphate transport system
V1034332	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1237105	M00164	ATP synthase
V1032426	M00335	Sec (secretion) system
V1033482	M00197	Putative fructooligosaccharide transport system
V1882300	M00183	RNA polymerase, bacteria
V1884653	M00274	PTS system, mannitol-specific II component
V1883203	M00183	RNA polymerase, bacteria
V1101427	M00248	Antibiotic transport system
V1033174	M00240	Iron complex transport system
V1764722	M00002	Glycolysis, core module involving three-carbon compounds
V1032584	M00228	Putative glutamine transport system
V1143683	M00183	RNA polymerase, bacteria
V1033439	M00239	Peptides/nickel transport system
V1204704	M00273	PTS system, fructose-specific II component
V1032660	M00120	Coenzyme A biosynthesis, pantothenate => CoA
V1764225	M00178	Ribosome, bacteria
V1692725	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1033440	M00239	Peptides/nickel transport system
V1199359	M00275	PTS system, cellobiose-specific II component
V1033327	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1163005	M00207	Putative multiple sugar transport system
V1032585	M00228	Putative glutamine transport system
V1157115	M00346	Formaldehyde assimilation, serine pathway
V1032886	M00120	Coenzyme A biosynthesis, pantothenate => CoA
V1033569	M00222	Phosphate transport system
V1806595	M00283	PTS system, ascorbate-specific II component
V1034272	M00254	ABC-2 type transport system
V1032717	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1808174	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1047238	M00033	Ectoine biosynthesis, aspartate => ectoine
V1808081	M00239	Peptides/nickel transport system
V1424058	M00179	Ribosome, archaea
V1047077	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1163740	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1033275	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1034257	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
V1237151	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1163822	M00335	Sec (secretion) system
V1163706	M00005	PRPP biosynthesis, ribose 5P => PRPP
V1032708	M00367	C10-C20 isoprenoid biosynthesis, non-plant eukaryotes
V1032231	M00236	Putative polar amino acid transport system
V1884577	M00183	RNA polymerase, bacteria
V1032703	M00239	Peptides/nickel transport system
V1034203	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1143186	M00223	Phosphonate transport system
V1047144	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1764217	M00179	Ribosome, archaea
V1101418	M00193	Putative spermidine/putrescine transport system
V1237098	M00299	Spermidine/putrescine transport system
V1032702	M00239	Peptides/nickel transport system
V1034269	M00367	C10-C20 isoprenoid biosynthesis, non-plant eukaryotes
V1032701	M00239	Peptides/nickel transport system
V1034276	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
V1884579	M00183	RNA polymerase, bacteria
V1032666	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1033638	M00116	Menaquinone biosynthesis, chorismate => menaquinone
V1693871	M00183	RNA polymerase, bacteria
V1033093	M00246	Nickel transport system
V1033467	M00248	Antibiotic transport system
V1880862	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1034198	M00197	Putative fructooligosaccharide transport system
V1033362	M00275	PTS system, cellobiose-specific II component
V1237100	M00183	RNA polymerase, bacteria
V1891154	M00260	DNA polymerase III complex, bacteria
V1886211	M00093	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE
V1424285	M00164	ATP synthase
V1302970	M00183	RNA polymerase, bacteria
V1891250	M00239	Peptides/nickel transport system
V1882378	M00183	RNA polymerase, bacteria
V1033679	M00018	Threonine biosynthesis, aspartate => homoserine => threonine
V1755551	M00178	Ribosome, bacteria
V1882180	M00248	Antibiotic transport system
V1886195	M00260	DNA polymerase III complex, bacteria
V1458760	M00211	Putative ABC transport system
V1882361	M00178	Ribosome, bacteria
V1032912	M00120	Coenzyme A biosynthesis, pantothenate => CoA
V1880092	M00248	Antibiotic transport system
V1884587	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1819367	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1891128	M00239	Peptides/nickel transport system
V1047239	M00018	Threonine biosynthesis, aspartate => homoserine => threonine
V1163037	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1883338	M00239	Peptides/nickel transport system
V1204778	M00239	Peptides/nickel transport system
V1206128	M00268	PTS system, alpha-glucoside-specific II component
V1257298	M00178	Ribosome, bacteria
V1692509	M00178	Ribosome, bacteria
V1033539	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1598199	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1149291	M00248	Antibiotic transport system
V1764562	M00164	ATP synthase
V1808054	M00338	Cysteine biosynthesis, homocysteine + serine => cysteine
V1883390	M00046	Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate
V1033195	M00344	Formaldehyde assimilation, xylulose monophosphate pathway
V1884651	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1101426	M00248	Antibiotic transport system
V1000639	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1204827	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1163776	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1796868	M00240	Iron complex transport system
V1032736	M00116	Menaquinone biosynthesis, chorismate => menaquinone
V1885079	M00239	Peptides/nickel transport system
V1886124	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1796926	M00178	Ribosome, bacteria
V1202485	M00273	PTS system, fructose-specific II component
V1884597	M00178	Ribosome, bacteria
V1034267	M00197	Putative fructooligosaccharide transport system
V1880283	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1884245	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1101373	M00239	Peptides/nickel transport system
V1000950	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1032773	M00236	Putative polar amino acid transport system
V1886305	M00183	RNA polymerase, bacteria
V1796837	M00238	D-Methionine transport system
V1047206	M00271	PTS system, beta-glucoside-specific II component
V1032991	M00211	Putative ABC transport system
V1684116	M00335	Sec (secretion) system
V1423938	M00346	Formaldehyde assimilation, serine pathway
V1693899	M00179	Ribosome, archaea
V1200536	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1163179	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type
V1886895	M00179	Ribosome, archaea
V1032348	M00164	ATP synthase
V1872748	M00254	ABC-2 type transport system
V1032307	M00269	PTS system, sucrose-specific II component
V1302571	M00179	Ribosome, archaea
V1032606	M00258	Putative ABC transport system
V1033173	M00240	Iron complex transport system
V1150595	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD
V1693902	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1237108	M00164	ATP synthase
V1034327	M00197	Putative fructooligosaccharide transport system
V1684176	M00275	PTS system, cellobiose-specific II component
V1204660	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1836065	M00179	Ribosome, archaea
V1424930	M00335	Sec (secretion) system
V1883309	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
V1101502	M00376	3-Hydroxypropionate bi-cycle
V1684159	M00239	Peptides/nickel transport system
V1882979	M00222	Phosphate transport system
V1796871	M00193	Putative spermidine/putrescine transport system
V1033450	M00020	Serine biosynthesis, glycerate-3P => serine
V1101395	M00346	Formaldehyde assimilation, serine pathway
V1033352	M00089	Triacylglycerol biosynthesis
V1883380	M00027	GABA (gamma-Aminobutyrate) shunt
V1033374	M00018	Threonine biosynthesis, aspartate => homoserine => threonine
V1034375	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1448519	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1032770	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1032664	M00236	Putative polar amino acid transport system
V1033526	M00335	Sec (secretion) system
V1033295	M00260	DNA polymerase III complex, bacteria
V1694432	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1891377	M00153	Cytochrome d ubiquinol oxidase
V1033339	M00083	Fatty acid biosynthesis, elongation
V1202750	M00374	Dicarboxylate-hydroxybutyrate cycle
V1424071	M00178	Ribosome, bacteria
V1884712	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
V1162949	M00178	Ribosome, bacteria
V1032564	M00035	Methionine degradation
V1163261	M00183	RNA polymerase, bacteria
V1237161	M00239	Peptides/nickel transport system
V1033110	M00017	Methionine biosynthesis, apartate => homoserine => methionine
V1886282	M00335	Sec (secretion) system
V1034307	M00236	Putative polar amino acid transport system
V1828764	M00376	3-Hydroxypropionate bi-cycle
V1204306	M00222	Phosphate transport system
V1884578	M00183	RNA polymerase, bacteria
V1034382	M00283	PTS system, ascorbate-specific II component
V1872685	M00246	Nickel transport system
V1047243	M00193	Putative spermidine/putrescine transport system
V1033305	M00029	Urea cycle
V1033121	M00283	PTS system, ascorbate-specific II component
V1430275	M00164	ATP synthase
V1338905	M00244	Putative zinc/manganese transport system
V1764560	M00164	ATP synthase
V1000886	M00207	Putative multiple sugar transport system
V1886353	M00376	3-Hydroxypropionate bi-cycle
V1164033	M00276	PTS system, mannose-specific II component
V1552731	M00197	Putative fructooligosaccharide transport system
V1886090	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1886141	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1886047	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
V1424921	M00183	RNA polymerase, bacteria
V1033338	M00375	Hydroxypropionate-hydroxybutylate cycle
V1204594	M00115	NAD biosynthesis, aspartate => NAD
V1213504	M00179	Ribosome, archaea
V1884291	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
