Gene	KEGG_module_number	Annotation
V1481366	M00178	Ribosome, bacteria
V1012925	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1886409	M00335	Sec (secretion) system
V1000944	M00179	Ribosome, archaea
V1469282	M00239	Peptides/nickel transport system
V1064534	M00183	RNA polymerase, bacteria
V1521364	M00239	Peptides/nickel transport system
V1000845	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1073455	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type
V1000641	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1043350	M00239	Peptides/nickel transport system
V1095854	M00179	Ribosome, archaea
V1182770	M00164	ATP synthase
V1367057	M00183	RNA polymerase, bacteria
V1033803	M00164	ATP synthase
V1884213	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1000528	M00179	Ribosome, archaea
V1000326	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1012602	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1176250	M00002	Glycolysis, core module involving three-carbon compounds
V1039764	M00178	Ribosome, bacteria
V1409395	M00188	NitT/TauT family transport system
V1879882	M00179	Ribosome, archaea
V1381099	M00164	ATP synthase
V1143984	M00346	Formaldehyde assimilation, serine pathway
V1033302	M00335	Sec (secretion) system
V1547329	M00239	Peptides/nickel transport system
V1297375	M00179	Ribosome, archaea
V1886416	M00002	Glycolysis, core module involving three-carbon compounds
V1886605	M00197	Putative fructooligosaccharide transport system
V1000630	M00335	Sec (secretion) system
V1291657	M00164	ATP synthase
V1175173	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
V1190991	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1176640	M00164	ATP synthase
V1552772	M00002	Glycolysis, core module involving three-carbon compounds
V1356383	M00197	Putative fructooligosaccharide transport system
V1339706	M00276	PTS system, mannose-specific II component
V1175065	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1093074	M00197	Putative fructooligosaccharide transport system
V1000014	M00179	Ribosome, archaea
V1239690	M00239	Peptides/nickel transport system
V1041601	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1011016	M00164	ATP synthase
V1000010	M00179	Ribosome, archaea
V1018464	M00179	Ribosome, archaea
V1345412	M00086	beta-Oxidation, acyl-CoA synthesis
V1464441	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1001468	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1015868	M00179	Ribosome, archaea
V1724687	M00207	Putative multiple sugar transport system
V1000325	M00178	Ribosome, bacteria
V1011014	M00164	ATP synthase
V1016290	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000012	M00179	Ribosome, archaea
V1880077	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1033902	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1000318	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1006021	M00179	Ribosome, archaea
V1519450	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1175166	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
V1191426	M00164	ATP synthase
V1176013	M00239	Peptides/nickel transport system
V1175618	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000144	M00179	Ribosome, archaea
V1886464	M00179	Ribosome, archaea
V1181403	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1041800	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1376276	M00239	Peptides/nickel transport system
V1033560	M00335	Sec (secretion) system
V1392272	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1000601	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000040	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1879847	M00197	Putative fructooligosaccharide transport system
V1017590	M00033	Ectoine biosynthesis, aspartate => ectoine
V1176862	M00178	Ribosome, bacteria
V1482495	M00019	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine
V1000009	M00179	Ribosome, archaea
V1012852	M00183	RNA polymerase, bacteria
V1000001	M00179	Ribosome, archaea
V1879918	M00179	Ribosome, archaea
V1886558	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1879928	M00276	PTS system, mannose-specific II component
V1183908	M00179	Ribosome, archaea
V1013990	M00178	Ribosome, bacteria
V1000172	M00239	Peptides/nickel transport system
V1000300	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1577140	M00183	RNA polymerase, bacteria
V1000015	M00179	Ribosome, archaea
V1175172	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
V1724688	M00335	Sec (secretion) system
V1403556	M00239	Peptides/nickel transport system
V1594655	M00239	Peptides/nickel transport system
V1143377	M00273	PTS system, fructose-specific II component
V1355234	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
V1576738	M00376	3-Hydroxypropionate bi-cycle
V1592800	M00179	Ribosome, archaea
V1144304	M00179	Ribosome, archaea
V1011012	M00164	ATP synthase
V1389384	M00346	Formaldehyde assimilation, serine pathway
V1000020	M00179	Ribosome, archaea
V1013406	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
V1580786	M00276	PTS system, mannose-specific II component
V1016890	M00178	Ribosome, bacteria
V1011015	M00164	ATP synthase
V1200366	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
V1011011	M00164	ATP synthase
V1594076	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1074742	M00179	Ribosome, archaea
V1553618	M00335	Sec (secretion) system
V1519910	M00164	ATP synthase
V1340164	M00164	ATP synthase
V1340709	M00346	Formaldehyde assimilation, serine pathway
V1380652	M00179	Ribosome, archaea
V1851978	M00207	Putative multiple sugar transport system
V1078022	M00179	Ribosome, archaea
V1491685	M00346	Formaldehyde assimilation, serine pathway
V1012850	M00179	Ribosome, archaea
V1886584	M00239	Peptides/nickel transport system
V1366656	M00276	PTS system, mannose-specific II component
V1852094	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1886399	M00178	Ribosome, bacteria
V1879848	M00197	Putative fructooligosaccharide transport system
V1517484	M00179	Ribosome, archaea
V1394393	M00346	Formaldehyde assimilation, serine pathway
V1000140	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1400939	M00183	RNA polymerase, bacteria
V1381169	M00183	RNA polymerase, bacteria
V1000502	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1852039	M00183	RNA polymerase, bacteria
V1553674	M00179	Ribosome, archaea
V1358917	M00178	Ribosome, bacteria
V1889488	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1553605	M00120	Coenzyme A biosynthesis, pantothenate => CoA
V1175445	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1011950	M00335	Sec (secretion) system
V1364188	M00164	ATP synthase
V1000019	M00179	Ribosome, archaea
V1075033	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1399043	M00276	PTS system, mannose-specific II component
V1176363	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
V1000176	M00228	Putative glutamine transport system
V1820497	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1852140	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1001475	M00248	Antibiotic transport system
V1541210	M00239	Peptides/nickel transport system
V1000295	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1364877	M00164	ATP synthase
V1000023	M00005	PRPP biosynthesis, ribose 5P => PRPP
V1191444	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1724651	M00164	ATP synthase
V1015123	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1879856	M00276	PTS system, mannose-specific II component
V1181163	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1239678	M00207	Putative multiple sugar transport system
V1836815	M00221	Putative simple sugar transport system
V1181001	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1042200	M00244	Putative zinc/manganese transport system
V1181416	M00239	Peptides/nickel transport system
V1042531	M00179	Ribosome, archaea
V1042408	M00179	Ribosome, archaea
V1440314	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1481330	M00254	ABC-2 type transport system
V1175406	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1724698	M00233	Glutamate transport system
V1464969	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD
V1011013	M00164	ATP synthase
V1375479	M00239	Peptides/nickel transport system
V1194354	M00179	Ribosome, archaea
V1010898	M00035	Methionine degradation
V1572527	M00183	RNA polymerase, bacteria
V1552739	M00244	Putative zinc/manganese transport system
V1000022	M00179	Ribosome, archaea
V1000533	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
V1144281	M00276	PTS system, mannose-specific II component
V1006022	M00034	Methionine salvage pathway
V1091760	M00126	Tetrahydrofolate biosynthesis, GTP => THF
V1191139	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1152427	M00374	Dicarboxylate-hydroxybutyrate cycle
V1879849	M00197	Putative fructooligosaccharide transport system
V1464388	M00183	RNA polymerase, bacteria
V1381895	M00207	Putative multiple sugar transport system
V1320051	M00178	Ribosome, bacteria
V1594229	M00006	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
V1176354	M00239	Peptides/nickel transport system
V1072266	M00346	Formaldehyde assimilation, serine pathway
V1006819	M00228	Putative glutamine transport system
V1201514	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1724667	M00239	Peptides/nickel transport system
V1160507	M00034	Methionine salvage pathway
V1200413	M00164	ATP synthase
V1268242	M00335	Sec (secretion) system
V1175343	M00178	Ribosome, bacteria
V1439186	M00178	Ribosome, bacteria
V1175018	M00374	Dicarboxylate-hydroxybutyrate cycle
V1081813	M00164	ATP synthase
V1144023	M00276	PTS system, mannose-specific II component
V1374340	M00335	Sec (secretion) system
V1463662	M00376	3-Hydroxypropionate bi-cycle
V1181596	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000016	M00179	Ribosome, archaea
V1020418	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1239646	M00178	Ribosome, bacteria
V1820421	M00144	NADH:quinone oxidoreductase, prokaryotes
V1576098	M00089	Triacylglycerol biosynthesis
V1564708	M00242	Zinc transport system
V1311179	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1852132	M00115	NAD biosynthesis, aspartate => NAD
V1820405	M00335	Sec (secretion) system
V1341295	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1081021	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1440366	M00374	Dicarboxylate-hydroxybutyrate cycle
V1482551	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1836807	M00179	Ribosome, archaea
V1520185	M00164	ATP synthase
V1164544	M00260	DNA polymerase III complex, bacteria
V1175096	M00260	DNA polymerase III complex, bacteria
V1038297	M00019	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine
V1000106	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1175826	M00127	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P
V1010860	M00179	Ribosome, archaea
V1382281	M00178	Ribosome, bacteria
V1879999	M00239	Peptides/nickel transport system
V1069833	M00239	Peptides/nickel transport system
V1009869	M00178	Ribosome, bacteria
V1175369	M00335	Sec (secretion) system
V1593022	M00183	RNA polymerase, bacteria
V1498930	M00178	Ribosome, bacteria
V1015734	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1181272	M00006	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
V1079141	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1469296	M00179	Ribosome, archaea
V1607575	M00260	DNA polymerase III complex, bacteria
V1009870	M00179	Ribosome, archaea
V1464361	M00086	beta-Oxidation, acyl-CoA synthesis
V1013326	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
V1553673	M00179	Ribosome, archaea
V1000155	M00366	C10-C20 isoprenoid biosynthesis, plants
V1373952	M00183	RNA polymerase, bacteria
V1609073	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1499048	M00183	RNA polymerase, bacteria
V1431657	M00179	Ribosome, archaea
V1373951	M00179	Ribosome, archaea
V1011765	M00376	3-Hydroxypropionate bi-cycle
V1553606	M00179	Ribosome, archaea
V1000519	M00268	PTS system, alpha-glucoside-specific II component
V1181900	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1175907	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1458543	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1595063	M00207	Putative multiple sugar transport system
V1552729	M00179	Ribosome, archaea
V1175438	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
V1886303	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1468407	M00164	ATP synthase
V1466356	M00238	D-Methionine transport system
V1000141	M00093	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE
V1000076	M00178	Ribosome, bacteria
V1000152	M00335	Sec (secretion) system
V1399193	M00179	Ribosome, archaea
V1033715	M00239	Peptides/nickel transport system
V1617969	M00178	Ribosome, bacteria
V1042447	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1073738	M00179	Ribosome, archaea
V1077152	M00179	Ribosome, archaea
V1175803	M00233	Glutamate transport system
V1033881	M00346	Formaldehyde assimilation, serine pathway
V1851957	M00035	Methionine degradation
V1175640	M00183	RNA polymerase, bacteria
V1014819	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1553602	M00083	Fatty acid biosynthesis, elongation
V1013988	M00178	Ribosome, bacteria
V1138842	M00178	Ribosome, bacteria
V1139649	M00183	RNA polymerase, bacteria
V1430382	M00197	Putative fructooligosaccharide transport system
V1042265	M00015	Proline biosynthesis, glutamate => proline
V1481348	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1295084	M00239	Peptides/nickel transport system
V1724594	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1373915	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1270765	M00178	Ribosome, bacteria
V1363297	M00346	Formaldehyde assimilation, serine pathway
V1272241	M00179	Ribosome, archaea
V1158726	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000181	M00254	ABC-2 type transport system
V1190763	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1000177	M00228	Putative glutamine transport system
V1033924	M00178	Ribosome, bacteria
V1181434	M00119	Pantothenate biosynthesis, valine/L-aspartate => pantothenate
V1000139	M00260	DNA polymerase III complex, bacteria
V1581212	M00164	ATP synthase
V1014250	M00374	Dicarboxylate-hydroxybutyrate cycle
V1291094	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1200824	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1851977	M00254	ABC-2 type transport system
V1144017	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1144196	M00239	Peptides/nickel transport system
V1188019	M00178	Ribosome, bacteria
V1291194	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1082885	M00197	Putative fructooligosaccharide transport system
V1236942	M00239	Peptides/nickel transport system
V1394389	M00197	Putative fructooligosaccharide transport system
V1594748	M00239	Peptides/nickel transport system
V1136911	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1012846	M00179	Ribosome, archaea
V1374605	M00335	Sec (secretion) system
V1033925	M00164	ATP synthase
V1193588	M00179	Ribosome, archaea
V1014275	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1013149	M00260	DNA polymerase III complex, bacteria
V1000836	M00178	Ribosome, bacteria
V1191575	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1191216	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1036256	M00197	Putative fructooligosaccharide transport system
V1467230	M00179	Ribosome, archaea
V1886440	M00179	Ribosome, archaea
V1553653	M00335	Sec (secretion) system
V1040139	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
V1886609	M00164	ATP synthase
V1152905	M00164	ATP synthase
V1339861	M00179	Ribosome, archaea
V1375198	M00197	Putative fructooligosaccharide transport system
V1440378	M00179	Ribosome, archaea
V1266177	M00239	Peptides/nickel transport system
V1191182	M00239	Peptides/nickel transport system
V1009864	M00178	Ribosome, bacteria
V1042441	M00179	Ribosome, archaea
V1373836	M00119	Pantothenate biosynthesis, valine/L-aspartate => pantothenate
V1265185	M00060	Lipopolysaccharide biosynthesis, KDO2-lipid A
V1886153	M00183	RNA polymerase, bacteria
V1557302	M00121	Heme biosynthesis, glutamate => protoheme/siroheme
V1581661	M00239	Peptides/nickel transport system
V1398959	M00005	PRPP biosynthesis, ribose 5P => PRPP
V1421760	M00179	Ribosome, archaea
V1000563	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1176471	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1014995	M00123	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin
V1175342	M00188	NitT/TauT family transport system
V1067311	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type
V1265052	M00346	Formaldehyde assimilation, serine pathway
V1175641	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1191411	M00019	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine
V1000938	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1067672	M00178	Ribosome, bacteria
V1175804	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1237403	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
V1519499	M00002	Glycolysis, core module involving three-carbon compounds
V1175368	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1374999	M00188	NitT/TauT family transport system
V1191972	M00206	Cellobiose transport system
V1000162	M00126	Tetrahydrofolate biosynthesis, GTP => THF
V1561626	M00346	Formaldehyde assimilation, serine pathway
V1820375	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1107839	M00197	Putative fructooligosaccharide transport system
V1200397	M00179	Ribosome, archaea
V1177018	M00164	ATP synthase
V1038255	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1581271	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1392006	M00178	Ribosome, bacteria
V1011409	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1376706	M00335	Sec (secretion) system
V1603901	M00178	Ribosome, bacteria
V1240249	M00368	Ethylene biosynthesis, methionine => ethylene
V1000151	M00178	Ribosome, bacteria
V1458783	M00034	Methionine salvage pathway
V1010325	M00246	Nickel transport system
V1072900	M00346	Formaldehyde assimilation, serine pathway
V1000057	M00005	PRPP biosynthesis, ribose 5P => PRPP
V1574211	M00083	Fatty acid biosynthesis, elongation
V1469327	M00207	Putative multiple sugar transport system
V1175594	M00335	Sec (secretion) system
V1012853	M00178	Ribosome, bacteria
V1080826	M00179	Ribosome, archaea
V1851963	M00222	Phosphate transport system
V1140098	M00164	ATP synthase
V1820401	M00335	Sec (secretion) system
V1010705	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1886654	M00335	Sec (secretion) system
V1458358	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1175094	M00335	Sec (secretion) system
V1175497	M00026	Histidine biosynthesis, PRPP => histidine
V1032060	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
V1175528	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
V1239754	M00188	NitT/TauT family transport system
V1375214	M00188	NitT/TauT family transport system
V1145548	M00178	Ribosome, bacteria
V1400067	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1399511	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1608313	M00002	Glycolysis, core module involving three-carbon compounds
V1277310	M00335	Sec (secretion) system
V1103826	M00178	Ribosome, bacteria
V1118483	M00197	Putative fructooligosaccharide transport system
V1073737	M00179	Ribosome, archaea
V1099710	M00197	Putative fructooligosaccharide transport system
V1083494	M00164	ATP synthase
V1502072	M00179	Ribosome, archaea
V1469580	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1420559	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1013878	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
V1462461	M00335	Sec (secretion) system
V1886410	M00335	Sec (secretion) system
V1190729	M00178	Ribosome, bacteria
V1375515	M00127	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P
V1400421	M00126	Tetrahydrofolate biosynthesis, GTP => THF
V1009865	M00179	Ribosome, archaea
V1074700	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1036638	M00060	Lipopolysaccharide biosynthesis, KDO2-lipid A
V1152387	M00346	Formaldehyde assimilation, serine pathway
V1175366	M00120	Coenzyme A biosynthesis, pantothenate => CoA
V1541161	M00236	Putative polar amino acid transport system
V1594566	M00178	Ribosome, bacteria
V1468575	M00335	Sec (secretion) system
V1010597	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1103173	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
V1010863	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1012374	M00346	Formaldehyde assimilation, serine pathway
V1040864	M00178	Ribosome, bacteria
V1295628	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1013500	M00227	Glutamine transport system
V1500737	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1013880	M00260	DNA polymerase III complex, bacteria
V1181220	M00179	Ribosome, archaea
V1463838	M00183	RNA polymerase, bacteria
V1522031	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
V1886602	M00179	Ribosome, archaea
V1175617	M00029	Urea cycle
V1033646	M00183	RNA polymerase, bacteria
V1400191	M00083	Fatty acid biosynthesis, elongation
V1484621	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
V1237553	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
V1462324	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1467358	M00179	Ribosome, archaea
V1431322	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1010710	M00335	Sec (secretion) system
V1009867	M00179	Ribosome, archaea
V1138313	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1357955	M00197	Putative fructooligosaccharide transport system
V1608789	M00228	Putative glutamine transport system
V1462497	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
V1553707	M00276	PTS system, mannose-specific II component
V1175703	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1000525	M00120	Coenzyme A biosynthesis, pantothenate => CoA
V1000024	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1009868	M00179	Ribosome, archaea
V1200931	M00178	Ribosome, bacteria
V1886072	M00179	Ribosome, archaea
V1806795	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1164542	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1175119	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1138253	M00376	3-Hydroxypropionate bi-cycle
V1010825	M00178	Ribosome, bacteria
V1040586	M00205	N-Acetylglucosamine transport system
V1018324	M00178	Ribosome, bacteria
V1256156	M00276	PTS system, mannose-specific II component
V1015869	M00178	Ribosome, bacteria
V1469287	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1613141	M00179	Ribosome, archaea
V1553600	M00060	Lipopolysaccharide biosynthesis, KDO2-lipid A
V1200563	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
V1374450	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
V1553675	M00179	Ribosome, archaea
V1886184	M00164	ATP synthase
