gene	geneProduct
V1036171	Putative ribonuclease Jc
V1190192	hypothetical protein
V1386621	DegV domain-containing protein
V1066917	Alanine--tRNA ligase
V1230290	TM2 domain protein
V1036516	Purine catabolism regulatory protein
V1154487	hypothetical protein
V1421911	hypothetical protein
V1190158	hypothetical protein
V1067455	Heat shock protein J
V1464364	Glyceraldehyde-3-phosphate dehydrogenase
V1042435	Glyceraldehyde-3-phosphate dehydrogenase 1
V1383824	Nickel-binding periplasmic protein precursor
V1018179	50S ribosomal protein L3
V1065484	Stage V sporulation protein G
V1036118	Penicillin-binding protein 1*
V1013250	Cold shock protein CspC
V1040197	co-chaperonin GroES
V1501533	hypothetical protein
V1513839	maltose ABC transporter periplasmic protein
V1806864	Methionine--tRNA ligase
V1002465	Elongation factor Tu
V1074483	Adenylate kinase
V1084588	ATP synthase subunit beta
V1036961	Modification methylase DpnIIB
V1237649	putative periplasmic or secreted protein
V1036872	Ribose-phosphate pyrophosphokinase
V1006265	30S ribosomal protein S20
V1201556	DNA-directed RNA polymerase subunit beta'
V1167248	Type IIS restriction enzyme Eco57I
V1036680	Diacylglycerol kinase
V1526826	Ribonuclease G
V1486976	hypothetical protein
V1037064	4-alpha-glucanotransferase
V1705041	N-acetylmuramoyl-L-alanine amidase domain-containing protein precursor
V1065535	Putative serine protease HtrA
V1724279	maltose ABC transporter periplasmic protein
V1379917	Elongation factor G
V1013253	Elongation factor Tu
V1576114	Collagen adhesin precursor
V1885910	hypothetical protein
V1166811	CCAAT-binding factor%2C subunit C
V1110058	30S ribosomal protein S2
V1806816	preprotein translocase subunit YajC
V1429840	Heat shock protein 70
V1705007	preprotein translocase subunit SecY
V1323183	pheromone autoinducer 2 transporter
V1065437	Adenylosuccinate synthetase
V1232982	Glutamate--tRNA ligase
V1031976	Xylulose-5-phosphate/fructose-6-phosphate phosphoketolase
V1505246	hypothetical protein
V1103535	hypothetical protein
V1067037	Alcohol dehydrogenase 1
V1190145	hypothetical protein
V1036121	Phosphoenolpyruvate-protein phosphotransferase
V1066656	FlgN protein
V1036155	hypothetical protein
V1038301	Chaperone protein ClpB
V1067562	DNA protection during starvation protein
V1033039	Maltose-binding periplasmic proteins/domains
V1120164	Elongation factor G
V1036838	hypothetical protein
V1036567	Phenylalanine--tRNA ligase alpha subunit
V1036091	putative sensor histidine kinase pdtaS
V1037529	putative membrane protein
V1144971	hypothetical protein
V1383863	hypothetical protein
V1047883	RlpA-like protein precursor
V1036685	Dihydroorotate dehydrogenase (quinone)
V1037108	Sulfur carrier protein ThiS adenylyltransferase
V1020434	Fructose-bisphosphate aldolase
V1036411	Ribosome-binding ATPase YchF
V1445176	Ribulose-phosphate 3-epimerase
V1036563	CCA-adding enzyme
V1337292	50S ribosomal protein L5
V1016072	DNA replication initiation protein gpA
V1487566	L-arabinose transport system permease protein AraQ
V1547417	Putative endo-beta-N-acetylglucosaminidase precursor
V1036562	Putative mutator protein MutT4
V1363521	hypothetical protein
V1036112	Fructose-bisphosphate aldolase
V1065539	Ferrous iron transport protein B
V1806807	Glycogen debranching enzyme
V1139748	Glycine reductase complex component B subunit gamma
V1039802	Benzylsuccinate synthase alpha subunit
V1036300	Pseudouridine kinase
V1105021	Vegetative protein 19
V1066936	hypothetical protein
V1011165	Signal transduction histidine kinase%2C nitrate/nitrite-specific
V1105020	Elongation factor Tu
V1065454	hypothetical protein
V1440258	hypothetical protein
V1065457	hypothetical protein
V1066925	Oligopeptide-binding protein AppA precursor
V1032173	Transcriptional regulatory protein LiaR
V1436832	Enolase
V1583003	B-type flagellin
V1337383	Aminopeptidase C
V1036560	hypothetical protein
V1413731	Ketobutyrate formate-lyase
V1036102	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA precursor
V1065317	Flagellar motor switch protein FliN
V1166813	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
V1036267	Phospho-N-acetylmuramoyl-pentapeptide-transferase
V1036247	hypothetical protein
V1036284	Excinuclease ABC subunit A
V1337345	Butanolide receptor
V1036509	hypothetical protein
V1065433	putative NADH oxidase
V1230019	hypothetical protein
V1015704	Formate acetyltransferase 1
V1066927	Pyruvate%2C phosphate dikinase
V1294938	Transketolase
V1238874	sortase
V1008216	Stress protein H5
V1038276	TM2 domain protein
V1066614	EIIAB-Man
V1036273	DNA polymerase III subunit alpha
V1175548	Glycogen accumulation regulator GarA
V1295076	Pyruvate%2C phosphate dikinase
V1237424	hypothetical protein
V1036527	Phosphoglycerate kinase
V1110017	hypothetical protein
V1235967	flagellar biosynthesis anti-sigma factor FlgM
V1067579	Flagellar hook-length control protein FliK
V1178384	Elongation factor G
V1458477	30S ribosomal protein S16
V1102328	Vegetative protein 209
V1082713	1%2C4-alpha-glucan branching enzyme GlgB
V1386220	Glutamine synthetase
V1066641	Vegetative protein 19
V1036221	Asparagine synthetase [glutamine-hydrolyzing] 1
V1032240	1%2C4-alpha-glucan branching enzyme GlgB
V1239571	30S ribosomal protein S13
V1363746	hypothetical protein
V1036291	hypothetical protein
V1009707	putative NADH oxidase
V1172209	H+ Antiporter protein
V1036482	Cell division protein FtsW
V1012818	Acyl-CoA dehydrogenase%2C short-chain specific
V1266287	ATP-dependent Clp protease proteolytic subunit 1
V1036154	DNA gyrase subunit A
V1144619	Neutral endopeptidase
V1008596	hypothetical protein
V1036167	putative sensor histidine kinase TcrY
V1065326	Chemotaxis protein CheA
V1102799	Oligopeptide-binding protein AmiA precursor
V1201501	Putative endo-beta-N-acetylglucosaminidase precursor
V1067945	hypothetical protein
V1704981	sn-glycerol-3-phosphate transport system permease protein UgpA
V1036299	Pyrimidine-specific ribonucleoside hydrolase RihB
V1036460	D-inositol 3-phosphate glycosyltransferase
V1037101	hypothetical protein
V1036776	DNA polymerase III subunit beta
V1834870	hypothetical protein
V1385688	Putative L%2CD-transpeptidase LppS precursor
V1237313	PhoH-like protein
V1144847	Ribonuclease G
V1037420	Leucine--tRNA ligase
V1068288	Aldehyde-alcohol dehydrogenase
V1020162	50S ribosomal protein L29
V1427948	hypothetical protein
V1525079	hypothetical protein
V1036364	Glutamine transport ATP-binding protein GlnQ
V1036288	Ribonuclease PH
V1066661	Flagellar assembly factor FliW
V1238903	Guanine/hypoxanthine permease PbuO
V1265555	Phosphomethylpyrimidine synthase
V1070068	preprotein translocase subunit SecA
V1065542	hypothetical protein
V1036097	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
V1067063	D-lactate dehydrogenase
V1374205	Maltose operon transcriptional repressor
V1141371	hypothetical protein
V1036812	Histidine--tRNA ligase
V1099912	SkfA peptide export ATP-binding protein SkfE
V1036459	Teichoic acids export ATP-binding protein TagH
V1016074	capsid protein
V1036285	putative oxidoreductase/MSMEI_1564
V1036796	DNA polymerase I
V1362627	hypothetical protein
V1166912	Chromosomal replication initiator protein DnaA
V1290770	adaptor protein
V1436124	Cell division protein FtsZ
V1036801	FeS cluster assembly protein SufB
V1037415	Pyridoxamine 5'-phosphate oxidase
V1036735	DNA-directed RNA polymerase subunit beta'
V1201618	Formate acetyltransferase
V1036428	Peptide chain release factor 2
V1481186	30S ribosomal protein S6
V1068294	Anaerobic ribonucleoside-triphosphate reductase
V1159100	Stress protein H5
V1068964	Cell division protein FtsZ
V1229972	hypothetical protein
V1065325	Chemotaxis response regulator protein-glutamate methylesterase
V1067574	Flagellar M-ring protein
V1806794	Phosphotransferase enzyme family protein
V1267333	putative monoacyl phosphatidylinositol tetramannoside-binding protein LpqW precursor
V1036960	Modification methylase HaeIII
V1070315	Putative endo-beta-N-acetylglucosaminidase precursor
V1341867	50S ribosomal protein L13
V1036827	Inner membrane protein YjjP
V1065313	Chemotaxis protein PomA
V1806765	Resuscitation-promoting factor Rpf2 precursor
V1067899	hypothetical protein
V1069716	Gamma-DL-glutamyl hydrolase precursor
V1421267	50S ribosomal protein L11
V1036354	GMP synthase [glutamine-hydrolyzing]
V1704984	Phosphomethylpyrimidine synthase
V1036523	orotidine 5'-phosphate decarboxylase
V1175441	Elongation factor Ts
V1705101	repeat
V1014517	pyrroloquinoline quinone biosynthesis protein PqqE
V1138582	Inositol-3-phosphate synthase
V1036512	1-acyl-sn-glycerol-3-phosphate acyltransferase
V1496507	50S ribosomal protein L4
V1038286	Phosphoglucosamine mutase
V1102785	putative NADH oxidase
V1203298	Trehalose import ATP-binding protein SugC
V1383821	hypothetical protein
V1067571	DNA topoisomerase 1
V1036249	N5-carboxyaminoimidazole ribonucleotide synthase
V1113212	Bifunctional PGK/TIM
V1420994	Flagellin
V1834849	Aggregation substance precursor
V1513840	Alpha-xylosidase
V1036156	Deoxyuridine 5'-triphosphate nucleotidohydrolase
V1704907	repeat
V1437609	hypothetical protein
V1036831	Signal recognition particle receptor FtsY
V1079022	DNA topoisomerase 1
V1345236	DNA-binding protein HB1
V1037465	putative protein containing a divergent version of the methyl-accepting chemotaxis-like domain protein
V1486629	DivIVA domain repeat protein
V1036251	putative hydrolase of the alpha/beta superfamily protein
V1067560	Triosephosphate isomerase
V1066663	Flagellar hook-associated protein 1
V1036218	D-aspartate ligase
V1036122	Ascorbate-specific PTS system EIIC component
V1067576	putative ATP synthase YscN
V1151091	Thiol-activated cytolysin
V1190863	hypothetical protein
V1039811	V-type ATP synthase subunit C
V1036614	Putative oxidoreductase YdbC
V1065545	Putative aminotransferase/MSMEI_6121
V1335255	Phosphopantetheine adenylyltransferase
V1884213	Pyruvate-flavodoxin oxidoreductase
V1409431	30S ribosomal protein S4
V1295411	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
V1065517	Distal rod protein
V1036157	hypothetical protein
V1616703	hypothetical protein
V1413769	Sporulation initiation inhibitor protein soj
V1036220	Thiamine pyrophosphokinase
V1145051	Pyruvate formate-lyase 1-activating enzyme
V1013090	Fructose-bisphosphate aldolase
V1140640	DivIVA domain repeat protein
V1230285	DNA polymerase III subunit gamma/tau
V1036116	Putative heat shock protein HspR
V1155178	Translation initiation factor IF-2
V1036641	zinc/cadmium-binding protein
V1012379	Flavodoxin
V1036608	6-phosphogluconate dehydrogenase%2C decarboxylating
V1037446	Bifunctional protein GlmU
V1011995	Glucose-6-phosphate isomerase
V1037548	Glutamyl-tRNA(Gln) amidotransferase subunit A
V1175702	hypothetical protein
V1013795	Nucleoside triphosphate pyrophosphohydrolase
V1198538	Glutamine synthetase 1
V1178410	50S ribosomal protein L6
V1065922	F-ATPase epsilon subunit
V1036833	Replicative DNA helicase
V1043574	hypothetical protein
V1036292	hypothetical protein
V1337328	Putative CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyl-transferase 2
V1428999	Phosphoglycerol transferase%2C alkaline phosphatase superfamily
V1037379	putative ABC transporter ATP-binding protein
V1031988	Trigger factor
V1194949	hypothetical protein
V1036085	FK506-binding protein
V1344990	hypothetical protein
V1295083	Heat-inducible transcription repressor HrcA
V1883688	Putative sporulation transcription regulator WhiA
V1069749	Phosphoribosylaminoimidazole-succinocarboxamide synthase
V1514189	putative hydrolase
V1036575	Multidrug resistance protein B
V1195096	30S ribosomal protein S2
V1019613	Glyceraldehyde-3-phosphate dehydrogenase
V1139467	30S ribosomal protein S18 1
V1231652	D-alanine--D-alanine ligase
V1229971	hypothetical protein
V1464212	hypothetical protein
V1014074	Formate acetyltransferase
V1036163	hypothetical protein
V1037043	Isopentenyl-diphosphate delta-isomerase
V1099218	Pyruvate kinase
V1337284	hypothetical protein
V1167759	Pyruvate kinase
V1737038	hypothetical protein
V1068449	Methyl-accepting chemotaxis protein 4
V1010370	Ferrous iron transport protein B
V1337339	Polyribonucleotide nucleotidyltransferase
V1386949	hypothetical protein
V1180499	hypothetical protein
V1885909	Rib/alpha-like repeat
V1880393	Glutathione-binding protein GsiB precursor
V1806844	Proline--tRNA ligase
V1806785	GDP-mannose-dependent alpha-mannosyltransferase
V1066659	flagellar protein FlaG
V1138622	Sodium/proton antiporter NhaA
V1065926	F-ATPase subunit 6
V1037421	Lipopolysaccharide kinase (Kdo/WaaP) family protein
V1070409	hypothetical protein
V1166826	Rib/alpha-like repeat
V1036268	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
V1065456	Chemotaxis protein CheV
V1834875	Putative L%2CD-transpeptidase YciB precursor
V1237393	Threonine--tRNA ligase
V1036375	Prolipoprotein diacylglyceryl transferase
V1166828	hypothetical protein
V1032287	hypothetical protein
V1065935	Bifunctional oligoribonuclease and PAP phosphatase NrnA
V1066160	putative L-ascorbate-6-phosphate lactonase UlaG
V1337316	DNA-directed RNA polymerase subunit beta
V1065511	Gamma-DL-glutamyl hydrolase precursor
V1036433	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
V1065580	DNA-directed RNA polymerase subunit alpha
V1442437	hypothetical protein
V1036561	putative peptidoglycan biosynthesis protein MviN
V1036511	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
V1036682	Protease 2
V1099037	Stress protein H5
V1139530	Formate acetyltransferase
V1367804	Cysteine--tRNA ligase
V1736985	Maltodextrin phosphorylase
V1036231	hypothetical protein
V1265731	hypothetical protein
V1496696	Elongation factor Ts
V1065506	SigL modulation protein
V1039813	V-type sodium ATPase catalytic subunit A
V1037560	Serine/threonine-protein kinase AfsK
V1036373	hypothetical protein
V1109395	Putative flagellin YvzB
V1036779	Membrane protein YidC 1
V1038265	Tyrosine--tRNA ligase
V1036842	D-alanyl-D-alanine carboxypeptidase precursor
V1016073	minor spike protein
V1036090	L-lactate dehydrogenase 2
V1067076	Glucose-6-phosphate isomerase
V1190263	CTP synthase
V1068470	Elongation factor P
V1049457	Chaperone protein ClpB 1
V1484107	50S ribosomal protein L1
V1267327	hypothetical protein
V1036117	Phosphorylated carbohydrates phosphatase
V1067905	Acetate kinase
V1036190	NADH dehydrogenase
V1806806	L-serine dehydratase 1
V1031948	Cell division protein FtsZ
V1368331	Ribose-phosphate pyrophosphokinase
V1014559	50S ribosomal protein L14
V1066657	Flagellar protein FliS
V1036293	hypothetical protein
V1723592	30S ribosomal protein S16
V1819273	O-acetyltransferase OatA
V1239784	50S ribosomal protein L7/L12
V1182881	ribosomal-protein-alanine acetyltransferase
V1541575	repeat
V1066197	Carbon starvation protein A
V1036610	Glucose-6-phosphate 1-dehydrogenase
V1036480	Serine/threonine-protein kinase PknA
V1617969	30S ribosomal protein S16
V1362871	Nicotinate phosphoribosyltransferase pncB2
V1195651	Elongation factor Ts
V1436378	hypothetical protein
V1190854	Methyl-accepting chemotaxis protein 4
V1436052	DNA gyrase subunit B
V1704990	ABC-type xylose transport system%2C periplasmic component
V1036290	hypothetical protein
V1065945	hypothetical protein
V1065938	Helix-destabilizing protein
V1266183	Hemolysin C
V1385920	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2
V1068298	Chaperone protein YajL
V1071487	Helicase IV
V1139669	Putative 2-aminoethylphosphonate-binding periplasmic protein precursor
V1053544	hypothetical protein
V1037138	Cell division protein SepF
V1374204	Maltose phosphorylase
V1037414	putative DMT superfamily transporter inner membrane protein
V1267525	hypothetical protein
V1200513	Rod shape-determining protein MreB
V1008595	co-chaperonin GroES
V1154084	Stress protein H5
V1514797	Glycine reductase complex component B subunits alpha and beta
V1065924	F-type ATPase subunit delta
V1015469	Electron transfer flavoprotein large subunit
V1066937	hypothetical protein
V1016291	pyridoxamine 5'-phosphate oxidase%2C FMN-binding family
V1037377	Rubrerythrin
V1065544	putative PEP-CTERM system TPR-repeat lipoprotein
V1522419	Aspartate--tRNA ligase
V1068958	Pyruvate-flavodoxin oxidoreductase
V1166774	hypothetical protein
V1419921	F0F1 ATP synthase subunit C
V1176644	30S ribosomal protein S20
V1462237	50S ribosomal protein L2
V1145239	50S ribosomal protein L10
V1144561	Serine/threonine-protein kinase PknE
V1367592	FHA domain protein
V1036120	Galactose operon repressor
V1273194	Phase 1-I flagellin
V1202126	putative vancomycin resistance protein
V1116599	Type-1 restriction enzyme R protein
V1704923	Alcohol dehydrogenase 1
V1036819	hypothetical protein
V1070305	Beta-phosphoglucomutase
V1138767	Fimbrial subunit type 1 precursor
V1145033	FHA domain protein
V1065316	Flagellar motor switch protein FliM
V1198534	Replication-associated recombination protein A
V1375370	Flagellin
V1037100	Pyruvate formate-lyase 1-activating enzyme
V1392344	Carbon starvation protein A
V1705004	cysteine/glutathione ABC transporter membrane/ATP-binding component
V1009698	Alkyl hydroperoxide reductase subunit C
V1156593	Holliday junction ATP-dependent DNA helicase RuvA
V1368185	Long-chain-fatty-acid--CoA ligase FadD15
V1036369	ATP-dependent RNA helicase HrpB
V1067043	29 kDa protein
V1138604	Excinuclease ABC subunit C
V1393615	hypothetical protein
V1065314	Outer membrane protein OmpAb
V1383974	30S ribosomal protein S1
V1118031	Divergent AAA domain protein
V1382261	RlpA-like protein precursor
V1036182	Kdg operon repressor
V1037492	flagellar basal body-associated protein FliL
V1036777	ribonuclease P
V1363539	Pyridoxamine 5'-phosphate oxidase
V1367803	30S ribosomal protein S16
V1198633	30S ribosomal protein S7
V1445375	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
V1065337	Polymer-forming cytoskeletal
V1036860	NCS1 nucleoside transporter family protein
V1067955	30S ribosomal protein S9
V1036434	Lactose-binding protein precursor
V1819287	hypothetical protein
V1883742	Bifunctional purine biosynthesis protein PurH
V1036464	All-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific)
V1067466	preprotein translocase subunit YajC
V1203949	Pyridoxamine 5'-phosphate oxidase
V1067462	Ribonuclease J 1
V1373715	ATP-dependent zinc metalloprotease FtsH 4
V1055790	Heat shock protein 70
V1067066	putative diguanylate cyclase YedQ
V1594332	Putative ribonuclease Jc
V1068284	Thioredoxin reductase
V1335052	chorismate mutase
V1036286	Long-chain-fatty-acid--CoA ligase FadD15
V1138761	D-ribose pyranase
V1162271	hypothetical protein
V1057876	hypothetical protein
V1065335	Elongation factor Ts
V1445190	hypothetical protein
V1038295	Alanine--tRNA ligase
V1104891	Heat-inducible transcription repressor HrcA
V1032263	F-ATPase gamma subunit
V1139265	DNA ligase
V1819280	acidobacterial duplicated orphan permease
V1036846	Peptide deformylase
V1728037	hypothetical protein
V1834829	UDP-N-acetylmuramoylalanine--D-glutamate ligase
V1036834	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase
V1106013	Oleate hydratase
V1239632	Putative multidrug export ATP-binding/permease protein
V1036431	Inner membrane amino-acid ABC transporter permease protein YecS
V1098956	50S ribosomal protein L21
V1379850	hypothetical protein
V1081294	hypothetical protein
V1037104	putative endopeptidase p60 precursor
V1066645	Cyclomaltodextrinase
V1445348	Elongation factor 4
V1112926	N-acetylmuramoyl-L-alanine amidase LytC precursor
V1265314	Elongation factor Tu
V1806855	hypothetical protein
V1036110	H(+)/Cl(-) exchange transporter ClcA
V1806771	UDP-N-acetylenolpyruvoylglucosamine reductase
V1036868	Recombinase A
V1036192	NADPH-ferredoxin reductase FprA
V1887247	hypothetical protein
V1032026	Long-chain-fatty-acid--CoA ligase FadD15
V1043505	hypothetical protein
V1067450	30S ribosomal protein S20
V1617519	EIICBA-Glc
V1036366	UTP--glucose-1-phosphate uridylyltransferase
V1337314	Uracil phosphoribosyltransferase
V1041574	Fructose-bisphosphate aldolase
V1103121	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
V1067111	Macrolide export ATP-binding/permease protein MacB
V1036246	Inner membrane protein YbiR
V1171477	hypothetical protein
V1066642	30S ribosomal protein S7
V1067947	Cyclic di-GMP phosphodiesterase response regulator RpfG
V1036918	Glutamine-dependent NAD(+) synthetase
V1104025	Trigger factor
V1036086	Transcript cleavage factor GreA
V1036607	Putative NrdI-like protein
V1923947	hypothetical protein
V1071794	V-type sodium pump subunit B
V1463773	hypothetical protein
V1042607	50S ribosomal protein L17
V1066151	bifunctional preprotein translocase subunit SecD/SecF
V1037002	hypothetical protein
V1399623	hypothetical protein
V1065527	Glucose-1-phosphate thymidylyltransferase
V1040497	50S ribosomal protein L10
V1065363	Chemotaxis protein methyltransferase
V1036264	Cell division protein FtsQ
V1010605	Heat shock protein 70
V1006063	50S ribosomal protein L13
V1411137	Flavodoxin
V1239590	GTP-binding protein EngA
V1032873	DNA-directed RNA polymerase subunit beta'
V1383926	Saliva-binding protein
V1066652	50S ribosomal protein L11
V1037258	hypothetical protein
V1036189	Calcium-transporting ATPase
V1386354	Distal rod protein
V1036295	Ribosome maturation factor RimM
V1405666	hypothetical protein
