Gene	category	Annotation	COGID
V1886336	G	phosphocarrier protein (HPr	COG1925
V1481435	G	General (non sugar-specific) component of the phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS). This major carbohydrate active-transport system catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. Enzyme I transfers the phosphoryl group from phosphoenolpyruvate (PEP) to the phosphoryl carrier protein (HPr) (By similarity)	COG1080
V1819416	O	ATP-dependent CLP protease ATP-binding subunit	COG0542
V1000638	K	regulatoR	COG2390
V1852039	K	Participates in both the initiation and recycling phases of transcription. In the presence of the delta subunit, RNAP displays an increased specificity of transcription, a decreased affinity for nucleic acids, and an increased efficiency of RNA synthesis because of enhanced recycling (By similarity)	COG3343
V1000943	J	This protein binds directly to 23S ribosomal RNA (By similarity)	COG0080
V1000004	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates (By similarity)	COG0202
V1552804	O	Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions (By similarity)	COG0459
V1000549	G	hydrolase family 65, central catalytic	COG1554
V1195882	G	Aldolase	COG0191
V1000836	J	50s ribosomal protein l31 type b	COG0254
V1033803	C	Produces ATP from ADP in the presence of a proton gradient across the membrane. The catalytic sites are hosted primarily by the beta subunits (By similarity)	COG0055
V1034901	L	Replication Protein	COG5527
V1000546	G	(ABC) transporter	COG2182
V1000527	J	Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post- translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome (By similarity)	COG0480
V1836804	J	lysyL-tRNA synthetase	COG1190
V1000886	G	ABC transporter	COG1653
V1547338	O	Binds to Cpn60 in the presence of Mg-ATP and suppresses the ATPase activity of the latter (By similarity)	COG0234
V1000821	M	Glyco_25	COG3757
V1519450	G	Aldolase	COG0191
V1000640	G	Phosphoglycerate kinase	COG0126
V1306539	J	This protein is one of the early assembly proteins of the 50S ribosomal subunit, although it is not seen to bind rRNA by itself. It is important during the early stages of 50S assembly (By similarity)	COG0102
V1340131	K	transcriptional regulatory protein	COG0217
V1000080	J	Binds together with S18 to 16S ribosomal RNA (By similarity)	COG0360
V1600200	G	General (non sugar-specific) component of the phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS). This major carbohydrate active-transport system catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. Enzyme I transfers the phosphoryl group from phosphoenolpyruvate (PEP) to the phosphoryl carrier protein (HPr) (By similarity)	COG1080
V1000079	L	DNA gyrase negatively supercoils closed circular double- stranded DNA in an ATP-dependent manner and also catalyzes the interconversion of other topological isomers of double-stranded DNA rings, including catenanes and knotted rings (By similarity)	COG0188
V1000305	G	Catalyzes the reversible conversion of 2- phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis (By similarity)	COG0148
V1458297	L	Site-specific tyrosine recombinase, which acts by catalyzing the cutting and rejoining of the recombining DNA molecules. Essential to convert dimers of the bacterial chromosome into monomers to permit their segregation at cell division (By similarity)	COG0582
V1000627	S	Endoribonuclease that initiates mRNA decay (By similarity)	COG1418
V1851967	K	Negative regulator of class I heat shock genes (grpE- dnaK-dnaJ and groELS operons). Prevents heat-shock induction of these operons (By similarity)	COG1420
V1852092	S	Membrane	11R75
V1887021	O	Involved in protein export. Acts as a chaperone by maintaining the newly synthesized protein in an open conformation	COG0544
V1073967	J	50s ribosomal protein L10	COG0244
V1886517	C	L-lactate dehydrogenase	COG0039
V1392216	O	Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions (By similarity)	COG0459
V1000075	J	RNaseP catalyzes the removal of the 5'-leader sequence from pre-tRNA to produce the mature 5'-terminus. It can also cleave other RNA substrates such as 4.5S RNA. The protein component plays an auxiliary but essential role in vivo by binding to the 5'-leader sequence and broadening the substrate specificity of the ribozyme (By similarity)	COG0594
V1464170	C	Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit (By similarity)	COG0056
V1000570	D	Rod shape-determining protein mreb	COG1077
V1000129	T	gtp-binding protein typa	COG1217
V1552772	G	Pyruvate kinase	COG3848
V1886558	G	Aldolase	COG0191
V1334758	K	Transcriptional regulator	0XRI9
V1000134	O	Participates actively in the response to hyperosmotic and heat shock by preventing the aggregation of stress-denatured proteins, in association with DnaK and GrpE. It is the nucleotide exchange factor for DnaK and may function as a thermosensor. Unfolded proteins bind initially to DnaJ	COG0576
V1553523	O	Plays a major role in protein secretion by helping the post-translocational extracellular folding of several secreted proteins (By similarity)	COG0760
V1000545	P	permease protein	COG1175
V1886416	G	Pyruvate kinase	COG3848
V1000001	J	30S ribosomal protein S9	COG0103
V1872766	F	Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides (By similarity)	COG0209
V1432502	J	Involved in peptide bond synthesis. Stimulates efficient translation and peptide-bond synthesis on native or reconstituted 70S ribosomes in vitro. Probably functions indirectly by altering the affinity of the ribosome for aminoacyl-tRNA, thus increasing their reactivity as acceptors for peptidyl transferase (By similarity)	COG0231
V1164548	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates (By similarity)	COG0086
V1000040	F	(Anaerobic) ribonucleoside-triphosphate reductase	COG1328
V1381099	C	Produces ATP from ADP in the presence of a proton gradient across the membrane. The gamma chain is believed to be important in regulating ATPase activity and the flow of protons through the CF(0) complex (By similarity)	COG0224
V1889488	G	Glyceraldehyde-3-phosphate dehydrogenase	COG0057
V1000548	S	K01838 beta-phosphoglucomutase EC 5.4.2.6	COG0637
V1000944	J	Binds directly to 23S rRNA. The L1 stalk is quite mobile in the ribosome, and is involved in E site tRNA release (By similarity)	COG0081
V1035132	S	Abortive infection protein AbiGII	0XQHH
V1000841	C	F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation (By similarity)	COG0712
V1000475	S	Domain of unknown function (DUF1827)	0XV2U
V1851982	S	(ABC) transporter	COG0488
V1000845	G	phosphohexose isomerase	COG0166
V1607589	T	Histidine kinase	COG0642
V1000625	S	Transcriptional regulator	COG1426
V1576144	U	The central subunit of the protein translocation channel SecYEG. Consists of two halves formed by TMs 1-5 and 6-10. These two domains form a lateral gate at the front which open onto the bilayer between TMs 2 and 7, and are clamped together by SecE at the back. The channel is closed by both a pore ring composed of hydrophobic SecY resides and a short helix (helix 2A) on the extracellular side of the membrane which forms a plug. The plug probably moves laterally to allow the channel to open. The ring and the pore may move independently (By similarity)	COG0201
V1204223	S	NA	101UU
V1033869	J	Elongation factor Tu GTP binding domain	COG0050
V1036606	C	Component of the F(0) channel, it forms part of the peripheral stalk, linking F(1) to F(0) (By similarity)	COG0711
V1000023	F	Phosphoribosyl pyrophosphate synthase	COG0462
V1000630	U	Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. Has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane, serving as an ATP-driven molecular motor driving the stepwise translocation of polypeptide chains across the membrane (By similarity)	COG0653
V1573648	J	50S ribosomal protein l32	COG0333
V1006095	S	NA	11GVV
V1043485	J	One of two assembly initiator proteins, it binds directly to the 5'-end of the 23S rRNA, where it nucleates assembly of the 50S subunit (By similarity)	COG0198
V1144304	J	30S ribosomal protein S9	COG0103
V1553618	U	Required for the insertion and or proper folding and or complex formation of integral membrane proteins into the membrane. Involved in integration of membrane proteins that insert both dependently and independently of the Sec translocase complex, as well as at least some lipoproteins	COG0706
V1339711	O	Plays a major role in protein secretion by helping the post-translocational extracellular folding of several secreted proteins (By similarity)	COG0760
V1000123	J	Forms an intersubunit bridge (bridge B4) with the 23S rRNA of the 50S subunit in the ribosome (By similarity)	COG0184
V1006020	J	One of the primary rRNA binding proteins. Required for association of the 30S and 50S subunits to form the 70S ribosome, for tRNA binding and peptide bond formation. It has been suggested to have peptidyltransferase activity	COG0090
V1203576	G	Phosphohexokinase	COG0205
V1880077	J	asparaginyl-tRNA synthetase	COG0017
V1033902	G	Glyceraldehyde-3-phosphate dehydrogenase	COG0057
V1211229	C	Produces ATP from ADP in the presence of a proton gradient across the membrane. The catalytic sites are hosted primarily by the beta subunits (By similarity)	COG0055
V1568794	S	surface protein	11FPX
V1491714	J	30S ribosomal protein S1	COG0539
V1439186	J	This protein is located at the 30S-50S ribosomal subunit interface and may play a role in the structure and function of the aminoacyl-tRNA binding site (By similarity)	COG0335
V1034832	O	Metallo-Beta-Lactamase	COG0595
V1006727	J	30S ribosomal protein S1	COG0539
V1592992	J	Catalyzes the attachment of glutamate to tRNA(Glu) in a two-step reaction glutamate is first activated by ATP to form Glu-AMP and then transferred to the acceptor end of tRNA(Glu) (By similarity)	COG0008
V1576760	S	Protein of unknown function (DUF964)	0ZQU8
V1104333	E	Releases the N-terminal proline from various substrates (By similarity)	0ZVHU
V1836805	P	E1-E2 ATPase	COG2217
V1136538	O	Involved in protein export. Acts as a chaperone by maintaining the newly synthesized protein in an open conformation	COG0544
V1323334	T	phage Mu protein F like protein	COG5585
V1852094	F	adenylosuccinate lyase	COG0015
V1000564	D	Essential cell division protein that forms a contractile ring structure (Z ring) at the future cell division site. The regulation of the ring assembly controls the timing and the location of cell division. One of the functions of the FtsZ ring is to recruit other cell division proteins to the septum to produce a new cell wall between the dividing cells. Binds GTP and shows GTPase activity (By similarity)	COG0206
V1448519	G	Glyceraldehyde-3-phosphate dehydrogenase	COG0057
V1162881	G	Phosphoglucomutase phosphomannomutase alpha beta alpha domain	COG1109
V1448327	C	Produces ATP from ADP in the presence of a proton gradient across the membrane. The gamma chain is believed to be important in regulating ATPase activity and the flow of protons through the CF(0) complex (By similarity)	COG0224
V1204231	M	Cell surface-associated protein implicated in virulence by promoting bacterial attachment to both alpha- and beta-chains of human fibrinogen and inducing the formation of bacterial clumps	1215X
V1268476	S	Cbs domain protein	COG0517
V1886598	M	Glyco_25	COG3757
V1819563	M	NLP P60 protein	COG0791
V1000171	E	ABC transporter	COG0747
V1612021	S	Cell division protein that is part of the divisome complex and is recruited early to the Z-ring. Probably stimulates Z-ring formation, perhaps through the cross-linking of FtsZ protofilaments. Its function overlaps with FtsA (By similarity)	COG1799
V1481338	S	Nadph-dependent fmn reductase	COG0431
V1136133	O	Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions (By similarity)	COG0459
V1500383	O	Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions (By similarity)	COG0459
V1093074	G	(ABC) transporter	COG2182
V1191213	T	serine threonine protein kinase	COG0515
V1000842	C	it plays a direct role in the translocation of protons across the membrane (By similarity)	COG0356
V1000044	E	asparagine synthetase	COG0367
V1597389	J	This protein binds directly to 23S ribosomal RNA (By similarity)	COG0080
V1155228	J	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis (By similarity)	COG0050
V1000641	G	Triose-phosphate isomerase	COG0149
V1836833	S	NA	0ZTYV
V1000574	D	modulates the frequency and position of FtsZ ring formation. Inhibits FtsZ ring formation at polar sites. Interacts either with FtsZ or with one of its binding partners to promote depolymerization (By similarity)	COG4477
V1000840	C	Produces ATP from ADP in the presence of a proton gradient across the membrane. The gamma chain is believed to be important in regulating ATPase activity and the flow of protons through the CF(0) complex (By similarity)	COG0224
V1420563	L	DNA gyrase negatively supercoils closed circular double- stranded DNA in an ATP-dependent manner and also catalyzes the interconversion of other topological isomers of double-stranded DNA rings, including catenanes and knotted rings (By similarity)	COG0187
V1553668	M	defense response to bacterium	COG1705
V1143984	G	Catalyzes the reversible conversion of 2- phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis (By similarity)	COG0148
V1541162	S	NA	0ZTYV
V1203300	S	dak2 domain fusion protein ylov	COG1461
V1157115	G	Catalyzes the reversible conversion of 2- phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis (By similarity)	COG0148
V1000003	J	50S ribosomal protein l17	COG0203
V1430882	M	Cell wall-associated hydrolase	COG0791
V1000143	J	Associates with the EF-Tu.GDP complex and induces the exchange of GDP to GTP. It remains bound to the aminoacyl-tRNA.EF- Tu.GTP complex up to the GTP hydrolysis stage on the ribosome (By similarity)	COG0264
V1136163	J	50s ribosomal protein L10	COG0244
V1576462	C	Dehydrogenase	COG1454
V1594051	O	ATP-dependent clp protease, ATP-binding subunit	COG0542
V1000018	J	Binds the lower part of the 30S subunit head. Binds mRNA in the 70S ribosome, positioning it for translation (By similarity)	COG0092
V1364877	C	Produces ATP from ADP in the presence of a proton gradient across the membrane (By similarity)	COG0355
V1001477	S	NA	0YRPX
V1136116	J	RNaseP catalyzes the removal of the 5'-leader sequence from pre-tRNA to produce the mature 5'-terminus. It can also cleave other RNA substrates such as 4.5S RNA. The protein component plays an auxiliary but essential role in vivo by binding to the 5'-leader sequence and broadening the substrate specificity of the ribozyme (By similarity)	COG0594
V1136203	O	Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine (By similarity)	COG0533
V1580921	O	Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions (By similarity)	COG0459
V1392051	C	Catalyzes the formation of acetyl phosphate from acetate and ATP. Can also catalyze the reverse reaction (By similarity)	COG0282
V1000017	J	Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs (By similarity)	COG0197
V1000828	O	Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins (By similarity)	COG0465
V1886387	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates (By similarity)	COG0202
V1000151	J	30s ribosomal protein S16	COG0228
V1000563	F	Essential for recycling GMP and indirectly, cGMP (By similarity)	COG0194
V1150384	S	NA	11PZT
V1000184	S	Bacteriophage peptidoglycan hydrolase 	0ZNE8
V1542216	S	pathogenesis	0XR1H
V1000057	F	Phosphoribosyl pyrophosphate synthase	COG0462
V1481366	J	30S ribosomal protein S1	COG0539
V1483972	S	NA	0ZTYV
V1059001	G	General (non sugar-specific) component of the phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS). This major carbohydrate active-transport system catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. Enzyme I transfers the phosphoryl group from phosphoenolpyruvate (PEP) to the phosphoryl carrier protein (HPr) (By similarity)	COG1080
V1211201	U	The central subunit of the protein translocation channel SecYEG. Consists of two halves formed by TMs 1-5 and 6-10. These two domains form a lateral gate at the front which open onto the bilayer between TMs 2 and 7, and are clamped together by SecE at the back. The channel is closed by both a pore ring composed of hydrophobic SecY resides and a short helix (helix 2A) on the extracellular side of the membrane which forms a plug. The plug probably moves laterally to allow the channel to open. The ring and the pore may move independently (By similarity)	COG0201
V1076330	L	single-stranded DNA-binding protein	COG0629
V1136265	L	Involved in DNA repair and RecF pathway recombination (By similarity)	COG1381
V1075411	J	Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post- translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome (By similarity)	COG0480
V1000892	G	Catalyzes the conversion of glucosamine-6-phosphate to glucosamine-1-phosphate (By similarity)	COG1109
V1000021	J	One of the primary rRNA binding proteins, it binds directly near the 3'-end of the 23S rRNA, where it nucleates assembly of the 50S subunit (By similarity)	COG0087
V1000082	L	Replicative dna helicase	COG0305
V1879897	C	L-lactate dehydrogenase	COG0039
V1213705	G	Aldolase	COG0191
V1879868	E	Releases the N-terminal proline from various substrates (By similarity)	0ZVHU
V1136352	T	gtp-binding protein typa	COG1217
V1888216	P	pyridine nucleotide-disulfide oxidoreductase	COG0446
V1136388	G	Phosphoglycerate kinase	COG0126
V1144329	E	Releases the N-terminal proline from various substrates (By similarity)	0ZVHU
V1836823	S	Domain of unknown function (DUF956)	COG4687
V1301126	M	Catalyzes the first step in hexosamine metabolism, converting fructose-6P into glucosamine-6P using glutamine as a nitrogen source (By similarity)	COG0449
V1000046	T	Universal stress protein	COG0589
V1360328	J	50S ribosomal protein L33	COG0267
V1000093	M	D-alanyl-lipoteichoic acid biosynthesis protein DltD	COG3966
V1852124	M	defense response to bacterium	COG1705
V1581223	L	single-stranded DNA-binding protein	COG0629
V1601107	H	nicotinamide mononucleotide transporter	COG3201
V1213480	L	Can catalyze the hydrolysis of ATP in the presence of single-stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs. It interacts with LexA causing its activation and leading to its autocatalytic cleavage (By similarity)	COG0468
V1392169	S	Protein of unknown function (DUF964)	0ZQU8
V1000882	C	Catalyzes the formation of acetyl phosphate from acetate and ATP. Can also catalyze the reverse reaction (By similarity)	COG0282
V1356068	O	Metallo-Beta-Lactamase	COG0595
V1211334	G	Catalyzes the reversible conversion of 2- phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis (By similarity)	COG0148
V1046746	E	Metallopeptidase	COG2856
V1136222	O	Heat shock protein	COG0071
V1886965	K	transcriptional regulatory protein	COG0217
V1203570	G	phosphohexose isomerase	COG0166
V1880135	J	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis (By similarity)	COG0050
V1851978	G	ABC transporter	COG1653
V1213513	G	hydrolase family 65, central catalytic	COG1554
V1481441	L	ATP-dependent RNA helicase	COG0513
V1594784	I	Diacylglycerol kinase	COG1597
V1392006	J	This protein is located at the 30S-50S ribosomal subunit interface and may play a role in the structure and function of the aminoacyl-tRNA binding site (By similarity)	COG0335
V1580709	J	30S ribosomal protein S21	COG0828
V1469363	H	Nicotinate phosphoribosyltransferase	COG1488
V1390055	S	NA	0Z8F5
V1136121	J	Binds together with S18 to 16S ribosomal RNA (By similarity)	COG0360
V1886547	G	Glyceraldehyde-3-phosphate dehydrogenase	COG0057
V1064534	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates (By similarity)	COG0085
V1574082	S	ATP-grasp	COG3919
V1000025	S	Veg protein	COG4466
V1000106	F	formyltetrahydrofolate synthetase	COG2759
V1593006	S	pathogenesis	0XR1H
V1136548	J	Associates with the EF-Tu.GDP complex and induces the exchange of GDP to GTP. It remains bound to the aminoacyl-tRNA.EF- Tu.GTP complex up to the GTP hydrolysis stage on the ribosome (By similarity)	COG0264
V1491698	T	serine threonine protein kinase	COG0515
V1499093	O	Binds to Cpn60 in the presence of Mg-ATP and suppresses the ATPase activity of the latter (By similarity)	COG0234
V1000326	J	threonyL-tRNA synthetase	COG0441
V1162285	S	domain protein	0YF83
V1413201	S	pathogenesis	0XR1H
V1301166	S	NA	0ZTYV
V1000317	K	Necessary for efficient RNA polymerase transcription elongation past template-encoded arresting sites. The arresting sites in DNA have the property of trapping a certain fraction of elongating RNA polymerases that pass through, resulting in locked ternary complexes. Cleavage of the nascent transcript by cleavage factors such as GreA or GreB allows the resumption of elongation from the new 3'terminus. GreA releases sequences of 2 to 3 nucleotides (By similarity)	COG0782
V1390171	S	NA	0ZTYV
V1000547	G	ABC transporter, ATP-binding protein	COG3839
V1294526	S	surface protein	11FPX
V1381763	G	BadF BadG BcrA BcrD	COG2971
V1836820	M	Catalyzes the addition of meso-diaminopimelic acid to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanyl-D-glutamate (UMAG) in the biosynthesis of bacterial cell-wall peptidoglycan (By similarity)	COG0769
V1000124	J	Binds directly to 16S ribosomal RNA (By similarity)	COG0268
V1553685	S	NA	0XTTB
V1000499	J	Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in organisms which lack glutaminyl-tRNA synthetase. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu-tRNA(Gln) (By similarity)	COG0154
V1295196	D	This protein may be involved in anomalous filament growth. May be a component of the septum (By similarity)	COG0849
V1599277	M	An essential GTPase that binds both GDP and GTP, with rapid nucleotide exchange. Plays a role in 16S rRNA processing and 30S ribosomal subunit biogenesis and possibly also in cell cycle regulation and energy metabolism (By similarity)	COG1159
V1483404	O	Inherit from COG: peptidase (S8 and S53, subtilisin, kexin, sedolisin	COG1404
V1594229	G	Catalyzes the oxidative decarboxylation of 6- phosphogluconate to ribulose 5-phosphate and CO(2), with concomitant reduction of NADP to NADPH (By similarity)	COG0362
V1000533	F	Catalyzes the ATP-dependent amination of UTP to CTP with either L-glutamine or ammonia as the source of nitrogen (By similarity)	COG0504
V1000643	K	3'-5' exoribonuclease that releases 5'-nucleoside monophosphates and is involved in maturation of structured RNAs (By similarity)	COG0557
V1136908	O	Enables the recognition and targeting of unfolded and aggregated proteins to the ClpC protease or to other proteins involved in proteolysis	COG4862
V1481324	J	Allows the formation of correctly charged Asn-tRNA(Asn) or Gln-tRNA(Gln) through the transamidation of misacylated Asp- tRNA(Asn) or Glu-tRNA(Gln) in organisms which lack either or both of asparaginyl-tRNA or glutaminyl-tRNA synthetases. The reaction takes place in the presence of glutamine and ATP through an activated phospho-Asp-tRNA(Asn) or phospho-Glu-tRNA(Gln) (By similarity)	COG0064
V1581807	G	Aldolase	COG0191
V1423320	S	NA	0ZTYV
V1000594	F	carbamoyl-phosphate synthetase ammonia chain	COG0458
V1000172	P	ABC superfamily ATP binding cassette transporter ABC protein	COG1173
V1879918	J	One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the body of the 30S subunit (By similarity)	COG0522
V1608313	G	Pyruvate kinase	COG3848
V1424841	S	ErfK YbiS YcfS YnhG	COG1376
V1136573	J	Binds directly to 23S rRNA. The L1 stalk is quite mobile in the ribosome, and is involved in E site tRNA release (By similarity)	COG0081
V1000835	M	Involved in cell wall formation. Catalyzes the final step in the synthesis of UDP-N-acetylmuramoyl-pentapeptide the precursor of murein (By similarity)	COG0770
V1607579	S	pathogenesis	0XR1H
V1237186	S	NA	0XSPS
V1852133	J	IF-3 binds to the 30S ribosomal subunit and shifts the equilibrum between 70S ribosomes and their 50S and 30S subunits in favor of the free subunits, thus enhancing the availability of 30S subunits on which protein synthesis initiation begins (By similarity)	COG0290
V1000834	L	ATP-dependent RNA helicase	COG0513
V1000205	S	Uncharacterised protein family (UPF0150)	101HY
V1552729	J	One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the body of the 30S subunit (By similarity)	COG0522
V1000077	L	DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. This DNA polymerase also exhibits 3' to 5' exonuclease activity. The beta chain is required for initiation of replication once it is clamped onto DNA, it slides freely (bidirectional and ATP- independent) along duplex DNA (By similarity)	COG0592
V1482513	L	Releases the supercoiling and torsional tension of DNA, which is introduced during the DNA replication and transcription, by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 3'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone (By similarity)	COG0551
V1164541	F	Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides (By similarity)	COG0209
V1033474	J	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis (By similarity)	COG0050
V1042869	T	2'-3'-cyclic nucleotide	COG4639
V1836800	S	Sex pheromone	COG4851
V1137029	C	Manganese-dependent inorganic pyrophosphatase	COG1227
V1431066	P	rhodanese family	COG0607
V1136570	J	ribosomal subunit Interface protein	COG1544
V1213484	G	(ABC) transporter	COG2182
V1431657	J	30S ribosomal protein S2	COG0052
V1000601	J	Catalyzes the attachment of alanine to tRNA(Ala) in a two-step reaction alanine is first activated by ATP to form Ala- AMP and then transferred to the acceptor end of tRNA(Ala). Also edits incorrectly charged Ser-tRNA(Ala) and Gly-tRNA(Ala) via its editing domain (By similarity)	COG0013
V1503139	L	Helicase, RecD TraA family	COG0507
V1136359	E	glutamine synthetase	COG0174
V1000518	K	Transcriptional regulator	COG1737
V1000552	K	transcriptional regulator	COG1609
V1852084	J	One of the early assembly proteins it binds 23S rRNA. One of the proteins that surrounds the polypeptide exit tunnel on the outside of the ribosome. Forms the main docking site for trigger factor binding to the ribosome (By similarity)	COG0089
V1156179	J	30S ribosomal protein S1	COG0539
V1000050	S	NA	11VH8
V1520185	C	Produces ATP from ADP in the presence of a proton gradient across the membrane. The catalytic sites are hosted primarily by the beta subunits (By similarity)	COG0055
V1593025	S	pathogenesis	0XR1H
V1000007	J	however, it seems to stimulate more or less all the activities of the other two initiation factors, IF-2 and IF-3 (By similarity)	COG0361
V1000300	J	aspartyl-trna synthetase	COG0173
