gene	geneProduct
V1016060	Malate dehydrogenase
V1199045	hypothetical protein
V1175702	hypothetical protein
V1016375	Rubrerythrin
V1011110	Aspartate ammonia-lyase
V1014629	Cytosol non-specific dipeptidase
V1037687	Stress protein H5
V1016288	protease3
V1054467	Threonine--tRNA ligase
V1054959	Helix-destabilizing protein
V1017694	50S ribosomal protein L13
V1119495	hypothetical protein
V1012227	Ribonuclease E
V1431607	50S ribosomal protein L21
V1382261	RlpA-like protein precursor
V1120164	Elongation factor G
V1008255	Vegetative protein 209
V1012548	Ethanolamine utilization protein EutG
V1049508	hypothetical protein
V1381458	30S ribosomal protein S5
V1052644	30S ribosomal protein S5
V1827650	protease3
V1059541	putative adenylyltransferase/sulfurtransferase MoeZ
V1485811	4-alpha-glucanotransferase
V1230687	hypothetical protein
V1014814	hypothetical protein
V1054885	Thioredoxin
V1012477	Neutral endopeptidase
V1011840	50S ribosomal protein L1
V1054120	putative NADH oxidase
V1060163	hypothetical protein
V1016408	50S ribosomal protein L17
V1052144	Citrate lyase alpha chain
V1506450	hypothetical protein
V1018822	Phosphoglycerate kinase
V1724279	maltose ABC transporter periplasmic protein
V1000004	DNA-directed RNA polymerase subunit alpha
V1006747	protein TolR
V1067672	50S ribosomal protein L7/L12
V1007059	Phosphoglycerate kinase
V1050347	ABC transporter ATP-binding protein YtrB
V1016072	DNA replication initiation protein gpA
V1017003	50S ribosomal protein L10
V1291459	hypothetical protein
V1051876	NAD-specific glutamate dehydrogenase
V1216094	putative TonB-dependent receptor precursor
V1007073	sn-glycerol-3-phosphate import ATP-binding protein UgpC
V1011118	Malate dehydrogenase
V1013751	50S ribosomal protein L15
V1067144	hypothetical protein
V1466544	hypothetical protein
V1014771	30S ribosomal protein S7
V1067670	DNA-directed RNA polymerase subunit beta'
V1230135	Ribosome maturation factor RimP
V1049443	High temperature protein G
V1836803	Beta-N-acetylhexosaminidase precursor
V1013250	Cold shock protein CspC
V1084998	Vegetative protein 300
V1000548	Beta-phosphoglucomutase
V1014633	hypothetical protein
V1507114	50S ribosomal protein L3
V1051444	hypothetical protein
V1613276	hypothetical protein
V1014812	bifunctional preprotein translocase subunit SecD/SecF
V1049714	Ribonuclease Y
V1827468	Methylmalonyl-CoA carboxyltransferase 5S subunit
V1013019	Efflux pump membrane transporter BepE
V1409431	30S ribosomal protein S4
V1013018	Multidrug resistance protein MdtE precursor
V1594514	ATP synthase subunit beta%2C sodium ion specific
V1019951	hypothetical protein
V1827537	outer membrane channel protein
V1012038	Pullulanase precursor
V1034901	replication protein
V1016572	3-oxoacyl-[acyl-carrier-protein] synthase 3
V1049966	DNA gyrase subunit A
V1049709	Long-chain-fatty-acid--CoA ligase
V1015939	Elongation factor 4
V1051698	D-proline reductase proprotein PrdA
V1073738	50S ribosomal protein L22
V1193368	50S ribosomal protein L15
V1013795	Nucleoside triphosphate pyrophosphohydrolase
V1021333	hypothetical protein
V1381486	30S ribosomal protein S6
V1013741	hypothetical protein
V1232339	co-chaperonin GroES
V1056891	pyridoxamine 5'-phosphate oxidase%2C FMN-binding family
V1117987	3-oxoacyl-[acyl-carrier-protein] synthase 3
V1515785	hypothetical protein
V1358470	Formate acetyltransferase 1
V1014777	50S ribosomal protein L2
V1232129	Leucine--tRNA ligase
V1047627	Retaining alpha-galactosidase precursor
V1017113	DNA-binding protein HRm
V1008256	Elongation factor Ts
V1010034	Flavodoxin
V1043900	50S ribosomal protein L21
V1381626	Cell division protein FtsZ
V1827462	2%2C3-dimethylmalate dehydratase large subunit
V1012316	2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase
V1015416	Lon protease 1
V1257337	Importin beta-related nuclear transport receptor
V1014360	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1011838	50S ribosomal protein L7/L12
V1015462	50S ribosomal protein L28
V1068141	Polyribonucleotide nucleotidyltransferase
V1198931	DNA-directed RNA polymerase subunit alpha
V1516671	50S ribosomal protein L31 type B
V1014968	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
V1058454	hypothetical protein
V1049616	Phenylalanine--tRNA ligase beta subunit
V1049387	Pyridoxal biosynthesis lyase PdxS
V1015469	Electron transfer flavoprotein large subunit
V1018783	Translation initiation factor IF-1
V1015638	putative glycine dehydrogenase [decarboxylating] subunit 2
V1068197	DNA-directed RNA polymerase subunit alpha
V1011842	hypothetical protein
V1008395	Xylulose-5-phosphate/fructose-6-phosphate phosphoketolase
V1016074	capsid protein
V1102813	Filamentous hemagglutinin
V1000836	50S ribosomal protein L31 type B
V1071732	30S ribosomal protein S12
V1155983	hypothetical protein
V1047645	DNA topoisomerase 1
V1051602	Tyrosine phosphorylated protein A
V1017148	hypothetical protein
V1014079	30S ribosomal protein S12
V1016109	50S ribosomal protein L21
V1197020	Formate acetyltransferase 1
V1011337	30S ribosomal protein S1
V1238174	Vegetative protein 300
V1075903	Helix-destabilizing protein
V1051084	Prolyl tripeptidyl peptidase precursor
V1049716	Tyrosine-protein kinase wzc
V1016526	2-amino-3-ketobutyrate coenzyme A ligase
V1052216	putative thiol peroxidase
V1013127	Arginine deiminase
V1008252	SusD family protein
V1431232	50S ribosomal protein L24
V1409362	DNA topoisomerase 1
V1023663	hypothetical protein
V1356534	Elongation factor G
V1827624	Acetate kinase
V1000943	50S ribosomal protein L11
V1049959	30S ribosomal protein S6
V1018510	Valine--tRNA ligase
V1013868	Outer membrane protein Omp85
V1051324	hypothetical protein
V1014867	EIIAB-Man
V1014695	Biopolymer transport protein ExbD/TolR
V1016068	chromosome segregation protein SMC
V1059345	hypothetical protein
V1016594	putative ABC transporter ATP-binding protein YheS
V1016706	Citrate lyase subunit beta
V1014593	Adenylate kinase
V1001368	EIIAB-Man
V1013552	preprotein translocase subunit SecA
V1015145	Triosephosphate isomerase
V1049712	Cytochrome d ubiquinol oxidase subunit 1
V1049617	putative transcriptional regulatory proteinc
V1013091	Pyruvate formate-lyase 1-activating enzyme
V1016102	Alkyl hydroperoxide reductase subunit C
V1012211	50S ribosomal protein L25
V1067675	Tyrosine recombinase XerC
V1050609	Peptidase family M49
V1146440	DNA-binding protein HU
V1153964	Acyl-CoA dehydrogenase%2C short-chain specific
V1192293	Oligopeptide-binding protein AppA precursor
V1018877	6-phosphofructokinase isozyme 1
V1051319	Streptopain precursor
V1006672	50S ribosomal protein L9
V1006749	colicin uptake protein TolQ
V1827605	Inner membrane protein YjjP
V1049440	Outer membrane protein
V1015219	Elongation factor Ts
V1012417	50S ribosomal protein L16
V1153346	hypothetical protein
V1013129	Carbamate kinase 1
V1085663	co-chaperonin GroES
V1017738	Ribonuclease Y
V1021100	hypothetical protein
V1019099	Phosphoglucomutase
V1410307	50S ribosomal protein L13
V1066335	hypothetical protein
V1007075	Maltose transport system permease protein MalF
V1034591	serine/threonine protein kinase
V1014412	Neopullulanase
V1006746	transport protein TonB
V1016420	Arginine--tRNA ligase
V1012672	V-type sodium ATPase catalytic subunit A
V1013652	hypothetical protein
V1013736	50S ribosomal protein L23
V1048870	50S ribosomal protein L3
V1108314	Alkyl hydroperoxide reductase subunit C
V1118971	zinc/cadmium-binding protein
V1015381	Dipeptidase A
V1011087	Heat shock protein 70
V1014173	Proline--tRNA ligase
V1265304	Maltodextrin phosphorylase
V1014124	putative membrane protein
V1085445	Glycine reductase complex component B subunits alpha and beta
V1049092	Polyribonucleotide nucleotidyltransferase
V1045893	Acyl carrier protein
V1071185	hypothetical protein
V1014858	Glucan 1%2C4-alpha-maltotetraohydrolase precursor
V1015425	hypothetical protein
V1059590	hypothetical protein
V1018031	50S ribosomal protein L11
V1014991	putative RNA-binding protein%2C contains TRAM domain
V1049453	hypothetical protein
V1103369	Enterobactin outer-membrane receptor
V1115355	Ferrous iron uptake protein
V1152387	Enolase
V1381743	tRNA (guanine-N(1)-)-methyltransferase
V1069845	Phosphoglucomutase
V1016130	Formate--tetrahydrofolate ligase 1
V1051083	Oxa1Ec
V1052248	Alkyl hydroperoxide reductase subunit C
V1055412	Pyruvate-flavodoxin oxidoreductase
V1050424	hypothetical protein
V1011347	TonB-linked outer membrane protein%2C SusC/RagA family
V1051480	hypothetical protein
V1827512	hypothetical protein
V1157562	dTDP-glucose 4%2C6-dehydratase 2
V1068145	Translation initiation factor IF-2
V1000527	Vegetative protein 19
V1056372	Elongation factor Tu-B
V1049607	F-ATPase subunit 6
V1827515	hypothetical protein
V1010431	50S ribosomal protein L27
V1012414	50S ribosomal protein L3
V1017115	Triosephosphate isomerase
V1011839	50S ribosomal protein L10
V1014917	Glucokinase
V1044903	Desulfoferrodoxin
V1008253	50S ribosomal protein L13
V1018996	phosphatidylserine decarboxylase
V1114990	N-acetylmuramoyl-L-alanine amidase LytC precursor
V1049713	putative efflux pump membrane fusion protein
V1485579	hypothetical protein
V1050349	Glycine--tRNA ligase
V1585250	50S ribosomal protein L5
V1016105	hypothetical protein
V1200195	4-hydroxybutyryl-CoA dehydratase/vinylacetyl-CoA-Delta-isomerase
V1409412	Methionine aminopeptidase 1
V1000116	Pyruvate kinase
V1051443	Aspartate--tRNA ligase
V1011929	putative PEP-CTERM system TPR-repeat lipoprotein
V1015639	Dihydrolipoyl dehydrogenase
V1025085	30S ribosomal protein S12
V1151398	Serine hydroxymethyltransferase
V1013810	hypothetical protein
V1013838	putative FKBP-type peptidyl-prolyl cis-trans isomerase FkpA precursor
V1014411	Pullulanase precursor
V1006020	50S ribosomal protein L2
V1017796	Meso-diaminopimelate D-dehydrogenase
V1019448	Glucose-6-phosphate isomerase
V1008596	hypothetical protein
V1010263	putative protein involved in outer membrane biogenesis
V1008574	Phosphoglycerate kinase
V1018269	outer membrane assembly lipoprotein YfiO
V1072836	colicin uptake protein TolQ
V1116638	putative zinc transport system zinc-binding lipoprotein AdcA precursor
V1339929	L-lactate dehydrogenase
V1106402	hypothetical protein
V1016073	minor spike protein
V1068198	hypothetical protein
V1198785	hypothetical protein
V1013278	Urocanate hydratase
V1016912	Putative K(+)-stimulated pyrophosphate-energized sodium pump
V1425411	hypothetical protein
V1015611	Maltodextrin phosphorylase
V1142003	hypothetical protein
V1201668	Endo-beta-N-acetylglucosaminidase D
V1017001	50S ribosomal protein L11
V1016897	Alanine--tRNA ligase
V1231560	Polyketide synthase PksJ
V1021334	hypothetical protein
V1052069	hypothetical protein
V1019700	Cytochrome d ubiquinol oxidase subunit 2
V1752984	hypothetical protein
V1020407	chromosome segregation protein SMC
V1357144	50S ribosomal protein L1
V1000638	Central glycolytic genes regulator
V1049609	F-type ATPase subunit b
V1050217	Ferritin
V1068203	50S ribosomal protein L6
V1007074	Maltose transport system permease protein MalG
V1139507	Lipoyl synthase
V1139749	Glycine/sarcosine/betaine reductase complex component C subunit beta
V1011041	ATP synthase subunit beta%2C sodium ion specific
V1051320	Thiol-activated cytolysin
V1014359	6-phosphofructokinase
V1020288	ribulose-1%2C5-biphosphate synthetase
V1103660	Formate acetyltransferase
V1068200	50S ribosomal protein L15
V1200606	Outer membrane porin F precursor
V1142964	30S ribosomal protein S6
V1006748	biopolymer transport protein ExbD
V1827570	Outer membrane receptor for ferrienterochelin and colicins
V1056220	N-acetylmuramoyl-L-alanine amidase LytC precursor
V1049359	Lysine--tRNA ligase
V1567631	hypothetical protein
V1013277	Methenyltetrahydrofolate cyclohydrolase
V1007211	hypothetical protein
V1051643	50S ribosomal protein L13
V1049141	Alkyl hydroperoxide reductase subunit C
V1050717	Elongation factor Tu
V1018145	Aspartate carbamoyltransferase regulatory chain
V1723592	30S ribosomal protein S16
V1013735	50S ribosomal protein L4
V1069108	Trigger factor
V1066823	Susd and RagB outer membrane lipoprotein
V1516559	50S ribosomal protein L14
V1016378	Methionine--tRNA ligase
V1053161	TonB-linked outer membrane protein%2C SusC/RagA family
V1015875	Long-chain-fatty-acid--CoA ligase FadD15
V1058197	Gas vesicle protein
V1140472	50S ribosomal protein L11
V1169817	Elongation factor G
V1008589	hypothetical protein
V1016536	Adenylosuccinate lyase
V1140723	Aminomethyltransferase
V1016554	Phosphoribosylformylglycinamidine synthase
V1066337	hypothetical protein
V1013839	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
V1010072	Outer membrane porin F precursor
V1072185	Pyruvate%2C phosphate dikinase
V1526937	50S ribosomal protein L15
V1827528	CTP synthase
V1006096	hypothetical protein
V1052645	30S ribosomal protein S8
V1000487	Fructose-bisphosphate aldolase
V1014869	product=PTS system mannose-specific EIIC component
V1487257	cell division protein FtsN
V1012423	hypothetical protein
V1050621	Carbamoyl-phosphate synthase large chain
V1397614	50S ribosomal protein L16
V1013336	Chromosomal replication initiator protein DnaA
V1142667	50S ribosomal protein L22
V1527518	Bifunctional protein GlmU
V1017521	tol-pal system protein YbgF
V1012478	Succinyl-CoA ligase [ADP-forming] subunit beta
V1016804	Replicative DNA helicase
V1018135	Helix-destabilizing protein
V1021421	F-type ATPase subunit delta
V1000630	preprotein translocase subunit SecA
V1051642	30S ribosomal protein S9
V1012420	50S ribosomal protein L24
V1144133	hypothetical protein
V1007071	4-alpha-glucanotransferase
V1856873	50S ribosomal protein L13
V1513970	hypothetical protein
V1013128	Ornithine carbamoyltransferase
V1011090	Putative peptidyl-prolyl cis-trans isomerase Cbf2 precursor
V1032062	Glutathione-binding protein GsiB precursor
V1530479	Purine nucleoside receptor A
V1548048	DNA-directed RNA polymerase subunit beta'
V1018074	Ribosomal large subunit pseudouridine synthase B
V1006727	30S ribosomal protein S1
V1012527	Enolase
V1057118	hypothetical protein
V1015667	hypothetical protein
V1012424	30S ribosomal protein S5
V1000534	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1082536	hypothetical protein
V1046751	gram-positive signal peptide%2C YSIRK family
V1410142	Alkyl hydroperoxide reductase subunit C
V1413731	Ketobutyrate formate-lyase
V1069719	Glutamate--tRNA ligase
V1310212	Beta-N-acetylhexosaminidase precursor
V1090683	hypothetical protein
V1491714	30S ribosomal protein S1
V1231976	preprotein translocase subunit SecY
V1231969	Glycogen synthase
V1017197	Na(+)-translocating NADH-quinone reductase subunit B
V1067146	hypothetical protein
V1008740	bifunctional preprotein translocase subunit SecD/SecF
V1548314	hypothetical protein
V1050813	Transketolase
V1013123	Phosphoglucomutase
V1019229	2-oxoglutarate oxidoreductase subunit KorB
V1054752	putative ATPase
V1139364	Dihydrolipoyl dehydrogenase
V1193310	Ribosomal RNA small subunit methyltransferase H
V1380850	Translation initiation factor IF-3
V1047668	50S ribosomal protein L7/L12
V1138926	Vegetative protein 209
V1012321	30S ribosomal protein S20
V1014172	RNA polymerase sigma factor RpoD
V1055372	DNA protection during starvation protein 2
V1067297	bifunctional preprotein translocase subunit SecD/SecF
V1852124	Exo-glucosaminidase LytG precursor
V1012032	DNA-directed RNA polymerase subunit alpha
V1049131	putative copper-exporting P-type ATPase V
V1375131	hypothetical protein
V1013737	50S ribosomal protein L2
V1008707	Outer membrane protein MIP precursor
V1049706	8-amino-7-oxononanoate synthase
V1753160	TonB-linked outer membrane protein%2C SusC/RagA family
V1012234	Flavodoxin
V1399715	hypothetical protein
V1053367	30S ribosomal protein S1
V1506181	Ribokinase
V1013017	Multifunctional CCA protein
V1436832	Enolase
V1049611	F-ATPase gamma subunit
V1012325	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
V1019108	Glutamine--tRNA ligase
V1265352	hypothetical protein
V1019959	hypothetical protein
V1069691	Outer membrane cobalamin translocator
V1076168	Outer membrane receptor for ferrienterochelin and colicins
V1009119	Fructose-bisphosphate aldolase
V1016874	Outer membrane cobalamin receptor protein
V1012422	30S ribosomal protein S8
V1088020	Aspartate aminotransferase
V1068201	30S ribosomal protein S5
V1054958	hypothetical protein
V1204223	repeat
V1912442	6-phosphofructokinase
V1053061	Organic hydroperoxide resistance transcriptional regulator
V1198865	30S ribosomal protein S13
V1012419	50S ribosomal protein L14
V1068175	Vegetative protein 209
V1019200	putative propionyl-CoA carboxylase beta chain 5
V1000640	Phosphoglycerate kinase
V1000547	Trehalose import ATP-binding protein SugC
V1012677	V-type ATP synthase subunit I
V1016289	S-adenosylmethionine synthase
V1051325	hypothetical protein
V1007054	DNA-directed RNA polymerase subunit beta
V1464177	DNA-directed RNA polymerase subunit alpha
V1054370	hypothetical protein
V1015635	Aminomethyltransferase
V1016139	Pyruvate kinase
V1827554	hypothetical protein
V1380277	hypothetical protein
V1013016	Thiol-disulfide oxidoreductase ResA
V1011651	Phosphoenolpyruvate-protein phosphotransferase
V1050753	Na(+)-translocating NADH-quinone reductase subunit F
V1052647	hypothetical protein
V1011088	Chaperone protein DnaJ
V1886336	Phosphocarrier protein HPr
V1071731	30S ribosomal protein S7
V1054989	50S ribosomal protein L19
V1019456	Protease 4
V1079391	Pyruvate-flavodoxin oxidoreductase
V1585936	50S ribosomal protein L15
V1068206	hypothetical protein
V1009617	50S ribosomal protein L33 2
V1010716	hypothetical protein
V1852039	RNAP delta factor
V1018193	Sensory transduction protein regX3
V1014601	hypothetical protein
V1020201	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
V1034630	DNA protection during starvation protein
V1328008	hypothetical protein
V1017612	PhoH-like protein
V1067478	Aminopeptidase E
V1049393	Glycerol kinase
V1052143	[Citrate [pro-3S]-lyase] ligase
V1013740	hypothetical protein
V1887021	Trigger factor
V1000886	sn-glycerol-3-phosphate-binding periplasmic protein UgpB precursor
V1010068	F-ATPase gamma subunit%2C sodium ion specific
V1047971	putative transcriptional regulatory protein YebC
V1016051	Murein hydrolase activator NlpD precursor
V1017639	Cyn operon transcriptional activator
V1231469	2-oxoglutarate oxidoreductase subunit KorA
V1016527	putative epimerase/dehydratase
V1514120	hypothetical protein
V1010070	Na(+)-translocating ATPase subunit epsilon
V1020453	50S ribosomal protein L5
V1118666	hypothetical protein
V1017196	Na(+)-translocating NADH-quinone reductase subunit A
V1012031	hypothetical protein
V1140725	putative glycine dehydrogenase [decarboxylating] subunit 2
V1103372	putative protein involved in outer membrane biogenesis
V1009391	PPIC-type PPIASE domain protein
V1038350	putative 3-hydroxybutyryl-CoA dehydrogenase
V1010292	Translation initiation factor IF-3
V1051704	Proline racemase
V1016230	Adhesin YadA precursor
V1242722	Glycine reductase complex component B subunits alpha and beta
V1000080	hypothetical protein
V1069137	Maltodextrin phosphorylase
V1018271	hypothetical protein
V1051472	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
V1806797	putative ABC transporter ATP-binding protein YheS
V1015151	30S ribosomal protein S7
V1032060	Transaldolase
V1344678	Dipeptidase
V1054631	putative endopeptidase p60 precursor
V1049613	Putative metal chaperone YciC
V1584330	Oligopeptide-binding protein AppA precursor
V1043838	50S ribosomal protein L13
V1054543	ATP-dependent DNA helicase RecQ
V1015303	Regulatory protein AsnC
V1068210	50S ribosomal protein L2
V1007072	Maltose operon transcriptional repressor
V1525443	Malate dehydrogenase
V1015704	Formate acetyltransferase 1
V1061055	hypothetical protein
V1016079	NAD-specific glutamate dehydrogenase
V1049505	(Dimethylallyl)adenosine tRNA methylthiotransferase MiaB
V1593464	4-alpha-glucanotransferase
V1013752	preprotein translocase subunit SecY
V1007089	Ascorbate-specific PTS system EIIC component
V1199201	hypothetical protein
V1000627	Ribonuclease Y
V1345236	DNA-binding protein HB1
V1528520	hypothetical protein
V1055717	pyrroloquinoline quinone biosynthesis protein PqqE
V1011836	DNA-directed RNA polymerase subunit beta'
V1522832	hypothetical protein
V1016571	hypothetical protein
V1013969	Acetoin:2%2C6-dichlorophenolindophenol oxidoreductase subunit alpha
V1013739	50S ribosomal protein L22
V1025810	30S ribosomal protein S6
V1016694	Phosphomannomutase/phosphoglucomutase
V1066957	Gas vesicle protein
V1070120	hypothetical protein
V1006779	Triosephosphate isomerase
V1054156	30S ribosomal protein S12
V1102830	3-oxoacyl-[acyl-carrier-protein] synthase 2
V1044340	hypothetical protein
V1050075	SH3 domain protein
V1015225	Nitric oxide reductase
V1032240	1%2C4-alpha-glucan branching enzyme GlgB
V1010293	50S ribosomal protein L20
V1018906	Penicillin-binding protein 1A
V1054082	Serine--tRNA ligase
V1013551	DNA topoisomerase 3
V1487057	Acyl carrier protein
V1055430	hypothetical protein
V1138315	Outer membrane protein Omp85
V1216836	hypothetical protein
V1039101	Trigger factor
V1055310	DNA-binding protein HU
V1504580	preprotein translocase subunit SecY
V1612204	hypothetical protein
V1016107	Serine--tRNA ligase
V1728028	C protein alpha-antigen precursor
V1050298	Nitrogen assimilation regulatory protein
V1827612	hypothetical protein
V1384350	30S ribosomal protein S7
V1013812	Ribonuclease R
V1199090	hypothetical protein
V1486702	hypothetical protein
V1066338	(S)-sulfolactate dehydrogenase
V1068205	50S ribosomal protein L5
V1000018	hypothetical protein
V1010703	NADH peroxidase
V1007083	Cadmium%2C zinc and cobalt-transporting ATPase
V1049300	50S ribosomal protein L21
V1051744	Lysine-sensitive aspartokinase 3
V1023215	hypothetical protein
V1007557	Pyruvate%2C phosphate dikinase
V1011338	Phosphocarrier protein HPr
V1265357	Galactokinase
V1145382	hypothetical protein
V1015860	Endo-beta-N-acetylglucosaminidase F1 precursor
V1047667	Dark-response protein 21
V1138745	Pathogen-specific membrane antigen
