gene	geneProduct
V1104643	1%2C4-alpha-glucan branching enzyme GlgB
V1110978	hypothetical protein
V1036001	ATP synthase subunit alpha
V1071702	Antigen 84
V1000116	Pyruvate kinase
V1072924	50S ribosomal protein L7/L12
V1167152	hypothetical protein
V1912442	6-phosphofructokinase
V1050687	hypothetical protein
V1105335	Ribonuclease Y
V1006096	hypothetical protein
V1102799	Oligopeptide-binding protein AmiA precursor
V1074059	preprotein translocase subunit SecA
V1157709	hypothetical protein
V1010364	Outer membrane protein alpha precursor
V1035952	Trehalose import ATP-binding protein SugC
V1000534	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1593683	Fimbrial subunit type 1 precursor
V1036337	hypothetical protein
V1036333	Stage 0 sporulation protein KA
V1464364	Glyceraldehyde-3-phosphate dehydrogenase
V1050626	Trigger factor
V1509625	DNA protection during starvation protein
V1899904	EIIAB-Man
V1195882	Fructose-bisphosphate aldolase
V1035936	Sigma-A
V1000943	50S ribosomal protein L11
V1000004	DNA-directed RNA polymerase subunit alpha
V1195161	Fimbrial subunit type 1 precursor
V1166828	hypothetical protein
V1000836	50S ribosomal protein L31 type B
V1074100	Pyridoxamine 5'-phosphate oxidase
V1420975	C4-dicarboxylate anaerobic carrier
V1103096	hypothetical protein
V1851980	Procyclic acidic repetitive protein (PARP)
V1010393	Enolase
V1069833	Nickel-binding periplasmic protein precursor
V1887021	Trigger factor
V1294890	Fimbrial subunit type 1 precursor
V1488556	Polyphosphate glucokinase
V1036497	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1547692	hypothetical protein
V1006746	transport protein TonB
V1073967	50S ribosomal protein L10
V1852039	RNAP delta factor
V1000638	Central glycolytic genes regulator
V1000841	F-type ATPase subunit delta
V1000944	50S ribosomal protein L1
V1106704	50S ribosomal protein L3
V1144133	hypothetical protein
V1126753	Metalloregulation DNA-binding stress protein
V1071943	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1574337	DNA-directed RNA polymerase subunit omega
V1037868	hypothetical protein
V1014547	hypothetical protein
V1006727	30S ribosomal protein S1
V1830787	Phosphoglycerate transport regulatory protein PgtC precursor
V1071489	DNA-directed RNA polymerase subunit beta
V1043021	Dark-response protein 21
V1043718	Putative HMP/thiamine permease protein YkoE
V1070514	Phosphoenolpyruvate carboxylase
V1103723	Glycine oxidase
V1016060	Malate dehydrogenase
V1000548	Beta-phosphoglucomutase
V1883290	hypothetical protein
V1328066	Maltodextrin phosphorylase
V1000886	sn-glycerol-3-phosphate-binding periplasmic protein UgpB precursor
V1008596	hypothetical protein
V1899941	co-chaperonin GroES
V1013092	Formate acetyltransferase
V1203913	PTS system mannose-specific EIIC component
V1836823	hypothetical protein
V1105020	Elongation factor Tu
V1052248	Alkyl hydroperoxide reductase subunit C
V1000845	Glucose-6-phosphate isomerase
V1006749	colicin uptake protein TolQ
V1175645	hypothetical protein
V1035953	Glycogen phosphorylase
V1501153	DNA protection during starvation protein
V1042355	EIIAB-Man
V1110922	Cold shock protein CspC
V1265423	hypothetical protein
V1017600	30S ribosomal protein S2
V1851961	ATP-dependent Clp protease ATP-binding subunit ClpE
V1040054	putative ABC transporter ATP-binding protein YheS
V1440694	50S ribosomal protein L6
V1491714	30S ribosomal protein S1
V1170692	hypothetical protein
V1000527	Vegetative protein 19
V1075430	50S ribosomal protein L11
V1042435	Glyceraldehyde-3-phosphate dehydrogenase 1
V1339929	L-lactate dehydrogenase
V1574099	PTS system mannose-specific EIIC component
V1035999	ATP synthase subunit beta
V1290863	gram-positive signal peptide%2C YSIRK family
V1836804	Lysine--tRNA ligase
V1071723	Trehalose import ATP-binding protein SugC
V1040344	Formate acetyltransferase
V1073824	30S ribosomal protein S15
V1141291	NAD-specific glutamate dehydrogenase
V1036489	30S ribosomal protein S6
V1074969	Elongation factor P
V1459762	50S ribosomal protein L16
V1000129	Tyrosine phosphorylated protein A
V1013250	Cold shock protein CspC
V1008255	Vegetative protein 209
V1301872	co-chaperonin GroES
V1000080	hypothetical protein
V1482478	hypothetical protein
V1104190	DNA-directed RNA polymerase subunit beta'
V1036206	product=hypothetical protein
V1565756	Trigger factor
V1035909	Thioredoxin reductase
V1043173	D-ribose-binding periplasmic protein precursor
V1150978	Threonine--tRNA ligase
V1035955	L-arabinose transport system permease protein AraQ
V1042010	zinc/cadmium-binding protein
V1411137	Flavodoxin
V1000547	Trehalose import ATP-binding protein SugC
V1482530	30S ribosomal protein S1
V1050631	Pyruvate-flavodoxin oxidoreductase
V1069272	F-ATPase gamma subunit
V1013881	Pyruvate kinase
V1000075	Ribonuclease P protein component
V1000630	preprotein translocase subunit SecA
V1034630	DNA protection during starvation protein
V1105021	Vegetative protein 19
V1000627	Ribonuclease Y
V1882055	Thioredoxin reductase
V1830862	Flp pilus assembly protein CpaB
V1049217	Heat shock protein 70
V1139748	Glycine reductase complex component B subunit gamma
V1018397	30S ribosomal protein S1
V1020690	Metalloregulation DNA-binding stress protein
V1000040	Anaerobic ribonucleoside-triphosphate reductase
V1899902	NADP-specific glutamate dehydrogenase
V1577095	Hydroxyethylthiazole kinase
V1072887	C4-dicarboxylate anaerobic carrier
V1246774	50S ribosomal protein L2
V1000640	Phosphoglycerate kinase
V1394159	hypothetical protein
V1458155	Autolysin
V1852109	gram-positive signal peptide%2C YSIRK family
V1006020	50S ribosomal protein L2
V1306539	50S ribosomal protein L13
V1073885	Sigma-A
V1069274	F-type ATPase subunit b
V1151496	TonB-linked outer membrane protein%2C SusC/RagA family
V1806797	putative ABC transporter ATP-binding protein YheS
V1107825	50S ribosomal protein L3
V1015150	Vegetative protein 19
V1000001	30S ribosomal protein S9
V1498444	streptodornase
V1072349	Glucose-6-phosphate isomerase
V1016547	hypothetical protein
V1016079	NAD-specific glutamate dehydrogenase
V1122823	Periplasmic pH-dependent serine endoprotease DegQ precursor
V1158426	PTS system mannose-specific EIIC component
V1617841	LPXTG cell wall anchor domain protein
V1140854	ATP-dependent Clp protease ATP-binding subunit ClpC
V1175843	Cupin domain protein
V1000018	hypothetical protein
V1035954	putative galacturonate locus repressor
V1000570	Rod shape-determining protein MreB
V1011979	Apolipoprotein A1/A4/E domain protein
V1016072	DNA replication initiation protein gpA
V1018651	F-type ATPase subunit b
V1019876	Sensory transduction protein regX3
V1000305	Enolase
V1439186	50S ribosomal protein L19
V1335062	hypothetical protein
V1036606	F-type ATPase subunit b
V1203621	transposase%2C IS605 OrfB family
V1102328	Vegetative protein 209
V1070251	co-chaperonin GroES
V1000046	Putative universal stress protein
V1043606	hypothetical protein
V1036476	hypothetical protein
V1010292	Translation initiation factor IF-3
V1007211	hypothetical protein
V1036235	Ascorbate-specific PTS system EIIC component
V1047561	zinc/cadmium-binding protein
V1036000	F-ATPase gamma subunit
V1018398	Triosephosphate isomerase
V1017035	1-deoxy-D-xylulose-5-phosphate synthase
V1312712	50S ribosomal protein L11
V1071965	hypothetical protein
V1102774	Carbamoyl-phosphate synthase large chain
V1036506	Anaerobic ribonucleoside-triphosphate reductase
V1166953	50S ribosomal protein L1
V1328086	Fimbrial subunit type 1 precursor
V1008589	hypothetical protein
V1074263	putative transcriptional regulatory protein/MSMEI_2866
V1103849	Stress protein H5
V1392154	Heat shock protein 70
V1108041	hypothetical protein
V1899885	Sec-independent protein translocase protein TatAy
V1392207	Cell division protein FtsZ
V1202447	Helix-destabilizing protein
V1182165	Fructose-bisphosphate aldolase
V1040667	Putative L%2CD-transpeptidase LppS precursor
V1071805	Butanolide receptor
V1276525	Formate acetyltransferase
V1058847	Transposase DDE domain protein
V1391839	L-arabinose transport system permease protein AraQ
V1021918	PTS system mannose-specific EIIC component
V1075158	50S ribosomal protein L29
V1073538	DNA-binding protein HB1
V1151052	repeat
V1043512	Helix-destabilizing protein 1
V1328612	30S ribosomal protein S7
V1499584	DNA-binding protein HU
V1464526	Dipeptide-binding protein DppE precursor
V1000171	Oligopeptide-binding protein AppA precursor
V1176644	30S ribosomal protein S20
V1018070	Translation initiation factor IF-1
V1249266	Translation initiation factor IF-3
V1000017	50S ribosomal protein L16
V1547609	DNA gyrase subunit A
V1267384	Procyclic acidic repetitive protein (PARP)
V1016074	capsid protein
V1070540	UDP-glucose 4-epimerase
V1196297	DNA-directed RNA polymerase subunit alpha
V1499918	Glucosyltransferase-SI precursor
V1000003	hypothetical protein
V1069271	ATP synthase subunit beta
V1000021	50S ribosomal protein L3
V1069832	Glutathione import ATP-binding protein GsiA
V1006672	50S ribosomal protein L9
V1153984	hypothetical protein
V1000821	Lyzozyme M1 (1%2C4-beta-N-acetylmuramidase)
V1041146	2-dehydropantoate 2-reductase
V1294938	Transketolase
V1172938	Phosphoglycerate transport regulatory protein PgtC precursor
V1010293	50S ribosomal protein L20
V1429095	Pyruvate%2C phosphate dikinase
V1071567	Putative aliphatic sulfonates-binding protein precursor
V1525087	hypothetical protein
V1073974	30S ribosomal protein S9
V1018186	Flavodoxin
V1139595	hypothetical protein
V1016291	pyridoxamine 5'-phosphate oxidase%2C FMN-binding family
V1167012	hypothetical protein
V1167147	DNA-directed RNA polymerase subunit beta'
V1552772	Pyruvate kinase
V1008700	Thiol-activated cytolysin
V1074451	Glycogen accumulation regulator GarA
V1140495	Listeria-Bacteroides repeat domain (List_Bact_rpt)
V1040197	co-chaperonin GroES
V1035921	Polyribonucleotide nucleotidyltransferase
V1011840	50S ribosomal protein L1
V1830795	ubiquinone/menaquinone biosynthesis methyltransferase
V1070878	ATP-dependent zinc metalloprotease FtsH
V1899842	D-lactate dehydrogenase
V1073119	30S ribosomal protein S5
V1357039	hypothetical protein
V1102771	Transaldolase
V1000143	Elongation factor Ts
V1023850	Helix-destabilizing protein
V1393762	1%2C4-alpha-glucan branching enzyme GlgB
V1012211	50S ribosomal protein L25
V1008574	Phosphoglycerate kinase
V1070255	hypothetical protein
V1016677	ComE operon protein 1
V1019971	50S ribosomal protein L21
V1482492	Listeria-Bacteroides repeat domain (List_Bact_rpt)
V1070527	protoporphyrinogen oxidase
V1349174	C4-dicarboxylate anaerobic carrier
V1010431	50S ribosomal protein L27
V1851982	putative ABC transporter ATP-binding protein YheS
V1151208	putative ATP-dependent Clp protease ATP-binding subunit
V1100560	30S ribosomal protein S17
V1196791	Heat shock protein 70
V1012527	Enolase
V1036540	Alanine--tRNA ligase
V1013090	Fructose-bisphosphate aldolase
V1175702	hypothetical protein
V1113212	Bifunctional PGK/TIM
V1612424	L-arabinose transport system permease protein AraQ
V1103822	Pyruvate kinase
V1247052	Phosphoglycerate kinase
V1230019	hypothetical protein
V1172416	hypothetical protein
V1000840	F-ATPase gamma subunit
V1015359	50S ribosomal protein L15
V1268724	50S ribosomal protein L4
V1611944	hypothetical protein
V1011929	putative PEP-CTERM system TPR-repeat lipoprotein
V1145051	Pyruvate formate-lyase 1-activating enzyme
V1106834	50S ribosomal protein L13
V1072249	Ribose-phosphate pyrophosphokinase
V1364877	F-ATPase epsilon subunit
V1334823	Glutamate--tRNA ligase
V1043057	Adenylate kinase
V1392006	50S ribosomal protein L19
V1074860	Translation initiation factor IF-3
V1050630	Rib/alpha/Esp surface antigen repeat
V1006747	protein TolR
V1071942	hypothetical protein
V1411952	DNA-binding protein HU
V1562494	Maltose transport system permease protein MalG
V1072346	Aquaporin Z 2
V1072336	hypothetical protein
V1011838	50S ribosomal protein L7/L12
V1182881	ribosomal-protein-alanine acetyltransferase
V1177754	hypothetical protein
V1072088	RNA polymerase-binding transcription factor CarD
V1123354	succinyl-diaminopimelate desuccinylase
V1104025	Trigger factor
V1081695	Dipeptide-binding protein DppE precursor
V1009707	putative NADH oxidase
V1899878	Glycogen phosphorylase
V1000079	DNA gyrase subunit A
V1514797	Glycine reductase complex component B subunits alpha and beta
V1051286	Aldose 1-epimerase precursor
V1167037	hypothetical protein
V1399623	hypothetical protein
V1291612	hypothetical protein
V1073339	putative transcriptional regulatory protein pdtaR
V1084431	Fructose-bisphosphate aldolase
V1334783	N-acetylmuramoyl-L-alanine amidase domain-containing protein precursor
V1481366	30S ribosomal protein S1
V1197037	hypothetical protein
V1010320	putative FAD-linked oxidoreductase
V1018069	hypothetical protein
V1301335	NADH oxidase
V1036061	Glucose-1-phosphate adenylyltransferase
V1042607	50S ribosomal protein L17
V1139669	Putative 2-aminoethylphosphonate-binding periplasmic protein precursor
V1008890	ATP-dependent Clp protease ATP-binding subunit ClpC
V1334707	hypothetical protein
V1016073	minor spike protein
V1000596	Stress protein H5
V1114810	ATPase involved in DNA repair
V1072087	putative periplasmic or secreted protein
V1334750	hypothetical protein
V1000023	Ribose-phosphate pyrophosphokinase
V1052993	Beta-ketoacyl-acyl-carrier-protein synthase I
V1268926	TM2 domain protein
V1072538	Pathogen-specific membrane antigen
V1912441	Glucitol operon repressor
V1547928	Hexagonal wall protein
V1011041	ATP synthase subunit beta%2C sodium ion specific
V1013741	hypothetical protein
V1137137	Cupin domain protein
V1607589	Signal transduction histidine-protein kinase ArlS
V1000475	hypothetical protein
V1197579	Ketobutyrate formate-lyase
V1830876	hypothetical protein
V1265029	hypothetical protein
V1011839	50S ribosomal protein L10
V1013751	50S ribosomal protein L15
V1105184	Ribonucleoside-diphosphate reductase subunit alpha 2
V1013795	Nucleoside triphosphate pyrophosphohydrolase
V1105053	Lysine--tRNA ligase
V1106673	Adenylosuccinate synthetase
V1265842	hypothetical protein
V1039813	V-type sodium ATPase catalytic subunit A
V1041496	Translation initiation factor IF-1
V1011347	TonB-linked outer membrane protein%2C SusC/RagA family
V1040198	Stress protein H5
V1154272	putative PEP-CTERM system TPR-repeat lipoprotein
V1047927	DNA gyrase subunit A
V1041574	Fructose-bisphosphate aldolase
V1140160	hypothetical protein
V1295649	30S ribosomal protein S13
V1393761	Alpha-amylase/pullulanase
V1852094	Adenylosuccinate lyase
V1034594	Immunoglobulin G-binding protein G precursor
V1232264	hypothetical protein
V1851967	Heat-inducible transcription repressor HrcA
V1899836	Modulator of the general stress response
V1145023	Glycogen phosphorylase
V1140024	DNA mismatch repair protein
V1190798	hypothetical protein
V1203300	dihydroxyacetone kinase
V1000551	Intracellular maltogenic amylase
V1011842	hypothetical protein
V1431232	50S ribosomal protein L24
V1009617	50S ribosomal protein L33 2
V1000842	F-ATPase subunit 6
V1071269	Uracil phosphoribosyltransferase
V1016544	50S ribosomal protein L23
V1048533	putative protease YhbU precursor
V1852084	50S ribosomal protein L23
V1852083	50S ribosomal protein L5
V1070518	Aminopeptidase N
V1103027	Phenylalanine--tRNA ligase beta subunit
V1009119	Fructose-bisphosphate aldolase
V1230887	TonB-linked outer membrane protein%2C SusC/RagA family
V1548926	hypothetical protein
V1852133	Translation initiation factor IF-3
V1295109	Thiol-activated cytolysin
V1327808	zinc/cadmium/mercury/lead-transporting ATPase
V1577853	Stage 0 sporulation protein KA
V1407962	hypothetical protein
V1580955	Heat shock protein 70
V1190407	Immunoglobulin G-binding protein G precursor
V1072577	Tyrosine phosphorylated protein A
V1016545	hypothetical protein
V1011526	putative protease YhbU precursor
V1001546	enterobactin exporter EntS
V1355259	Heat shock protein 70
V1013658	Fatty acid-binding protein
V1295196	Cell division protein FtsA
V1017599	Elongation factor Ts
V1072612	Putative HMP/thiamine import ATP-binding protein YkoD
V1166946	Translation initiation factor IF-2
V1827843	hypothetical protein
V1116679	Heat shock protein 70-2
V1102780	Long-chain-fatty-acid--CoA ligase FadD15
V1040682	HTH-type transcriptional regulator LrpC
V1574349	DNA-directed RNA polymerase subunit beta
V1143275	Immunoglobulin G-binding protein G precursor
V1013736	50S ribosomal protein L23
V1103127	Cell division protein SepF
V1070814	Valine--tRNA ligase
V1059001	Phosphoenolpyruvate-protein phosphotransferase
V1036542	FR47-like protein
V1019972	50S ribosomal protein L27
V1019239	Putative PTS system EIIABC component
V1036336	Phosphoglycerate kinase
V1017148	hypothetical protein
V1553523	Foldase protein PrsA precursor
V1040289	Vegetative protein 19
V1463991	putative glycosyltransferase EpsJ
V1017630	Peptide chain release factor 1
V1048237	4-alpha-glucanotransferase
V1000013	30S ribosomal protein S8
V1009391	PPIC-type PPIASE domain protein
V1576114	Collagen adhesin precursor
V1564938	Cyclodextrin-binding protein precursor
V1012818	Acyl-CoA dehydrogenase%2C short-chain specific
V1073264	Pyruvate oxidase
V1577821	preprotein translocase subunit SecY
V1552777	Translation initiation factor IF-2
V1116409	biopolymer transport protein ExbD
V1158131	Phosphoglucomutase
V1171426	Fatty acid-binding protein
V1071158	SPFH domain / Band 7 family protein
V1105210	Lipid II:glycine glycyltransferase
V1613276	hypothetical protein
V1724085	hypothetical protein
V1345614	NADP-dependent isopropanol dehydrogenase
V1000184	Bacteriophage peptidoglycan hydrolase
V1311516	putative HTH-type transcriptional regulator YegW
V1574952	50S ribosomal protein L5
V1000533	CTP synthase
V1015356	50S ribosomal protein L6
V1073574	30S ribosomal protein S6
V1000476	Modulator of FtsH protease HflK
V1042005	DNA polymerase III subunit beta
V1072207	G5 domain protein
V1550302	Zinc import ATP-binding protein ZnuC
V1035985	preprotein translocase subunit SecA
V1564002	Fimbrial subunit type 1 precursor
V1000151	30S ribosomal protein S16
V1035899	PTS system N-acetylgalactosamine-specific EIIC component 1
V1176776	Phosphoglycerate kinase
V1143377	EIIABC-Fru
V1035956	L-arabinose transport system permease protein AraP
V1034832	Ribonuclease J 2
V1036070	DNA gyrase subunit B
V1328008	hypothetical protein
V1035966	Aldehyde-alcohol dehydrogenase
V1102525	Aspartate--tRNA ligase
V1201637	Pyruvate-flavodoxin oxidoreductase
V1012379	Flavodoxin
V1547691	Fimbrial subunit type 1 precursor
V1498708	Phosphotransferase enzyme family protein
V1252260	30S ribosomal protein S18 1
V1145014	hypothetical protein
V1390055	hypothetical protein
V1251749	hypothetical protein
V1107364	Listeria-Bacteroides repeat domain (List_Bact_rpt)
V1137203	putative ABC transporter ATP-binding protein
V1010370	Ferrous iron transport protein B
V1103019	Bifunctional (p)ppGpp synthase/hydrolase relA
V1070529	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
V1291459	hypothetical protein
V1000172	Stage 0 sporulation protein KC
V1071794	V-type sodium pump subunit B
V1104572	Acetate kinase
V1580898	hypothetical protein
V1144908	Heat shock protein 70-2
V1054408	hypothetical protein
V1102849	Peptidoglycan synthase FtsI precursor
V1195125	hypothetical protein
V1036143	hypothetical protein
V1000323	Tagatose-6-phosphate kinase
V1018798	Tetracycline resistance protein TetM from transposon TnFO1
V1566341	Translation initiation factor IF-3
V1103020	RNA polymerase principal sigma factor HrdB
V1007844	Formate acetyltransferase 1
V1044523	hypothetical protein
V1137117	Listeria-Bacteroides repeat domain (List_Bact_rpt)
V1084075	Ornithine carbamoyltransferase
V1827925	Streptopain precursor
V1021626	ABC transporter glutamine-binding protein GlnH precursor
V1016548	50S ribosomal protein L29
V1038298	preprotein translocase subunit SecA
V1011483	DNA protection during starvation protein
V1883503	Listeria-Bacteroides repeat domain (List_Bact_rpt)
V1036064	Alpha-amylase/pullulanase
V1041772	hypothetical protein
V1006685	Chaperone protein ClpB 1
V1000317	Transcript cleavage factor GreA
V1015469	Electron transfer flavoprotein large subunit
V1000008	Adenylate kinase
V1103026	Tyrosine--tRNA ligase
V1400168	Cell division protein DivIVA
V1040497	50S ribosomal protein L10
V1075845	50S ribosomal protein L23
V1153024	hypothetical protein
V1048870	50S ribosomal protein L3
V1482483	Sulfate starvation-induced protein 7
V1009110	hypothetical protein
V1071342	Polyphosphate kinase
V1020208	50S ribosomal protein L7/L12
V1042212	30S ribosomal protein S7
V1382281	50S ribosomal protein L27
V1103525	Aldehyde-alcohol dehydrogenase
V1042452	50S ribosomal protein L21
V1006779	Triosephosphate isomerase
V1200606	Outer membrane porin F precursor
V1017254	1%2C4-alpha-glucan branching enzyme GlgB
V1580709	30S ribosomal protein S21
V1617431	hypothetical protein
V1041482	50S ribosomal protein L13
V1103188	Collagen triple helix repeat (20 copies)
V1105054	Adenylosuccinate lyase
V1584408	30S ribosomal protein S13
V1290734	Translation initiation factor IF-2
V1103087	Alanine--tRNA ligase
V1049300	50S ribosomal protein L21
V1376608	50S ribosomal protein L5
V1882035	GTP-binding protein EngA
V1008256	Elongation factor Ts
V1052992	Polyketide synthase PksJ
V1008740	bifunctional preprotein translocase subunit SecD/SecF
V1295293	zinc/cadmium-binding protein
V1008253	50S ribosomal protein L13
V1201618	Formate acetyltransferase
V1241133	L-lactate dehydrogenase 2
V1334851	co-chaperonin GroES
V1827936	TonB-linked outer membrane protein%2C SusC/RagA family
V1295076	Pyruvate%2C phosphate dikinase
V1391945	product=Deoxyuridine 5'-triphosphate nucleotidohydrolase
V1056338	putative DNA-binding protein
V1564166	Fimbrial subunit type 1 precursor
V1104194	hypothetical protein
V1039856	Alkyl hydroperoxide reductase subunit C
V1102935	hypothetical protein
V1102993	Phosphotransferase enzyme family protein
V1173881	cell division suppressor protein YneA
V1000093	Putative penicillin-binding protein PbpX
V1076330	Helix-destabilizing protein
V1899938	hypothetical protein
V1113449	Pyruvate kinase
V1073959	Glycogen phosphorylase
V1036203	CTP synthase
V1103157	Alanine--tRNA ligase
V1103580	hypothetical protein
V1603144	Listeria-Bacteroides repeat domain (List_Bact_rpt)
V1013735	50S ribosomal protein L4
V1069273	ATP synthase subunit alpha
V1111563	DNA protection during starvation protein
V1008252	SusD family protein
V1039744	Chaperone protein ClpB
V1141932	PTS system mannose-specific EIIC component
V1044143	30S ribosomal protein S20
V1334933	hypothetical protein
V1073864	Lactose phosphotransferase system repressor
V1381763	Glucosamine kinase GspK
V1073573	Ribose-phosphate pyrophosphokinase
V1017130	hypothetical protein
V1104574	GMP synthase [glutamine-hydrolyzing]
V1000603	Putative Holliday junction resolvase
V1075411	Vegetative protein 19
V1073539	Long-chain-fatty-acid--CoA ligase FadD15
V1125222	Ribose-5-phosphate isomerase A
V1007888	Cytosol non-specific dipeptidase
V1527233	50S ribosomal protein L7/L12
V1015291	putative PEP-CTERM system TPR-repeat lipoprotein
V1073182	Threonine--tRNA ligase 2
V1463690	hypothetical protein
V1072122	Riboflavin biosynthesis protein RibF
V1103197	Phosphoglucomutase
V1177974	Vegetative protein 296
V1463123	Response regulator ArlR
V1022240	putative endopeptidase Spr precursor
V1035998	F-ATPase epsilon subunit
V1104691	Anaerobic ribonucleoside-triphosphate reductase
V1041145	Trehalose import ATP-binding protein SugC
V1394176	PTS system galactitol-specific EIIC component
V1000625	Helix-turn-helix domain protein
V1075953	50S ribosomal protein L24
V1011836	DNA-directed RNA polymerase subunit beta'
V1102642	Bifunctional protein GlmU
V1851966	Internalin-J precursor
V1581223	Helix-destabilizing protein
V1017131	preprotein translocase subunit SecE
V1576790	HSP-70 cofactor
V1043208	F-type ATPase subunit delta
V1039810	V-type ATP synthase subunit E
V1000025	hypothetical protein
V1185346	Translation initiation factor IF-3
V1201892	Inner membrane lipoprotein YiaD precursor
V1041687	Cadmium%2C cobalt and zinc/H(+)-K(+) antiporter
V1000326	Threonine--tRNA ligase
V1011255	Glucosamine-6-phosphate deaminase 1
V1017771	hypothetical protein
V1469282	Glutathione transport system permease protein GsiC
V1000009	50S ribosomal protein L15
V1000828	ATP-dependent zinc metalloprotease FtsH
V1190092	Desulfoferrodoxin
V1010322	Oxidative stress genes repressor
V1013737	50S ribosomal protein L2
V1020074	Anti-anti-sigma-B factor
V1342448	Putative HMP/thiamine import ATP-binding protein YkoD
V1075018	DNA-directed RNA polymerase subunit alpha
V1081849	NADH oxidase
V1107826	30S ribosomal protein S19
V1265357	Galactokinase
V1008707	Outer membrane protein MIP precursor
V1036877	Formate--tetrahydrofolate ligase 1
V1830888	repeat
V1268476	CBS domain protein
V1016293	hypothetical protein
V1335163	General stress protein CTC
V1199942	Peptidase family M28
V1464177	DNA-directed RNA polymerase subunit alpha
V1142964	30S ribosomal protein S6
V1166772	putative glutamine synthetase 2
V1014340	hypothetical protein
V1052386	Tyrosine recombinase XerC
V1000604	hypothetical protein
V1247112	Chromosome partition protein Smc
V1007060	Glyceraldehyde-3-phosphate dehydrogenase
V1141045	Putative glycosyltransferase EpsH
V1010072	Outer membrane porin F precursor
V1345232	50S ribosomal protein L10
V1000124	30S ribosomal protein S20
V1000564	Cell division protein FtsZ
V1839158	Flagellin
V1102810	4-alpha-glucanotransferase
V1157549	hypothetical protein
V1899933	Acetate kinase
V1265462	Heat shock protein 70-2
V1166796	Lyzozyme M1 (1%2C4-beta-N-acetylmuramidase)
V1542216	hypothetical protein
V1000574	Septation ring formation regulator EzrA
V1102526	hypothetical protein
V1295001	PII-type proteinase precursor
V1392067	Ribonucleoside-diphosphate reductase subunit beta nrdF2
V1159777	L-ribulose-5-phosphate 4-epimerase
V1268240	Pullulanase
V1827699	SusD family protein
V1381895	Trehalose import ATP-binding protein SugC
V1105057	zinc/cadmium-binding protein
V1409457	Guanine/hypoxanthine permease PbuO
V1011045	F-type ATPase subunit b
V1042141	30S ribosomal protein S4
V1103557	Leucine--tRNA ligase
V1381099	F-ATPase gamma subunit
V1265661	DNA protection during starvation protein
V1342743	DNA topoisomerase 1
