Gene	category	Annotation	COGID
V1887290	J	IF-3 binds to the 30S ribosomal subunit and shifts the equilibrum between 70S ribosomes and their 50S and 30S subunits in favor of the free subunits, thus enhancing the availability of 30S subunits on which protein synthesis initiation begins (By similarity)	COG0290
V1032210	O	Activation of anaerobic ribonucleoside-triphosphate reductase under anaerobic conditions by generation of an organic free radical, using S-adenosylmethionine and reduced flavodoxin as cosubstrates to produce 5'-deoxy-adenosine (By similarity)	COG0602
V1033629	O	Acts as a chaperone (By similarity)	COG0443
V1032513	J	50s ribosomal protein L10	COG0244
V1032333	J	One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the body of the 30S subunit (By similarity)	COG0522
V1033682	S	L-ascorbate 6-phosphate lactonase	COG2220
V1033091	J	This protein is one of the early assembly proteins of the 50S ribosomal subunit, although it is not seen to bind rRNA by itself. It is important during the early stages of 50S assembly (By similarity)	COG0102
V1047240	G	PTS system sugar-specific permease component	COG3037
V1204335	S	5'-phosphate oxidase	COG3576
V1891370	C	d-lactate dehydrogenase	COG1052
V1047208	J	Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post- translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome (By similarity)	COG0480
V1212521	F	Probably involved in ribonucleotide reductase function (By similarity)	COG1780
V1032750	J	30S ribosomal protein S2	COG0052
V1032751	J	Associates with the EF-Tu.GDP complex and induces the exchange of GDP to GTP. It remains bound to the aminoacyl-tRNA.EF- Tu.GTP complex up to the GTP hydrolysis stage on the ribosome (By similarity)	COG0264
V1033306	O	Involved in protein export. Acts as a chaperone by maintaining the newly synthesized protein in an open conformation	COG0544
V1046993	C	Component of the F(0) channel, it forms part of the peripheral stalk, linking F(1) to F(0) (By similarity)	COG0711
V1033129	G	General (non sugar-specific) component of the phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS). This major carbohydrate active-transport system catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. Enzyme I transfers the phosphoryl group from phosphoenolpyruvate (PEP) to the phosphoryl carrier protein (HPr) (By similarity)	COG1080
V1032342	C	Produces ATP from ADP in the presence of a proton gradient across the membrane. The catalytic sites are hosted primarily by the beta subunits (By similarity)	COG0055
V1883114	J	ribosomal subunit Interface protein	COG1544
V1851961	O	ATP-dependent clp protease, ATP-binding subunit	COG0542
V1002229	L	Transposase (IS4 family	11HCS
V1032715	J	Catalyzes the attachment of glutamate to tRNA(Glu) in a two-step reaction glutamate is first activated by ATP to form Glu-AMP and then transferred to the acceptor end of tRNA(Glu) (By similarity)	COG0008
V1033428	G	pts system	COG3444
V1552800	J	Converts 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate into isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP) (By similarity)	COG0539
V1204587	D	DivIVA protein	COG3599
V1032829	J	30S ribosomal protein S1	COG0539
V1032631	G	(ABC) transporter	COG2182
V1033501	J	Binds directly to 16S ribosomal RNA (By similarity)	COG0268
V1047061	J	threonyL-tRNA synthetase	COG0441
V1046995	C	Produces ATP from ADP in the presence of a proton gradient across the membrane. The gamma chain is believed to be important in regulating ATPase activity and the flow of protons through the CF(0) complex (By similarity)	COG0224
V1884576	C	Produces ATP from ADP in the presence of a proton gradient across the membrane. The catalytic sites are hosted primarily by the beta subunits (By similarity)	COG0055
V1032825	U	The central subunit of the protein translocation channel SecYEG. Consists of two halves formed by TMs 1-5 and 6-10. These two domains form a lateral gate at the front which open onto the bilayer between TMs 2 and 7, and are clamped together by SecE at the back. The channel is closed by both a pore ring composed of hydrophobic SecY resides and a short helix (helix 2A) on the extracellular side of the membrane which forms a plug. The plug probably moves laterally to allow the channel to open. The ring and the pore may move independently (By similarity)	COG0201
V1884575	J	One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the body of the 30S subunit (By similarity)	COG0522
V1034213	G	Catalyzes the interconversion of 2-phosphoglycerate and 3-phosphoglycerate (By similarity)	COG0588
V1032826	F	Catalyzes the reversible transfer of the terminal phosphate group between ATP and AMP. Plays an important role in cellular energy homeostasis and in adenine nucleotide metabolism (By similarity)	COG0563
V1047264	P	DNA protection during starvation protein	COG0783
V1806595	G	pts system	COG1762
V1032814	J	Binds the lower part of the 30S subunit head. Binds mRNA in the 70S ribosome, positioning it for translation (By similarity)	COG0092
V1032815	J	Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs (By similarity)	COG0197
V1883385	F	Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides (By similarity)	COG0208
V1143661	S	Endoribonuclease that initiates mRNA decay (By similarity)	COG1418
V1592983	S	Rib/alpha-like repeat	10008
V1886313	O	Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins (By similarity)	COG0465
V1203355	O	ATP binding to DnaK triggers the release of the substrate protein, thus completing the reaction cycle. Several rounds of ATP-dependent interactions between DnaJ, DnaK and GrpE are required for fully efficient folding. Also involved, together with DnaK and GrpE, in the DNA replication of plasmids through activation of initiation proteins (By similarity)	COG0484
V1046991	C	it plays a direct role in the translocation of protons across the membrane (By similarity)	COG0356
V1047177	G	hydrolase family 65, central catalytic	COG1554
V1148992	L	Resolvase	COG2452
V1580955	O	Acts as a chaperone (By similarity)	COG0443
V1033559	G	Triose-phosphate isomerase	COG0149
V1163652	O	Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins (By similarity)	COG0465
V1033172	L	DNA-binding protein	COG0776
V1033133	M	Specifically methylates the N4 position of cytidine in position 1402 (C1402) of 16S rRNA (By similarity)	COG0275
V1032681	C	L-lactate dehydrogenase	COG0039
V1000642	G	Catalyzes the reversible conversion of 2- phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis (By similarity)	COG0148
V1033464	E	glutamine synthetase	COG0174
V1000596	O	Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions (By similarity)	COG0459
V1033261	S	Lpxtg-motif cell wall anchor domain protein	0Y44U
V1034296	E	acetolactate synthase	COG0028
V1883121	C	Produces ATP from ADP in the presence of a proton gradient across the membrane. The gamma chain is believed to be important in regulating ATPase activity and the flow of protons through the CF(0) complex (By similarity)	COG0224
V1000639	G	Glyceraldehyde-3-phosphate dehydrogenase	COG0057
V1851967	K	Negative regulator of class I heat shock genes (grpE- dnaK-dnaJ and groELS operons). Prevents heat-shock induction of these operons (By similarity)	COG1420
V1047294	M	Cell surface protein	11GRZ
V1032978	J	50S ribosomal protein l27	COG0211
V1883097	G	phosphohexose isomerase	COG0166
V1033902	G	Glyceraldehyde-3-phosphate dehydrogenase	COG0057
V1552772	G	Pyruvate kinase	COG3848
V1577228	O	Acts as a chaperone (By similarity)	COG0443
V1033493	J	30s ribosomal protein S16	COG0228
V1338881	J	30S ribosomal protein S21	COG0828
V1033444	O	Heat shock protein	COG0071
V1032309	O	Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions (By similarity)	COG0459
V1032527	O	Peptidase M22 Glycoprotease	COG1214
V1032514	J	Seems to be the binding site for several of the factors involved in protein synthesis and appears to be essential for accurate translation (By similarity)	COG0222
V1046994	C	F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation (By similarity)	COG0712
V1034179	G	Glyceraldehyde-3-phosphate dehydrogenase	COG0057
V1807974	O	Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine (By similarity)	COG0533
V1882317	J	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis (By similarity)	COG0050
V1033375	O	Involved in protein export. Acts as a chaperone by maintaining the newly synthesized protein in an open conformation	COG0544
V1033550	K	GntR Family Transcriptional Regulator	COG2188
V1338876	P	pyridine nucleotide-disulfide oxidoreductase	COG0446
V1047181	G	ABC transporter	COG1653
V1032374	H	Involved in the biosynthesis of D-alanyl-lipoteichoic acid (LTA). Catalyzes an ATP-dependent two-step reaction where it forms a high energy D-alanyl AMP intermediate and transfers the alanyl residues from AMP to Dcp (By similarity)	COG1020
V1684175	M	Membrane bOund o-acyl transferase mboat family protein	COG1696
V1552701	U	Required for the insertion and or proper folding and or complex formation of integral membrane proteins into the membrane. Involved in integration of membrane proteins that insert both dependently and independently of the Sec translocase complex, as well as at least some lipoproteins	COG0706
V1206514	F	Phosphoribosyl pyrophosphate synthase	COG0462
V1032397	L	Can catalyze the hydrolysis of ATP in the presence of single-stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs. It interacts with LexA causing its activation and leading to its autocatalytic cleavage (By similarity)	COG0468
V1828851	K	Participates in both the initiation and recycling phases of transcription. In the presence of the delta subunit, RNAP displays an increased specificity of transcription, a decreased affinity for nucleic acids, and an increased efficiency of RNA synthesis because of enhanced recycling (By similarity)	COG3343
V1033346	J	amino acids such as threonine, to avoid such errors, it has a posttransfer editing activity that hydrolyzes mischarged Thr-tRNA(Val) in a tRNA-dependent manner (By similarity)	COG0525
V1886281	S	Inherit from COG: Hemerythrin HHE cation binding domain protein	COG2461
V1033341	S	dak2 domain fusion protein ylov	COG1461
V1032371	V	Beta-lactamase class C related penicillin binding protein	COG1680
V1032807	J	One of the primary rRNA binding proteins, it binds directly near the 3'-end of the 23S rRNA, where it nucleates assembly of the 50S subunit (By similarity)	COG0087
V1464571	J	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis (By similarity)	COG0050
V1033740	K	regulatoR	COG2390
V1755566	S	5'-phosphate oxidase	COG3576
V1872751	M	Cell surface protein	11GRZ
V1032638	J	One of the essential components for the initiation of protein synthesis. Protects formylmethionyl-tRNA from spontaneous hydrolysis and promotes its binding to the 30S ribosomal subunits. Also involved in the hydrolysis of GTP during the formation of the 70S ribosomal complex (By similarity)	COG0532
V1163789	F	deoxynucleoside kinase	COG1428
V1032612	S	aggregation promoting protein	0YUHU
V1033650	S	NA	0Z1CQ
V1032372	M	D-alanyl-lipoteichoic acid biosynthesis protein DltD	COG3966
V1828860	S	Lpxtg-motif cell wall anchor domain protein	0Y34J
V1000638	K	regulatoR	COG2390
V1684156	J	lysyL-tRNA synthetase	COG1190
V1338860	J	Catalyzes the attachment of proline to tRNA(Pro) in a two-step reaction proline is first activated by ATP to form Pro- AMP and then transferred to the acceptor end of tRNA(Pro). As ProRS can inadvertently accommodate and process non-cognate amino acids such as alanine and cysteine, to avoid such errors it has two additional distinct editing activities against alanine. One activity is designated as 'pretransfer' editing and involves the tRNA(Pro)-independent hydrolysis of activated Ala-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Ala-tRNA(Pro). The misacylated Cys- tRNA(Pro) is not edited by ProRS (By similarity)	COG0442
V1032808	J	One of the primary rRNA binding proteins, this protein initially binds near the 5'-end of the 23S rRNA. It is important during the early stages of 50S assembly. It makes multiple contacts with different domains of the 23S rRNA in the assembled 50S subunit and ribosome (By similarity)	COG0088
V1806605	G	beta-phospho-glucomutase	COG0637
V1032641	L	Required for replicative DNA synthesis. This DNA polymerase also exhibits 3' to 5' exonuclease activity (By similarity)	COG2176
V1032809	J	One of the early assembly proteins it binds 23S rRNA. One of the proteins that surrounds the polypeptide exit tunnel on the outside of the ribosome. Forms the main docking site for trigger factor binding to the ribosome (By similarity)	COG0089
V1032984	J	Located at the back of the 30S subunit body where it stabilizes the conformation of the head with respect to the body (By similarity)	COG0098
V1886314	S	basic membrane	COG1744
V1885045	L	transposase IS116 IS110 IS902 family protein	COG3547
V1552805	T	Phoh family	COG1702
V1684119	L	Transposase	COG3328
V1032473	M	Catalyzes the addition of meso-diaminopimelic acid to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanyl-D-glutamate (UMAG) in the biosynthesis of bacterial cell-wall peptidoglycan (By similarity)	COG0769
V1149190	S	Conserved hypothetical protein 698	COG2855
V1032339	D	Rod shape-determining protein mreb	COG1077
V1032801	J	RNaseP catalyzes the removal of the 5'-leader sequence from pre-tRNA to produce the mature 5'-terminus. It can also cleave other RNA substrates such as 4.5S RNA. The protein component plays an auxiliary but essential role in vivo by binding to the 5'-leader sequence and broadening the substrate specificity of the ribozyme (By similarity)	COG0594
V1047277	D	replication-associated protein	COG1192
V1033426	G	PTS system mannose fructose sorbose family transporter subunit IID	COG3716
V1885167	G	PTS System	COG1440
V1034199	F	Catalyzes the conversion of dihydroorotate to orotate (By similarity)	COG0167
V1149298	L	transposase (IS4 family) protein	0XQ88
V1884278	G	Glycogen debranching enzyme	COG1523
V1032819	J	One of the proteins that surrounds the polypeptide exit tunnel on the outside of the subunit (By similarity)	COG0198
V1684155	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates (By similarity)	COG0085
V1033474	J	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis (By similarity)	COG0050
V1684154	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates (By similarity)	COG0086
V1552804	O	Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions (By similarity)	COG0459
V1033869	J	Elongation factor Tu GTP binding domain	COG0050
V1032528	S	acetyltransferase	COG0456
V1883305	S	NA	11NI8
V1032410	F	Catalyzes the ATP-dependent amination of UTP to CTP with either L-glutamine or ammonia as the source of nitrogen (By similarity)	COG0504
V1033490	J	This protein is located at the 30S-50S ribosomal subunit interface and may play a role in the structure and function of the aminoacyl-tRNA binding site (By similarity)	COG0335
V1162988	L	Inherit from COG: transposase	COG2826
V1891261	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates (By similarity)	COG0086
V1033347	M	phosphoglycerol transferase alkaline phosphatase superfamily protein	COG1368
V1033098	F	carbamoyl-phosphate synthetase glutamine chain	COG0505
V1033034	J	50s ribosomal protein L35	COG0291
V1047152	E	asparagine synthetase	COG0367
V1032218	P	phosphonate abc transporter	COG3638
V1033004	O	Enables the recognition and targeting of unfolded and aggregated proteins to the ClpC protease or to other proteins involved in proteolysis	COG4862
V1000134	O	Participates actively in the response to hyperosmotic and heat shock by preventing the aggregation of stress-denatured proteins, in association with DnaK and GrpE. It is the nucleotide exchange factor for DnaK and may function as a thermosensor. Unfolded proteins bind initially to DnaJ	COG0576
V1033276	J	amino acids such as valine, to avoid such errors it has two additional distinct tRNA(Ile)-dependent editing activities. One activity is designated as 'pretransfer' editing and involves the hydrolysis of activated Val-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Val-tRNA(Ile) (By similarity)	COG0060
V1000534	G	Catalyzes the interconversion of 2-phosphoglycerate and 3-phosphoglycerate (By similarity)	COG0588
V1033168	M	UTP-glucose-1-phosphate uridylyltransferase	COG1210
V1886198	E	glutamine synthetase	COG0174
V1032630	G	ABC transporter, ATP-binding protein	COG3839
V1882237	G	Aldolase	COG0191
V1000122	J	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis (By similarity)	COG0050
V1032792	M	Catalyzes the first step in hexosamine metabolism, converting fructose-6P into glucosamine-6P using glutamine as a nitrogen source (By similarity)	COG0449
V1887307	O	Metallo-Beta-Lactamase	COG0595
V1796878	P	phosphonate ABC transporter, periplasmic phosphonate-binding protein	COG3221
V1033728	S	Lysm domain protein	11U6T
V1808158	L	Inherit from COG: transposase	COG2826
V1034206	O	FeS assembly protein SUFB	COG0719
V1033170	I	Hydroxymethylglutaryl-CoA synthase	COG3425
V1890890	P	cation-transporting atpase	COG0474
V1684181	S	Transposase	11N3I
V1884638	G	Pyruvate kinase	COG3848
V1339929	C	L-lactate dehydrogenase	COG0039
V1032330	H	Catalyzes the ATP-dependent transfer of a sulfur to tRNA to produce 4-thiouridine in position 8 of tRNAs, which functions as a near-UV photosensor. Also catalyzes the transfer of sulfur to the sulfur carrier protein ThiS, forming ThiS-thiocarboxylate. This is a step in the synthesis of thiazole, in the thiamine biosynthesis pathway. The sulfur is donated as persulfide by IscS (By similarity)	COG0301
V1000116	G	Pyruvate kinase	COG3848
V1033848	F	Catalyzes a salvage reaction resulting in the formation of AMP, that is energically less costly than de novo synthesis (By similarity)	COG0503
V1033216	S	alkaline shock protein	COG1302
V1032381	C	Forms oxaloacetate, a four-carbon dicarboxylic acid source for the tricarboxylic acid cycle (By similarity)	COG2352
V1163759	S	basic membrane	COG1744
V1755580	C	Dehydrogenase	COG0039
V1032211	S	ATP-grasp	COG3919
V1202532	S	Lpxtg-motif cell wall anchor domain protein	0Y34J
V1755579	K	3'-5' exoribonuclease that releases 5'-nucleoside monophosphates and is involved in maturation of structured RNAs (By similarity)	COG0557
V1032206	O	Endothelin-converting enzyme 1	COG3590
V1033139	D	Rod shape-determining protein mreb	COG1077
V1886306	O	ATP-dependent Clp protease ATP-binding subunit	COG0542
V1872750	L	Transposase	COG3328
V1806647	L	DNA primase is the polymerase that synthesizes small RNA primers for the Okazaki fragments on both template strands at replication forks during chromosomal DNA synthesis (By similarity)	COG0358
V1032303	I	Diacylglycerol kinase	COG1597
V1033392	E	Cysteine desulfurase	COG0520
V1796915	G	pullulanase, type i	COG1523
V1033542	F	Single strand-specific metallo-endoribonuclease involved in late-stage 70S ribosome quality control and in maturation of the 3' terminus of the 16S rRNA (By similarity)	COG0319
V1032337	D	cell division protein	COG0772
V1033050	C	(citrate (pro-3S)-lyase ligase	COG3053
V1796922	O	this subunit has chaperone activity. The binding of ATP and its subsequent hydrolysis by HslU are essential for unfolding of protein substrates subsequently hydrolyzed by HslV. HslU recognizes the N-terminal part of its protein substrates and unfolds these before they are guided to HslV for hydrolysis (By similarity)	COG1220
V1032822	J	Located at the back of the 30S subunit body where it stabilizes the conformation of the head with respect to the body (By similarity)	COG0098
V1032558	G	Catalyzes the conversion of glucosamine-6-phosphate to glucosamine-1-phosphate (By similarity)	COG1109
V1047060	E	ABC transporter	COG0747
V1033117	G	Phosphoketolase	COG3957
V1033565	K	Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released (By similarity)	COG0568
V1046989	O	Participates actively in the response to hyperosmotic and heat shock by preventing the aggregation of stress-denatured proteins, in association with DnaK and GrpE. It is the nucleotide exchange factor for DnaK and may function as a thermosensor. Unfolded proteins bind initially to DnaJ	COG0576
V1032769	S	Antibiotic biosynthesis monooxygenase	0Y2XH
V1884555	J	Is required not only for elongation of protein synthesis but also for the initiation of all mRNA translation through initiator tRNA(fMet) aminoacylation (By similarity)	COG0143
V1032395	S	Transcriptional regulator	COG1426
V1032679	L	transcriptioN-repair coupling factor	COG1197
V1032628	G	alpha amylase, catalytic region	COG0366
V1033099	F	dihydroorotase	COG0044
V1033302	U	The central subunit of the protein translocation channel SecYEG. Consists of two halves formed by TMs 1-5 and 6-10. These two domains form a lateral gate at the front which open onto the bilayer between TMs 2 and 7, and are clamped together by SecE at the back. The channel is closed by both a pore ring composed of hydrophobic SecY resides and a short helix (helix 2A) on the extracellular side of the membrane which forms a plug. The plug probably moves laterally to allow the channel to open. The ring and the pore may move independently (By similarity)	COG0201
V1884563	G	Phosphoglycerate kinase	COG0126
V1032563	C	phosphoenolpyruvate carboxykinase	0XT66
V1032592	F	Glutamine amido-transferase	COG0518
V1033250	S	Veg protein	COG4466
V1033514	J	Binds directly to 23S rRNA. The L1 stalk is quite mobile in the ribosome, and is involved in E site tRNA release (By similarity)	COG0081
V1684153	J	One of the primary rRNA binding proteins. Required for association of the 30S and 50S subunits to form the 70S ribosome, for tRNA binding and peptide bond formation. It has been suggested to have peptidyltransferase activity	COG0090
V1032699	E	aminopeptidase c	COG3579
V1806652	S	NA	0Z8F5
V1032301	J	Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in organisms which lack glutaminyl-tRNA synthetase. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu-tRNA(Gln) (By similarity)	COG0154
V1149059	V	Type III	COG3587
V1032228	M	Cell wall formation (By similarity)	COG1181
V1796843	G	Phosphoketolase	COG3957
V1047007	J	Glycyl-tRNA synthetase beta subunit	COG0751
V1032302	J	Allows the formation of correctly charged Asn-tRNA(Asn) or Gln-tRNA(Gln) through the transamidation of misacylated Asp- tRNA(Asn) or Glu-tRNA(Gln) in organisms which lack either or both of asparaginyl-tRNA or glutaminyl-tRNA synthetases. The reaction takes place in the presence of glutamine and ATP through an activated phospho-Asp-tRNA(Asn) or phospho-Glu-tRNA(Gln) (By similarity)	COG0064
V1684144	L	transposase	COG0675
V1033416	F	Essential for recycling GMP and indirectly, cGMP (By similarity)	COG0194
V1547338	O	Binds to Cpn60 in the presence of Mg-ATP and suppresses the ATPase activity of the latter (By similarity)	COG0234
V1047229	S	Lpxtg-motif cell wall anchor domain protein	0Y34J
V1032201	Q	Multicopper oxidase	COG2132
V1206519	F	Also displays a weak uracil phosphoribosyltransferase activity which is not physiologically significant (By similarity)	COG2065
V1032232	F	Phosphoribosyl pyrophosphate synthase	COG0462
V1033056	S	basic membrane	COG1744
V1032373	H	Involved in the biosynthesis of D-alanyl-lipoteichoic acid (LTA). Activated D-alanyl-Dcp donates its D-alanyl substituent to membrane-associated LTA (By similarity)	COG0236
V1032818	J	Binds to 23S rRNA. Forms part of two intersubunit bridges in the 70S ribosome (By similarity)	COG0093
V1424786	K	transcriptional regulatory protein	COG0217
V1032731	E	Catalyzes the reversible interconversion of serine and glycine with tetrahydrofolate (THF) serving as the one-carbon carrier. This reaction serves as the major source of one-carbon groups required for the biosynthesis of purines, thymidylate, methionine, and other important biomolecules. Also exhibits THF- independent aldolase activity toward beta-hydroxyamino acids, producing glycine and aldehydes, via a retro-aldol mechanism (By similarity)	COG0112
V1033427	G	PTS System	COG3715
V1033633	S	Lysm domain protein	11U6T
V1033614	J	Arginyl-tRNA synthetase	COG0018
V1883370	G	Glycogen debranching enzyme	COG1523
V1032713	J	Interacts with and stabilizes bases of the 16S rRNA that are involved in tRNA selection in the A site and with the mRNA backbone. Located at the interface of the 30S and 50S subunits, it traverses the body of the 30S subunit contacting proteins on the other side and probably holding the rRNA structure together. The combined cluster of proteins S8, S12 and S17 appears to hold together the shoulder and platform of the 30S subunit (By similarity)	COG0048
V1047215	E	Aminopeptidase	COG0308
V1162609	S	Membrane	11R75
V1032468	J	gtp-binding protein	COG0012
V1047070	M	penicillin-binding protein	COG0768
V1684088	L	Transposase	COG3328
V1101399	F	Catalyzes the conversion of inosine 5'-phosphate (IMP) to xanthosine 5'-phosphate (XMP), the first committed and rate- limiting step in the de novo synthesis of guanine nucleotides, and therefore plays an important role in the regulation of cell growth (By similarity)	COG0516
V1047113	T	serine threonine protein kinase	COG2815
V1032820	J	This is 1 of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance. In the 70S ribosome it contacts protein S13 of the 30S subunit (bridge B1b), connecting the 2 subunits	COG0094
V1883278	V	ABC transporter	COG1131
V1392216	O	Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions (By similarity)	COG0459
V1755585	L	DNA gyrase negatively supercoils closed circular double- stranded DNA in an ATP-dependent manner and also catalyzes the interconversion of other topological isomers of double-stranded DNA rings, including catenanes and knotted rings (By similarity)	COG0187
V1032824	J	Binds to the 23S rRNA (By similarity)	COG0200
V1047236	O	ATP-dependent clp protease, ATP-binding subunit	COG0542
V1032407	M	Catalyzes the last two sequential reactions in the de novo biosynthetic pathway for UDP-N-acetylglucosamine (UDP- GlcNAc). The C-terminal domain catalyzes the transfer of acetyl group from acetyl coenzyme A to glucosamine-1-phosphate (GlcN-1-P) to produce N-acetylglucosamine-1-phosphate (GlcNAc-1-P), which is converted into UDP-GlcNAc by the transfer of uridine 5- monophosphate (from uridine 5-triphosphate), a reaction catalyzed by the N-terminal domain (By similarity)	COG1207
V1033782	G	Pyruvate kinase	COG3848
V1032299	L	DNA ligase that catalyzes the formation of phosphodiester linkages between 5'-phosphoryl and 3'-hydroxyl groups in double-stranded DNA using NAD as a coenzyme and as the energy source for the reaction. It is essential for DNA replication and repair of damaged DNA (By similarity)	COG0272
V1047301	S	Lpxtg-motif cell wall anchor domain protein	0Y34J
V1000040	F	(Anaerobic) ribonucleoside-triphosphate reductase	COG1328
V1033121	G	PTS System	126BH
V1033391	O	feS assembly ATPase SufC	COG0396
V1552781	L	Required for replicative DNA synthesis. This DNA polymerase also exhibits 3' to 5' exonuclease activity (By similarity)	COG2176
V1755541	L	Transposase (IS4 family	11HCS
V1033101	F	Also displays a weak uracil phosphoribosyltransferase activity which is not physiologically significant (By similarity)	COG2065
V1033541	S	gatB Yqey	COG1610
V1032983	J	Involved in the binding of tRNA to the ribosomes (By similarity)	COG0051
