gene	geneProduct
V1086654	F-ATPase subunit 6
V1079717	Tyrosine recombinase XerC
V1083563	tRNA-specific 2-thiouridylase MnmA
V1409950	Taurine import ATP-binding protein TauB
V1007262	R3H domain protein
V1036191	Alkyl hydroperoxide reductase subunit C
V1899904	EIIAB-Man
V1368195	Putative L%2CD-transpeptidase LppS precursor
V1008595	co-chaperonin GroES
V1082103	ATP-dependent Clp protease ATP-binding subunit ClpC
V1723814	Fe(3+) ions import ATP-binding protein FbpC
V1037047	Trigger factor
V1083647	Glyceraldehyde-3-phosphate dehydrogenase
V1038310	putative distant relative of cell wall-associated hydrolases
V1549573	co-chaperonin GroES
V1383841	50S ribosomal protein L10
V1082705	Phosphoenolpyruvate carboxykinase [ATP]
V1019613	Glyceraldehyde-3-phosphate dehydrogenase
V1687757	hypothetical protein
V1019461	ATP synthase subunit beta
V1723592	30S ribosomal protein S16
V1007273	sortase
V1899842	D-lactate dehydrogenase
V1362785	maltose ABC transporter periplasmic protein
V1723595	hypothetical protein
V1078981	putative periplasmic serine endoprotease DegP-like precursor
V1080741	Putative metal chaperone YciC
V1037868	hypothetical protein
V1464364	Glyceraldehyde-3-phosphate dehydrogenase
V1239597	Dark-response protein 21
V1445176	Ribulose-phosphate 3-epimerase
V1198630	hypothetical protein
V1007264	DNA gyrase subunit B
V1157772	Translation initiation factor IF-3
V1191179	Dark-response protein 21
V1723076	hypothetical protein
V1239708	hypothetical protein
V1687756	preprotein translocase subunit SecY
V1108326	Maltodextrin phosphorylase
V1012495	hypothetical protein
V1037443	hypothetical protein
V1806808	Xylulose-5-phosphate/fructose-6-phosphate phosphoketolase
V1151601	Glyceraldehyde-3-phosphate dehydrogenase
V1154084	Stress protein H5
V1484106	Heat shock protein 70
V1084821	co-chaperonin GroES
V1704987	hypothetical protein
V1724122	30S ribosomal protein S15
V1079719	Elongation factor Tu
V1173143	cell division protein MraZ
V1053762	hypothetical protein
V1723441	Curved DNA-binding protein
V1237403	Transaldolase
V1265596	F-type ATPase subunit b
V1036261	Inner membrane ABC transporter permease protein YcjP
V1458477	30S ribosomal protein S16
V1430170	Putative L%2CD-transpeptidase LppS precursor
V1201914	hypothetical protein
V1099394	Maltose transport system permease protein MalG
V1016652	F-ATPase gamma subunit
V1849102	Ribonuclease G
V1195096	30S ribosomal protein S2
V1035957	Maltose-binding periplasmic proteins/domains
V1013919	hypothetical protein
V1036042	Pyruvate%2C phosphate dikinase
V1012945	hypothetical protein
V1723160	hypothetical protein
V1036976	Anaerobic ribonucleoside-triphosphate reductase
V1806795	Glyceraldehyde-3-phosphate dehydrogenase
V1705123	hypothetical protein
V1006685	Chaperone protein ClpB 1
V1036497	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1012313	Bifunctional (p)ppGpp synthase/hydrolase relA
V1085154	hypothetical protein
V1010852	Ribose operon repressor
V1291721	Pyrimidine-specific ribonucleoside hydrolase RihA
V1265314	Elongation factor Tu
V1364027	maltose ABC transporter periplasmic protein
V1020162	50S ribosomal protein L29
V1383974	30S ribosomal protein S1
V1440555	F-type ATPase subunit b
V1553792	RNA polymerase-binding transcription factor CarD
V1394405	hypothetical protein
V1403539	hypothetical protein
V1035994	Formate acetyltransferase
V1344807	Transposase
V1464737	hypothetical protein
V1016072	DNA replication initiation protein gpA
V1081108	DNA protection during starvation protein
V1011667	hypothetical protein
V1104365	Phosphomethylpyrimidine synthase
V1038252	F-ATPase gamma subunit
V1015427	Phosphoenolpyruvate carboxylase
V1012188	hypothetical protein
V1032287	hypothetical protein
V1013906	Alpha-amylase precursor
V1529154	Heat shock protein 70
V1301559	hypothetical protein
V1899941	co-chaperonin GroES
V1267333	putative monoacyl phosphatidylinositol tetramannoside-binding protein LpqW precursor
V1167633	NADH dehydrogenase
V1409436	Serine/threonine-protein kinase PknB
V1081232	Formate acetyltransferase 1
V1198623	DNA-directed RNA polymerase subunit beta'
V1079670	Thioredoxin reductase
V1049012	Pyruvate dehydrogenase E1 component subunit alpha
V1529905	Stress protein H5
V1049010	Dihydrolipoyl dehydrogenase
V1049051	Putative 2-aminoethylphosphonate-binding periplasmic protein precursor
V1386117	Elongation factor Ts
V1150346	hypothetical protein
V1705007	preprotein translocase subunit SecY
V1172547	hypothetical protein
V1445419	Pyruvate kinase
V1498668	Adenylosuccinate synthetase
V1723531	Chaperone protein ClpB
V1012818	Acyl-CoA dehydrogenase%2C short-chain specific
V1348573	30S ribosomal protein S5
V1168094	50S ribosomal protein L6
V1013178	Lactaldehyde reductase
V1014147	hypothetical protein
V1009594	Hydroxyethylthiazole kinase
V1079745	hypothetical protein
V1012497	putative sensor histidine kinase TcrY
V1080576	Aspartate carbamoyltransferase regulatory chain
V1403101	Phosphoglycerate kinase
V1498789	hypothetical protein
V1072887	C4-dicarboxylate anaerobic carrier
V1049011	Pyruvate dehydrogenase E1 component subunit beta
V1687755	30S ribosomal protein S10
V1009590	DNA polymerase I%2C thermostable
V1266138	Anaerobic ribonucleoside-triphosphate reductase
V1079718	Ribosome hibernation promoting factor
V1553878	1%2C4-alpha-glucan branching enzyme GlgB
V1232264	hypothetical protein
V1078971	Ferritin
V1007275	Cell division protein CrgA
V1383863	hypothetical protein
V1687738	Leucine--tRNA ligase
V1531649	hypothetical protein
V1168807	Translation initiation factor IF-1
V1574725	ATP synthase subunit alpha
V1031976	Xylulose-5-phosphate/fructose-6-phosphate phosphoketolase
V1049457	Chaperone protein ClpB 1
V1265462	Heat shock protein 70-2
V1037189	putative bacteriocin transport accessory protein
V1458517	Transaldolase
V1013250	Cold shock protein CspC
V1108186	Cold shock protein CspC
V1009629	putative transcriptional regulatory protein/MSMEI_2866
V1445315	hypothetical protein
V1124095	hypothetical protein
V1050902	30S Ribosomal protein S1
V1819293	hypothetical protein
V1302040	putative septation inhibitor protein
V1265423	hypothetical protein
V1819269	50S ribosomal protein L2
V1104524	Penicillin-binding protein 1*
V1012582	Lipid II:glycine glycyltransferase
V1016074	capsid protein
V1037336	Aldehyde-alcohol dehydrogenase
V1752456	putative ABC transporter ATP-binding protein YheS
V1430683	putative oxidoreductase/MSMEI_1564
V1687689	RNA polymerase principal sigma factor HrdB
V1723096	putative periplasmic iron-binding protein precursor
V1276525	Formate acetyltransferase
V1384358	Transcriptional repressor NrdR
V1037079	Putative HMP/thiamine permease protein YkoE
V1386205	HSP-70 cofactor
V1037687	Stress protein H5
V1051534	Fimbrial subunit type 1 precursor
V1141462	Glutamate--tRNA ligase
V1020161	hypothetical protein
V1011227	hypothetical protein
V1172076	Trehalose import ATP-binding protein SugC
V1585395	putative vancomycin resistance protein
V1723469	50S ribosomal protein L5
V1081606	HSP-70 cofactor
V1199871	cell division protein MraZ
V1009677	Lysylphosphatidylglycerol biosynthesis bifunctional protein LysX
V1053019	Translation initiation factor IF-2
V1200468	hypothetical protein
V1203949	Pyridoxamine 5'-phosphate oxidase
V1011153	Long-chain-fatty-acid--CoA ligase FadD15
V1514150	hypothetical protein
V1007250	Lipopolysaccharide kinase (Kdo/WaaP) family protein
V1012542	Glucose-6-phosphate isomerase
V1367740	4-alpha-glucanotransferase
V1007259	hypothetical protein
V1036212	Maltose transport system permease protein MalF
V1084103	hypothetical protein
V1723300	Putative peptidoglycan binding domain protein
V1175702	hypothetical protein
V1527344	Formate acetyltransferase
V1049217	Heat shock protein 70
V1162245	Maltodextrin phosphorylase
V1834880	maltose ABC transporter periplasmic protein
V1527021	Pyruvate kinase
V1043926	Ribosome-associated factor Y
V1368901	Maltose/maltodextrin-binding protein precursor
V1010849	Evolved beta-galactosidase subunit alpha
V1036861	Ribose-phosphate pyrophosphokinase
V1371652	hypothetical protein
V1009508	Ribosome-binding ATPase YchF
V1247052	Phosphoglycerate kinase
V1103660	Formate acetyltransferase
V1008438	putative periplasmic serine endoprotease DegP-like precursor
V1103744	hypothetical protein
V1037188	putative bacteriocin transport accessory protein
V1237384	Polyphosphate glucokinase
V1313916	putative endopeptidase p60 precursor
V1200931	50S ribosomal protein L16
V1429095	Pyruvate%2C phosphate dikinase
V1704984	Phosphomethylpyrimidine synthase
V1000122	Elongation factor Tu
V1347762	30S ribosomal protein S16
V1036259	4-alpha-glucanotransferase
V1012192	Glycogen accumulation regulator GarA
V1400633	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
V1584633	N-acetylmuramoyl-L-alanine amidase domain-containing protein precursor
V1198631	Bacterial Ig-like domain (group 3)
V1237432	F-type ATPase subunit delta
V1085691	2-deoxystreptamine N-acetyl-D-glucosaminyltransferase
V1464571	Elongation factor Tu-B
V1036520	hypothetical protein
V1420720	hypothetical protein
V1203913	PTS system mannose-specific EIIC component
V1524571	Putative prophage phiRv2 integrase
V1009597	hypothetical protein
V1126753	Metalloregulation DNA-binding stress protein
V1013205	Long-chain-fatty-acid--CoA ligase FadD15
V1266647	Stress protein H5
V1345638	hypothetical protein
V1198702	Muramidase-2 precursor
V1158372	ATP synthase subunit beta
V1104057	Lysine--tRNA ligase
V1110978	hypothetical protein
V1151522	hypothetical protein
V1723086	hypothetical protein
V1011154	hypothetical protein
V1870024	repeat
V1123410	hypothetical protein
V1016073	minor spike protein
V1007249	F5/8 type C domain protein
V1203547	Transposase
V1007256	CCA-adding enzyme
V1007271	Penicillin-binding protein A
V1198772	Allantoate amidohydrolase
V1334788	potassium transport protein Kup
V1081354	Thioredoxin-M
V1145315	DNA-directed RNA polymerase subunit alpha
V1391997	hypothetical protein
V1139266	Riboflavin biosynthesis protein RibF
V1554020	Cyclodextrin-binding protein precursor
V1013918	hypothetical protein
V1079557	Triosephosphate isomerase
V1116679	Heat shock protein 70-2
V1617969	30S ribosomal protein S16
V1083364	Chaperone protein DnaJ
V1355546	N-acetylmuramoyl-L-alanine amidase domain-containing protein precursor
V1008890	ATP-dependent Clp protease ATP-binding subunit ClpC
V1000639	Glyceraldehyde-3-phosphate dehydrogenase
V1007260	putative chromosome-partitioning protein ParB
V1009642	Carbamoyl-phosphate synthase large chain
V1080320	Desulfoferrodoxin
V1013907	GMP synthase [glutamine-hydrolyzing]
V1016241	Vegetative protein 19
V1430373	30S ribosomal protein S6
V1036343	hyperosmolarity resistance protein Ebh
V1705021	putative DNA helicase
V1036479	Serine/threonine-protein kinase PknB
V1016291	pyridoxamine 5'-phosphate oxidase%2C FMN-binding family
V1238902	Bifunctional protein GlmU
V1036121	Phosphoenolpyruvate-protein phosphotransferase
V1827935	Transposase
V1006110	50S ribosomal protein L24
V1085355	hypothetical protein
V1554160	50S ribosomal protein L6
V1687735	putative hydrolase of the alpha/beta superfamily protein
V1041625	Stress protein H5
V1266177	Nickel-binding periplasmic protein precursor
V1419064	Thiol-activated cytolysin
V1819326	Pullulanase precursor
V1574554	F-ATPase epsilon subunit
V1009263	hypothetical protein
V1232468	Lipid-binding protein
V1705041	N-acetylmuramoyl-L-alanine amidase domain-containing protein precursor
V1604018	50S ribosomal protein L2
V1723089	N-acetylglucosamine repressor
V1068939	1%2C4-alpha-glucan branching enzyme GlgB
V1003219	Inorganic pyrophosphatase
V1329254	hypothetical protein
V1036274	DivIVA domain protein
V1009262	Putative transcriptional regulator YvhJ
V1010393	Enolase
V1037518	50S ribosomal protein L7/L12
V1154617	Polyphosphate glucokinase
V1013881	Pyruvate kinase
V1080540	preprotein translocase subunit SecA
V1157274	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
V1080590	hypothetical protein
V1482582	hypothetical protein
V1383886	F-type ATPase subunit delta
V1053544	hypothetical protein
V1007270	PP2C-family Ser/Thr phosphatase
V1036755	Phenylalanine--tRNA ligase beta subunit
V1334707	hypothetical protein
V1365642	30S ribosomal protein S8
V1080055	ATP-dependent zinc metalloprotease FtsH
V1072108	FHA domain protein
V1009240	Peptidoglycan synthase FtsI precursor
V1105454	Modification methylase HaeIII
V1819273	O-acetyltransferase OatA
V1498898	hypothetical protein
V1246962	50S ribosomal protein L16
V1012312	Deoxyuridine 5'-triphosphate nucleotidohydrolase
V1075934	50S ribosomal protein L10
V1192245	RNA polymerase-binding transcription factor CarD
V1687672	FK506-binding protein
V1011909	Inositol-3-phosphate synthase
V1139070	Fimbrial subunit type 1 precursor
V1152048	putative outer membrane protein
V1000546	Maltose/maltodextrin-binding protein precursor
V1080622	Pyruvate%2C phosphate dikinase
V1168024	putative periplasmic iron-binding protein precursor
V1104054	Neopullulanase 2
V1082002	hypothetical protein
V1687721	Maltodextrin-binding protein MdxE precursor
V1037524	Elongation factor Tu
V1007252	Serine/threonine-protein kinase PknE
V1391839	L-arabinose transport system permease protein AraQ
V1119368	Phenylalanine--tRNA ligase alpha subunit
V1035966	Aldehyde-alcohol dehydrogenase
V1080472	putative PEP-CTERM system TPR-repeat lipoprotein
V1483059	Putative HMP/thiamine import ATP-binding protein YkoD
V1705114	Listeria-Bacteroides repeat domain (List_Bact_rpt)
V1198681	hypothetical protein
V1036258	L-arabinose transport system permease protein AraQ
V1190614	D-proline reductase proprotein PrdA
V1036203	CTP synthase
V1036477	DNA-directed RNA polymerase subunit alpha
V1007255	hypothetical protein
V1009685	putative HTH-type transcriptional regulator YurK
V1009635	Stage III sporulation protein E
V1151702	FK506-binding protein
V1014545	hypothetical protein
V1363130	Maltodextrin-binding protein MdxE precursor
V1007265	DNA gyrase subunit A
V1044248	Septum formation initiator
V1050626	Trigger factor
V1266152	hypothetical protein
V1084431	Fructose-bisphosphate aldolase
V1238895	protoporphyrinogen oxidase
V1145023	Glycogen phosphorylase
V1013795	Nucleoside triphosphate pyrophosphohydrolase
V1036210	L-arabinose transport system permease protein AraQ
V1464526	Dipeptide-binding protein DppE precursor
V1015967	Putative HMP/thiamine permease protein YkoE
V1237649	putative periplasmic or secreted protein
V1036252	Major Facilitator Superfamily protein
V1002465	Elongation factor Tu
V1006063	50S ribosomal protein L13
V1037711	DNA recombination protein RmuC
V1052203	preprotein translocase subunit SecA
V1612527	putative ABC transporter ATP-binding protein YjjK
V1048761	Dipeptide-binding protein DppE precursor
V1037423	ATP synthase subunit alpha
V1723099	putative transcriptional regulatory protein TcrX
V1036882	Phosphoribosylformylglycinamidine synthase
V1014150	Glutamine synthetase 1
V1419680	HSP-70 cofactor
V1014914	Phenylalanine--tRNA ligase alpha subunit
V1836803	Beta-N-acetylhexosaminidase precursor
V1589969	hypothetical protein
V1020102	DNA-directed RNA polymerase subunit alpha
V1036776	DNA polymerase III subunit beta
V1009517	Guanosine-5'-triphosphate%2C3'-diphosphate pyrophosphatase
V1010320	putative FAD-linked oxidoreductase
V1009680	N5-carboxyaminoimidazole ribonucleotide mutase
V1035899	PTS system N-acetylgalactosamine-specific EIIC component 1
V1266287	ATP-dependent Clp protease proteolytic subunit 1
V1145034	hypothetical protein
V1007257	hypothetical protein
V1385880	Phosphotransferase enzyme family protein
V1036773	DNA gyrase subunit B
V1036127	potassium transport protein Kup
V1106264	Fimbrial subunit type 1 precursor
V1485202	putative Sugar-binding Domain protein
V1216836	hypothetical protein
V1856844	hypothetical protein
V1402554	Alkyl hydroperoxide reductase subunit F
V1010957	Xaa-Pro aminopeptidase 1
V1421267	50S ribosomal protein L11
V1080234	TonB-linked outer membrane protein%2C SusC/RagA family
V1514151	hypothetical protein
V1266170	Phosphoenolpyruvate carboxylase
V1548199	D-lactate dehydrogenase
V1012446	50S ribosomal protein L13
V1516610	Alkyl hydroperoxide reductase subunit C
V1723447	repeat
V1045082	DNA-binding protein HU
V1081589	protein TolR
V1009679	N5-carboxyaminoimidazole ribonucleotide synthase
V1054565	hypothetical protein
V1009238	Ribosomal RNA small subunit methyltransferase H
V1011929	putative PEP-CTERM system TPR-repeat lipoprotein
V1391939	Fructose-bisphosphate aldolase
V1015550	hypothetical protein
V1106673	Adenylosuccinate synthetase
V1445428	hypothetical protein
V1037765	hypothetical protein
V1084288	putative ribose-5-phosphate isomerase B
V1098956	50S ribosomal protein L21
V1009637	Phosphoribosylaminoimidazole-succinocarboxamide synthase
V1501533	hypothetical protein
V1032104	Putative amidase domain protein
V1036735	DNA-directed RNA polymerase subunit beta'
V1138581	DNA gyrase subunit A
V1532508	Heat shock protein F84.1
V1035935	NADPH azoreductase
V1012219	L-lactate dehydrogenase 2
V1178384	Elongation factor G
V1083503	Elongation factor G
V1035952	Trehalose import ATP-binding protein SugC
V1009586	Glycogen debranching enzyme
V1006235	Adenylate kinase
V1010955	Long-chain-fatty-acid--CoA ligase FadD15
V1197036	Pathogen-specific membrane antigen
V1498486	Carbamoyl-phosphate synthase large chain
V1014818	Pathogen-specific membrane antigen
V1834913	Aminopeptidase E
V1006798	High temperature protein G
V1036454	Beta-galactosidase
V1368264	Maltose transport system permease protein MalG
V1006265	30S ribosomal protein S20
V1017600	30S ribosomal protein S2
V1445268	putative transcriptional regulatory protein pdtaR
V1070407	Maltodextrin-binding protein
V1012194	hypothetical protein
V1034170	30S ribosomal protein S13
V1009261	Membrane-bound protein LytR
V1723813	Listeria-Bacteroides repeat domain (List_Bact_rpt)
V1011229	Tetratricopeptide repeat
V1036111	Adenylosuccinate synthetase
V1012543	Autolytic lysozyme
V1723217	putative ABC transporter ATP-binding protein YheS
V1145663	Elongation factor G
V1301883	Polyphosphate glucokinase
V1381025	hypothetical protein
V1182881	ribosomal-protein-alanine acetyltransferase
V1704981	sn-glycerol-3-phosphate transport system permease protein UgpA
V1505246	hypothetical protein
V1705121	hypothetical protein
V1483194	Zinc import ATP-binding protein ZnuC
V1517862	co-chaperonin GroES
V1687720	hypothetical protein
V1705148	repeat
V1083105	Iron-regulated outer membrane proteins
V1687743	Pullulanase precursor
V1009689	N-acetylglucosamine repressor
V1239693	putative glutamine synthetase 2
V1529981	DNA protection during starvation protein
V1084736	Cell division inhibitor MinD
V1619237	30S ribosomal protein S3
V1009266	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
V1267327	hypothetical protein
V1037884	hypothetical protein
V1081635	hypothetical protein
V1009244	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
V1080200	N-acetylglucosamine repressor
V1081470	Phosphoglycerate kinase
V1012379	Flavodoxin
V1049950	V-type ATP synthase subunit I
V1151941	hypothetical protein
V1265857	hypothetical protein
V1368546	protoporphyrinogen oxidase
V1055790	Heat shock protein 70
V1073305	Anaerobic ribonucleoside-triphosphate reductase
V1080152	Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase
V1080316	TonB-linked outer membrane protein%2C SusC/RagA family
V1357039	hypothetical protein
V1705172	repeat
V1087726	NAD-specific glutamate dehydrogenase
V1104845	repeat
V1705113	hypothetical protein
V1084360	DNA-damage-inducible protein F
V1010953	Excinuclease ABC subunit A
V1110922	Cold shock protein CspC
V1079834	hypothetical protein
V1013189	DNA polymerase III subunit alpha
V1173213	hypothetical protein
V1400405	Lipoate-protein ligase LplJ
V1881461	Galactofuranosyl transferase GlfT2
V1923947	hypothetical protein
V1049953	V-type ATP synthase alpha chain
V1430223	Ammonia transporter
V1013972	Inosine-5'-monophosphate dehydrogenase
V1080473	DNA gyrase subunit A
V1010844	3-hexulose-6-phosphate isomerase
V1408929	Hexagonal wall protein
V1017093	ATP-dependent RNA helicase RhlE
V1197579	Ketobutyrate formate-lyase
V1806812	recombination factor protein RarA
V1007272	Serine/threonine-protein kinase PknA
V1301588	Elongation factor G
V1553936	putative sensor histidine kinase pdtaS
V1017254	1%2C4-alpha-glucan branching enzyme GlgB
V1018186	Flavodoxin
V1526141	Phenylalanine--tRNA ligase beta subunit
V1618422	Ribose-phosphate pyrophosphokinase
V1009512	Putative thiamine biosynthesis protein
V1724135	DivIVA domain repeat protein
V1014148	Phosphoglucosamine mutase
V1186152	hypothetical protein
V1036493	Serine/threonine-protein kinase PknL
V1040548	Fumarate reductase flavoprotein subunit precursor
V1409814	Putative phenylalanine aminotransferase
V1043505	hypothetical protein
V1182165	Fructose-bisphosphate aldolase
V1428999	Phosphoglycerol transferase%2C alkaline phosphatase superfamily
V1036344	Fimbrial subunit type 1 precursor
V1006057	hypothetical protein
V1051694	Stress protein H5
V1081571	Pyruvate-flavodoxin oxidoreductase
V1007951	Elongation factor Ts
V1167098	hypothetical protein
V1195460	Resuscitation-promoting factor Rpf2 precursor
V1012498	hypothetical protein
V1009243	UDP-N-acetylmuramoylalanine--D-glutamate ligase
V1431208	Proline racemase
V1704923	Alcohol dehydrogenase 1
V1301519	ABC-2 type transporter
V1009707	putative NADH oxidase
V1704990	ABC-type xylose transport system%2C periplasmic component
V1037426	Inner membrane protein YbhL
V1383867	hypothetical protein
V1084588	ATP synthase subunit beta
V1301343	Oligoribonuclease
V1017646	Bifunctional protein PyrR
V1705042	Proline--tRNA ligase
V1318362	50S ribosomal protein L15
V1524769	Hexagonal wall protein
V1009690	Beta-hexosaminidase
V1445347	DNA-directed RNA polymerase subunit beta'
V1385698	putative ATP-dependent Clp protease ATP-binding subunit
V1302071	30S ribosomal protein S16
V1436124	Cell division protein FtsZ
V1175548	Glycogen accumulation regulator GarA
V1012189	ski2-like helicase
V1239640	hypothetical protein
V1201618	Formate acetyltransferase
V1386575	Glycogen accumulation regulator GarA
V1603503	Internalin-A precursor
V1353094	Sporulation transcription regulator WhiA
V1036378	Uridylate kinase
V1239585	hypothetical protein
V1411967	hypothetical protein
V1036155	hypothetical protein
V1362573	FHA domain protein
V1039744	Chaperone protein ClpB
V1158487	Sialidase precursor
V1334914	Cell division protein FtsW
V1593466	Stress protein H5
V1849131	Kojibiose phosphorylase
V1385524	hypothetical protein
V1301872	co-chaperonin GroES
V1088514	putative metal-binding protein
V1554143	4-alpha-glucanotransferase
V1009518	Branched-chain-amino-acid aminotransferase
V1084763	UDP-glucose 4-epimerase
V1200630	hypothetical protein
V1420704	aminoimidazole riboside kinase
V1037409	Antiholin-like protein LrgA
V1014517	pyrroloquinoline quinone biosynthesis protein PqqE
V1513968	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
V1834906	hypothetical protein
V1069215	Heat shock protein 70
V1401460	hypothetical protein
V1000545	Maltose transport system permease protein MalF
V1080285	Fructose-bisphosphate aldolase class 2
V1430318	putative outer membrane protein
V1198703	N-acetylmuramoyl-L-alanine amidase
V1302665	Stress protein H5
V1009071	Pullulanase precursor
V1137087	Transketolase
V1141566	hypothetical protein
V1201612	N-acetylglucosamine repressor
V1036489	30S ribosomal protein S6
V1385993	Fe(3+) ions import ATP-binding protein FbpC
V1301350	Pseudouridine kinase
V1087418	Rubrerythrin
V1080791	2-amino-3-ketobutyrate coenzyme A ligase
V1239647	Elongation factor G
V1051661	ATP-dependent zinc metalloprotease FtsH
V1202303	putative RNA-binding protein (contains KH domain)
V1078978	hypothetical protein
V1081587	hypothetical protein
V1081152	hypothetical protein
V1290408	Alkyl hydroperoxide reductase subunit C
V1367590	Elongation factor Ts
V1036070	DNA gyrase subunit B
V1079714	Malate dehydrogenase
V1086186	putative hydrolase
V1012641	Adenylosuccinate lyase
V1169826	Chaperone protein ClpB 1
V1012195	Prolipoprotein diacylglyceryl transferase
V1129137	putative protein containing a divergent version of the methyl-accepting chemotaxis-like domain protein
V1724899	Chaperone protein ClpB
V1051389	Ribonuclease Y
V1080153	DnaJ-like protein DjlA
V1036367	hypothetical protein
V1266183	Hemolysin C
V1267334	Elongation factor 4
V1736985	Maltodextrin phosphorylase
V1018651	F-type ATPase subunit b
V1705011	F-ATPase epsilon subunit
V1010963	N-acetylglucosamine repressor
V1007247	putative arabinose-binding protein precursor
V1036115	HSP-70 cofactor
V1145239	50S ribosomal protein L10
V1177040	hypothetical protein
V1106693	Tromp-1
V1080792	putative epimerase/dehydratase
V1526900	Class three stress gene repressor
V1085217	2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase
V1486060	hypothetical protein
V1265468	Replicative DNA helicase
V1009745	Arginine-binding extracellular protein ArtP precursor
V1013271	hypothetical protein
V1014151	pheromone autoinducer 2 transporter
V1036907	hypothetical protein
V1195651	Elongation factor Ts
V1011665	Lipid A export ATP-binding/permease protein MsbA
V1107390	Aspartate--tRNA ligase
V1687745	Methionine--tRNA ligase
V1482530	30S ribosomal protein S1
V1016067	repeat
V1172882	hypothetical protein
V1583678	Aldehyde-alcohol dehydrogenase
V1141291	NAD-specific glutamate dehydrogenase
V1074897	Putative HMP/thiamine permease protein YkoE
V1166924	Heat shock protein 70
V1541158	major spike protein
V1051485	Heat shock protein 70
V1830873	Phosphoglucomutase
V1115308	ATP-dependent zinc metalloprotease FtsH
V1301798	hypothetical protein
V1036235	Ascorbate-specific PTS system EIIC component
V1363539	Pyridoxamine 5'-phosphate oxidase
V1819260	Acetyl-CoA acetyltransferase
V1051551	Putative HMP/thiamine import ATP-binding protein YkoD
V1194354	30S ribosomal protein S12
V1053780	hypothetical protein
V1052467	DNA-directed RNA polymerase subunit alpha
V1080052	hypothetical protein
V1487283	hypothetical protein
V1574858	Carbamoyl-phosphate synthase large chain
V1015429	Tryptophan--tRNA ligase 2
V1151363	Teichoic acid translocation permease protein TagG
V1089643	hypothetical protein
V1036422	Long-chain-fatty-acid--CoA ligase FadD15
V1687718	putative glutamine synthetase 2
V1012187	UTP--glucose-1-phosphate uridylyltransferase
V1052208	Chromosomal replication initiator protein DnaA
V1368972	hypothetical protein
V1081766	MG2 domain protein
V1084289	Transketolase
