gene	geneProduct
V1007076	Maltose-binding periplasmic proteins/domains
V1007469	DNA gyrase subunit B
V1141291	NAD-specific glutamate dehydrogenase
V1065484	Stage V sporulation protein G
V1687090	preprotein translocase subunit SecY
V1190266	flagellar capping protein
V1065454	hypothetical protein
V1051284	Phosphocarrier protein HPr
V1139507	Lipoyl synthase
V1190158	hypothetical protein
V1190636	bacteriocin biosynthesis cyclodehydratase%2C SagC family
V1075903	Helix-destabilizing protein
V1196189	hypothetical protein
V1006879	Anaerobic ribonucleoside-triphosphate reductase
V1499584	DNA-binding protein HU
V1007952	Ribosome-releasing factor
V1141794	hypothetical protein
V1501661	30S ribosomal protein S16
V1413633	Pyridoxamine 5'-phosphate oxidase
V1612079	Translation initiation factor IF-2
V1194952	hypothetical protein
V1042010	zinc/cadmium-binding protein
V1011271	putative transcriptional regulatory protein/MSMEI_2866
V1191244	Chaperone protein ClpB
V1068294	Anaerobic ribonucleoside-triphosphate reductase
V1139660	Alkyl hydroperoxide reductase subunit C
V1067914	Tromp-1
V1603712	hypothetical protein
V1016072	DNA replication initiation protein gpA
V1042435	Glyceraldehyde-3-phosphate dehydrogenase 1
V1011157	Inorganic pyrophosphatase
V1235913	ATP synthase subunit alpha
V1007967	Glutamine transport ATP-binding protein GlnQ
V1200931	50S ribosomal protein L16
V1067114	Thioredoxin reductase
V1012356	hypothetical protein
V1345614	NADP-dependent isopropanol dehydrogenase
V1010685	Alkyl hydroperoxide reductase subunit C
V1067579	Flagellar hook-length control protein FliK
V1157905	Inner membrane protein YjiY
V1355409	Dephospho-CoA kinase
V1066641	Vegetative protein 19
V1516610	Alkyl hydroperoxide reductase subunit C
V1068288	Aldehyde-alcohol dehydrogenase
V1391939	Fructose-bisphosphate aldolase
V1067581	Flagellar hook protein FlgE
V1200297	50S ribosomal protein L10
V1016291	pyridoxamine 5'-phosphate oxidase%2C FMN-binding family
V1067088	Fructose-bisphosphate aldolase
V1018179	50S ribosomal protein L3
V1067562	DNA protection during starvation protein
V1012818	Acyl-CoA dehydrogenase%2C short-chain specific
V1016241	Vegetative protein 19
V1736926	Ammonia transporter
V1065438	Stress protein H5
V1008226	DNA-binding protein HB1
V1104025	Trigger factor
V1087475	hypothetical protein
V1067115	Alkyl hydroperoxide reductase subunit C
V1011843	Elongation factor Tu
V1356737	Ferrous iron uptake protein
V1066927	Pyruvate%2C phosphate dikinase
V1167012	hypothetical protein
V1501153	DNA protection during starvation protein
V1530479	Purine nucleoside receptor A
V1065506	SigL modulation protein
V1146440	DNA-binding protein HU
V1036641	zinc/cadmium-binding protein
V1066655	hypothetical protein
V1007949	Long-chain-fatty-acid--CoA ligase FadD15
V1051831	Phosphoenolpyruvate carboxykinase [ATP]
V1203621	transposase%2C IS605 OrfB family
V1006885	hypothetical protein
V1170003	hypothetical protein
V1440477	hypothetical protein
V1074319	Maltodextrin-binding protein MdxE precursor
V1239784	50S ribosomal protein L7/L12
V1047561	zinc/cadmium-binding protein
V1014111	Pathogen-specific membrane antigen
V1421267	50S ribosomal protein L11
V1105705	Fimbrial subunit type 1 precursor
V1421911	hypothetical protein
V1736883	hypothetical protein
V1008217	hypothetical protein
V1265314	Elongation factor Tu
V1560909	Putative L%2CD-transpeptidase LppS precursor
V1007473	Glycogen accumulation regulator GarA
V1009346	protoporphyrinogen oxidase
V1041146	2-dehydropantoate 2-reductase
V1006096	hypothetical protein
V1190908	hypothetical protein
V1006934	DNA-directed RNA polymerase subunit beta
V1016074	capsid protein
V1176945	hypothetical protein
V1038361	Elongation factor Tu
V1139749	Glycine/sarcosine/betaine reductase complex component C subunit beta
V1159199	hypothetical protein
V1603406	putative HTH-type transcriptional regulator
V1105021	Vegetative protein 19
V1066656	FlgN protein
V1067061	Threonine--tRNA ligase 2
V1171477	hypothetical protein
V1356590	hypothetical protein
V1084383	hypothetical protein
V1190145	hypothetical protein
V1006933	DNA-directed RNA polymerase subunit beta'
V1065923	ATP synthase subunit beta%2C sodium ion specific
V1014360	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1007970	hypothetical protein
V1736921	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
V1013130	C4-dicarboxylate anaerobic carrier
V1013710	maltose ABC transporter periplasmic protein
V1138745	Pathogen-specific membrane antigen
V1885910	hypothetical protein
V1139386	50S ribosomal protein L27
V1594957	hypothetical protein
V1345423	Putative endo-beta-N-acetylglucosaminidase precursor
V1369292	Putative endo-beta-N-acetylglucosaminidase precursor
V1069547	Collagen adhesin precursor
V1344678	Dipeptidase
V1462237	50S ribosomal protein L2
V1065539	Ferrous iron transport protein B
V1083584	hypothetical protein
V1044143	30S ribosomal protein S20
V1265423	hypothetical protein
V1367500	Outer membrane porin F precursor
V1066663	Flagellar hook-associated protein 1
V1052248	Alkyl hydroperoxide reductase subunit C
V1295411	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
V1190635	hypothetical protein
V1070848	putative NADH oxidase
V1548926	hypothetical protein
V1010454	hypothetical protein
V1353230	hypothetical protein
V1008406	Glutathione import ATP-binding protein GsiA
V1138926	Vegetative protein 209
V1010682	DNA protection during starvation protein
V1375370	Flagellin
V1565449	Threonine--tRNA ligase 2
V1176746	Carbamoyl-phosphate synthase large chain
V1106732	hypothetical protein
V1203298	Trehalose import ATP-binding protein SugC
V1066661	Flagellar assembly factor FliW
V1017113	DNA-binding protein HRm
V1560498	NAD-specific glutamate dehydrogenase
V1008391	putative transcriptional regulatory protein pdtaR
V1407962	hypothetical protein
V1067099	6-phosphofructokinase
V1008596	hypothetical protein
V1564210	Rib/alpha/Esp surface antigen repeat
V1007444	Serine/threonine-protein kinase PrkC
V1068038	Putative cell wall binding repeat 2
V1011268	preprotein translocase subunit YajC
V1181275	Adhesin YadA precursor
V1194949	hypothetical protein
V1073600	Lipopolysaccharide export system ATP-binding protein LptB
V1050626	Trigger factor
V1562682	Carbon starvation protein A
V1268374	DivIVA domain protein
V1010450	Maltose transport system permease protein MalF
V1012174	CTP synthase
V1440258	hypothetical protein
V1687049	Phosphomethylpyrimidine synthase
V1036735	DNA-directed RNA polymerase subunit beta'
V1007211	hypothetical protein
V1007968	Aspartate--tRNA ligase
V1065457	hypothetical protein
V1410142	Alkyl hydroperoxide reductase subunit C
V1421752	hypothetical protein
V1013966	Pyridoxamine 5'-phosphate oxidase
V1015220	30S ribosomal protein S2
V1603901	hypothetical protein
V1084422	Flavodoxin
V1040289	Vegetative protein 19
V1200084	Heat shock protein 70
V1065494	DNA-binding protein HU
V1139669	Putative 2-aminoethylphosphonate-binding periplasmic protein precursor
V1102799	Oligopeptide-binding protein AmiA precursor
V1009350	Adenylosuccinate synthetase
V1881259	Phenylalanine--tRNA ligase beta subunit
V1151462	DivIVA domain protein
V1617519	EIICBA-Glc
V1065869	hypothetical protein
V1171079	hypothetical protein
V1295007	Valine--tRNA ligase
V1036042	Pyruvate%2C phosphate dikinase
V1007436	Tyrosine--tRNA ligase
V1006927	ATPase involved in DNA repair
V1199729	putative ATP-dependent Clp protease ATP-binding subunit
V1103566	DNA polymerase III subunit alpha
V1065335	Elongation factor Ts
V1157549	hypothetical protein
V1379850	hypothetical protein
V1100384	hypothetical protein
V1068964	Cell division protein FtsZ
V1065916	Phase 1-C flagellin
V1736897	Glycogen debranching enzyme
V1018451	Phosphocarrier protein HPr
V1351559	hypothetical protein
V1013296	Phosphoenolpyruvate carboxylase
V1011164	Ribonucleoside-diphosphate reductase subunit alpha 2
V1197020	Formate acetyltransferase 1
V1618038	Collagen adhesin precursor
V1010687	Calcium-transporting ATPase
V1065580	DNA-directed RNA polymerase subunit alpha
V1015262	Glycerate dehydrogenase
V1442666	Putative endo-beta-N-acetylglucosaminidase precursor
V1265661	DNA protection during starvation protein
V1301930	50S ribosomal protein L7/L12
V1616703	hypothetical protein
V1007845	Pyruvate formate-lyase 1-activating enzyme
V1008227	Bifunctional (p)ppGpp synthase/hydrolase relA
V1517548	hypothetical protein
V1068470	Elongation factor P
V1016073	minor spike protein
V1162062	Glutaredoxin-like protein NrdH
V1066642	30S ribosomal protein S7
V1007853	Long-chain-fatty-acid--CoA ligase FadD15
V1175702	hypothetical protein
V1334709	hypothetical protein
V1547561	Putative transcriptional regulator YvhJ
V1199653	Serine protease Do-like HtrB
V1067945	hypothetical protein
V1139481	NADP-reducing hydrogenase subunit HndC
V1011090	Putative peptidyl-prolyl cis-trans isomerase Cbf2 precursor
V1295260	Glucosyltransferase-SI precursor
V1011847	Phosphate-binding protein PstS 2 precursor
V1066936	hypothetical protein
V1099710	Maltodextrin-binding protein
V1108186	Cold shock protein CspC
V1380123	Na(+)-translocating ATPase gamma chain
V1110978	hypothetical protein
V1065317	Flagellar motor switch protein FliN
V1067450	30S ribosomal protein S20
V1239646	hypothetical protein
V1006746	transport protein TonB
V1197037	hypothetical protein
V1065552	Arginine deiminase
V1067905	Acetate kinase
V1042452	50S ribosomal protein L21
V1006685	Chaperone protein ClpB 1
V1139372	NADP-dependent malic enzyme
V1011850	Aminopeptidase C
V1065456	Chemotaxis protein CheV
V1687755	30S ribosomal protein S10
V1334724	putative periplasmic serine endoprotease DegP-like precursor
V1012038	Pullulanase precursor
V1065558	Phosphoenolpyruvate-protein phosphotransferase
V1035994	Formate acetyltransferase
V1065535	Putative serine protease HtrA
V1232264	hypothetical protein
V1399623	hypothetical protein
V1373715	ATP-dependent zinc metalloprotease FtsH 4
V1463791	Type IV secretory pathway%2C VirD4 components
V1008637	Recombinase A
V1463658	Anaerobic sulfatase-maturating enzyme
V1464212	hypothetical protein
V1052940	hypothetical protein
V1082351	Acetylornithine aminotransferase
V1066631	Uracil phosphoribosyltransferase
V1065363	Chemotaxis protein methyltransferase
V1008712	Tromp-1
V1050687	hypothetical protein
V1067576	putative ATP synthase YscN
V1723757	50S ribosomal protein L21
V1014080	Elongation factor G
V1020247	50S ribosomal protein L31 type B
V1010263	putative protein involved in outer membrane biogenesis
V1008929	Glyceraldehyde-3-phosphate dehydrogenase A
V1006889	Glutamine synthetase 1
V1103554	Glyceraldehyde-3-phosphate dehydrogenase
V1009359	acidobacterial duplicated orphan permease
V1013253	Elongation factor Tu
V1200468	hypothetical protein
V1355466	hypothetical protein
V1140067	Oleate hydratase
V1108041	hypothetical protein
V1008394	Phosphate acetyltransferase
V1007470	DNA gyrase subunit A
V1547928	Hexagonal wall protein
V1065542	hypothetical protein
V1007861	Tromp-1
V1069717	hypothetical protein
V1066652	50S ribosomal protein L11
V1013250	Cold shock protein CspC
V1463657	hypothetical protein
V1617102	Collagen adhesin precursor
V1008589	hypothetical protein
V1200513	Rod shape-determining protein MreB
V1464364	Glyceraldehyde-3-phosphate dehydrogenase
V1069716	Gamma-DL-glutamyl hydrolase precursor
V1041145	Trehalose import ATP-binding protein SugC
V1357591	Nickel uptake substrate-specific transmembrane region
V1068111	hypothetical protein
V1923947	hypothetical protein
V1010448	4-alpha-glucanotransferase
V1065938	Helix-destabilizing protein
V1010071	50S ribosomal protein L19
V1053762	hypothetical protein
V1482530	30S ribosomal protein S1
V1736962	hypothetical protein
V1067072	Lysine--tRNA ligase
V1239597	Dark-response protein 21
V1355202	hypothetical protein
V1724279	maltose ABC transporter periplasmic protein
V1007969	Histidine--tRNA ligase
V1011995	Glucose-6-phosphate isomerase
V1138783	2-aminoethylphosphonate ABC transporter substrate-binding protein
V1065515	preprotein translocase subunit SecA
V1137055	Pullulanase precursor
V1334707	hypothetical protein
V1105010	Multiple sugar-binding protein precursor
V1358948	putative phage-associated protein
V1104013	hypothetical protein
V1334911	30S ribosomal protein S2
V1140704	preprotein translocase subunit SecA
V1423037	Elongation factor Ts
V1737000	Pullulanase precursor
V1071928	hypothetical protein
V1294726	hypothetical protein
V1006101	hypothetical protein
V1109828	pyridoxamine 5'-phosphate oxidase%2C FMN-binding family
V1066643	30S ribosomal protein S12
V1137087	Transketolase
V1108617	Signal peptidase I S
V1366716	Flagellin
V1040497	50S ribosomal protein L10
V1066585	Pathogen-specific membrane antigen
V1065349	50S ribosomal protein L20
V1065326	Chemotaxis protein CheA
V1065374	dihydroxyacetone kinase
V1073182	Threonine--tRNA ligase 2
V1145051	Pyruvate formate-lyase 1-activating enzyme
V1007453	Serine/threonine-protein kinase PknE
V1067571	DNA topoisomerase 1
V1389977	heat shock chaperone IbpB
V1040500	preprotein translocase subunit SecE
V1723362	Thiol-activated cytolysin
V1104973	Gas vesicle protein
V1009110	hypothetical protein
V1583550	Nitrogen fixation protein RnfC
V1154930	Modulator of FtsH protease HflK
V1328549	hypothetical protein
V1381984	hypothetical protein
V1008409	Methionine--tRNA ligase
V1066613	product=enterobactin exporter EntS
V1007446	RNA polymerase principal sigma factor HrdB
V1066659	flagellar protein FlaG
V1065337	Polymer-forming cytoskeletal
V1166828	hypothetical protein
V1229971	hypothetical protein
V1290770	adaptor protein
V1011748	Ribonucleoside-diphosphate reductase 2 subunit beta
V1036477	DNA-directed RNA polymerase subunit alpha
V1899904	EIIAB-Man
V1839575	hypothetical protein
V1067466	preprotein translocase subunit YajC
V1190637	hypothetical protein
V1010293	50S ribosomal protein L20
V1067921	Asparagine--tRNA ligase
V1012671	V-type sodium pump subunit B
V1013795	Nucleoside triphosphate pyrophosphohydrolase
V1436794	Maltose-binding periplasmic proteins/domains
V1065544	putative PEP-CTERM system TPR-repeat lipoprotein
V1140578	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
V1007477	Penicillin-binding protein A
V1013300	hypothetical protein
V1881191	hypothetical protein
V1012771	50S ribosomal protein L21
V1358470	Formate acetyltransferase 1
V1103253	sortase
V1183080	CAAX amino terminal protease self- immunity
V1066917	Alanine--tRNA ligase
V1013123	Phosphoglucomutase
V1017567	DNA protection during starvation protein 1
V1190199	Putative endo-beta-N-acetylglucosaminidase precursor
V1011533	hypothetical protein
V1065469	hypothetical protein
V1140576	Acetoin:2%2C6-dichlorophenolindophenol oxidoreductase subunit alpha
V1103095	Polyribonucleotide nucleotidyltransferase
V1145548	30S ribosomal protein S1
V1190854	Methyl-accepting chemotaxis protein 4
V1066147	Cob(I)yrinic acid a%2Cc-diamide adenosyltransferase
V1065550	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1194993	Putative endo-beta-N-acetylglucosaminidase precursor
V1068298	Chaperone protein YajL
V1044523	hypothetical protein
V1068449	Methyl-accepting chemotaxis protein 4
V1582926	Flagellin
V1728061	30S ribosomal protein S2
V1017738	Ribonuclease Y
V1194946	Distal rod protein
V1067454	Heat shock protein 70
V1827425	Cellulosome-anchoring protein precursor
V1431685	preprotein translocase subunit YajC
V1065504	hypothetical protein
V1017115	Triosephosphate isomerase
V1737002	ABC transporter glutamine-binding protein GlnH precursor
V1295046	Maltose operon transcriptional repressor
V1066649	hypothetical protein
V1522831	hypothetical protein
V1268448	30S ribosomal protein S15
V1442447	hypothetical protein
V1008396	GMP synthase [glutamine-hydrolyzing]
V1073959	Glycogen phosphorylase
V1074576	Pyruvate kinase
V1588267	selenium metabolism protein YedF
V1007475	PP2C-family Ser/Thr phosphatase
V1736952	Pullulanase precursor
V1075321	Acyl-CoA dehydrogenase
V1075171	Stress protein H5
V1009707	putative NADH oxidase
V1139893	Cyclic pyranopterin monophosphate synthase
V1465050	hypothetical protein
V1065347	Translation initiation factor IF-3
V1375517	Outer membrane porin F precursor
V1295293	zinc/cadmium-binding protein
V1200373	sn-glycerol-3-phosphate import ATP-binding protein UgpC
V1042141	30S ribosomal protein S4
V1723592	30S ribosomal protein S16
V1010393	Enolase
V1201501	Putative endo-beta-N-acetylglucosaminidase precursor
V1736940	Proline--tRNA ligase
V1011162	Glutaredoxin-like protein NrdH
V1102643	hypothetical protein
V1068287	serine/threonine protein kinase
V1103565	putative glutamine synthetase 2
V1420975	C4-dicarboxylate anaerobic carrier
V1341888	flagellar capping protein
V1011929	putative PEP-CTERM system TPR-repeat lipoprotein
V1391839	L-arabinose transport system permease protein AraQ
V1065353	Translation initiation factor IF-2
V1463690	hypothetical protein
V1018135	Helix-destabilizing protein
V1008623	hypothetical protein
V1467431	Carbamoyl-phosphate synthase large chain
V1066175	hypothetical protein
V1008210	hypothetical protein
V1180184	Hep_Hag
V1368484	Putative cell wall binding repeat 2
V1018383	putative transaldolase
V1066150	Serine--tRNA ligase
V1010431	50S ribosomal protein L27
V1190262	Autolysin
V1617969	30S ribosomal protein S16
V1065517	Distal rod protein
V1113709	Lysine--tRNA ligase
V1013124	hypothetical protein
V1203474	hypothetical protein
V1066615	hypothetical protein
V1067560	Triosephosphate isomerase
V1066653	hypothetical protein
V1105522	potassium transport protein Kup
V1052455	Copper outer membrane regulator
V1065935	Bifunctional oligoribonuclease and PAP phosphatase NrnA
V1068490	C4-dicarboxylate anaerobic carrier
V1159101	co-chaperonin GroES
V1144908	Heat shock protein 70-2
V1265517	Trehalose import ATP-binding protein SugC
V1337358	Thiol-activated cytolysin
V1070409	hypothetical protein
V1290782	Putative endo-beta-N-acetylglucosaminidase precursor
V1509759	pyridoxamine 5'-phosphate oxidase%2C FMN-binding family
V1431754	Outer membrane protein P4
V1067037	Alcohol dehydrogenase 1
V1065446	50S ribosomal protein L19
V1015219	Elongation factor Ts
V1018977	Dipeptide-binding protein
V1006935	Dihydroorotate dehydrogenase (quinone)
V1075112	putative secreted protein
V1182165	Fructose-bisphosphate aldolase
V1295076	Pyruvate%2C phosphate dikinase
V1012770	putative ribosomal protein
V1386220	Glutamine synthetase
V1010216	Putative HMP/thiamine permease protein YkoE
V1018798	Tetracycline resistance protein TetM from transposon TnFO1
V1009617	50S ribosomal protein L33 2
V1011262	hypothetical protein
V1367103	putative distant relative of cell wall-associated hydrolases
V1042607	50S ribosomal protein L17
V1006794	hypothetical protein
V1032060	Transaldolase
V1036337	hypothetical protein
V1042057	6-phosphofructokinase
V1010275	50S ribosomal protein L28
V1065463	Arginine--tRNA ligase
V1232318	hypothetical protein
V1547417	Putative endo-beta-N-acetylglucosaminidase precursor
V1111738	co-chaperonin GroES
V1381333	Ribonuclease J 1
V1017114	preprotein translocase%2C SecG subunit
V1182618	HTH-type transcriptional repressor GlcR
V1014673	Dipeptidase
V1013881	Pyruvate kinase
V1202158	30S ribosomal protein S9
V1006672	50S ribosomal protein L9
V1065358	Polyribonucleotide nucleotidyltransferase
V1065945	hypothetical protein
V1139747	Thioredoxin reductase
V1081389	N-acetylmuramoyl-L-alanine amidase LytC precursor
V1107540	DNA-binding protein HU
V1019613	Glyceraldehyde-3-phosphate dehydrogenase
V1068446	6-pyruvoyl tetrahydropterin synthase-related domain protein
V1065336	Bifunctional xylanase/deacetylase precursor
V1065953	DUF based on E. rectale Gene description
V1015704	Formate acetyltransferase 1
V1066644	putative integral membrane protein
V1075198	putative RNA-binding protein (contains KH domain)
V1057876	hypothetical protein
V1066651	50S ribosomal protein L1
V1374204	Maltose phosphorylase
V1145959	Formate acetyltransferase 1
V1007451	Lipopolysaccharide kinase (Kdo/WaaP) family protein
V1576123	Penicillin-binding protein 1A/1B
V1041574	Fructose-bisphosphate aldolase
V1139364	Dihydrolipoyl dehydrogenase
V1067947	Cyclic di-GMP phosphodiesterase response regulator RpfG
V1017600	30S ribosomal protein S2
V1294715	hypothetical protein
V1586757	Putative 2-hydroxyacid dehydrogenase
V1458477	30S ribosomal protein S16
V1525717	Transcription-repair-coupling factor
V1008255	Vegetative protein 209
V1008392	DNA polymerase I
V1194354	30S ribosomal protein S12
V1687741	Maltodextrin-binding protein
V1201511	hypothetical protein
V1562478	Endo-1%2C4-beta-xylanase A precursor
V1504541	heme uptake protein IsdC
V1006063	50S ribosomal protein L13
V1137049	putative addiction module killer protein
V1036497	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1066657	Flagellar protein FliS
V1140209	Ribonuclease Y
V1153024	hypothetical protein
V1007219	30S ribosomal protein S20
V1020434	Fructose-bisphosphate aldolase
V1010232	Cell division protein FtsZ
V1172947	DNA-binding protein HU
V1006936	Penicillin-binding protein 1A/1B
V1103248	bifunctional preprotein translocase subunit SecD/SecF
V1563335	Aldehyde-alcohol dehydrogenase
V1018397	30S ribosomal protein S1
V1139338	putative nicotinate-nucleotide adenylyltransferase
V1049897	hypothetical protein
V1114810	ATPase involved in DNA repair
V1190263	CTP synthase
V1065581	hypothetical protein
V1482700	preprotein translocase subunit SecA
V1059590	hypothetical protein
V1180210	Maltose/maltodextrin-binding protein precursor
V1067066	putative diguanylate cyclase YedQ
V1069966	50S ribosomal protein L25
V1515408	Stress protein H5
V1465010	PTS system maltose- and glucose-specific EIICB component
V1035999	ATP synthase subunit beta
V1036144	hypothetical protein
V1067441	D-alanyl-lipoteichoic acid biosynthesis protein DltB
V1265299	hypothetical protein
V1010320	putative FAD-linked oxidoreductase
V1065316	Flagellar motor switch protein FliM
V1201611	hypothetical protein
V1050630	Rib/alpha/Esp surface antigen repeat
V1013899	Putative phenylalanine aminotransferase
V1066151	bifunctional preprotein translocase subunit SecD/SecF
V1104691	Anaerobic ribonucleoside-triphosphate reductase
V1199851	D-alanine--D-alanine ligase
V1554234	Mannitol-specific cryptic phosphotransferase enzyme IIA component
V1103286	Serine/threonine-protein kinase PknB
V1139794	Aminopeptidase E
V1010292	Translation initiation factor IF-3
V1040198	Stress protein H5
V1032287	hypothetical protein
V1065388	putative ribosomal protein
V1486060	hypothetical protein
V1036975	hypothetical protein
V1007433	Arginine repressor
V1011163	Putative NrdI-like protein
V1007055	hypothetical protein
V1462025	Chaperone protein ClpB
V1103285	Chromosomal replication initiator protein DnaA
V1016828	preprotein translocase subunit SecA
V1576114	Collagen adhesin precursor
V1585775	hypothetical protein
V1011230	Alkyl hydroperoxide reductase subunit C
V1499539	hypothetical protein
V1035935	NADPH azoreductase
V1167194	Gingipain R2 precursor
V1882043	hypothetical protein
V1329389	Pathogen-specific membrane antigen
V1499846	chromosome segregation protein SMC
V1013365	Xaa-Pro aminopeptidase 1
V1199981	hypothetical protein
V1622222	30S ribosomal protein S20
V1009516	Enolase
V1153974	hypothetical protein
V1041526	preprotein translocase subunit SecG
V1067915	Aminopeptidase C
V1485516	putative ferritin-1
V1066138	FeS cluster assembly protein SufB
V1579067	Octanoyl/lipoyl carrier protein
V1065383	Phosphopantetheine adenylyltransferase
V1104223	hypothetical protein
V1145023	Glycogen phosphorylase
V1015011	putative amino acid permease YhdG
V1359133	5'-nucleotidase%2C lipoprotein e(P4) family
V1874622	L-2%2C4-diaminobutyrate decarboxylase
V1196435	30S ribosomal protein S12
V1594579	Pathogen-specific membrane antigen
V1562943	Mg-chelatase subunit ChlD
V1065579	30S ribosomal protein S4
V1355514	Purine nucleotide synthesis repressor
V1008955	Serine--tRNA ligase
V1157573	hypothetical protein
V1042212	30S ribosomal protein S7
V1356591	hypothetical protein
V1035952	Trehalose import ATP-binding protein SugC
V1547502	putative outer membrane protein
V1084323	bacteriocin-associated integral membrane protein
V1066614	EIIAB-Man
V1074472	Uracil phosphoribosyltransferase
V1084971	hypothetical protein
V1103087	Alanine--tRNA ligase
V1011736	Elongation factor P
V1102785	putative NADH oxidase
V1103099	Isoleucine--tRNA ligase
V1137151	hypothetical protein
V1409431	30S ribosomal protein S4
V1068960	Cell division protein FtsA
V1008890	ATP-dependent Clp protease ATP-binding subunit ClpC
V1171281	Polyribonucleotide nucleotidyltransferase
V1007420	Ribosome-binding ATPase YchF
V1067462	Ribonuclease J 1
V1065339	Vegetative protein 12B
V1018912	Molybdenum-pterin-binding protein MopA
V1103525	Aldehyde-alcohol dehydrogenase
V1612125	hypothetical protein
