Gene	KEGG_module_number	Annotation
V1464364	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1042435	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1383824	M00239	Peptides/nickel transport system
V1018179	M00179	Ribosome, archaea
V1501533	M00178	Ribosome, bacteria
V1513839	M00197	Putative fructooligosaccharide transport system
V1806864	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1074483	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1084588	M00164	ATP synthase
V1237649	M00244	Putative zinc/manganese transport system
V1036872	M00005	PRPP biosynthesis, ribose 5P => PRPP
V1006265	M00178	Ribosome, bacteria
V1201556	M00183	RNA polymerase, bacteria
V1724279	M00197	Putative fructooligosaccharide transport system
V1110058	M00179	Ribosome, archaea
V1806816	M00335	Sec (secretion) system
V1705007	M00335	Sec (secretion) system
V1065437	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1232982	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1033039	M00207	Putative multiple sugar transport system
V1036567	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1383863	M00178	Ribosome, bacteria
V1036685	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1020434	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1445176	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
V1337292	M00179	Ribosome, archaea
V1487566	M00207	Putative multiple sugar transport system
V1036112	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1369096	M00179	Ribosome, archaea
V1370956	M00206	Cellobiose transport system
V1066925	M00239	Peptides/nickel transport system
V1436832	M00346	Formaldehyde assimilation, serine pathway
V1553939	M00178	Ribosome, bacteria
V1066927	M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type
V1294938	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
V1066614	M00276	PTS system, mannose-specific II component
V1036273	M00260	DNA polymerase III complex, bacteria
V1295076	M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type
V1036527	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1458477	M00178	Ribosome, bacteria
V1102328	M00179	Ribosome, archaea
V1239571	M00179	Ribosome, archaea
V1102799	M00239	Peptides/nickel transport system
V1704981	M00207	Putative multiple sugar transport system
V1036776	M00260	DNA polymerase III complex, bacteria
V1037420	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1020162	M00179	Ribosome, archaea
V1036364	M00233	Glutamate transport system
V1724150	M00178	Ribosome, bacteria
V1265555	M00127	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P
V1445267	M00083	Fatty acid biosynthesis, elongation
V1070068	M00335	Sec (secretion) system
V1234581	M00178	Ribosome, bacteria
V1036812	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1099912	M00248	Antibiotic transport system
V1036459	M00254	ABC-2 type transport system
V1036285	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1036735	M00183	RNA polymerase, bacteria
V1481186	M00178	Ribosome, bacteria
V1068294	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1317705	M00164	ATP synthase
V1160714	M00179	Ribosome, archaea
V1267333	M00239	Peptides/nickel transport system
V1484105	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
V1036960	M00035	Methionine degradation
V1341867	M00179	Ribosome, archaea
V1421267	M00179	Ribosome, archaea
V1036354	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1704984	M00127	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P
V1036523	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1528392	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
V1445193	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1363063	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD
V1363702	M00183	RNA polymerase, bacteria
V1036512	M00089	Triacylglycerol biosynthesis
V1496507	M00178	Ribosome, bacteria
V1181710	M00121	Heme biosynthesis, glutamate => protoheme/siroheme
V1203298	M00197	Putative fructooligosaccharide transport system
V1036249	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
V1113212	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1036156	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1036831	M00335	Sec (secretion) system
V1887142	M00164	ATP synthase
V1067560	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1036122	M00283	PTS system, ascorbate-specific II component
V1335255	M00120	Coenzyme A biosynthesis, pantothenate => CoA
V1196712	M00206	Cellobiose transport system
V1884213	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1409431	M00179	Ribosome, archaea
V1295411	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
V1013090	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1230285	M00260	DNA polymerase III complex, bacteria
V1036641	M00242	Zinc transport system
V1032059	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
V1036608	M00006	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
V1037446	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1011995	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1445274	M00179	Ribosome, archaea
V1178410	M00179	Ribosome, archaea
V1065922	M00164	ATP synthase
V1524496	M00179	Ribosome, archaea
V1069749	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
V1195096	M00179	Ribosome, archaea
V1019613	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1139467	M00178	Ribosome, bacteria
V1229971	M00179	Ribosome, archaea
V1527256	M00335	Sec (secretion) system
V1037043	M00367	C10-C20 isoprenoid biosynthesis, non-plant eukaryotes
V1099218	M00002	Glycolysis, core module involving three-carbon compounds
V1167759	M00002	Glycolysis, core module involving three-carbon compounds
V1383938	M00164	ATP synthase
V1880393	M00239	Peptides/nickel transport system
V1806844	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1065926	M00164	ATP synthase
V1237393	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1032287	M00178	Ribosome, bacteria
V1499253	M00346	Formaldehyde assimilation, serine pathway
V1446708	M00206	Cellobiose transport system
V1337316	M00183	RNA polymerase, bacteria
V1065580	M00183	RNA polymerase, bacteria
V1467358	M00179	Ribosome, archaea
V1041401	M00346	Formaldehyde assimilation, serine pathway
V1367804	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1587855	M00335	Sec (secretion) system
V1039813	M00159	V/A-type ATPase, prokaryotes
V1036779	M00335	Sec (secretion) system
V1038265	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1040850	M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type
V1036090	M00374	Dicarboxylate-hydroxybutyrate cycle
V1067076	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1190263	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
V1484107	M00179	Ribosome, archaea
V1067905	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1368331	M00005	PRPP biosynthesis, ribose 5P => PRPP
V1014559	M00179	Ribosome, archaea
V1036293	M00335	Sec (secretion) system
V1723592	M00178	Ribosome, bacteria
V1239784	M00178	Ribosome, bacteria
V1403990	M00346	Formaldehyde assimilation, serine pathway
V1036610	M00008	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate
V1617969	M00178	Ribosome, bacteria
V1384044	M00197	Putative fructooligosaccharide transport system
V1040586	M00205	N-Acetylglucosamine transport system
V1139669	M00190	Iron(III) transport system
V1065924	M00164	ATP synthase
V1522419	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1068958	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1419921	M00164	ATP synthase
V1176644	M00178	Ribosome, bacteria
V1462237	M00179	Ribosome, archaea
V1145239	M00179	Ribosome, archaea
V1040729	M00239	Peptides/nickel transport system
V1482933	M00206	Cellobiose transport system
V1368185	M00086	beta-Oxidation, acyl-CoA synthesis
V1067043	M00238	D-Methionine transport system
V1383974	M00178	Ribosome, bacteria
V1296428	M00346	Formaldehyde assimilation, serine pathway
V1367803	M00178	Ribosome, bacteria
V1198633	M00179	Ribosome, archaea
V1067955	M00179	Ribosome, archaea
V1036434	M00207	Putative multiple sugar transport system
V1883742	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
V1036464	M00365	C10-C20 isoprenoid biosynthesis, archaea
V1067466	M00335	Sec (secretion) system
V1335052	M00025	Tyrosine biosynthesis, chorismate => tyrosine
V1036286	M00086	beta-Oxidation, acyl-CoA synthesis
V1038295	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1032263	M00164	ATP synthase
V1887168	M00179	Ribosome, archaea
V1887197	M00197	Putative fructooligosaccharide transport system
V1320371	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1819280	M00258	Putative ABC transport system
V1445275	M00178	Ribosome, bacteria
V1036431	M00236	Putative polar amino acid transport system
V1098956	M00178	Ribosome, bacteria
V1032026	M00086	beta-Oxidation, acyl-CoA synthesis
V1067450	M00178	Ribosome, bacteria
V1617519	M00267	PTS system, N-acetylglucosamine-specific II component
V1036366	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1041574	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1067111	M00258	Putative ABC transport system
V1038424	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1171477	M00178	Ribosome, bacteria
V1066642	M00179	Ribosome, archaea
V1036918	M00115	NAD biosynthesis, aspartate => NAD
V1606941	M00179	Ribosome, archaea
V1071794	M00159	V/A-type ATPase, prokaryotes
V1042607	M00178	Ribosome, bacteria
V1066151	M00335	Sec (secretion) system
V1445144	M00256	Cell division transport system
V1040497	M00179	Ribosome, archaea
V1265618	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1006063	M00179	Ribosome, archaea
V1554065	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1032873	M00183	RNA polymerase, bacteria
V1383926	M00244	Putative zinc/manganese transport system
V1066652	M00179	Ribosome, archaea
V1239646	M00178	Ribosome, bacteria
V1594566	M00178	Ribosome, bacteria
V1265403	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1356388	M00029	Urea cycle
V1237553	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
V1139246	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
V1086654	M00164	ATP synthase
V1036230	M00239	Peptides/nickel transport system
V1102771	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
V1899904	M00276	PTS system, mannose-specific II component
V1036423	M00119	Pantothenate biosynthesis, valine/L-aspartate => pantothenate
V1036294	M00178	Ribosome, bacteria
V1322190	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
V1238857	M00207	Putative multiple sugar transport system
V1437367	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1066921	M00239	Peptides/nickel transport system
V1323125	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1065515	M00335	Sec (secretion) system
V1367217	M00256	Cell division transport system
V1200373	M00197	Putative fructooligosaccharide transport system
V1363241	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1012925	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1239642	M00086	beta-Oxidation, acyl-CoA synthesis
V1337146	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
V1067556	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1070064	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1367651	M00335	Sec (secretion) system
V1036784	M00244	Putative zinc/manganese transport system
V1446413	M00207	Putative multiple sugar transport system
V1103818	M00159	V/A-type ATPase, prokaryotes
V1036522	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1007084	M00178	Ribosome, bacteria
V1036224	M00024	Phenylalanine biosynthesis, chorismate => phenylalanine
V1397025	M00206	Cellobiose transport system
V1036514	M00376	3-Hydroxypropionate bi-cycle
V1496225	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
V1065925	M00164	ATP synthase
V1239567	M00178	Ribosome, bacteria
V1036365	M00233	Glutamate transport system
V1042212	M00179	Ribosome, archaea
V1167076	M00018	Threonine biosynthesis, aspartate => homoserine => threonine
V1301557	M00242	Zinc transport system
V1237432	M00164	ATP synthase
V1238151	M00178	Ribosome, bacteria
V1067072	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1103116	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1036619	M00222	Phosphate transport system
V1103655	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1181594	M00179	Ribosome, archaea
V1036497	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1036931	M00260	DNA polymerase III complex, bacteria
V1065550	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1490009	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1041482	M00179	Ribosome, archaea
V1039373	M00335	Sec (secretion) system
V1313346	M00197	Putative fructooligosaccharide transport system
V1819260	M00375	Hydroxypropionate-hydroxybutylate cycle
V1365642	M00179	Ribosome, archaea
V1066643	M00179	Ribosome, archaea
V1036525	M00368	Ethylene biosynthesis, methionine => ethylene
V1239768	M00244	Putative zinc/manganese transport system
V1445272	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1887253	M00335	Sec (secretion) system
V1140472	M00179	Ribosome, archaea
V1032060	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
V1042904	M00164	ATP synthase
V1036524	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1039888	M00183	RNA polymerase, bacteria
V1036571	M00188	NitT/TauT family transport system
V1606927	M00179	Ribosome, archaea
V1368297	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1466250	M00164	ATP synthase
V1068128	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1369101	M00178	Ribosome, bacteria
V1377349	M00178	Ribosome, bacteria
V1445168	M00164	ATP synthase
V1068922	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1104691	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1043061	M00164	ATP synthase
V1065463	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1181512	M00179	Ribosome, archaea
V1032456	M00179	Ribosome, archaea
V1236810	M00346	Formaldehyde assimilation, serine pathway
V1036275	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1483102	M00183	RNA polymerase, bacteria
V1036864	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1395005	M00164	ATP synthase
V1236161	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1066150	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1038254	M00126	Tetrahydrofolate biosynthesis, GTP => THF
V1578714	M00179	Ribosome, archaea
V1421169	M00197	Putative fructooligosaccharide transport system
V1514705	M00207	Putative multiple sugar transport system
V1074989	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1145171	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1006140	M00179	Ribosome, archaea
V1007076	M00197	Putative fructooligosaccharide transport system
V1265163	M00164	ATP synthase
V1036250	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
V1237322	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
V1035999	M00164	ATP synthase
V1445232	M00086	beta-Oxidation, acyl-CoA synthesis
V1181469	M00346	Formaldehyde assimilation, serine pathway
V1554055	M00164	ATP synthase
V1440538	M00258	Putative ABC transport system
V1036785	M00243	Manganese/iron transport system
V1103114	M00197	Putative fructooligosaccharide transport system
V1445357	M00246	Nickel transport system
V1007060	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1040196	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1065579	M00179	Ribosome, archaea
V1496717	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1065383	M00120	Coenzyme A biosynthesis, pantothenate => CoA
V1579885	M00179	Ribosome, archaea
V1103826	M00178	Ribosome, bacteria
V1421640	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1036466	M00089	Triacylglycerol biosynthesis
V1365218	M00178	Ribosome, bacteria
V1036620	M00222	Phosphate transport system
V1201510	M00178	Ribosome, bacteria
V1357096	M00197	Putative fructooligosaccharide transport system
V1367437	M00183	RNA polymerase, bacteria
V1067921	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1523997	M00083	Fatty acid biosynthesis, elongation
V1723757	M00178	Ribosome, bacteria
V1042057	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1883469	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1040498	M00179	Ribosome, archaea
V1010393	M00346	Formaldehyde assimilation, serine pathway
V1036333	M00239	Peptides/nickel transport system
V1024128	M00239	Peptides/nickel transport system
V1038324	M00248	Antibiotic transport system
V1200583	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1445307	M00126	Tetrahydrofolate biosynthesis, GTP => THF
V1036001	M00164	ATP synthase
V1196435	M00179	Ribosome, archaea
V1301690	M00178	Ribosome, bacteria
V1595900	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1047567	M00239	Peptides/nickel transport system
V1070407	M00197	Putative fructooligosaccharide transport system
V1103087	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1232230	M00197	Putative fructooligosaccharide transport system
V1445801	M00239	Peptides/nickel transport system
V1238880	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1484171	M00086	beta-Oxidation, acyl-CoA synthesis
V1554942	M00206	Cellobiose transport system
V1099556	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1156110	M00164	ATP synthase
V1445273	M00239	Peptides/nickel transport system
V1065466	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1036098	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1495905	M00335	Sec (secretion) system
V1042452	M00178	Ribosome, bacteria
V1065581	M00178	Ribosome, bacteria
V1887284	M00120	Coenzyme A biosynthesis, pantothenate => CoA
V1036871	M00115	NAD biosynthesis, aspartate => NAD
V1806817	M00243	Manganese/iron transport system
V1066649	M00178	Ribosome, bacteria
V1705038	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
V1042141	M00179	Ribosome, archaea
V1467946	M00197	Putative fructooligosaccharide transport system
V1066651	M00179	Ribosome, archaea
V1687741	M00197	Putative fructooligosaccharide transport system
V1034170	M00179	Ribosome, archaea
V1463686	M00197	Putative fructooligosaccharide transport system
V1036828	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1067902	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1197037	M00178	Ribosome, bacteria
V1335427	M00335	Sec (secretion) system
V1018180	M00179	Ribosome, archaea
V1074835	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1445276	M00179	Ribosome, archaea
V1036181	M00212	Ribose transport system
V1586757	M00020	Serine biosynthesis, glycerate-3P => serine
V1139251	M00335	Sec (secretion) system
V1032264	M00164	ATP synthase
V1819279	M00017	Methionine biosynthesis, apartate => homoserine => methionine
V1065939	M00178	Ribosome, bacteria
V1138583	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1819243	M00260	DNA polymerase III complex, bacteria
V1036235	M00283	PTS system, ascorbate-specific II component
V1068292	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1887087	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1012333	M00346	Formaldehyde assimilation, serine pathway
V1353379	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1036106	M00033	Ectoine biosynthesis, aspartate => ectoine
V1065576	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1426329	M00197	Putative fructooligosaccharide transport system
V1036179	M00212	Ribose transport system
V1383880	M00183	RNA polymerase, bacteria
V1075018	M00183	RNA polymerase, bacteria
V1176640	M00164	ATP synthase
V1072840	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1268220	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1041145	M00197	Putative fructooligosaccharide transport system
V1065451	M00089	Triacylglycerol biosynthesis
V1549337	M00179	Ribosome, archaea
V1884140	M00179	Ribosome, archaea
V1011016	M00164	ATP synthase
V1065530	M00250	Lipopolysaccharide transport system
V1104056	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1484621	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
V1032109	M00206	Cellobiose transport system
V1066171	M00242	Zinc transport system
V1468406	M00164	ATP synthase
V1006251	M00179	Ribosome, archaea
V1111384	M00164	ATP synthase
V1122767	M00346	Formaldehyde assimilation, serine pathway
V1073600	M00248	Antibiotic transport system
V1554041	M00179	Ribosome, archaea
V1070302	M00197	Putative fructooligosaccharide transport system
V1103515	M00183	RNA polymerase, bacteria
V1431685	M00335	Sec (secretion) system
V1014932	M00239	Peptides/nickel transport system
V1036430	M00236	Putative polar amino acid transport system
V1182975	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1465093	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1806776	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
V1036255	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1068430	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
V1445342	M00335	Sec (secretion) system
V1008929	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1704985	M00335	Sec (secretion) system
V1066166	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
V1042010	M00242	Zinc transport system
V1806851	M00254	ABC-2 type transport system
V1583760	M00164	ATP synthase
V1036914	M00131	Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol
V1036887	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
V1482700	M00335	Sec (secretion) system
V1238174	M00179	Ribosome, archaea
V1103099	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
