gene	geneProduct
V1067099	6-phosphofructokinase
V1109127	Alcohol dehydrogenase 1
V1067579	Flagellar hook-length control protein FliK
V1273194	Phase 1-I flagellin
V1145082	Beta/alpha-amylase precursor
V1194952	hypothetical protein
V1368484	Putative cell wall binding repeat 2
V1065555	C4-dicarboxylate anaerobic carrier
V1362787	30S ribosomal protein S15
V1368901	Maltose/maltodextrin-binding protein precursor
V1178485	hypothetical protein
V1379850	hypothetical protein
V1065542	hypothetical protein
V1065457	hypothetical protein
V1068964	Cell division protein FtsZ
V1373715	ATP-dependent zinc metalloprotease FtsH 4
V1499465	hypothetical protein
V1067581	Flagellar hook protein FlgE
V1065494	DNA-binding protein HU
V1067075	Spore cortex-lytic enzyme precursor
V1394389	Cyclodextrin-binding protein precursor
V1138887	hypothetical protein
V1884213	Pyruvate-flavodoxin oxidoreductase
V1190262	Autolysin
V1074055	hypothetical protein
V1054885	Thioredoxin
V1616703	hypothetical protein
V1138842	30S ribosomal protein S1
V1065326	Chemotaxis protein CheA
V1065456	Chemotaxis protein CheV
V1200513	Rod shape-determining protein MreB
V1036256	Maltodextrin-binding protein
V1066644	putative integral membrane protein
V1066641	Vegetative protein 19
V1114990	N-acetylmuramoyl-L-alanine amidase LytC precursor
V1065916	Phase 1-C flagellin
V1290770	adaptor protein
V1200195	4-hydroxybutyryl-CoA dehydratase/vinylacetyl-CoA-Delta-isomerase
V1065335	Elongation factor Ts
V1066656	FlgN protein
V1065558	Phosphoenolpyruvate-protein phosphotransferase
V1201501	Putative endo-beta-N-acetylglucosaminidase precursor
V1067574	Flagellar M-ring protein
V1073235	putative PEP-CTERM system TPR-repeat lipoprotein
V1013795	Nucleoside triphosphate pyrophosphohydrolase
V1065938	Helix-destabilizing protein
V1079167	RNA polymerase sigma factor SigM
V1067560	Triosephosphate isomerase
V1065539	Ferrous iron transport protein B
V1485691	Elongation factor Tu
V1138310	Sensory transduction protein regX3
V1085154	hypothetical protein
V1065935	Bifunctional oligoribonuclease and PAP phosphatase NrnA
V1065317	Flagellar motor switch protein FliN
V1374205	Maltose operon transcriptional repressor
V1079391	Pyruvate-flavodoxin oxidoreductase
V1380123	Na(+)-translocating ATPase gamma chain
V1464364	Glyceraldehyde-3-phosphate dehydrogenase
V1065515	preprotein translocase subunit SecA
V1613276	hypothetical protein
V1089092	hypothetical protein
V1065337	Polymer-forming cytoskeletal
V1500790	Inner membrane lipoprotein YiaD precursor
V1036725	hypothetical protein
V1074700	Triosephosphate isomerase
V1065504	hypothetical protein
V1192293	Oligopeptide-binding protein AppA precursor
V1037518	50S ribosomal protein L7/L12
V1067576	putative ATP synthase YscN
V1012547	Succinate-semialdehyde dehydrogenase (acetylating)
V1507296	hypothetical protein
V1066661	Flagellar assembly factor FliW
V1067466	preprotein translocase subunit YajC
V1012548	Ethanolamine utilization protein EutG
V1066642	30S ribosomal protein S7
V1013092	Formate acetyltransferase
V1067454	Heat shock protein 70
V1065553	Ornithine carbamoyltransferase%2C catabolic
V1065535	Putative serine protease HtrA
V1066649	hypothetical protein
V1139530	Formate acetyltransferase
V1052838	Acyl-CoA dehydrogenase
V1229971	hypothetical protein
V1085028	Nitric oxide reductase NADH:FprA oxidoreductase
V1788382	hypothetical protein
V1065313	Chemotaxis protein PomA
V1198688	Fimbrial subunit type 1 precursor
V1067063	D-lactate dehydrogenase
V1067905	Acetate kinase
V1203298	Trehalose import ATP-binding protein SugC
V1052840	Electron transfer flavoprotein large subunit
V1463773	hypothetical protein
V1839595	Flagellin
V1200638	Chemotaxis protein CheY
V1265029	hypothetical protein
V1287852	30S ribosomal protein S20
V1070315	Putative endo-beta-N-acetylglucosaminidase precursor
V1065544	putative PEP-CTERM system TPR-repeat lipoprotein
V1065315	hypothetical protein
V1036418	hypothetical protein
V1084261	tetratricopeptide repeat protein
V1066151	bifunctional preprotein translocase subunit SecD/SecF
V1079799	SusD family protein
V1050717	Elongation factor Tu
V1079750	putative trifunctional 2-polyprenylphenol hydroxylase/glutamate synthase subunit beta/ferritin domain-containing protein
V1067921	Asparagine--tRNA ligase
V1052836	(R)-2-hydroxyglutaryl-CoA dehydratase subunit alpha
V1084171	hypothetical protein
V1067066	putative diguanylate cyclase YedQ
V1268220	GMP synthase [glutamine-hydrolyzing]
V1068298	Chaperone protein YajL
V1884207	Maltose transport system permease protein MalF
V1038361	Elongation factor Tu
V1066147	Cob(I)yrinic acid a%2Cc-diamide adenosyltransferase
V1368148	hypothetical protein
V1386742	Sulfur carrier protein ThiS adenylyltransferase
V1051292	Inner membrane protein YjjP
V1109785	Phosphocarrier protein HPr
V1075903	Helix-destabilizing protein
V1612264	hypothetical protein
V1065363	Chemotaxis protein methyltransferase
V1037687	Stress protein H5
V1011843	Elongation factor Tu
V1423037	Elongation factor Ts
V1385920	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2
V1066921	Stage 0 sporulation protein KE
V1055554	hypothetical protein
V1065580	DNA-directed RNA polymerase subunit alpha
V1068111	hypothetical protein
V1547417	Putative endo-beta-N-acetylglucosaminidase precursor
V1139748	Glycine reductase complex component B subunit gamma
V1194993	Putative endo-beta-N-acetylglucosaminidase precursor
V1140976	Amino-acid carrier protein AlsT
V1050301	Aldehyde-alcohol dehydrogenase
V1067947	Cyclic di-GMP phosphodiesterase response regulator RpfG
V1431274	hypothetical protein
V1052216	putative thiol peroxidase
V1190854	Methyl-accepting chemotaxis protein 4
V1362577	Penicillin-binding protein 1A
V1065584	Bacterial regulatory proteins%2C tetR family
V1036353	type 2 lantibiotic biosynthesis protein LanM
V1070305	Beta-phosphoglucomutase
V1386220	Glutamine synthetase
V1174490	Ferritin
V1066659	flagellar protein FlaG
V1514797	Glycine reductase complex component B subunits alpha and beta
V1052843	Aspartate aminotransferase
V1036425	hypothetical protein
V1074886	50S ribosomal protein L9
V1016072	DNA replication initiation protein gpA
V1138803	Heat shock protein 70
V1036270	cell division protein MraZ
V1201510	50S ribosomal protein L21
V1052837	(R)-2-hydroxyglutaryl-CoA dehydratase subunit beta
V1190863	hypothetical protein
V1168807	Translation initiation factor IF-1
V1440257	Cell division protein SepF
V1154487	hypothetical protein
V1065336	Bifunctional xylanase/deacetylase precursor
V1065325	Chemotaxis response regulator protein-glutamate methylesterase
V1290782	Putative endo-beta-N-acetylglucosaminidase precursor
V1012356	hypothetical protein
V1067072	Lysine--tRNA ligase
V1065869	hypothetical protein
V1068959	putative ABC transporter ATP-binding protein YheS
V1036415	hypothetical protein
V1342924	Putative endo-beta-N-acetylglucosaminidase precursor
V1065517	Distal rod protein
V1065358	Polyribonucleotide nucleotidyltransferase
V1066643	30S ribosomal protein S12
V1066614	EIIAB-Man
V1067915	Aminopeptidase C
V1239597	Dark-response protein 21
V1051831	Phosphoenolpyruvate carboxykinase [ATP]
V1073924	50S ribosomal protein L17
V1839575	hypothetical protein
V1065550	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1010703	NADH peroxidase
V1036261	Inner membrane ABC transporter permease protein YcjP
V1080854	hypothetical protein
V1065953	DUF based on E. rectale Gene description
V1065374	dihydroxyacetone kinase
V1109395	Putative flagellin YvzB
V1065581	hypothetical protein
V1069715	Sugar diacid regulator
V1499048	DNA-directed RNA polymerase subunit beta
V1232318	hypothetical protein
V1363170	hypothetical protein
V1075465	Elongation factor Ts
V1788481	B-type flagellin
V1077505	hypothetical protein
V1065945	hypothetical protein
V1386621	DegV domain-containing protein
V1279223	hypothetical protein
V1549573	co-chaperonin GroES
V1018798	Tetracycline resistance protein TetM from transposon TnFO1
V1202213	putative endopeptidase p60 precursor
V1066615	hypothetical protein
V1065388	putative ribosomal protein
V1008929	Glyceraldehyde-3-phosphate dehydrogenase A
V1036191	Alkyl hydroperoxide reductase subunit C
V1157772	Translation initiation factor IF-3
V1201557	hypothetical protein
V1065347	Translation initiation factor IF-3
V1386354	Distal rod protein
V1068287	serine/threonine protein kinase
V1139749	Glycine/sarcosine/betaine reductase complex component C subunit beta
V1087334	outer membrane assembly lipoprotein YfiO
V1052834	Formyl-coenzyme A transferase
V1087133	chromosome segregation protein SMC
V1295112	Putative flagellin YvzB
V1058170	hypothetical protein
V1036259	4-alpha-glucanotransferase
V1075033	Glyceraldehyde-3-phosphate dehydrogenase A
V1166826	Rib/alpha-like repeat
V1067902	Phenylalanine--tRNA ligase beta subunit
V1113925	N-acetylmuramoyl-L-alanine amidase LytC precursor
V1190199	Putative endo-beta-N-acetylglucosaminidase precursor
V1295076	Pyruvate%2C phosphate dikinase
V1065466	Glutamine--tRNA ligase
V1065554	Carbamate kinase 1
V1036177	Fimbrial subunit type 1 precursor
V1067043	29 kDa protein
V1380468	Manganese transport regulator
V1067556	Cysteine--tRNA ligase
V1393615	hypothetical protein
V1834832	transcriptional regulator ICP4
V1139364	Dihydrolipoyl dehydrogenase
V1068958	Pyruvate-flavodoxin oxidoreductase
V1085061	Cytosol non-specific dipeptidase
V1036164	Stress protein H5
V1374204	Maltose phosphorylase
V1066186	Aminopeptidase C
V1500439	Elongation factor Tu
V1067455	Heat shock protein J
V1054768	Putative aldehyde dehydrogenase AldA
V1203292	CarD-like/TRCF domain protein
V1065383	Phosphopantetheine adenylyltransferase
V1139917	Aspartate--tRNA ligase
V1162245	Maltodextrin phosphorylase
V1073798	Phosphoserine aminotransferase
V1066152	Trigger factor
V1051704	Proline racemase
V1066138	FeS cluster assembly protein SufB
V1038252	F-ATPase gamma subunit
V1066919	Nicotinate phosphoribosyltransferase pncB2
V1065349	50S ribosomal protein L20
V1081021	Isoleucine--tRNA ligase
V1079387	Flagellar biosynthetic protein FliP precursor
V1065583	3'-5' exoribonuclease YhaM
V1111738	co-chaperonin GroES
V1145270	type 2 lantibiotic biosynthesis protein LanM
V1080459	DNA gyrase subunit B
V1066636	Putative endo-beta-N-acetylglucosaminidase precursor
V1058026	30S Ribosomal protein S1
V1065324	putative glycosyltransferase
V1145034	hypothetical protein
V1560498	NAD-specific glutamate dehydrogenase
V1200373	sn-glycerol-3-phosphate import ATP-binding protein UgpC
V1065922	F-ATPase epsilon subunit
V1076810	50S ribosomal protein L7/L12
V1084381	Chaperone protein ClpB 1
V1085416	hypothetical protein
V1066175	hypothetical protein
V1065451	Phosphate acyltransferase
V1374569	DNA gyrase subunit B
V1036417	putative ABC transporter ATP-binding protein
V1016074	capsid protein
V1195053	hypothetical protein
V1012921	hypothetical protein
V1201875	Methyl-accepting chemotaxis protein McpC
V1083710	Phenylalanine--tRNA ligase beta subunit
V1068284	Thioredoxin reductase
V1366884	co-chaperonin GroES
V1249468	30S ribosomal protein S16
V1138953	Fimbrial subunit type 1 precursor
V1065314	Outer membrane protein OmpAb
V1068445	putative integral membrane protein
V1013090	Fructose-bisphosphate aldolase
V1841425	Enterobactin outer-membrane receptor
V1162256	30S ribosomal protein S4
V1065939	30S ribosomal protein S6
V1067462	Ribonuclease J 1
V1065353	Translation initiation factor IF-2
V1067111	Macrolide export ATP-binding/permease protein MacB
V1053472	Rubrerythrin
V1065545	Putative aminotransferase/MSMEI_6121
V1080453	bifunctional preprotein translocase subunit SecD/SecF
V1052835	2-hydroxyglutaryl-CoA dehydratase component A
V1036274	DivIVA domain protein
V1065316	Flagellar motor switch protein FliM
V1083391	Alkaline phosphatase precursor
V1138351	Adenylate kinase
V1341888	flagellar capping protein
V1066662	Hook-filament junction protein
V1201511	hypothetical protein
V1066937	hypothetical protein
V1067076	Glucose-6-phosphate isomerase
V1068488	Sigma-A
V1312248	Trigger factor
V1066150	Serine--tRNA ligase
V1067110	hypothetical protein
V1065576	Adenylate kinase
V1400731	hypothetical protein
V1036773	DNA gyrase subunit B
V1145663	Elongation factor G
V1806816	preprotein translocase subunit YajC
V1052841	Glycerate dehydrogenase
V1074148	Trigger factor
V1138844	Histidine--tRNA ligase
V1085814	cell division protein FtsN
V1194946	Distal rod protein
V1016291	pyridoxamine 5'-phosphate oxidase%2C FMN-binding family
V1068038	Putative cell wall binding repeat 2
V1055425	putative oxidoreductase YjmC
V1080828	hypothetical protein
V1100219	Helix-turn-helix
V1068960	Cell division protein FtsA
V1080489	Valine--tRNA ligase
V1068922	Phosphoglucomutase
V1080812	High temperature protein G
V1159100	Stress protein H5
V1138926	Vegetative protein 209
V1074522	Biopolymer transport protein ExbD/TolR
V1526141	Phenylalanine--tRNA ligase beta subunit
V1065522	DNA integrity scanning protein DisA
V1065469	hypothetical protein
V1052069	hypothetical protein
V1201536	hypothetical protein
V1076928	50S ribosomal protein L28
V1065503	putative metallophosphoesterase YhaO
V1066612	hypothetical protein
V1103366	hypothetical protein
V1015469	Electron transfer flavoprotein large subunit
V1065933	Replicative DNA helicase
V1806808	Xylulose-5-phosphate/fructose-6-phosphate phosphoketolase
V1065332	hypothetical protein
V1069966	50S ribosomal protein L25
V1138294	Elongation factor G
V1295267	LexA repressor
V1065339	Vegetative protein 12B
V1500737	6-phosphofructokinase isozyme 1
V1168094	50S ribosomal protein L6
V1066652	50S ribosomal protein L11
V1177907	hypothetical protein
V1067578	hypothetical protein
V1138560	putative protein related to plant photosystem II stability/assembly factor
V1386097	ATP-dependent zinc metalloprotease FtsH
V1041200	Group II intron-encoded protein LtrA
V1036092	Putative transcriptional regulator YvhJ
V1079173	Translation initiation factor IF-2
V1579067	Octanoyl/lipoyl carrier protein
V1245732	Enolase
V1066631	Uracil phosphoribosyltransferase
V1388685	Cold shock-like protein
V1166924	Heat shock protein 70
V1367590	Elongation factor Ts
V1081813	ATP synthase subunit alpha
V1078401	Putative sporulation-specific glycosylase YdhD
V1054196	Pyruvate%2C phosphate dikinase
V1067920	ATP-dependent DNA helicase PcrA
V1065338	Uridylate kinase
V1367869	Trehalose import ATP-binding protein SugC
V1065560	Ribosomal RNA large subunit methyltransferase I
V1082145	Enterobactin outer-membrane receptor
V1076789	Regulatory protein AsnC
V1037422	F-type ATPase subunit b
V1067468	ATP-dependent Clp protease ATP-binding subunit ClpC
V1138549	Beta-galactosidase
V1436794	Maltose-binding periplasmic proteins/domains
V1070304	Oligo-1%2C6-glucosidase 1
V1885909	Rib/alpha-like repeat
V1139114	Leucine Rich repeats (2 copies)
V1010322	Oxidative stress genes repressor
V1038507	SigL modulation protein
V1052839	Electron transfer flavoprotein small subunit
V1584276	putative endopeptidase p60 precursor
V1055317	Enamine/imine deaminase
V1553792	RNA polymerase-binding transcription factor CarD
V1344990	hypothetical protein
V1375370	Flagellin
V1194966	P-type conjugative transfer ATPase TrbB
V1114991	hypothetical protein
V1368149	hypothetical protein
V1170661	hypothetical protein
V1522831	hypothetical protein
V1081400	Biopolymer transport protein ExbB
V1066658	flagellar capping protein
V1067102	Isoleucine--tRNA ligase
V1065319	flagellar biosynthetic protein FliO
V1065485	Transcription-repair-coupling factor
V1074401	putative transcriptional regulatory proteinc
V1588267	selenium metabolism protein YedF
V1049182	DNA protection during starvation protein
V1190263	CTP synthase
V1071707	bacteriocin biosynthesis docking scaffold%2C SagD family
V1084754	SusD family protein
V1065322	Flagellar biosynthesis protein FlhA
V1880824	hypothetical protein
V1065943	hypothetical protein
V1066657	Flagellar protein FliS
V1016891	Helix-destabilizing protein
V1082351	Acetylornithine aminotransferase
V1009707	putative NADH oxidase
V1183137	flagellar MS-ring protein
V1067572	Flagellar basal body rod protein FlgB
V1085680	Aminopeptidase C
V1073600	Lipopolysaccharide export system ATP-binding protein LptB
V1066137	FeS cluster assembly protein SufD
V1139649	DNA-directed RNA polymerase subunit beta'
V1153964	Acyl-CoA dehydrogenase%2C short-chain specific
V1087870	hypothetical protein
V1057876	hypothetical protein
V1141291	NAD-specific glutamate dehydrogenase
V1054142	Ribonuclease Y
V1068449	Methyl-accepting chemotaxis protein 4
V1066143	Fatty acid-binding protein
V1201507	putative copper-importing P-type ATPase A
V1012737	Succinyl-CoA:coenzyme A transferase
V1329985	phosphate/phosphite/phosphonate ABC transporters%2C periplasmic binding protein
V1140444	DNA-binding transcriptional regulator MelR
V1068443	1-deoxy-D-xylulose-5-phosphate synthase
V1593144	Putative endo-beta-N-acetylglucosaminidase precursor
V1081779	putative glycogen debranching enzyme%2C archaeal type
V1420994	Flagellin
V1154539	Glyceraldehyde-3-phosphate dehydrogenase
V1037492	flagellar basal body-associated protein FliL
V1047883	RlpA-like protein precursor
V1036115	HSP-70 cofactor
V1036479	Serine/threonine-protein kinase PknB
V1083489	preprotein translocase subunit SecY
V1065961	Chromosomal replication initiator protein DnaA
V1057479	GLPGLI family protein
V1036839	Putative phenylalanine aminotransferase
V1036416	hypothetical protein
V1036988	Anaerobic ribonucleoside-triphosphate reductase
V1065579	30S ribosomal protein S4
V1464834	Formate acetyltransferase
V1138545	Phosphate acetyltransferase
V1037345	Aldehyde-alcohol dehydrogenase
V1583003	B-type flagellin
V1053053	Phosphocarrier protein HPr
V1084456	Thioredoxin-M
V1138581	DNA gyrase subunit A
V1016073	minor spike protein
V1038267	Threonine--tRNA ligase
V1036483	PP2C-family Ser/Thr phosphatase
V1567631	hypothetical protein
V1464025	DUF based on E. rectale Gene description
V1366716	Flagellin
V1087127	6-phosphofructokinase isozyme 1
V1065962	DNA polymerase III subunit beta
V1190680	Meso-diaminopimelate D-dehydrogenase
V1139386	50S ribosomal protein L27
V1841334	Transposase
V1068125	GTP pyrophosphokinase
V1500090	phosphate/phosphite/phosphonate ABC transporters%2C periplasmic binding protein
V1068939	1%2C4-alpha-glucan branching enzyme GlgB
V1065437	Adenylosuccinate synthetase
V1065463	Arginine--tRNA ligase
V1066918	5-methylthioadenosine/S-adenosylhomocysteine deaminase
V1162252	RNA polymerase principal sigma factor HrdB
V1180252	Glucan 1%2C4-alpha-maltotetraohydrolase precursor
V1065380	Ribosomal protein S12 methylthiotransferase RimO
V1501533	hypothetical protein
V1496602	hypothetical protein
V1066932	Glycine--tRNA ligase
V1200931	50S ribosomal protein L16
V1065486	Cyclic di-GMP phosphodiesterase response regulator RpfG
V1051702	D-proline reductase proprotein PrdA
V1053813	Benzoyl-CoA reductase subunit C
V1295046	Maltose operon transcriptional repressor
V1018464	Vegetative protein 209
V1066926	Oligoendopeptidase F%2C plasmid
V1584490	Putative flagellin YvzB
V1053474	Desulfoferrodoxin
V1344678	Dipeptidase
V1198628	hypothetical protein
V1017656	Outer membrane cobalamin receptor protein
V1238174	Vegetative protein 300
V1145315	DNA-directed RNA polymerase subunit alpha
V1070888	Thiol-activated cytolysin
V1037254	hypothetical protein
V1067788	flagellar hook-associated protein FliD
V1076773	Acyl carrier protein
V1081188	Serine acetyltransferase
V1010716	hypothetical protein
V1052046	Pyridoxal biosynthesis lyase PdxS
V1069801	hypothetical protein
V1075026	DNA polymerase III subunit beta
V1074647	Transposase
V1067094	Excinuclease ABC subunit C
V1081814	F-ATPase gamma subunit
V1138313	Phosphoglucomutase
V1067451	Elongation factor 4
V1080488	Pyruvate%2C phosphate dikinase
V1036826	Phosphoenolpyruvate carboxylase
V1070114	CRISPR-associated endonuclease Cas9
V1385921	Cyclic di-GMP phosphodiesterase response regulator RpfG
V1501012	Response regulator ArlR
V1145068	type 2 lantibiotic biosynthesis protein LanM
V1341861	hypothetical protein
V1065526	dTDP-glucose 4%2C6-dehydratase
V1074069	hypothetical protein
V1138601	Tyrosine-protein kinase ptk
V1065924	F-type ATPase subunit delta
V1204175	hypothetical protein
V1243552	hypothetical protein
V1053817	hypothetical protein
V1081240	hypothetical protein
V1066197	Carbon starvation protein A
V1067557	Putative TrmH family tRNA/rRNA methyltransferase
V1806795	Glyceraldehyde-3-phosphate dehydrogenase
V1074885	30S ribosomal protein S6
V1427874	hypothetical protein
V1068478	Serine/threonine phosphatase stp
V1145095	hypothetical protein
V1266428	hybrid cluster protein-associated redox disulfide domain protein
V1036465	Serine/threonine-protein kinase PrkC
V1036258	L-arabinose transport system permease protein AraQ
V1081781	Membrane-anchored protein predicted to be involved in regulation of amylopullulanase
V1152427	Malate dehydrogenase
V1046751	gram-positive signal peptide%2C YSIRK family
V1067916	FtsX-like permease family protein
V1065343	DNA polymerase III PolC-type
V1036684	Penicillin-binding protein 1*
V1038350	putative 3-hydroxybutyryl-CoA dehydrogenase
V1067441	D-alanyl-lipoteichoic acid biosynthesis protein DltB
V1357779	hypothetical protein
V1445176	Ribulose-phosphate 3-epimerase
V1068962	DNA polymerase I
V1078402	Guanylate kinase
V1036841	ATP-dependent zinc metalloprotease FtsH
V1055132	Copper-exporting P-type ATPase A
V1065435	Argininosuccinate synthase
V1066589	DNA protection during starvation protein
V1880233	Multifunctional conjugation protein TraI
V1088020	Aspartate aminotransferase
V1079141	Pyruvate-flavodoxin oxidoreductase
V1138732	Alpha-2-macroglobulin family protein
V1067348	Stress protein H5
V1612527	putative ABC transporter ATP-binding protein YjjK
V1036959	Type-2 restriction enzyme BsuMI component YdiS
V1065527	Glucose-1-phosphate thymidylyltransferase
V1036351	Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
V1084672	hypothetical protein
V1146847	Putative flagellin YvzB
V1079142	hypothetical protein
V1368546	protoporphyrinogen oxidase
V1085417	hypothetical protein
V1571017	hypothetical protein
V1052709	N-acetylmuramoyl-L-alanine amidase LytC precursor
V1105083	Outer membrane protein alpha precursor
V1066653	hypothetical protein
V1500210	Proline--tRNA ligase
V1053473	Peroxide-responsive repressor PerR
V1066178	putative diguanylate cyclase YedQ
V1067447	Na/Pi-cotransporter II-related protein
V1080997	Arginine--tRNA ligase
V1051047	hypothetical protein
V1139110	Modulator of FtsH protease HflK
V1036907	hypothetical protein
V1138324	protease3
V1068296	ATP-dependent Clp protease ATP-binding subunit ClpX
V1082180	Fumarate reductase flavoprotein subunit
V1065449	Chromosome partition protein Smc
V1081232	Formate acetyltransferase 1
V1054184	Large-conductance mechanosensitive channel
V1194991	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
V1065366	(Dimethylallyl)adenosine tRNA methylthiotransferase MiaB
V1065498	Malate-2H(+)/Na(+)-lactate antiporter
V1065926	F-ATPase subunit 6
V1139507	Lipoyl synthase
V1366714	Polyribonucleotide nucleotidyltransferase
V1065538	Ferrous iron transport protein A
V1088098	N-acetylgalactosamine-N%2CN'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase
V1383833	Butanolide receptor
V1066159	Ascorbate-specific PTS system EIIC component
V1355511	hypothetical protein
V1356571	hypothetical protein
V1395203	Putative flagellin YvzB
V1080385	HesB-like selenoprotein
V1065479	hypothetical protein
V1432853	50S ribosomal protein L21
V1295083	Heat-inducible transcription repressor HrcA
V1504136	putative integral membrane protein
V1006055	Thiol-activated cytolysin
V1039338	hypothetical protein
V1065920	Cytosol non-specific dipeptidase
V1036223	Tyrosine phosphorylated protein A
V1050522	Helix-destabilizing protein
V1052628	Ribose-phosphate pyrophosphokinase
V1070414	hypothetical protein
V1065444	GTP-binding protein EngA
V1159135	Inner membrane transporter YcaM
V1067940	Prolyl tripeptidyl peptidase precursor
V1619694	anti-sigma F factor
V1061055	hypothetical protein
V1036127	potassium transport protein Kup
V1054989	50S ribosomal protein L19
V1445200	hypothetical protein
V1172947	DNA-binding protein HU
V1525717	Transcription-repair-coupling factor
V1065502	Ribonucleoside-diphosphate reductase subunit beta nrdF2
V1068931	Galactose/methyl galactoside import ATP-binding protein MglA
V1065467	hypothetical protein
V1066176	Peptidase T
V1392083	L-aspartate oxidase
V1081379	Outer membrane protein Omp85
V1036367	hypothetical protein
V1052925	Na(+)-translocating ATPase gamma chain
V1065925	F-type ATPase subunit b
V1190193	ATP-dependent Clp protease ATP-binding subunit ClpX
V1065384	HrpE/YscL/FliH and V-type ATPase subunit E
V1065424	putative ABC transporter ATP-binding protein YheS
V1138323	Retaining alpha-galactosidase precursor
V1140098	ATP synthase subunit beta%2C sodium ion specific
V1834838	C protein alpha-antigen precursor
