Gene	category	Annotation	COGID
V1046995	C	Produces ATP from ADP in the presence of a proton gradient across the membrane. The gamma chain is believed to be important in regulating ATPase activity and the flow of protons through the CF(0) complex (By similarity)	COG0224
V1047177	G	hydrolase family 65, central catalytic	COG1554
V1882317	J	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis (By similarity)	COG0050
V1033428	G	pts system	COG3444
V1033559	G	Triose-phosphate isomerase	COG0149
V1212521	F	Probably involved in ribonucleotide reductase function (By similarity)	COG1780
V1032612	S	aggregation promoting protein	0YUHU
V1684256	M	domain protein	COG4932
V1033740	K	regulatoR	COG2390
V1033650	S	NA	0Z1CQ
V1033346	J	amino acids such as threonine, to avoid such errors, it has a posttransfer editing activity that hydrolyzes mischarged Thr-tRNA(Val) in a tRNA-dependent manner (By similarity)	COG0525
V1047060	E	ABC transporter	COG0747
V1033004	O	Enables the recognition and targeting of unfolded and aggregated proteins to the ClpC protease or to other proteins involved in proteolysis	COG4862
V1552701	U	Required for the insertion and or proper folding and or complex formation of integral membrane proteins into the membrane. Involved in integration of membrane proteins that insert both dependently and independently of the Sec translocase complex, as well as at least some lipoproteins	COG0706
V1033490	J	This protein is located at the 30S-50S ribosomal subunit interface and may play a role in the structure and function of the aminoacyl-tRNA binding site (By similarity)	COG0335
V1032814	J	Binds the lower part of the 30S subunit head. Binds mRNA in the 70S ribosome, positioning it for translation (By similarity)	COG0092
V1033126	P	phosphonate ABC transporter, periplasmic phosphonate-binding protein	COG3221
V1046994	C	F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation (By similarity)	COG0712
V1033341	S	dak2 domain fusion protein ylov	COG1461
V1206514	F	Phosphoribosyl pyrophosphate synthase	COG0462
V1032649	T	response regulator	COG0745
V1552772	G	Pyruvate kinase	COG3848
V1032371	V	Beta-lactamase class C related penicillin binding protein	COG1680
V1032592	F	Glutamine amido-transferase	COG0518
V1148992	L	Resolvase	COG2452
V1684175	M	Membrane bOund o-acyl transferase mboat family protein	COG1696
V1883305	S	NA	11NI8
V1883121	C	Produces ATP from ADP in the presence of a proton gradient across the membrane. The gamma chain is believed to be important in regulating ATPase activity and the flow of protons through the CF(0) complex (By similarity)	COG0224
V1032337	D	cell division protein	COG0772
V1684156	J	lysyL-tRNA synthetase	COG1190
V1885045	L	transposase IS116 IS110 IS902 family protein	COG3547
V1032638	J	One of the essential components for the initiation of protein synthesis. Protects formylmethionyl-tRNA from spontaneous hydrolysis and promotes its binding to the 30S ribosomal subunits. Also involved in the hydrolysis of GTP during the formation of the 70S ribosomal complex (By similarity)	COG0532
V1033139	D	Rod shape-determining protein mreb	COG1077
V1032232	F	Phosphoribosyl pyrophosphate synthase	COG0462
V1033168	M	UTP-glucose-1-phosphate uridylyltransferase	COG1210
V1032410	F	Catalyzes the ATP-dependent amination of UTP to CTP with either L-glutamine or ammonia as the source of nitrogen (By similarity)	COG0504
V1807974	O	Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine (By similarity)	COG0533
V1032792	M	Catalyzes the first step in hexosamine metabolism, converting fructose-6P into glucosamine-6P using glutamine as a nitrogen source (By similarity)	COG0449
V1552805	T	Phoh family	COG1702
V1887307	O	Metallo-Beta-Lactamase	COG0595
V1047007	J	Glycyl-tRNA synthetase beta subunit	COG0751
V1033034	J	50s ribosomal protein L35	COG0291
V1684155	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates (By similarity)	COG0085
V1032601	G	PTS System	COG1264
V1886198	E	glutamine synthetase	COG0174
V1032527	O	Peptidase M22 Glycoprotease	COG1214
V1033624	S	NA	11WFA
V1032641	L	Required for replicative DNA synthesis. This DNA polymerase also exhibits 3' to 5' exonuclease activity (By similarity)	COG2176
V1032769	S	Antibiotic biosynthesis monooxygenase	0Y2XH
V1032374	H	Involved in the biosynthesis of D-alanyl-lipoteichoic acid (LTA). Catalyzes an ATP-dependent two-step reaction where it forms a high energy D-alanyl AMP intermediate and transfers the alanyl residues from AMP to Dcp (By similarity)	COG1020
V1032372	M	D-alanyl-lipoteichoic acid biosynthesis protein DltD	COG3966
V1032397	L	Can catalyze the hydrolysis of ATP in the presence of single-stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs. It interacts with LexA causing its activation and leading to its autocatalytic cleavage (By similarity)	COG0468
V1884576	C	Produces ATP from ADP in the presence of a proton gradient across the membrane. The catalytic sites are hosted primarily by the beta subunits (By similarity)	COG0055
V1032218	P	phosphonate abc transporter	COG3638
V1796878	P	phosphonate ABC transporter, periplasmic phosphonate-binding protein	COG3221
V1047277	D	replication-associated protein	COG1192
V1032801	J	RNaseP catalyzes the removal of the 5'-leader sequence from pre-tRNA to produce the mature 5'-terminus. It can also cleave other RNA substrates such as 4.5S RNA. The protein component plays an auxiliary but essential role in vivo by binding to the 5'-leader sequence and broadening the substrate specificity of the ribozyme (By similarity)	COG0594
V1033474	J	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis (By similarity)	COG0050
V1032339	D	Rod shape-determining protein mreb	COG1077
V1047152	E	asparagine synthetase	COG0367
V1032393	O	peptidase, M16	COG0612
V1796922	O	this subunit has chaperone activity. The binding of ATP and its subsequent hydrolysis by HslU are essential for unfolding of protein substrates subsequently hydrolyzed by HslV. HslU recognizes the N-terminal part of its protein substrates and unfolds these before they are guided to HslV for hydrolysis (By similarity)	COG1220
V1684154	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates (By similarity)	COG0086
V1884278	G	Glycogen debranching enzyme	COG1523
V1163789	F	deoxynucleoside kinase	COG1428
V1819404	S	NA	0XTTB
V1033542	F	Single strand-specific metallo-endoribonuclease involved in late-stage 70S ribosome quality control and in maturation of the 3' terminus of the 16S rRNA (By similarity)	COG0319
V1755541	L	Transposase (IS4 family	11HCS
V1033869	J	Elongation factor Tu GTP binding domain	COG0050
V1684119	L	Transposase	COG3328
V1034244	O	Metallo-Beta-Lactamase	COG0595
V1885082	K	Interferes with activator-stimulated transcription by interaction with the RNA polymerase alpha-CTD. May function to globally reduce transcription of genes involved in growth- and development-promoting processes and to increase transcription of genes involved in thiol homeostasis, during periods of extreme stress (By similarity)	COG1393
V1237097	C	Aldo keto reductase	COG0656
V1033216	S	alkaline shock protein	COG1302
V1882237	G	Aldolase	COG0191
V1755551	J	50s ribosomal protein l31 type b	COG0254
V1032815	J	Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs (By similarity)	COG0197
V1033565	K	Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released (By similarity)	COG0568
V1033763	C	Flavodoxin	COG0716
V1149190	S	Conserved hypothetical protein 698	COG2855
V1149298	L	transposase (IS4 family) protein	0XQ88
V1032630	G	ABC transporter, ATP-binding protein	COG3839
V1046989	O	Participates actively in the response to hyperosmotic and heat shock by preventing the aggregation of stress-denatured proteins, in association with DnaK and GrpE. It is the nucleotide exchange factor for DnaK and may function as a thermosensor. Unfolded proteins bind initially to DnaJ	COG0576
V1806660	S	NA	0XTTB
V1883274	C	Catalyzes the formation of acetyl phosphate from acetate and ATP. Can also catalyze the reverse reaction (By similarity)	COG0282
V1032809	J	One of the early assembly proteins it binds 23S rRNA. One of the proteins that surrounds the polypeptide exit tunnel on the outside of the ribosome. Forms the main docking site for trigger factor binding to the ribosome (By similarity)	COG0089
V1806647	L	DNA primase is the polymerase that synthesizes small RNA primers for the Okazaki fragments on both template strands at replication forks during chromosomal DNA synthesis (By similarity)	COG0358
V1891261	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates (By similarity)	COG0086
V1162988	L	Inherit from COG: transposase	COG2826
V1032558	G	Catalyzes the conversion of glucosamine-6-phosphate to glucosamine-1-phosphate (By similarity)	COG1109
V1032634	K	Negative regulator of class I heat shock genes (grpE- dnaK-dnaJ and groELS operons). Prevents heat-shock induction of these operons (By similarity)	COG1420
V1032920	K	catabolite control protein a	COG1609
V1828860	S	Lpxtg-motif cell wall anchor domain protein	0Y34J
V1806652	S	NA	0Z8F5
V1033276	J	amino acids such as valine, to avoid such errors it has two additional distinct tRNA(Ile)-dependent editing activities. One activity is designated as 'pretransfer' editing and involves the hydrolysis of activated Val-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Val-tRNA(Ile) (By similarity)	COG0060
V1808108	J	50S ribosomal protein L33	COG0267
V1033347	M	phosphoglycerol transferase alkaline phosphatase superfamily protein	COG1368
V1033633	S	Lysm domain protein	11U6T
V1033514	J	Binds directly to 23S rRNA. The L1 stalk is quite mobile in the ribosome, and is involved in E site tRNA release (By similarity)	COG0081
V1032664	L	Transposase	COG3666
V1032211	S	ATP-grasp	COG3919
V1755580	C	Dehydrogenase	COG0039
V1032741	C	cytochrome d ubiquinol oxidase, subunit ii	COG1294
V1450945	L	Transposase	COG3666
V1424786	K	transcriptional regulatory protein	COG0217
V1338860	J	Catalyzes the attachment of proline to tRNA(Pro) in a two-step reaction proline is first activated by ATP to form Pro- AMP and then transferred to the acceptor end of tRNA(Pro). As ProRS can inadvertently accommodate and process non-cognate amino acids such as alanine and cysteine, to avoid such errors it has two additional distinct editing activities against alanine. One activity is designated as 'pretransfer' editing and involves the tRNA(Pro)-independent hydrolysis of activated Ala-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Ala-tRNA(Pro). The misacylated Cys- tRNA(Pro) is not edited by ProRS (By similarity)	COG0442
V1032316	L	Could be a nuclease that resolves Holliday junction intermediates in genetic recombination (By similarity)	COG0816
V1032395	S	Transcriptional regulator	COG1426
V1806605	G	beta-phospho-glucomutase	COG0637
V1032313	U	Preprotein translocase subunit	COG1862
V1033614	J	Arginyl-tRNA synthetase	COG0018
V1884638	G	Pyruvate kinase	COG3848
V1032807	J	One of the primary rRNA binding proteins, it binds directly near the 3'-end of the 23S rRNA, where it nucleates assembly of the 50S subunit (By similarity)	COG0087
V1032808	J	One of the primary rRNA binding proteins, this protein initially binds near the 5'-end of the 23S rRNA. It is important during the early stages of 50S assembly. It makes multiple contacts with different domains of the 23S rRNA in the assembled 50S subunit and ribosome (By similarity)	COG0088
V1684079	S	Cell division protein mraZ	COG2001
V1764472	J	ribosomal subunit Interface protein	COG1544
V1033426	G	PTS system mannose fructose sorbose family transporter subunit IID	COG3716
V1684247	S	NA	11H3W
V1033416	F	Essential for recycling GMP and indirectly, cGMP (By similarity)	COG0194
V1033090	J	30S ribosomal protein S9	COG0103
V1047294	M	Cell surface protein	11GRZ
V1033541	S	gatB Yqey	COG1610
V1047236	O	ATP-dependent clp protease, ATP-binding subunit	COG0542
V1033707	C	Catalyzes the cleavage of N-acetylneuraminic acid (sialic acid) to form pyruvate and N-acetylmannosamine via a Schiff base intermediate (By similarity)	COG0329
V1890890	P	cation-transporting atpase	COG0474
V1337289	K	Transcriptional regulator, TetR family	COG1309
V1882253	O	Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions (By similarity)	COG0459
V1808019	S	Teichoic acid glycosylation protein	COG2246
V1808158	L	Inherit from COG: transposase	COG2826
V1033669	E	Dipeptidase	COG4690
V1032984	J	Located at the back of the 30S subunit body where it stabilizes the conformation of the head with respect to the body (By similarity)	COG0098
V1885137	E	aminopeptidase c	COG3579
V1032303	I	Diacylglycerol kinase	COG1597
V1796915	G	pullulanase, type i	COG1523
V1032206	O	Endothelin-converting enzyme 1	COG3590
V1032731	E	Catalyzes the reversible interconversion of serine and glycine with tetrahydrofolate (THF) serving as the one-carbon carrier. This reaction serves as the major source of one-carbon groups required for the biosynthesis of purines, thymidylate, methionine, and other important biomolecules. Also exhibits THF- independent aldolase activity toward beta-hydroxyamino acids, producing glycine and aldehydes, via a retro-aldol mechanism (By similarity)	COG0112
V1032767	P	magnesium-translocating p-type atpase	COG0474
V1034350	J	50S ribosomal protein l28	COG0227
V1032330	H	Catalyzes the ATP-dependent transfer of a sulfur to tRNA to produce 4-thiouridine in position 8 of tRNAs, which functions as a near-UV photosensor. Also catalyzes the transfer of sulfur to the sulfur carrier protein ThiS, forming ThiS-thiocarboxylate. This is a step in the synthesis of thiazole, in the thiamine biosynthesis pathway. The sulfur is donated as persulfide by IscS (By similarity)	COG0301
V1033733	O	Cleaves peptides in various proteins in a process that requires ATP hydrolysis. Has a chymotrypsin-like activity. Plays a major role in the degradation of misfolded proteins (By similarity)	COG0740
V1032819	J	One of the proteins that surrounds the polypeptide exit tunnel on the outside of the subunit (By similarity)	COG0198
V1032528	S	acetyltransferase	COG0456
V1033623	L	nudix hydrolase	COG0494
V1033002	G	phosphocarrier protein (HPr	COG1925
V1033498	M	ErfK YbiS YcfS YnhG	COG1376
V1755579	K	3'-5' exoribonuclease that releases 5'-nucleoside monophosphates and is involved in maturation of structured RNAs (By similarity)	COG0557
V1033782	G	Pyruvate kinase	COG3848
V1883278	V	ABC transporter	COG1131
V1032882	L	DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. This DNA polymerase also exhibits 3' to 5' exonuclease activity. The beta chain is required for initiation of replication once it is clamped onto DNA, it slides freely (bidirectional and ATP- independent) along duplex DNA (By similarity)	COG0592
V1032719	T	2'-3'-cyclic nucleotide	COG4639
V1033053	G	Catalyzes the reversible isomerization-deamination of glucosamine 6-phosphate (GlcN6P) to form fructose 6-phosphate (Fru6P) and ammonium ion (By similarity)	COG0363
V1033757	J	Catalyzes the attachment of glutamate to tRNA(Glu) in a two-step reaction glutamate is first activated by ATP to form Glu-AMP and then transferred to the acceptor end of tRNA(Glu) (By similarity)	COG0008
V1692640	G	Catalyzes the reversible conversion of 2- phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis (By similarity)	COG0148
V1886311	S	Lpxtg-motif cell wall anchor domain protein	0Y44U
V1032407	M	Catalyzes the last two sequential reactions in the de novo biosynthetic pathway for UDP-N-acetylglucosamine (UDP- GlcNAc). The C-terminal domain catalyzes the transfer of acetyl group from acetyl coenzyme A to glucosamine-1-phosphate (GlcN-1-P) to produce N-acetylglucosamine-1-phosphate (GlcNAc-1-P), which is converted into UDP-GlcNAc by the transfer of uridine 5- monophosphate (from uridine 5-triphosphate), a reaction catalyzed by the N-terminal domain (By similarity)	COG1207
V1819405	E	Dipeptidase	COG4690
V1032728	M	Involved in cell wall formation. Catalyzes the final step in the synthesis of UDP-N-acetylmuramoyl-pentapeptide the precursor of murein (By similarity)	COG0770
V1033101	F	Also displays a weak uracil phosphoribosyltransferase activity which is not physiologically significant (By similarity)	COG2065
V1872750	L	Transposase	COG3328
V1033121	G	PTS System	126BH
V1033117	G	Phosphoketolase	COG3957
V1033033	J	aspartyl-trna synthetase	COG0173
V1883370	G	Glycogen debranching enzyme	COG1523
V1032979	J	This protein binds to 23S rRNA in the presence of protein L20 (By similarity)	COG0261
V1032628	G	alpha amylase, catalytic region	COG0366
V1032983	J	Involved in the binding of tRNA to the ribosomes (By similarity)	COG0051
V1684075	V	Beta-lactamase	COG1680
V1033202	L	helicase	COG0847
V1684181	S	Transposase	11N3I
V1047070	M	penicillin-binding protein	COG0768
V1033728	S	Lysm domain protein	11U6T
V1047288	P	Cation_ATPase_N	COG0474
V1163667	F	5'-nucleotidase, C-terminal domain	COG0737
V1884563	G	Phosphoglycerate kinase	COG0126
V1886306	O	ATP-dependent Clp protease ATP-binding subunit	COG0542
V1033612	P	CBS domain protein	COG1253
V1032473	M	Catalyzes the addition of meso-diaminopimelic acid to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanyl-D-glutamate (UMAG) in the biosynthesis of bacterial cell-wall peptidoglycan (By similarity)	COG0769
V1032217	P	phosphonate abc transporter	COG3639
V1684297	S	Lpxtg-motif cell wall anchor domain protein	0Y34J
V1032699	E	aminopeptidase c	COG3579
V1033188	G	BadF BadG BcrA BcrD	COG2971
V1206519	F	Also displays a weak uracil phosphoribosyltransferase activity which is not physiologically significant (By similarity)	COG2065
V1032228	M	Cell wall formation (By similarity)	COG1181
V1033302	U	The central subunit of the protein translocation channel SecYEG. Consists of two halves formed by TMs 1-5 and 6-10. These two domains form a lateral gate at the front which open onto the bilayer between TMs 2 and 7, and are clamped together by SecE at the back. The channel is closed by both a pore ring composed of hydrophobic SecY resides and a short helix (helix 2A) on the extracellular side of the membrane which forms a plug. The plug probably moves laterally to allow the channel to open. The ring and the pore may move independently (By similarity)	COG0201
V1338889	T	gtp-binding protein typa	COG1217
V1552799	F	GTPase that plays an essential role in the late steps of ribosome biogenesis (By similarity)	COG1160
V1884634	E	acetolactate synthase	COG0028
V1032373	H	Involved in the biosynthesis of D-alanyl-lipoteichoic acid (LTA). Activated D-alanyl-Dcp donates its D-alanyl substituent to membrane-associated LTA (By similarity)	COG0236
V1033253	J	Catalyzes the 2-thiolation of uridine at the wobble position (U34) of tRNA, leading to the formation of s(2)U34 (By similarity)	COG0482
V1032402	U	Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. Has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane, serving as an ATP-driven molecular motor driving the stepwise translocation of polypeptide chains across the membrane (By similarity)	COG0653
V1033184	S	Methyl-accepting chemotaxis family protein	COG4768
V1032293	H	nh(3)-dependent nad( ) synthetase	COG0171
V1034262	G	Catalyzes the reversible conversion of 2- phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis (By similarity)	COG0148
V1047210	C	Manganese-dependent inorganic pyrophosphatase	COG1227
V1032713	J	Interacts with and stabilizes bases of the 16S rRNA that are involved in tRNA selection in the A site and with the mRNA backbone. Located at the interface of the 30S and 50S subunits, it traverses the body of the 30S subunit contacting proteins on the other side and probably holding the rRNA structure together. The combined cluster of proteins S8, S12 and S17 appears to hold together the shoulder and platform of the 30S subunit (By similarity)	COG0048
V1047215	E	Aminopeptidase	COG0308
V1884555	J	Is required not only for elongation of protein synthesis but also for the initiation of all mRNA translation through initiator tRNA(fMet) aminoacylation (By similarity)	COG0143
V1033667	H	Catalyzes the formation of S-adenosylmethionine from methionine and ATP	COG0192
V1033256	L	Helicase, RecD TraA family	COG0507
V1032227	S	NA	0Z3EH
V1032595	P	Transport of potassium into the cell (By similarity)	COG3158
V1033468	F	permease	COG2233
V1032629	G	hydrolase family 65, central catalytic	COG1554
V1034221	G	Phosphoglucomutase phosphomannomutase alpha beta alpha domain	COG1109
V1032292	H	Nicotinate phosphoribosyltransferase	COG1488
