Gene	KEGG_module_number	Annotation
V1203404	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1047007	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1796864	M00207	Putative multiple sugar transport system
V1032342	M00164	ATP synthase
V1034247	M00134	Polyamine biosynthesis, arginine => ornithine => putrescine
V1033096	M00183	RNA polymerase, bacteria
V1033110	M00017	Methionine biosynthesis, apartate => homoserine => methionine
V1806608	M00221	Putative simple sugar transport system
V1204704	M00273	PTS system, fructose-specific II component
V1047144	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1047145	M00239	Peptides/nickel transport system
V1033168	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1033032	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1032882	M00260	DNA polymerase III complex, bacteria
V1032356	M00027	GABA (gamma-Aminobutyrate) shunt
V1033136	M00244	Putative zinc/manganese transport system
V1033126	M00223	Phosphonate transport system
V1033416	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1047206	M00271	PTS system, beta-glucoside-specific II component
V1032380	M00258	Putative ABC transport system
V1034199	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1032750	M00179	Ribosome, archaea
V1032829	M00178	Ribosome, bacteria
V1032402	M00335	Sec (secretion) system
V1033568	M00222	Phosphate transport system
V1032586	M00228	Putative glutamine transport system
V1872734	M00179	Ribosome, archaea
V1033069	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1199360	M00258	Putative ABC transport system
V1033426	M00276	PTS system, mannose-specific II component
V1032886	M00120	Coenzyme A biosynthesis, pantothenate => CoA
V1033275	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1032341	M00164	ATP synthase
V1032698	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1163762	M00008	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate
V1883278	M00248	Antibiotic transport system
V1033135	M00244	Putative zinc/manganese transport system
V1032660	M00120	Coenzyme A biosynthesis, pantothenate => CoA
V1047223	M00083	Fatty acid biosynthesis, elongation
V1033085	M00258	Putative ABC transport system
V1143188	M00223	Phosphonate transport system
V1891194	M00246	Nickel transport system
V1033362	M00275	PTS system, cellobiose-specific II component
V1552800	M00178	Ribosome, bacteria
V1885079	M00239	Peptides/nickel transport system
V1032666	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1033515	M00222	Phosphate transport system
V1047058	M00335	Sec (secretion) system
V1032564	M00035	Methionine degradation
V1033262	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
V1032523	M00260	DNA polymerase III complex, bacteria
V1101502	M00376	3-Hydroxypropionate bi-cycle
V1032232	M00005	PRPP biosynthesis, ribose 5P => PRPP
V1034213	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1032701	M00239	Peptides/nickel transport system
V1033084	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1047225	M00082	Fatty acid biosynthesis, initiation
V1891158	M00258	Putative ABC transport system
V1047238	M00033	Ectoine biosynthesis, aspartate => ectoine
V1033428	M00276	PTS system, mannose-specific II component
V1796868	M00240	Iron complex transport system
V1684176	M00275	PTS system, cellobiose-specific II component
V1032333	M00179	Ribosome, archaea
V1033264	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
V1034326	M00246	Nickel transport system
V1032513	M00179	Ribosome, archaea
V1033091	M00179	Ribosome, archaea
V1046995	M00164	ATP synthase
V1047220	M00376	3-Hydroxypropionate bi-cycle
V1143186	M00223	Phosphonate transport system
V1034203	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1884645	M00346	Formaldehyde assimilation, serine pathway
V1033330	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1884616	M00197	Putative fructooligosaccharide transport system
V1884554	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1032495	M00247	Putative ABC transport system
V1047239	M00018	Threonine biosynthesis, aspartate => homoserine => threonine
V1032703	M00239	Peptides/nickel transport system
V1046991	M00164	ATP synthase
V1047240	M00283	PTS system, ascorbate-specific II component
V1033200	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1237151	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1884623	M00236	Putative polar amino acid transport system
V1446936	M00376	3-Hydroxypropionate bi-cycle
V1046993	M00164	ATP synthase
V1034207	M00089	Triacylglycerol biosynthesis
V1032394	M00083	Fatty acid biosynthesis, elongation
V1033055	M00221	Putative simple sugar transport system
V1033531	M00008	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate
V1033099	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1204708	M00275	PTS system, cellobiose-specific II component
V1032978	M00178	Ribosome, bacteria
V1033638	M00116	Menaquinone biosynthesis, chorismate => menaquinone
V1755599	M00254	ABC-2 type transport system
V1032702	M00239	Peptides/nickel transport system
V1033569	M00222	Phosphate transport system
V1033134	M00244	Putative zinc/manganese transport system
V1032607	M00258	Putative ABC transport system
V1886264	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
V1047218	M00376	3-Hydroxypropionate bi-cycle
V1032642	M00093	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE
V1033094	M00246	Nickel transport system
V1034272	M00254	ABC-2 type transport system
V1033332	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD
V1033186	M00254	ABC-2 type transport system
V1884575	M00179	Ribosome, archaea
V1033559	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1033501	M00178	Ribosome, bacteria
V1033614	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1796916	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1032630	M00197	Putative fructooligosaccharide transport system
V1032594	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
V1883390	M00046	Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate
V1032731	M00346	Formaldehyde assimilation, serine pathway
V1033037	M00115	NAD biosynthesis, aspartate => NAD
V1033098	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1033163	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1796837	M00238	D-Methionine transport system
V1885076	M00376	3-Hydroxypropionate bi-cycle
V1047241	M00248	Antibiotic transport system
V1796919	M00120	Coenzyme A biosynthesis, pantothenate => CoA
V1446946	M00239	Peptides/nickel transport system
V1032293	M00115	NAD biosynthesis, aspartate => NAD
V1032584	M00228	Putative glutamine transport system
V1828851	M00183	RNA polymerase, bacteria
V1033327	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1033902	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1032700	M00239	Peptides/nickel transport system
V1883385	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1884653	M00274	PTS system, mannitol-specific II component
V1032315	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1237098	M00299	Spermidine/putrescine transport system
V1032815	M00178	Ribosome, bacteria
V1883121	M00164	ATP synthase
V1884797	M00106	Conjugated bile acid biosynthesis, cholate => taurocholate/glycocholate
V1047268	M00338	Cysteine biosynthesis, homocysteine + serine => cysteine
V1033169	M00375	Hydroxypropionate-hydroxybutylate cycle
V1163648	M00223	Phosphonate transport system
V1164548	M00183	RNA polymerase, bacteria
V1033427	M00276	PTS system, mannose-specific II component
V1882180	M00248	Antibiotic transport system
V1204306	M00222	Phosphate transport system
V1819374	M00254	ABC-2 type transport system
V1872685	M00246	Nickel transport system
V1033331	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD
V1552701	M00335	Sec (secretion) system
V1890913	M00238	D-Methionine transport system
V1033374	M00018	Threonine biosynthesis, aspartate => homoserine => threonine
V1796838	M00376	3-Hydroxypropionate bi-cycle
V1032708	M00367	C10-C20 isoprenoid biosynthesis, non-plant eukaryotes
V1034179	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1032581	M00207	Putative multiple sugar transport system
V1032742	M00153	Cytochrome d ubiquinol oxidase
V1047217	M00083	Fatty acid biosynthesis, elongation
V1883115	M00335	Sec (secretion) system
V1046999	M00034	Methionine salvage pathway
V1887313	M00178	Ribosome, bacteria
V1033700	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1204779	M00239	Peptides/nickel transport system
V1101444	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1884654	M00239	Peptides/nickel transport system
V1047179	M00127	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P
V1883337	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1033679	M00018	Threonine biosynthesis, aspartate => homoserine => threonine
V1032717	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1684153	M00179	Ribosome, archaea
V1032426	M00335	Sec (secretion) system
V1032820	M00179	Ribosome, archaea
V1032826	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1149291	M00248	Antibiotic transport system
V1032222	M00279	PTS system, galactitol-specific II component
V1032585	M00228	Putative glutamine transport system
V1047224	M00083	Fatty acid biosynthesis, elongation
V1891218	M00366	C10-C20 isoprenoid biosynthesis, plants
V1033450	M00020	Serine biosynthesis, glycerate-3P => serine
V1033588	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1033195	M00344	Formaldehyde assimilation, xylulose monophosphate pathway
V1032673	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1033100	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1046996	M00126	Tetrahydrofolate biosynthesis, GTP => THF
V1033254	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1032361	M00207	Putative multiple sugar transport system
V1032574	M00126	Tetrahydrofolate biosynthesis, GTP => THF
V1033302	M00335	Sec (secretion) system
V1806575	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD
V1032494	M00247	Putative ABC transport system
V1032552	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1033493	M00178	Ribosome, bacteria
V1033494	M00258	Putative ABC transport system
V1684159	M00239	Peptides/nickel transport system
V1204827	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1033786	M00001	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate
V1237114	M00274	PTS system, mannitol-specific II component
V1032603	M00303	PTS system, N-acetylmuramic acid-specific II component
V1033438	M00239	Peptides/nickel transport system
V1552772	M00002	Glycolysis, core module involving three-carbon compounds
V1032556	M00299	Spermidine/putrescine transport system
V1338905	M00244	Putative zinc/manganese transport system
V1033173	M00240	Iron complex transport system
V1032635	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD
V1033305	M00029	Urea cycle
V1033128	M00178	Ribosome, bacteria
V1047059	M00335	Sec (secretion) system
V1047247	M00279	PTS system, galactitol-specific II component
V1806595	M00283	PTS system, ascorbate-specific II component
V1047149	M00222	Phosphate transport system
V1032793	M00274	PTS system, mannitol-specific II component
V1806645	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P
V1338881	M00178	Ribosome, bacteria
V1034269	M00367	C10-C20 isoprenoid biosynthesis, non-plant eukaryotes
V1034276	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
V1882237	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1047176	M00197	Putative fructooligosaccharide transport system
V1143334	M00193	Putative spermidine/putrescine transport system
V1162949	M00178	Ribosome, bacteria
V1614146	M00083	Fatty acid biosynthesis, elongation
V1883179	M00246	Nickel transport system
V1339051	M00126	Tetrahydrofolate biosynthesis, GTP => THF
V1891247	M00346	Formaldehyde assimilation, serine pathway
V1032808	M00178	Ribosome, bacteria
V1204379	M00238	D-Methionine transport system
V1032514	M00178	Ribosome, bacteria
V1828827	M00178	Ribosome, bacteria
V1891238	M00153	Cytochrome d ubiquinol oxidase
V1047172	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1047219	M00376	3-Hydroxypropionate bi-cycle
V1886353	M00376	3-Hydroxypropionate bi-cycle
V1046994	M00164	ATP synthase
V1891128	M00239	Peptides/nickel transport system
V1032736	M00116	Menaquinone biosynthesis, chorismate => menaquinone
V1033263	M00033	Ectoine biosynthesis, aspartate => ectoine
V1101418	M00193	Putative spermidine/putrescine transport system
V1032575	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1033635	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1000639	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1032662	M00236	Putative polar amino acid transport system
V1033439	M00239	Peptides/nickel transport system
V1891154	M00260	DNA polymerase III complex, bacteria
V1203801	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000642	M00346	Formaldehyde assimilation, serine pathway
V1047146	M00222	Phosphate transport system
V1204706	M00035	Methionine degradation
V1882979	M00222	Phosphate transport system
V1000534	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1034257	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
V1033339	M00083	Fatty acid biosynthesis, elongation
V1806743	M00183	RNA polymerase, bacteria
V1032738	M00117	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone
V1886373	M00273	PTS system, fructose-specific II component
V1032663	M00236	Putative polar amino acid transport system
V1033114	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1047169	M00260	DNA polymerase III complex, bacteria
V1796871	M00193	Putative spermidine/putrescine transport system
V1828756	M00239	Peptides/nickel transport system
V1032770	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1033440	M00239	Peptides/nickel transport system
V1032521	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1886124	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1032807	M00179	Ribosome, archaea
V1034200	M00258	Putative ABC transport system
V1032991	M00211	Putative ABC transport system
V1163660	M00236	Putative polar amino acid transport system
V1458760	M00211	Putative ABC transport system
V1828764	M00376	3-Hydroxypropionate bi-cycle
V1891205	M00247	Putative ABC transport system
V1163661	M00228	Putative glutamine transport system
V1884674	M00239	Peptides/nickel transport system
V1047221	M00083	Fatty acid biosynthesis, elongation
V1033646	M00183	RNA polymerase, bacteria
V1884415	M00207	Putative multiple sugar transport system
V1033757	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1882977	M00134	Polyamine biosynthesis, arginine => ornithine => putrescine
V1883153	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1032720	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1204815	M00236	Putative polar amino acid transport system
V1032983	M00179	Ribosome, archaea
V1033490	M00178	Ribosome, bacteria
V1887156	M00375	Hydroxypropionate-hydroxybutylate cycle
V1032824	M00179	Ribosome, archaea
V1163698	M00017	Methionine biosynthesis, apartate => homoserine => methionine
V1047077	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1032984	M00179	Ribosome, archaea
V1163654	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1891114	M00246	Nickel transport system
V1032583	M00236	Putative polar amino acid transport system
V1872748	M00254	ABC-2 type transport system
V1884610	M00244	Putative zinc/manganese transport system
V1000040	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1034183	M00115	NAD biosynthesis, aspartate => NAD
V1047147	M00222	Phosphate transport system
V1032707	M00095	C5 isoprenoid biosynthesis, mevalonate pathway
V1101427	M00248	Antibiotic transport system
V1163662	M00236	Putative polar amino acid transport system
V1808108	M00178	Ribosome, bacteria
V1886310	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1891226	M00093	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE
V1033514	M00179	Ribosome, archaea
V1000867	M00260	DNA polymerase III complex, bacteria
V1033460	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
V1033295	M00260	DNA polymerase III complex, bacteria
V1163740	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1806641	M00239	Peptides/nickel transport system
V1032591	M00236	Putative polar amino acid transport system
V1032800	M00178	Ribosome, bacteria
V1034240	M00268	PTS system, alpha-glucoside-specific II component
V1204825	M00346	Formaldehyde assimilation, serine pathway
V1237155	M00239	Peptides/nickel transport system
V1032419	M00115	NAD biosynthesis, aspartate => NAD
V1032713	M00179	Ribosome, archaea
V1887057	M00239	Peptides/nickel transport system
V1001468	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1300379	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1884563	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1199402	M00228	Putative glutamine transport system
V1755587	M00179	Ribosome, archaea
V1032572	M00238	D-Methionine transport system
V1886305	M00183	RNA polymerase, bacteria
V1880862	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1880127	M00134	Polyamine biosynthesis, arginine => ornithine => putrescine
V1884587	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1880092	M00248	Antibiotic transport system
V1032809	M00179	Ribosome, archaea
V1033467	M00248	Antibiotic transport system
V1032313	M00335	Sec (secretion) system
V1032818	M00179	Ribosome, archaea
V1034332	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1032819	M00179	Ribosome, archaea
V1163598	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1000962	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1033174	M00240	Iron complex transport system
V1204760	M00239	Peptides/nickel transport system
V1032822	M00179	Ribosome, archaea
V1033782	M00002	Glycolysis, core module involving three-carbon compounds
V1552770	M00120	Coenzyme A biosynthesis, pantothenate => CoA
V1882160	M00197	Putative fructooligosaccharide transport system
V1033034	M00178	Ribosome, bacteria
V1202485	M00273	PTS system, fructose-specific II component
V1836804	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000487	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1047222	M00082	Fatty acid biosynthesis, initiation
V1150389	M00366	C10-C20 isoprenoid biosynthesis, plants
V1150451	M00035	Methionine degradation
V1891156	M00258	Putative ABC transport system
V1808174	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1199406	M00120	Coenzyme A biosynthesis, pantothenate => CoA
V1522031	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
V1819367	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000640	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1033324	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1033459	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
V1047243	M00193	Putative spermidine/putrescine transport system
V1163706	M00005	PRPP biosynthesis, ribose 5P => PRPP
V1339074	M00018	Threonine biosynthesis, aspartate => homoserine => threonine
V1430275	M00164	ATP synthase
V1047214	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
V1755551	M00178	Ribosome, bacteria
V1150312	M00274	PTS system, mannitol-specific II component
V1202534	M00239	Peptides/nickel transport system
V1338897	M00258	Putative ABC transport system
V1032912	M00120	Coenzyme A biosynthesis, pantothenate => CoA
V1452134	M00223	Phosphonate transport system
V1000502	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1033035	M00178	Ribosome, bacteria
V1034242	M00223	Phosphonate transport system
V1886211	M00093	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE
V1886312	M00239	Peptides/nickel transport system
V1032821	M00179	Ribosome, archaea
V1032432	M00236	Putative polar amino acid transport system
V1033560	M00335	Sec (secretion) system
V1237081	M00238	D-Methionine transport system
V1032748	M00089	Triacylglycerol biosynthesis
V1047378	M00197	Putative fructooligosaccharide transport system
V1101375	M00335	Sec (secretion) system
V1000168	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1034262	M00346	Formaldehyde assimilation, serine pathway
V1882359	M00179	Ribosome, archaea
V1884638	M00002	Glycolysis, core module involving three-carbon compounds
V1001056	M00221	Putative simple sugar transport system
V1464441	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1204660	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1796884	M00183	RNA polymerase, bacteria
V1000116	M00002	Glycolysis, core module involving three-carbon compounds
V1001133	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1032632	M00197	Putative fructooligosaccharide transport system
V1032706	M00095	C5 isoprenoid biosynthesis, mevalonate pathway
V1836857	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1032433	M00228	Putative glutamine transport system
V1047055	M00280	PTS system, glucitol/sorbitol-specific II component
V1202750	M00374	Dicarboxylate-hydroxybutyrate cycle
V1202852	M00239	Peptides/nickel transport system
V1000057	M00005	PRPP biosynthesis, ribose 5P => PRPP
V1033352	M00089	Triacylglycerol biosynthesis
V1692640	M00346	Formaldehyde assimilation, serine pathway
V1204783	M00239	Peptides/nickel transport system
V1808105	M00197	Putative fructooligosaccharide transport system
V1001150	M00273	PTS system, fructose-specific II component
V1446922	M00033	Ectoine biosynthesis, aspartate => ectoine
V1033142	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1886049	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P
V1000630	M00335	Sec (secretion) system
V1101395	M00346	Formaldehyde assimilation, serine pathway
V1204709	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1423402	M00002	Glycolysis, core module involving three-carbon compounds
V1000318	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1195882	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1238872	M00228	Putative glutamine transport system
V1836815	M00221	Putative simple sugar transport system
V1000601	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000546	M00197	Putative fructooligosaccharide transport system
V1033838	M00273	PTS system, fructose-specific II component
V1163750	M00346	Formaldehyde assimilation, serine pathway
V1163037	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
