gene	geneProduct
V1705038	Phosphoribosylformylglycinamidine synthase
V1484107	50S ribosomal protein L1
V1383824	Nickel-binding periplasmic protein precursor
V1015704	Formate acetyltransferase 1
V1037108	Sulfur carrier protein ThiS adenylyltransferase
V1000578	anaerobic benzoate catabolism transcriptional regulator
V1400258	Pyruvate kinase I
V1705008	Valine--tRNA ligase
V1074483	Adenylate kinase
V1178384	Elongation factor G
V1163593	gram-positive signal peptide%2C YSIRK family
V1574858	Carbamoyl-phosphate synthase large chain
V1440639	preprotein translocase subunit SecA
V1368901	Maltose/maltodextrin-binding protein precursor
V1000943	50S ribosomal protein L11
V1036367	hypothetical protein
V1819334	Listeria-Bacteroides repeat domain (List_Bact_rpt)
V1238151	50S ribosomal protein L9
V1403747	tRNA guanosine-2'-O-methyltransferase
V1191497	Outer membrane porin F precursor
V1036776	DNA polymerase III subunit beta
V1069332	Glucose-6-phosphate isomerase
V1037224	Putative HMP/thiamine permease protein YkoE
V1000004	DNA-directed RNA polymerase subunit alpha
V1085355	hypothetical protein
V1036378	Uridylate kinase
V1110058	30S ribosomal protein S2
V1723086	hypothetical protein
V1238560	30S ribosomal protein S6
V1151702	FK506-binding protein
V1394807	Elongation factor Tu
V1139748	Glycine reductase complex component B subunit gamma
V1239567	50S ribosomal protein L27
V1421267	50S ribosomal protein L11
V1139467	30S ribosomal protein S18 1
V1139686	Alkyl hydroperoxide reductase subunit C
V1036127	potassium transport protein Kup
V1337287	30S ribosomal protein S5
V1884167	Biotin ECF transporter S component BioY
V1186152	hypothetical protein
V1237649	putative periplasmic or secreted protein
V1000546	Maltose/maltodextrin-binding protein precursor
V1705042	Proline--tRNA ligase
V1484106	Heat shock protein 70
V1496507	50S ribosomal protein L4
V1049443	High temperature protein G
V1000534	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1036841	ATP-dependent zinc metalloprotease FtsH
V1155973	Carbon starvation protein A
V1458517	Transaldolase
V1704990	ABC-type xylose transport system%2C periplasmic component
V1267291	Rib/alpha-like repeat
V1000080	hypothetical protein
V1383919	Transketolase
V1466243	NMT1/THI5 like protein
V1445419	Pyruvate kinase
V1036111	Adenylosuccinate synthetase
V1483194	Zinc import ATP-binding protein ZnuC
V1139691	preprotein translocase subunit SecY
V1239598	Ribonucleoside-diphosphate reductase subunit alpha 2
V1000527	Vegetative protein 19
V1145548	30S ribosomal protein S1
V1034175	Cyclodextrin-binding protein precursor
V1138869	Metalloregulation DNA-binding stress protein
V1195449	hypothetical protein
V1723300	Putative peptidoglycan binding domain protein
V1140472	50S ribosomal protein L11
V1445776	50S ribosomal protein L11
V1267333	putative monoacyl phosphatidylinositol tetramannoside-binding protein LpqW precursor
V1201051	undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase
V1704987	hypothetical protein
V1887021	Trigger factor
V1000549	Maltose phosphorylase
V1000886	sn-glycerol-3-phosphate-binding periplasmic protein UgpB precursor
V1036251	putative hydrolase of the alpha/beta superfamily protein
V1436124	Cell division protein FtsZ
V1036611	Inorganic pyrophosphatase
V1737050	hypothetical protein
V1036773	DNA gyrase subunit B
V1171477	hypothetical protein
V1383841	50S ribosomal protein L10
V1151941	hypothetical protein
V1484295	Phenylalanine--tRNA ligase alpha subunit
V1139410	Aldehyde-alcohol dehydrogenase
V1409431	30S ribosomal protein S4
V1723592	30S ribosomal protein S16
V1036407	Putative thiamine biosynthesis protein
V1852050	Immunoglobulin G-binding protein G precursor
V1385709	Acetylxylan esterase precursor
V1042317	putative membrane protein
V1043505	hypothetical protein
V1006727	30S ribosomal protein S1
V1429839	Polyketide biosynthesis malonyl CoA-acyl carrier protein transacylase PksC
V1436832	Enolase
V1313175	Enolase
V1385688	Putative L%2CD-transpeptidase LppS precursor
V1504152	Serotype-specific antigen 1 precursor
V1431249	hypothetical protein
V1073967	50S ribosomal protein L10
V1737054	hypothetical protein
V1036872	Ribose-phosphate pyrophosphokinase
V1036155	hypothetical protein
V1368264	Maltose transport system permease protein MalG
V1554035	Protoporphyrinogen oxidase
V1428998	Lysylphosphatidylglycerol biosynthesis bifunctional protein LysX
V1120164	Elongation factor G
V1385727	GA module
V1080487	Acetate kinase
V1239693	putative glutamine synthetase 2
V1237393	Threonine--tRNA ligase
V1819325	hypothetical protein
V1151863	hypothetical protein
V1267267	C protein alpha-antigen precursor
V1011230	Alkyl hydroperoxide reductase subunit C
V1484187	hypothetical protein
V1135971	gram-positive signal peptide%2C YSIRK family
V1518214	Ribosome hibernation promoting factor
V1036567	Phenylalanine--tRNA ligase alpha subunit
V1036907	hypothetical protein
V1880393	Glutathione-binding protein GsiB precursor
V1728061	30S ribosomal protein S2
V1239629	Bifunctional (p)ppGpp synthase/hydrolase relA
V1705036	C protein alpha-antigen precursor
V1266287	ATP-dependent Clp protease proteolytic subunit 1
V1069749	Phosphoribosylaminoimidazole-succinocarboxamide synthase
V1000129	Tyrosine phosphorylated protein A
V1111146	hypothetical protein
V1239640	hypothetical protein
V1339929	L-lactate dehydrogenase
V1155672	autotransporter-associated beta strand repeat
V1420590	hypothetical protein
V1363746	hypothetical protein
V1704981	sn-glycerol-3-phosphate transport system permease protein UgpA
V1036284	Excinuclease ABC subunit A
V1819260	Acetyl-CoA acetyltransferase
V1337383	Aminopeptidase C
V1385880	Phosphotransferase enzyme family protein
V1239590	GTP-binding protein EngA
V1549084	hypothetical protein
V1152124	hypothetical protein
V1428999	Phosphoglycerol transferase%2C alkaline phosphatase superfamily
V1036566	Putative TrmH family tRNA/rRNA methyltransferase
V1267327	hypothetical protein
V1000143	Elongation factor Ts
V1041180	putative sensor histidine kinase TcrY
V1016999	Elongation factor Tu
V1395763	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1239642	Long-chain-fatty-acid--CoA ligase FadD15
V1368546	protoporphyrinogen oxidase
V1036282	Polyphosphate glucokinase
V1514797	Glycine reductase complex component B subunits alpha and beta
V1198633	30S ribosomal protein S7
V1401722	Outer membrane porin F precursor
V1266647	Stress protein H5
V1006086	hypothetical protein
V1139934	Nickel uptake substrate-specific transmembrane region
V1516269	Root adhesin
V1383863	hypothetical protein
V1445428	hypothetical protein
V1037101	hypothetical protein
V1239807	Ribosome-binding ATPase YchF
V1017823	Desulfoferrodoxin
V1152048	putative outer membrane protein
V1000545	Maltose transport system permease protein MalF
V1000944	50S ribosomal protein L1
V1232339	co-chaperonin GroES
V1000630	preprotein translocase subunit SecA
V1036285	putative oxidoreductase/MSMEI_1564
V1203949	Pyridoxamine 5'-phosphate oxidase
V1462237	50S ribosomal protein L2
V1232468	Lipid-binding protein
V1049455	ATP-dependent Clp protease ATP-binding subunit ClpC
V1151363	Teichoic acid translocation permease protein TagG
V1195882	Fructose-bisphosphate aldolase
V1267311	DNA gyrase subunit B
V1705004	cysteine/glutathione ABC transporter membrane/ATP-binding component
V1267391	Ribokinase
V1268448	30S ribosomal protein S15
V1036227	Dipeptide-binding protein DppE precursor
V1009516	Enolase
V1383835	Acetate kinase
V1836823	hypothetical protein
V1239585	hypothetical protein
V1000305	Enolase
V1000116	Pyruvate kinase
V1200583	Dihydroorotate dehydrogenase (quinone)
V1036121	Phosphoenolpyruvate-protein phosphotransferase
V1038267	Threonine--tRNA ligase
V1501661	30S ribosomal protein S16
V1367803	30S ribosomal protein S16
V1032060	Transaldolase
V1266147	Fimbrial subunit type 1 precursor
V1167759	Pyruvate kinase
V1267284	Neutral endopeptidase
V1705011	F-ATPase epsilon subunit
V1100087	hypothetical protein
V1071487	Helicase IV
V1267299	putative membrane protein
V1239595	putative chromosome-partitioning protein ParB
V1036422	Long-chain-fatty-acid--CoA ligase FadD15
V1140670	ATP synthase subunit alpha%2C sodium ion specific
V1430161	PII-type proteinase precursor
V1852039	RNAP delta factor
V1334911	30S ribosomal protein S2
V1705033	Resuscitation-promoting factor Rpf2 precursor
V1267290	Fimbrial subunit type 1 precursor
V1496696	Elongation factor Ts
V1006222	R3H domain protein
V1320864	sulfur carrier protein ThiS
V1385994	Ribonuclease G
V1150284	Integrase
V1266129	Inosine-5'-monophosphate dehydrogenase
V1836804	Lysine--tRNA ligase
V1166828	hypothetical protein
V1020690	Metalloregulation DNA-binding stress protein
V1443214	50S ribosomal protein L28
V1040827	hypothetical protein
V1486082	hypothetical protein
V1144728	putative ATP-dependent Clp protease ATP-binding subunit
V1031988	Trigger factor
V1705023	putative membrane protein
V1108928	ATP synthase subunit beta%2C sodium ion specific
V1000837	Conjugative transposon protein TcpC
V1155178	Translation initiation factor IF-2
V1021099	hypothetical protein
V1000836	50S ribosomal protein L31 type B
V1819287	hypothetical protein
V1016072	DNA replication initiation protein gpA
V1237841	hypothetical protein
V1139078	Oligopeptide-binding protein AppA precursor
V1036156	Deoxyuridine 5'-triphosphate nucleotidohydrolase
V1000184	Bacteriophage peptidoglycan hydrolase
V1239702	Cation efflux system protein CzcD
V1072900	Enolase
V1196726	ATP synthase subunit alpha
V1561440	Extracellular serine protease precursor
V1154407	DNA-directed RNA polymerase subunit beta'
V1036286	Long-chain-fatty-acid--CoA ligase FadD15
V1175441	Elongation factor Ts
V1498639	Maltodextrin phosphorylase
V1342988	Inorganic pyrophosphatase
V1069918	Arginine repressor
V1006272	50S ribosomal protein L17
V1036090	L-lactate dehydrogenase 2
V1160822	Elongation factor Tu
V1912442	6-phosphofructokinase
V1053544	hypothetical protein
V1001368	EIIAB-Man
V1464524	Triosephosphate isomerase
V1137087	Transketolase
V1139821	V-type ATP synthase subunit I
V1036481	Penicillin-binding protein A
V1527021	Pyruvate kinase
V1819309	flagellar basal body-associated protein FliL
V1000040	Anaerobic ribonucleoside-triphosphate reductase
V1419680	HSP-70 cofactor
V1009641	DNA-directed RNA polymerase subunit omega
V1188005	DNA protection during starvation protein
V1036616	Aminopeptidase C
V1886336	Phosphocarrier protein HPr
V1036294	30S ribosomal protein S16
V1574958	hypothetical protein
V1239069	Helix-destabilizing protein
V1036812	Histidine--tRNA ligase
V1345236	DNA-binding protein HB1
V1006223	Glutaredoxin-like protein NrdH
V1036465	Serine/threonine-protein kinase PrkC
V1079022	DNA topoisomerase 1
V1138976	Heat-inducible transcription repressor HrcA
V1039649	Putative glycosyltransferase EpsH
V1267288	Phosphoribosylaminoimidazole-succinocarboxamide synthase
V1819321	putative ABC transporter ATP-binding protein YheS
V1237436	FeS cluster assembly protein SufD
V1070974	hypothetical protein
V1237446	Bifunctional protein FolC
V1036166	putative transcriptional regulatory protein TcrX
V1036267	Phospho-N-acetylmuramoyl-pentapeptide-transferase
V1036797	metal-binding protein
V1736985	Maltodextrin phosphorylase
V1267332	ski2-like helicase
V1013667	Fructose-bisphosphate aldolase
V1036190	NADH dehydrogenase
V1237322	Phosphoribosylaminoimidazole-succinocarboxamide synthase
V1436495	co-chaperonin GroES
V1022782	Ferritin
V1140021	Bifunctional protein GlmU
V1036795	putative transcriptional regulatory protein pdtaR
V1036434	Lactose-binding protein precursor
V1267266	3-oxoacyl-[acyl-carrier-protein] synthase 1
V1037346	30S ribosomal protein S9
V1337333	Xaa-Pro aminopeptidase 1
V1383899	Bicarbonate transport ATP-binding protein CmpD
V1036258	L-arabinose transport system permease protein AraQ
V1037345	Aldehyde-alcohol dehydrogenase
V1306539	50S ribosomal protein L13
V1000845	Glucose-6-phosphate isomerase
V1230131	putative methyltransferase
V1171981	G5 domain protein
V1237313	PhoH-like protein
V1266247	hypothetical protein
V1036221	Asparagine synthetase [glutamine-hydrolyzing] 1
V1237531	Leucine--tRNA ligase
V1265423	hypothetical protein
V1419641	Elongation factor P
V1237424	hypothetical protein
V1038265	Tyrosine--tRNA ligase
V1139265	DNA ligase
V1553878	1%2C4-alpha-glucan branching enzyme GlgB
V1036831	Signal recognition particle receptor FtsY
V1239622	Autolytic lysozyme
V1114325	NADH dehydrogenase
V1383830	FeS cluster assembly protein SufB
V1016074	capsid protein
V1383868	Pyruvate formate-lyase 1-activating enzyme
V1819331	Internalin-A precursor
V1429971	Butanolide receptor
V1040598	putative membrane protein
V1295482	Alpha-amylase precursor
V1819243	DNA polymerase III subunit epsilon
V1037529	putative membrane protein
V1070019	Helix-destabilizing protein
V1194990	Xylulose-5-phosphate/fructose-6-phosphate phosphoketolase
V1166912	Chromosomal replication initiator protein DnaA
V1439186	50S ribosomal protein L19
V1013250	Cold shock protein CspC
V1036186	Periplasmic serine endoprotease DegP precursor
V1000075	Ribonuclease P protein component
V1239644	Glutamate--tRNA ligase
V1076325	hypothetical protein
V1023795	hypothetical protein
V1175702	hypothetical protein
V1139606	Elongation factor Ts
V1752456	putative ABC transporter ATP-binding protein YheS
V1040625	Serine/threonine-protein kinase PrkC
V1036523	orotidine 5'-phosphate decarboxylase
V1032053	Alkyl hydroperoxide reductase subunit C
V1441100	hypothetical protein
V1006101	hypothetical protein
V1266160	Lactose transport system permease protein LacF
V1267308	Proline iminopeptidase
V1421861	hypothetical protein
V1138974	Heat shock protein 70
V1043514	50S ribosomal protein L10
V1036839	Putative phenylalanine aminotransferase
V1594332	Putative ribonuclease Jc
V1427948	hypothetical protein
V1554143	4-alpha-glucanotransferase
V1076330	Helix-destabilizing protein
V1036101	hypothetical protein
V1383880	hypothetical protein
V1705039	putative membrane protein
V1563205	Outer membrane porin F precursor
V1086654	F-ATPase subunit 6
V1574864	Glutamyl-tRNA(Gln) amidotransferase subunit A
V1419064	Thiol-activated cytolysin
V1363539	Pyridoxamine 5'-phosphate oxidase
V1237553	Ribulose-phosphate 3-epimerase
V1705043	repeat
V1181333	Pyruvate kinase
V1365642	30S ribosomal protein S8
V1000570	Rod shape-determining protein MreB
V1295176	DNA-directed RNA polymerase subunit beta'
V1000001	30S ribosomal protein S9
V1200501	flagellar basal body-associated protein FliL
V1355511	hypothetical protein
V1588826	cell division protein GpsB
V1109151	Pyruvate formate-lyase 1-activating enzyme
V1036231	hypothetical protein
V1036086	Transcript cleavage factor GreA
V1037107	Thiazole synthase
V1000627	Ribonuclease Y
V1819299	Fimbrial subunit type 1 precursor
V1032873	DNA-directed RNA polymerase subunit beta'
V1239589	ABC transporter permease YtrF precursor
V1110345	PTS system maltose- and glucose-specific EIICB component
V1123844	cell division protein GpsB
V1070407	Maltodextrin-binding protein
V1385916	ATP-dependent RNA helicase RhlE
V1295476	putative glutamine synthetase 2
V1155393	Vegetative protein 19
V1555046	Translation initiation factor IF-1
V1072128	Ferrous iron uptake protein
V1522879	hypothetical protein
V1180770	Formate acetyltransferase 1
V1806864	Methionine--tRNA ligase
V1151916	Galactofuranosyl transferase GlfT2
V1267276	Ribonuclease G
V1385869	hypothetical protein
V1151779	D-alanine--D-alanine ligase
V1018180	50S ribosomal protein L23
V1316394	F-ATPase subunit 6
V1267280	Isopentenyl-diphosphate delta-isomerase
V1006046	Arginine--tRNA ligase
V1036563	CCA-adding enzyme
V1819281	Putative ribosomal N-acetyltransferase YdaF
V1036379	1%2C4-alpha-glucan branching enzyme GlgB
V1036527	Phosphoglycerate kinase
V1036364	Glutamine transport ATP-binding protein GlnQ
V1008385	Pyruvate kinase
V1237442	hypothetical protein
V1383826	Large-conductance mechanosensitive channel
V1152672	hypothetical protein
V1138763	Type-2 restriction enzyme DpnII
V1107292	Methionine gamma-lyase
V1390211	phage major capsid protein%2C HK97 family
V1385813	hypothetical protein
V1036483	PP2C-family Ser/Thr phosphatase
V1139605	Vegetative protein 209
V1000548	Beta-phosphoglucomutase
V1202126	putative vancomycin resistance protein
V1010633	Fimbrial subunit type 1 precursor
V1806816	preprotein translocase subunit YajC
V1267334	Elongation factor 4
V1239172	hypothetical protein
V1413769	Sporulation initiation inhibitor protein soj
V1237396	putative ABC transporter ATP-binding protein
V1548552	Putative NrdI-like protein
V1110393	TM2 domain-containing protein
V1295109	Thiol-activated cytolysin
V1036785	Manganese transport system membrane protein MntB
V1194354	30S ribosomal protein S12
V1614119	hypothetical protein
V1497023	RNA polymerase principal sigma factor HrdB
V1006265	30S ribosomal protein S20
V1140503	50S ribosomal protein L21
V1140969	30S ribosomal protein S1
V1036085	FK506-binding protein
V1382281	50S ribosomal protein L27
V1006049	Dipeptidase
V1581223	Helix-destabilizing protein
V1384078	N-acetylmannosamine kinase
V1014559	50S ribosomal protein L14
V1239613	Cell division protein FtsZ
V1138604	Excinuclease ABC subunit C
V1000638	Central glycolytic genes regulator
V1239576	ATP-dependent RNA helicase HrpB
V1266213	Phosphocarrier protein HPr
V1385592	hypothetical protein
V1579885	hypothetical protein
V1200630	hypothetical protein
V1181467	Trigger factor
V1239627	Methionine aminopeptidase 1
V1705059	L-serine dehydratase 1
V1345614	NADP-dependent isopropanol dehydrogenase
V1266502	drug resistance MFS transporter%2C drug:H+ antiporter-2 (14 Spanner) (DHA2) family
V1036377	Ribosome-releasing factor
V1604018	50S ribosomal protein L2
V1504153	hypothetical protein
V1139749	Glycine/sarcosine/betaine reductase complex component C subunit beta
V1195825	Large-conductance mechanosensitive channel
V1265517	Trehalose import ATP-binding protein SugC
V1267300	hypothetical protein
V1724279	maltose ABC transporter periplasmic protein
V1039651	hypothetical protein
V1138582	Inositol-3-phosphate synthase
V1033476	Anaerobic ribonucleoside-triphosphate reductase
V1032456	50S ribosomal protein L13
V1383833	Butanolide receptor
V1237633	preprotein translocase subunit YajC
V1166924	Heat shock protein 70
V1034630	DNA protection during starvation protein
V1151727	Glucosyl-3-phosphoglycerate phosphatase
V1037678	ATP-dependent Clp protease proteolytic subunit 1
V1819272	Abortive infection bacteriophage resistance protein
V1144971	hypothetical protein
V1015296	lipoprotein involved with copper homeostasis and adhesion
V1237680	hypothetical protein
V1000314	RNA polymerase sigma-54 factor 1
V1014814	hypothetical protein
V1484085	Sporulation initiation inhibitor protein soj
V1323183	pheromone autoinducer 2 transporter
V1000640	Phosphoglycerate kinase
V1508122	toxin secretion/phage lysis holin
V1010320	putative FAD-linked oxidoreductase
V1239700	Membrane-bound protein LytR
V1006039	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
V1006020	50S ribosomal protein L2
V1008406	Glutathione import ATP-binding protein GsiA
V1430349	Cysteine-rich secretory protein family protein
V1152685	Copper-sensitive operon repressor
V1440314	Threonine--tRNA ligase
V1036300	Pseudouridine kinase
V1036561	putative peptidoglycan biosynthesis protein MviN
V1705017	Beta-hexosaminidase A precursor
V1031998	Threonine--tRNA ligase
V1355541	protoporphyrinogen oxidase
V1108326	Maltodextrin phosphorylase
V1705058	GTP-binding protein HflX
V1000018	hypothetical protein
V1395582	Elongation factor G
V1016073	minor spike protein
V1036092	Putative transcriptional regulator YvhJ
V1337328	Putative CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyl-transferase 2
V1363241	Adenylosuccinate lyase
V1421651	FtsZ-interacting protein A
V1003154	F-type ATPase subunit b
V1705046	hypothetical protein
V1484859	Arginine repressor
V1000821	Lyzozyme M1 (1%2C4-beta-N-acetylmuramidase)
V1380987	hypothetical protein
V1151596	PII-type proteinase precursor
V1036171	Putative ribonuclease Jc
V1150325	Phage terminase-like protein%2C large subunit
V1037109	Allantoinase
V1337292	50S ribosomal protein L5
V1421760	50S ribosomal protein L6
V1440538	Macrolide export ATP-binding/permease protein MacB
V1099218	Pyruvate kinase
V1036516	Purine catabolism regulatory protein
V1239586	Putative HMP/thiamine import ATP-binding protein YkoD
V1037111	Allantoate amidohydrolase
V1485407	Multiple sugar-binding protein precursor
V1394935	hypothetical protein
V1554151	Protoporphyrinogen oxidase
V1036560	hypothetical protein
V1587334	cell division suppressor protein YneA
V1436378	hypothetical protein
V1819297	CAAX amino terminal protease self- immunity
V1140791	putative NADH oxidase
V1167633	NADH dehydrogenase
V1385993	Fe(3+) ions import ATP-binding protein FbpC
V1036249	N5-carboxyaminoimidazole ribonucleotide synthase
V1491714	30S ribosomal protein S1
V1139807	V-type sodium pump subunit B
V1237423	Ribose-phosphate pyrophosphokinase
V1000003	hypothetical protein
V1047561	zinc/cadmium-binding protein
V1006043	cysteine/glutathione ABC transporter membrane/ATP-binding component
V1083362	Pyruvate kinase
V1267287	sn-glycerol-3-phosphate-binding periplasmic protein UgpB precursor
V1267304	hypothetical protein
V1036115	HSP-70 cofactor
V1109278	NADH dehydrogenase
V1139811	Class B acid phosphatase precursor
V1036292	hypothetical protein
V1443793	hypothetical protein
V1237230	Glucose-6-phosphate 1-dehydrogenase
V1049613	Putative metal chaperone YciC
V1409612	Pullulanase precursor
V1007262	R3H domain protein
V1154952	hypothetical protein
V1000841	F-type ATPase subunit delta
V1851961	ATP-dependent Clp protease ATP-binding subunit ClpE
V1034170	30S ribosomal protein S13
V1392006	50S ribosomal protein L19
V1036941	Ferrous iron uptake protein
V1394973	hypothetical protein
V1152290	hypothetical protein
V1195419	hypothetical protein
V1819319	putative membrane protein
V1150384	hypothetical protein
V1239658	hypothetical protein
V1037047	Trigger factor
V1039802	Benzylsuccinate synthase alpha subunit
V1032026	Long-chain-fatty-acid--CoA ligase FadD15
V1246962	50S ribosomal protein L16
V1687741	Maltodextrin-binding protein
V1075411	Vegetative protein 19
V1178410	50S ribosomal protein L6
V1368185	Long-chain-fatty-acid--CoA ligase FadD15
V1075934	50S ribosomal protein L10
V1000079	DNA gyrase subunit A
V1013795	Nucleoside triphosphate pyrophosphohydrolase
V1036230	Glutathione import ATP-binding protein GsiA
V1082139	Ribosome maturation factor RimM
V1155213	Alanine--tRNA ligase
V1394176	PTS system galactitol-specific EIIC component
V1000151	30S ribosomal protein S16
V1612021	Cell division protein SepF
V1036268	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
V1032070	Maltodextrin phosphorylase
V1200881	Hypoxanthine-guanine phosphoribosyltransferase
V1256156	product=hypothetical protein
V1110017	hypothetical protein
V1617450	hypothetical protein
V1154408	DNA-directed RNA polymerase subunit beta
V1411137	Flavodoxin
V1819271	FHA domain protein
V1036777	ribonuclease P
V1819280	acidobacterial duplicated orphan permease
V1501034	30S ribosomal protein S16
V1806766	Ammonia transporter
V1267525	hypothetical protein
V1198685	hypothetical protein
V1411056	30S ribosomal protein S11
V1043533	DNA-binding transcriptional repressor PuuR
V1445347	DNA-directed RNA polymerase subunit beta'
V1109182	50S ribosomal protein L13
V1335216	hypothetical protein
V1198665	hypothetical protein
V1548913	Cell division ATP-binding protein FtsE
V1000315	PTS system N-acetylgalactosamine-specific EIIC component 1
V1016102	Alkyl hydroperoxide reductase subunit C
V1006051	Glycine--tRNA ligase
V1482690	Phenylalanine--tRNA ligase beta subunit
V1154706	hypothetical protein
V1334689	phage portal protein%2C HK97 family
V1548190	hypothetical protein
