gene	geneProduct
V1000547	Trehalose import ATP-binding protein SugC
V1036606	F-type ATPase subunit b
V1851967	Heat-inducible transcription repressor HrcA
V1000046	Putative universal stress protein
V1000045	hypothetical protein
V1851961	ATP-dependent Clp protease ATP-binding subunit ClpE
V1203300	dihydroxyacetone kinase
V1059001	Phosphoenolpyruvate-protein phosphotransferase
V1076330	Helix-destabilizing protein
V1381763	Glucosamine kinase GspK
V1607589	Signal transduction histidine-protein kinase ArlS
V1167440	6-phospho-alpha-glucosidase 1
V1000625	Helix-turn-helix domain protein
V1852124	Exo-glucosaminidase LytG precursor
V1000840	F-ATPase gamma subunit
V1268476	CBS domain protein
V1000017	50S ribosomal protein L16
V1295109	Thiol-activated cytolysin
V1000093	Putative penicillin-binding protein PbpX
V1581223	Helix-destabilizing protein
V1382281	50S ribosomal protein L27
V1481366	30S ribosomal protein S1
V1323334	NAD(+)--arginine ADP-ribosyltransferase EFV
V1034832	Ribonuclease J 2
V1852028	Immunoglobulin G-binding protein G precursor
V1000518	Glv operon regulatory protein
V1000882	Acetate kinase
V1852109	gram-positive signal peptide%2C YSIRK family
V1463123	Response regulator ArlR
V1574099	PTS system mannose-specific EIIC component
V1000641	Triosephosphate isomerase
V1356068	Ribonuclease J 1
V1075411	Vegetative protein 19
V1000317	Transcript cleavage factor GreA
V1000151	30S ribosomal protein S16
V1339711	Foldase protein PrsA precursor
V1000050	Cysteine-rich secretory protein family protein
V1000044	Asparagine synthetase [glutamine-hydrolyzing] 1
V1339707	Rib/alpha/Esp surface antigen repeat
V1392051	Acetate kinase
V1852084	50S ribosomal protein L23
V1162881	Phosphoglucomutase
V1000842	F-ATPase subunit 6
V1000835	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
V1000134	HSP-70 cofactor
V1104333	Proline iminopeptidase
V1851982	putative ABC transporter ATP-binding protein YheS
V1338873	Pollen proteins Ole e I like protein
V1046753	adaptor protein
V1364877	F-ATPase epsilon subunit
V1043994	Elongation factor Ts
V1158426	PTS system mannose-specific EIIC component
V1000106	Formate--tetrahydrofolate ligase 1
V1000551	Intracellular maltogenic amylase
V1594784	Diacylglycerol kinase
V1000885	Ribonuclease J 1
V1888216	NADH oxidase
V1000081	Bifunctional oligoribonuclease and PAP phosphatase NrnA
V1000892	Phosphoglucosamine mutase
V1000563	Guanylate kinase
V1000300	Aspartate--tRNA ligase
V1213480	Recombinase A
V1522724	Aminopeptidase C
V1392216	Stress protein H5
V1000037	Aminopeptidase E
V1000564	Cell division protein FtsZ
V1295196	Cell division protein FtsA
V1851978	sn-glycerol-3-phosphate-binding periplasmic protein UgpB precursor
V1000533	CTP synthase
V1064194	Immunoglobulin G-binding protein G precursor
V1000502	Inosine-5'-monophosphate dehydrogenase
V1580709	30S ribosomal protein S21
V1000476	Modulator of FtsH protease HflK
V1042355	EIIAB-Man
V1000082	Replicative DNA helicase
V1000834	DEAD-box ATP-dependent RNA helicase CshA
V1000574	Septation ring formation regulator EzrA
V1136911	Serine--tRNA ligase
V1000008	Adenylate kinase
V1000637	ATP-dependent Clp protease proteolytic subunit
V1503141	LPXTG cell wall anchor domain protein
V1000171	Oligopeptide-binding protein AppA precursor
V1391945	product=Deoxyuridine 5'-triphosphate nucleotidohydrolase
V1000617	hypothetical protein
V1000499	Glutamyl-tRNA(Gln) amidotransferase subunit A
V1594750	Hypoxanthine-guanine phosphoribosyltransferase
V1299127	Penicillin-binding protein B
V1851995	Ribosomal RNA small subunit methyltransferase H
V1000057	Ribose-phosphate pyrophosphokinase
V1000643	Ribonuclease R
V1852094	Adenylosuccinate lyase
V1400168	Cell division protein DivIVA
V1204222	cytoskeletal protein RodZ
V1191213	type 2 lantibiotic biosynthesis protein LanM
V1074742	30S ribosomal protein S12
V1836833	C protein alpha-antigen precursor
V1381099	F-ATPase gamma subunit
V1006021	hypothetical protein
V1852083	50S ribosomal protein L5
V1552777	Translation initiation factor IF-2
V1000172	Stage 0 sporulation protein KC
V1257337	Importin beta-related nuclear transport receptor
V1042869	polynucleotide kinase
V1000007	Translation initiation factor IF-1
V1580898	hypothetical protein
V1882996	repeat
V1836829	putative ABC transporter ATP-binding protein YheS
V1000011	50S ribosomal protein L18
V1000175	50S ribosomal protein L28
V1612021	Cell division protein SepF
V1000528	30S ribosomal protein S7
V1000013	30S ribosomal protein S8
V1608875	hypothetical protein
V1852140	Methionine--tRNA ligase
V1064534	DNA-directed RNA polymerase subunit beta
V1483972	C protein alpha-antigen precursor
V1000124	30S ribosomal protein S20
V1381895	Trehalose import ATP-binding protein SugC
V1076036	Non-specific ribonucleoside hydrolase RihC
V1420563	DNA gyrase subunit B
V1000066	Serine protease Do-like HtrA
V1852132	Nicotinate-nucleotide adenylyltransferase
V1852111	Lipoteichoic acid synthase 1
V1000503	Calcium-transporting ATPase
V1620341	Enterocin A Immunity
V1000009	50S ribosomal protein L15
V1000184	Bacteriophage peptidoglycan hydrolase
V1033891	hypothetical protein
V1431657	30S ribosomal protein S2
V1001468	Leucine--tRNA ligase
V1000827	putative tRNA-dihydrouridine synthase
V1144329	Proline iminopeptidase
V1000526	Helicase IV
V1425411	hypothetical protein
V1006628	Methionine aminopeptidase 1
V1301126	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
V1000601	Alanine--tRNA ligase
V1390171	C protein alpha-antigen precursor
V1000604	hypothetical protein
V1175000	Aminopeptidase N
V1144358	30S ribosomal protein S20
V1000307	Glutamine synthetase
V1064607	Pullulanase
V1016072	DNA replication initiation protein gpA
V1000301	Bifunctional (p)ppGpp synthase/hydrolase RelA
V1851981	hypothetical protein
V1058821	Holliday junction ATP-dependent DNA helicase RuvB
V1000329	Peptide chain release factor 3
V1594229	6-phosphogluconate dehydrogenase%2C decarboxylating
V1000039	anaerobic ribonucleotide reductase-activating protein
V1580717	TM2 domain protein
V1000121	ATP-dependent Clp protease ATP-binding subunit ClpX
V1000298	glutamyl-tRNA(Gln) amidotransferase subunit E
V1000498	Inner membrane protein YbhL
V1000603	Putative Holliday junction resolvase
V1836820	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase
V1143377	EIIABC-Fru
V1000185	Glucan 1%2C6-alpha-glucosidase
V1000149	hypothetical protein
V1000012	50S ribosomal protein L6
V1171078	Uracil phosphoribosyltransferase
V1836800	Protein involved in sex pheromone biosynthesis
V1436021	Pullulanase
V1000318	Phenylalanine--tRNA ligase beta subunit
V1851964	hypothetical protein
V1000168	Isoleucine--tRNA ligase
V1000598	preprotein translocase subunit YajC
V1158598	Translation initiation factor IF-3
V1149263	HTH-type transcriptional regulator YodB
V1000295	Glycine--tRNA ligase beta subunit
V1006735	gram-positive signal peptide%2C YSIRK family
V1000077	DNA polymerase III subunit beta
V1240327	Antitoxin DinJ
V1060343	F-type ATPase subunit delta
V1469285	Hypoxanthine-guanine phosphoribosyltransferase
V1000304	Pullulanase
V1000299	Putative pyruvate%2C phosphate dikinase regulatory protein
V1836802	Putative tRNA (cytidine(34)-2'-O)-methyltransferase
V1552713	Phosphoglucosamine mutase
V1392089	hypothetical protein
V1000020	30S ribosomal protein S19
V1851988	hypothetical protein
V1000525	Pantothenate kinase
V1000112	hypothetical protein
V1000140	Proline--tRNA ligase
V1000519	PTS system maltose-specific EIICB component
V1436037	gram-positive signal peptide%2C YSIRK family
V1000552	putative galacturonate locus repressor
V1000610	Glucose-resistance amylase regulator
V1851985	3-hydroxy-3-methylglutaryl-coenzyme A reductase
V1016074	capsid protein
V1580955	Heat shock protein 70
V1000162	Dihydropteroate synthase
V1608857	30S ribosomal protein S1
V1008711	Pullulanase
V1615860	repeat
V1000558	Putative protein phosphatase 2C-type
V1836824	hypothetical protein
V1000051	hypothetical protein
V1000510	hypothetical protein
V1553617	hypothetical protein
V1000611	Beta-Ala-Xaa dipeptidase
V1481434	G3P acyltransferase
V1000056	transcriptional regulator BetI
V1590848	Ribosome biogenesis GTPase A
V1851983	ATP-dependent DNA helicase PcrA
V1469296	hypothetical protein
V1389989	Glucose-6-phosphate isomerase
V1000500	DNA ligase
V1001393	hypothetical protein
V1000022	hypothetical protein
V1301158	Serine protease Do-like HtrA
V1423331	Magnesium-transporting ATPase%2C P-type 1
V1046767	DNA polymerase I
V1000088	Deoxyadenosine kinase
V1469282	Glutathione transport system permease protein GsiC
V1000541	Tyrosine-protein phosphatase precursor
V1033129	Phosphoenolpyruvate-protein phosphotransferase
V1400781	hypothetical protein
V1136908	adaptor protein
V1000619	Regulatory protein spx
V1000120	putative GTP-binding protein EngB
V1430708	LPXTG cell wall anchor domain protein
V1035129	putative tRNA sulfurtransferase
V1000097	Signal peptidase IB
V1852080	UDP-N-acetylmuramate--L-alanine ligase
V1000132	Single-stranded-DNA-specific exonuclease RecJ
V1852085	Magnesium-transporting ATPase%2C P-type 1
V1006822	deoxyguanosinetriphosphate triphosphohydrolase-like protein
V1852108	adaptor protein
V1000644	SsrA-binding protein
V1198583	CRISPR-associated endonuclease Cas9 2
V1000117	Ribonuclease Z
V1268240	Pullulanase
V1298017	Competence-specific nuclease
V1001467	S-adenosylmethionine synthase
V1190442	repeat
V1000323	Tagatose-6-phosphate kinase
V1000092	D-alanyl-lipoteichoic acid biosynthesis protein DltB
V1000047	Tyrosine-protein phosphatase precursor
V1006728	putative oxidoreductase
V1000569	Rod shape-determining protein MreC
V1046757	L%2CD-transpeptidase catalytic domain
V1000062	5'-nucleotidase YfbR
V1000475	hypothetical protein
V1000005	30S ribosomal protein S11
V1000881	D-serine/D-alanine/glycine transporter
V1481442	Pullulanase
V1000529	putative integral membrane protein
V1000109	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
V1413077	F0F1 ATP synthase subunit epsilon
V1033375	Trigger factor
V1469372	hypothetical protein
V1000294	DNA primase
V1912441	Glucitol operon repressor
V1000152	hypothetical protein
V1000517	ABC exporter transmembrane subunit%2C DevC protein
V1000063	hypothetical protein
V1400074	ATP-dependent protease ATPase subunit ClpY
V1295066	Putative glycosyltransferase EpsH
V1164544	DNA polymerase III subunit gamma/tau
V1000158	Alkaline shock protein 23
V1594655	Stage 0 sporulation protein KD
V1851969	hypothetical protein
V1000059	Putative glycosyltransferase EpsH
V1001477	hypothetical protein
V1381941	hypothetical protein
V1163596	Internalin-J precursor
V1851966	Internalin-J precursor
V1006627	Magnesium and cobalt efflux protein CorC
V1553630	hypothetical protein
V1594712	RNA polymerase sigma factor RpoD
V1890551	hypothetical protein
V1465413	Stage III sporulation protein E
V1150958	DNA topoisomerase 4 subunit A
V1000942	hypothetical protein
V1836805	Copper-exporting P-type ATPase B
V1339995	putative tRNA sulfurtransferase
V1295013	Di-/tripeptide transporter
V1000535	Isochorismatase family protein YecD
V1001475	putative ABC transporter ATP-binding protein YxlF
V1237835	Glutathione transport system permease protein GsiC
V1430829	UDP-N-acetylglucosamine 2-epimerase
V1000607	hypothetical protein
V1394176	PTS system galactitol-specific EIIC component
V1000938	Cysteine--tRNA ligase
V1167421	Chromosomal replication initiator protein DnaA
V1000014	50S ribosomal protein L14
V1469304	Glutamyl-tRNA(Gln) amidotransferase subunit C
V1000888	ADP-binding protein
V1016073	minor spike protein
V1000622	putative inorganic polyphosphate/ATP-NAD kinase
V1000823	potassium transport protein Kup
V1595138	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
V1420579	putative hydrolase
V1000833	Alanine racemase
V1000538	Nucleoid occlusion protein
V1851960	product=hypothetical protein
V1159013	Cell division protein FtsZ
V1886961	Serine/threonine-protein kinase PrkC
V1852100	Thiamine pyrophosphokinase
V1852017	Cytidylate kinase
V1000590	Bifunctional protein pyrR
V1498992	Glucosamine-6-phosphate deaminase
V1076034	hypothetical protein
V1000170	Ribonuclease 3
V1000614	putative hydrolase YutF
V1364363	ATP-dependent Clp protease ATP-binding subunit ClpX
V1190407	Immunoglobulin G-binding protein G precursor
V1043350	Stage 0 sporulation protein KD
V1000138	hypothetical protein
V1836832	Elongation factor P
V1000069	Sensor histidine kinase YycG
V1594580	hypothetical protein
V1000327	Replication initiation and membrane attachment protein
V1159777	L-ribulose-5-phosphate 4-epimerase
V1006029	UDP-N-acetylenolpyruvoylglucosamine reductase
V1000091	hypothetical protein
V1034594	Immunoglobulin G-binding protein G precursor
V1380652	50S ribosomal protein L15
V1912438	hypothetical protein
V1000936	Alpha-ribazole phosphatase
V1000113	GTP-binding protein EngA
V1211148	hypothetical protein
V1418931	putative secreted protein
V1357707	Transcriptional regulatory protein YycF
V1038255	Tyrosine--tRNA ligase
V1607575	DNA polymerase III PolC-type
V1462019	Putative L%2CD-transpeptidase YciB precursor
V1499093	co-chaperonin GroES
V1852121	Thioredoxin reductase
V1000573	Cysteine desulfurase
V1445186	Proline--tRNA ligase
V1615591	hypothetical protein
V1000516	Putative hemin import ATP-binding protein HrtA
V1204223	repeat
V1000454	Aspartate racemase
V1000024	Bifunctional protein GlmU
V1000486	Penicillin-binding protein F
V1836803	Beta-N-acetylhexosaminidase precursor
V1851975	Cold-shock DEAD box protein A
V1000139	DNA polymerase III PolC-type
V1001488	Mannosylfructose-phosphate synthase
V1001367	Aspartate--ammonia ligase
V1000324	50S ribosomal protein L20
V1010815	ribosomal-protein-alanine N-acetyltransferase
V1000632	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
V1852118	hypothetical protein
V1365188	30S ribosomal protein S18
V1381056	putative hydrolase YxeP
V1000137	hypothetical protein
V1836815	Galactose/methyl galactoside import ATP-binding protein MglA
V1000169	Chromosome partition protein Smc
V1430852	Ribokinase
V1000831	Transcription-repair-coupling factor
V1000320	Membrane protein YidC 1
V1355689	RNA polymerase sigma factor RpoD
V1609073	Triosephosphate isomerase
V1069602	Glucan 1%2C6-alpha-glucosidase
V1149253	Bacteriophage peptidoglycan hydrolase
V1167856	Tyrosine recombinase XerD
V1339706	PTS system mannose-specific EIIC component
V1200639	Proline iminopeptidase
V1851977	Lipopolysaccharide export system ATP-binding protein LptB
V1033789	Glucose-specific phosphotransferase enzyme IIA component
V1000108	ATP-dependent protease subunit HslV
V1044453	hypothetical protein
V1006022	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
V1852040	repeat
V1499649	2-succinyl-6-hydroxy-2%2C4-cyclohexadiene-1-carboxylate synthase
V1000102	ATP-dependent helicase/nuclease subunit A
V1143275	Immunoglobulin G-binding protein G precursor
V1000028	putative deoxyribonuclease YcfH
V1000626	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
V1267382	hypothetical protein
V1000296	Recombination protein O
V1000025	hypothetical protein
V1000484	3'-5' exoribonuclease YhaM
V1000887	putative phosphatase YwpJ
V1102439	Staphylococcal respiratory response protein A
V1464388	DNA-directed RNA polymerase subunit beta
V1000456	t(6)A37 threonylcarbamoyladenosine biosynthesis protein
V1092573	50S ribosomal protein L1
V1000060	Ribonuclease HI
V1000539	Ribosomal RNA small subunit methyltransferase G
V1144426	fructose-bisphosphate aldolase
V1000631	Peptide chain release factor 2
V1355907	hypothetical protein
V1430423	Peptide deformylase 2
V1000101	ATP-dependent helicase/deoxyribonuclease subunit B
V1237574	Folylpolyglutamate synthase
V1462015	CCA-adding enzyme
V1268292	DEAD-box ATP-dependent RNA helicase CshA
V1500069	hypothetical protein
V1033757	Glutamate--tRNA ligase
V1390099	Lipoteichoic acid synthase 1
V1399511	6-phosphofructokinase
V1000150	tRNA (guanine-N(1)-)-methyltransferase
V1006018	HNH endonuclease
V1151580	Pollen proteins Ole e I like protein
V1000566	Phospho-N-acetylmuramoyl-pentapeptide-transferase
V1469305	PTS system%2C glucitol/sorbitol-specific IIA component
V1167995	Non-specific ribonucleoside hydrolase RihC
V1151052	repeat
V1000142	Uridylate kinase
V1000319	Putative TrmH family tRNA/rRNA methyltransferase
V1163911	hypothetical protein
V1289775	hypothetical protein
V1000176	putative glutamine ABC transporter permease protein GlnM
V1852155	Flavodoxin
V1887022	hemolysin
V1000164	GTP cyclohydrolase 1
V1162547	putative 5-formyltetrahydrofolate cyclo-ligase
V1000509	Glycerol-3-phosphate cytidylyltransferase
V1381001	NH(3)-dependent NAD(+) synthetase
V1047958	hypothetical protein
V1000479	Phenylalanine--tRNA ligase beta subunit
V1390210	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1472903	Elongation factor Tu
V1000328	Dephospho-CoA kinase
V1000027	Ribonuclease M5
V1541138	PTS system%2C glucitol/sorbitol-specific IIA component
V1268426	DNA topoisomerase 4 subunit B
V1000606	Thioredoxin
V1036803	Cell division protein FtsW
V1000332	Magnesium and cobalt efflux protein CorC
V1698805	Chaperone protein ClpB
V1592994	hypothetical protein
V1000613	hypothetical protein
V1000146	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
V1356077	DNA/pantothenate metabolism flavoprotein
V1000141	Phosphatidate cytidylyltransferase
V1553706	putative alpha-glucosidase
V1000154	Recombination protein N
V1420578	DNA integrity scanning protein DisA
V1000824	Zinc import ATP-binding protein ZnuC
V1000166	ADP-ribose pyrophosphatase
V1006017	Ribonucleoside-diphosphate reductase subunit beta nrdF2
V1000937	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1469287	Glycine--tRNA ligase alpha subunit
V1000848	ABC transporter permease protein YxdM
V1420722	hypothetical protein
V1852101	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
V1143327	Type-1 restriction enzyme R protein
V1000313	Xaa-Pro dipeptidyl-peptidase
V1007414	hypothetical protein
V1000524	Competence-specific nuclease
V1000458	Acyl-ACP thioesterase
V1000086	Purine nucleoside receptor A
V1852117	Ribosomal RNA large subunit methyltransferase L
V1000155	Farnesyl diphosphate synthase
V1151036	Pur operon repressor
V1267295	Type-1 restriction enzyme R protein
V1044896	hypothetical protein
V1617343	Penicillin-binding protein 1A
V1000540	Colicin V production protein
V1000602	hypothetical protein
V1000844	ABC-2 family transporter protein
V1481348	Phenylalanine--tRNA ligase alpha subunit
V1000099	mevalonate kinase
V1000074	Glucose-inhibited division protein A
V1000463	hypothetical protein
V1491695	6-phosphogluconolactonase
V1851958	Nucleoid-associated protein
V1000565	UDP-N-acetylmuramoylalanine--D-glutamate ligase
V1000555	hypothetical protein
V1000330	Regulatory protein RecX
V1852125	Putative pit accessory protein
V1851957	Adenosylhomocysteinase
V1464505	hypothetical protein
V1198530	PTS system galactitol-specific EIIC component
V1469580	GMP synthase [glutamine-hydrolyzing]
V1000071	Extreme acid sensitivity protein
V1598238	Peptide chain release factor 1
V1000515	Sensory transduction protein regX3
V1435970	hypothetical protein
V1391924	Ribosomal RNA large subunit methyltransferase H
V1001392	Acetate kinase
V1000311	Rhomboid protease GluP
V1012052	Putative tagatose-6-phosphate ketose/aldose isomerase
V1000019	50S ribosomal protein L22
V1074688	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
V1006626	Histidine--tRNA ligase
V1046751	gram-positive signal peptide%2C YSIRK family
V1464061	Immunoglobulin G-binding protein G precursor
V1547327	Immunoglobulin G-binding protein G precursor
V1520692	Lyzozyme M1 (1%2C4-beta-N-acetylmuramidase)
V1607584	hypothetical protein
V1886694	GTP pyrophosphokinase YjbM
V1006819	Glutamine transport ATP-binding protein GlnQ
V1038287	Tyrosine recombinase XerC
V1851976	YGGT family protein
V1034596	L%2CD-transpeptidase catalytic domain
V1237186	hypothetical protein
V1012053	Fructose-specific phosphotransferase enzyme IIB component
V1541161	Arginine transport system permease protein ArtQ
V1076392	hypothetical protein
V1851972	Peptidase T
V1000567	cell division protein FtsL
V1542741	Chaperone protein ClpB
V1400588	Low-affinity inorganic phosphate transporter 1
V1295329	Holo-[acyl-carrier-protein] synthase
V1389777	Transcript cleavage factor GreA
V1000505	Mannosyltransferase OCH1
V1000895	Cytosine deaminase
V1541158	major spike protein
V1851984	NH(3)-dependent NAD(+) synthetase
V1000173	ATP-dependent DNA helicase RecG
V1694047	hypothetical protein
V1464057	Immunoglobulin G-binding protein G precursor
V1580786	PTS system mannose-specific EIIC component
V1000829	hypothetical protein
V1430690	NH(3)-dependent NAD(+) synthetase
V1000115	Segregation and condensation protein A
V1420577	repeat
V1000331	ribonuclease BN/unknown domain fusion protein
V1852079	Sensor protein kinase WalK
V1143974	hypothetical protein
V1517484	50S ribosomal protein L6
V1000559	Ribosomal RNA small subunit methyltransferase B
V1204226	hypothetical protein
V1430720	Prolipoprotein diacylglyceryl transferase
V1000118	O-acetyltransferase OatA
V1000542	NADPH azoreductase
V1033924	30S Ribosomal protein S1
V1543633	Dihydrolipoyl dehydrogenase
V1418918	Glutamate racemase
V1000830	Septum formation initiator
V1381580	H(+)/Cl(-) exchange transporter ClcA
V1450902	repeat
V1436276	hypothetical protein
V1483378	anaerobic ribonucleotide reductase-activating protein
V1615590	Beta antigen
V1112929	AAA domain (dynein-related subfamily)
V1469339	PTS system glucitol/sorbitol-specific IIA component
V1607579	hypothetical protein
V1238394	Antitoxin DinJ
V1310212	Beta-N-acetylhexosaminidase precursor
V1000026	Ribosomal RNA small subunit methyltransferase A
V1000935	Chaperone protein YajL
V1143303	hypothetical protein
V1000884	L-arabinose transport system permease protein AraQ
V1852134	hypothetical protein
V1471416	Glyceraldehyde-3-phosphate dehydrogenase
V1103199	Multidrug-efflux transporter 3
V1464058	Immunoglobulin G-binding protein G precursor
V1458359	hypothetical protein
V1293700	hypothetical protein
V1340311	Di-/tripeptide transporter
V1523333	High-copy suppressor of rspA
V1000572	Folylpolyglutamate synthase
V1000623	Stage III sporulation protein E
V1000058	Tropinesterase
V1463112	DNA polymerase III PolC
V1471640	Heat shock protein 70
V1875154	D-alanyl-D-alanine carboxypeptidase DacA precursor
V1150309	phage tail tape measure protein%2C TP901 family%2C core region
V1442368	Ribosomal large subunit pseudouridine synthase D
V1000832	Peptidyl-tRNA hydrolase
V1076095	hypothetical protein
V1000490	hypothetical protein
V1006820	Alpha-hemolysin translocation ATP-binding protein HlyB
V1415807	Recombination protein RecR
V1000068	YycH protein
V1491762	N-acetylglucosamine-6-phosphate deacetylase
V1420606	addiction module antitoxin%2C RelB/DinJ family
V1392092	putative aminodeoxychorismate lyase
V1000128	Ribosomal RNA small subunit methyltransferase D
V1034752	hypothetical protein
V1162882	D-alanine--D-alanine ligase A
V1469581	HTH-type transcriptional repressor YvoA
V1875144	Rib/alpha/Esp surface antigen repeat
V1000180	Uracil transporter
V1012051	HTH-type transcriptional repressor YvoA
V1000481	putative ABC-type exoprotein transport system%2C permease component
V1415806	Internalin-J precursor
V1151035	Immunoglobulin G-binding protein G precursor
V1297404	hypothetical protein
V1338858	GTP-binding protein HflX
V1852150	Ribosome-binding factor A
V1000634	Excinuclease ABC subunit A
V1203277	Elongation factor 4
V1000055	hypothetical protein
V1000605	MutS2 protein
V1000621	hypothetical protein
V1006815	Phosphate acetyltransferase
V1418919	hypothetical protein
V1594751	UDP-N-acetylmuramoylalanine--D-glutamate ligase
V1476119	hypothetical protein
V1143335	30S ribosomal protein S16
V1000609	putative MscS family protein YkuT
V1000157	hypothetical protein
V1424841	L%2CD-transpeptidase catalytic domain
V1000628	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
V1000322	GTPase YqeH
V1001481	CsbD-like protein
V1340115	Lactose phosphotransferase system repressor
V1143328	Type I restriction enzyme EcoKI M protein
V1000089	Deoxyguanosine kinase
V1000537	Sporulation initiation inhibitor protein soj
V1392809	hypothetical protein
V1000600	putative bifunctional oligoribonuclease and PAP phosphatase NrnA
V1503145	Uracil phosphoribosyltransferase
V1001487	D-inositol 3-phosphate glycosyltransferase
V1000159	putative peptidase
V1064214	external scaffolding protein
V1339798	L-serine dehydratase%2C alpha chain
V1416556	Immunoglobulin G-binding protein G precursor
V1000030	hypothetical protein
V1000321	Ribosomal silencing factor RsfS
V1000595	hypothetical protein
V1000015	hypothetical protein
V1851974	Primosomal protein DnaI
V1000090	Guanine/hypoxanthine permease PbuG
V1301242	DegV domain-containing protein
V1548376	Modification methylase HhaI
V1472166	Fructose-bisphosphate aldolase
V1492798	hypothetical protein
V1043533	DNA-binding transcriptional repressor PuuR
V1000536	putative chromosome-partitioning protein ParB
V1418913	Immunoglobulin G-binding protein G precursor
V1000133	sortase
V1329205	putative zinc transport system zinc-binding lipoprotein AdcA precursor
V1339795	pheromone autoinducer 2 transporter
V1000455	Staphylococcal respiratory response protein A
V1383406	Ribosome-releasing factor
V1000624	Peptidase M16 inactive domain protein
V1000893	hypothetical protein
V1399193	50S ribosomal protein L5
V1042441	50S ribosomal protein L22
V1291229	hypothetical protein
V1000883	UDP-glucose 4-epimerase
V1159174	Ferrochelatase
V1852154	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
V1149241	cell division protein MraZ
V1269524	hypothetical protein
V1138214	hypothetical protein
V1573677	bacteriocin biosynthesis docking scaffold%2C SagD family
V1482720	hypothetical protein
V1356515	GMP reductase
V1356248	Inner membrane metabolite transport protein YgcS
V1430689	DNA polymerase III PolC-type
V1000316	Penicillin-binding protein 2B
V1000508	Putative CDP-glycerol:glycerophosphate glycerophosphotransferase
