gene	geneProduct
V1000040	Anaerobic ribonucleoside-triphosphate reductase
V1237649	putative periplasmic or secreted protein
V1315998	hypothetical protein
V1687689	RNA polymerase principal sigma factor HrdB
V1819325	hypothetical protein
V1013919	hypothetical protein
V1118420	SusD family protein
V1037426	Inner membrane protein YbhL
V1385727	GA module
V1019461	ATP synthase subunit beta
V1145239	50S ribosomal protein L10
V1302071	30S ribosomal protein S16
V1267284	Neutral endopeptidase
V1039802	Benzylsuccinate synthase alpha subunit
V1000886	sn-glycerol-3-phosphate-binding periplasmic protein UgpB precursor
V1000487	Fructose-bisphosphate aldolase
V1368264	Maltose transport system permease protein MalG
V1009688	N-acetyl-D-glucosamine kinase
V1036841	ATP-dependent zinc metalloprotease FtsH
V1017390	Elongation factor G
V1400878	hypothetical protein
V1036127	potassium transport protein Kup
V1301588	Elongation factor G
V1458517	Transaldolase
V1036198	Glutathione-binding protein GsiB precursor
V1141223	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1007264	DNA gyrase subunit B
V1000116	Pyruvate kinase
V1484107	50S ribosomal protein L1
V1139748	Glycine reductase complex component B subunit gamma
V1687756	preprotein translocase subunit SecY
V1267291	Rib/alpha-like repeat
V1194990	Xylulose-5-phosphate/fructose-6-phosphate phosphoketolase
V1151601	Glyceraldehyde-3-phosphate dehydrogenase
V1266247	hypothetical protein
V1239571	30S ribosomal protein S13
V1496507	50S ribosomal protein L4
V1885687	CRISPR type I-E/Ecoli-associated protein CasA/Cse1
V1011667	hypothetical protein
V1267290	Fimbrial subunit type 1 precursor
V1237531	Leucine--tRNA ligase
V1151941	hypothetical protein
V1036566	Putative TrmH family tRNA/rRNA methyltransferase
V1391997	hypothetical protein
V1527021	Pyruvate kinase
V1851980	Procyclic acidic repetitive protein (PARP)
V1301559	hypothetical protein
V1505246	hypothetical protein
V1013795	Nucleoside triphosphate pyrophosphohydrolase
V1011483	DNA protection during starvation protein
V1383863	hypothetical protein
V1440639	preprotein translocase subunit SecA
V1150340	Lysozyme M1 precursor
V1395763	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1036364	Glutamine transport ATP-binding protein GlnQ
V1723814	Fe(3+) ions import ATP-binding protein FbpC
V1154525	Enterobactin outer-membrane receptor
V1368195	Putative L%2CD-transpeptidase LppS precursor
V1554143	4-alpha-glucanotransferase
V1238560	30S ribosomal protein S6
V1016074	capsid protein
V1239693	putative glutamine synthetase 2
V1017823	Desulfoferrodoxin
V1013640	CTP synthase
V1000943	50S ribosomal protein L11
V1011227	hypothetical protein
V1704900	hypothetical protein
V1009625	preprotein translocase subunit YajC
V1705127	hypothetical protein
V1034175	Cyclodextrin-binding protein precursor
V1104057	Lysine--tRNA ligase
V1041180	putative sensor histidine kinase TcrY
V1036230	Glutathione import ATP-binding protein GsiA
V1430373	30S ribosomal protein S6
V1723203	hypothetical protein
V1074483	Adenylate kinase
V1266129	Inosine-5'-monophosphate dehydrogenase
V1037355	G5 domain protein
V1158487	Sialidase precursor
V1484204	putative amino acid permease YhdG
V1152048	putative outer membrane protein
V1380549	PII-type proteinase precursor
V1150316	type I restriction enzyme EcoKI subunit R
V1724619	hypothetical protein
V1232468	Lipid-binding protein
V1400258	Pyruvate kinase I
V1043505	hypothetical protein
V1175548	Glycogen accumulation regulator GarA
V1723221	Thiol-activated cytolysin
V1486076	hypothetical protein
V1687721	Maltodextrin-binding protein MdxE precursor
V1150337	hypothetical protein
V1069332	Glucose-6-phosphate isomerase
V1037345	Aldehyde-alcohol dehydrogenase
V1266170	Phosphoenolpyruvate carboxylase
V1409950	Taurine import ATP-binding protein TauB
V1619477	Superoxide dismutase [Mn/Fe]
V1151702	FK506-binding protein
V1819273	O-acetyltransferase OatA
V1150328	putative phage head-tail adaptor
V1484106	Heat shock protein 70
V1409436	Serine/threonine-protein kinase PknB
V1167378	hypothetical protein
V1574858	Carbamoyl-phosphate synthase large chain
V1007249	F5/8 type C domain protein
V1912442	6-phosphofructokinase
V1337383	Aminopeptidase C
V1496696	Elongation factor Ts
V1006020	50S ribosomal protein L2
V1022782	Ferritin
V1383841	50S ribosomal protein L10
V1265596	F-type ATPase subunit b
V1150332	hypothetical protein
V1428999	Phosphoglycerol transferase%2C alkaline phosphatase superfamily
V1104524	Penicillin-binding protein 1*
V1619237	30S ribosomal protein S3
V1239702	Cation efflux system protein CzcD
V1037188	putative bacteriocin transport accessory protein
V1036209	L-arabinose transport system permease protein AraP
V1218351	hypothetical protein
V1012446	50S ribosomal protein L13
V1705036	C protein alpha-antigen precursor
V1175441	Elongation factor Ts
V1018798	Tetracycline resistance protein TetM from transposon TnFO1
V1152124	hypothetical protein
V1006727	30S ribosomal protein S1
V1139467	30S ribosomal protein S18 1
V1151863	hypothetical protein
V1267391	Ribokinase
V1440538	Macrolide export ATP-binding/permease protein MacB
V1016291	pyridoxamine 5'-phosphate oxidase%2C FMN-binding family
V1036367	hypothetical protein
V1423295	hypothetical protein
V1383992	ABC-type oligopeptide transport system%2C periplasmic component
V1175702	hypothetical protein
V1020102	DNA-directed RNA polymerase subunit alpha
V1036282	Polyphosphate glucokinase
V1111146	hypothetical protein
V1152838	hypothetical protein
V1012497	putative sensor histidine kinase TcrY
V1015469	Electron transfer flavoprotein large subunit
V1150284	Integrase
V1000638	Central glycolytic genes regulator
V1267384	Procyclic acidic repetitive protein (PARP)
V1098956	50S ribosomal protein L21
V1912439	hypothetical protein
V1705038	Phosphoribosylformylglycinamidine synthase
V1137087	Transketolase
V1238151	50S ribosomal protein L9
V1036166	putative transcriptional regulatory protein TcrX
V1498789	hypothetical protein
V1000018	hypothetical protein
V1012542	Glucose-6-phosphate isomerase
V1150336	Phage-related protein
V1073967	50S ribosomal protein L10
V1197036	Pathogen-specific membrane antigen
V1482799	hypothetical protein
V1019516	Phosphoenolpyruvate carboxykinase [ATP]
V1173143	cell division protein MraZ
V1160822	Elongation factor Tu
V1023795	hypothetical protein
V1036454	Beta-galactosidase
V1400416	phage holin%2C LL-H family
V1010955	Long-chain-fatty-acid--CoA ligase FadD15
V1182881	ribosomal-protein-alanine acetyltransferase
V1705033	Resuscitation-promoting factor Rpf2 precursor
V1166870	Outer membrane protein alpha precursor
V1267267	C protein alpha-antigen precursor
V1140976	Amino-acid carrier protein AlsT
V1851967	Heat-inducible transcription repressor HrcA
V1484295	Phenylalanine--tRNA ligase alpha subunit
V1705046	hypothetical protein
V1158426	PTS system mannose-specific EIIC component
V1036812	Histidine--tRNA ligase
V1367740	4-alpha-glucanotransferase
V1737050	hypothetical protein
V1036611	Inorganic pyrophosphatase
V1036872	Ribose-phosphate pyrophosphokinase
V1036795	putative transcriptional regulatory protein pdtaR
V1191497	Outer membrane porin F precursor
V1012496	Stress protein H5
V1080487	Acetate kinase
V1334683	putative P-loop ATPase
V1549084	hypothetical protein
V1445347	DNA-directed RNA polymerase subunit beta'
V1006265	30S ribosomal protein S20
V1036784	Tromp-1
V1202303	putative RNA-binding protein (contains KH domain)
V1012945	hypothetical protein
V1436832	Enolase
V1363539	Pyridoxamine 5'-phosphate oxidase
V1501661	30S ribosomal protein S16
V1239598	Ribonucleoside-diphosphate reductase subunit alpha 2
V1145548	30S ribosomal protein S1
V1000640	Phosphoglycerate kinase
V1266147	Fimbrial subunit type 1 precursor
V1016073	minor spike protein
V1036776	DNA polymerase III subunit beta
V1301507	nickel ABC transporter%2C nickel/metallophore periplasmic binding protein
V1445776	50S ribosomal protein L11
V1036210	L-arabinose transport system permease protein AraQ
V1070874	DNA polymerase IV
V1391945	product=Deoxyuridine 5'-triphosphate nucleotidohydrolase
V1266160	Lactose transport system permease protein LacF
V1150317	hypothetical protein
V1000547	Trehalose import ATP-binding protein SugC
V1016652	F-ATPase gamma subunit
V1239567	50S ribosomal protein L27
V1015427	Phosphoenolpyruvate carboxylase
V1104694	hypothetical protein
V1705062	Calponin
V1000630	preprotein translocase subunit SecA
V1574099	PTS system mannose-specific EIIC component
V1053019	Translation initiation factor IF-2
V1155393	Vegetative protein 19
V1239590	GTP-binding protein EngA
V1139410	Aldehyde-alcohol dehydrogenase
V1430683	putative oxidoreductase/MSMEI_1564
V1687743	Pullulanase precursor
V1139821	V-type ATP synthase subunit I
V1421267	50S ribosomal protein L11
V1313175	Enolase
V1367803	30S ribosomal protein S16
V1267327	hypothetical protein
V1000080	hypothetical protein
V1554035	Protoporphyrinogen oxidase
V1012312	Deoxyuridine 5'-triphosphate nucleotidohydrolase
V1150334	Phage-related protein
V1385709	Acetylxylan esterase precursor
V1402554	Alkyl hydroperoxide reductase subunit F
V1514797	Glycine reductase complex component B subunits alpha and beta
V1036111	Adenylosuccinate synthetase
V1042252	EIIAB-Man
V1819309	flagellar basal body-associated protein FliL
V1075934	50S ribosomal protein L10
V1086654	F-ATPase subunit 6
V1000079	DNA gyrase subunit A
V1007250	Lipopolysaccharide kinase (Kdo/WaaP) family protein
V1013177	ABC transporter ATP-binding protein YxdL
V1012188	hypothetical protein
V1201914	hypothetical protein
V1339929	L-lactate dehydrogenase
V1012379	Flavodoxin
V1385869	hypothetical protein
V1834913	Aminopeptidase E
V1036285	putative oxidoreductase/MSMEI_1564
V1012313	Bifunctional (p)ppGpp synthase/hydrolase relA
V1400879	chromosome segregation protein SMC
V1498509	hypothetical protein
V1152314	phage portal protein%2C HK97 family
V1013179	L-fuconate dehydratase
V1385993	Fe(3+) ions import ATP-binding protein FbpC
V1834922	hypothetical protein
V1239629	Bifunctional (p)ppGpp synthase/hydrolase relA
V1006086	hypothetical protein
V1109151	Pyruvate formate-lyase 1-activating enzyme
V1483194	Zinc import ATP-binding protein ZnuC
V1037377	Rubrerythrin
V1013972	Inosine-5'-monophosphate dehydrogenase
V1144133	hypothetical protein
V1007265	DNA gyrase subunit A
V1150318	hypothetical protein
V1180770	Formate acetyltransferase 1
V1009254	3-oxoacyl-[acyl-carrier-protein] reductase FabG
V1723160	hypothetical protein
V1008406	Glutathione import ATP-binding protein GsiA
V1705011	F-ATPase epsilon subunit
V1153964	Acyl-CoA dehydrogenase%2C short-chain specific
V1385880	Phosphotransferase enzyme family protein
V1013401	hypothetical protein
V1368546	protoporphyrinogen oxidase
V1195882	Fructose-bisphosphate aldolase
V1013603	putative D%2CD-dipeptide transport ATP-binding protein DdpF
V1383835	Acetate kinase
V1687672	FK506-binding protein
V1139605	Vegetative protein 209
V1151363	Teichoic acid translocation permease protein TagG
V1880393	Glutathione-binding protein GsiB precursor
V1036907	hypothetical protein
V1036155	hypothetical protein
V1320864	sulfur carrier protein ThiS
V1440338	Outer membrane protein alpha precursor
V1723362	Thiol-activated cytolysin
V1000184	Bacteriophage peptidoglycan hydrolase
V1221274	hypothetical protein
V1704990	ABC-type xylose transport system%2C periplasmic component
V1736985	Maltodextrin phosphorylase
V1485407	Multiple sugar-binding protein precursor
V1139686	Alkyl hydroperoxide reductase subunit C
V1887021	Trigger factor
V1200944	Leucine-responsive regulatory protein
V1036423	Branched-chain-amino-acid aminotransferase
V1383880	hypothetical protein
V1014147	hypothetical protein
V1036861	Ribose-phosphate pyrophosphokinase
V1705159	hypothetical protein
V1000944	50S ribosomal protein L1
V1021099	hypothetical protein
V1036616	Aminopeptidase C
V1196726	ATP synthase subunit alpha
V1144728	putative ATP-dependent Clp protease ATP-binding subunit
V1574327	Phage-related protein
V1012234	Flavodoxin
V1100087	hypothetical protein
V1200501	flagellar basal body-associated protein FliL
V1239807	Ribosome-binding ATPase YchF
V1009597	hypothetical protein
V1724279	maltose ABC transporter periplasmic protein
V1000017	50S ribosomal protein L16
V1009071	Pullulanase precursor
V1013180	putative metal-dependent hydrolase of the TIM-barrel fold protein
V1070423	phage major capsid protein%2C HK97 family
V1429839	Polyketide biosynthesis malonyl CoA-acyl carrier protein transacylase PksC
V1851961	ATP-dependent Clp protease ATP-binding subunit ClpE
V1032000	ABC transporter permease YtrF precursor
V1140670	ATP synthase subunit alpha%2C sodium ion specific
V1306539	50S ribosomal protein L13
V1430170	Putative L%2CD-transpeptidase LppS precursor
V1012818	Acyl-CoA dehydrogenase%2C short-chain specific
V1870024	repeat
V1431249	hypothetical protein
V1239613	Cell division protein FtsZ
V1526449	hypothetical protein
V1819293	hypothetical protein
V1588826	cell division protein GpsB
V1040598	putative membrane protein
V1009255	2-keto-3-deoxygluconate permease
V1014559	50S ribosomal protein L14
V1239595	putative chromosome-partitioning protein ParB
V1108928	ATP synthase subunit beta%2C sodium ion specific
V1154617	Polyphosphate glucokinase
V1705023	putative membrane protein
V1072900	Enolase
V1036407	Putative thiamine biosynthesis protein
V1237313	PhoH-like protein
V1143377	EIIABC-Fru
V1705122	Thiol-activated cytolysin
V1086186	putative hydrolase
V1000841	F-type ATPase subunit delta
V1194354	30S ribosomal protein S12
V1018177	50S ribosomal protein L3
V1009518	Branched-chain-amino-acid aminotransferase
V1383926	Saliva-binding protein
V1042317	putative membrane protein
V1267299	putative membrane protein
V1042355	EIIAB-Man
V1017369	D-3-phosphoglycerate dehydrogenase
V1237393	Threonine--tRNA ligase
V1009707	putative NADH oxidase
V1037687	Stress protein H5
V1385688	Putative L%2CD-transpeptidase LppS precursor
V1198633	30S ribosomal protein S7
V1034170	30S ribosomal protein S13
V1806766	Ammonia transporter
V1017370	Phosphoserine aminotransferase
V1155178	Translation initiation factor IF-2
V1139606	Elongation factor Ts
V1445315	hypothetical protein
V1485623	hypothetical protein
V1198630	hypothetical protein
V1464524	Triosephosphate isomerase
V1723096	putative periplasmic iron-binding protein precursor
V1150325	Phage terminase-like protein%2C large subunit
V1428998	Lysylphosphatidylglycerol biosynthesis bifunctional protein LysX
V1009590	DNA polymerase I%2C thermostable
V1295109	Thiol-activated cytolysin
V1181333	Pyruvate kinase
V1074009	putative monoacyl phosphatidylinositol tetramannoside-binding protein LpqW precursor
V1141462	Glutamate--tRNA ligase
V1036882	Phosphoribosylformylglycinamidine synthase
V1120164	Elongation factor G
V1579885	hypothetical protein
V1070974	hypothetical protein
V1342988	Inorganic pyrophosphatase
V1466243	NMT1/THI5 like protein
V1154707	V-type sodium ATPase catalytic subunit A
V1043514	50S ribosomal protein L10
V1036190	NADH dehydrogenase
V1013667	Fructose-bisphosphate aldolase
V1401722	Outer membrane porin F precursor
V1369331	L-arabinose transport system permease protein AraP
V1705137	hypothetical protein
V1574725	ATP synthase subunit alpha
V1384358	Transcriptional repressor NrdR
V1006039	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
V1107292	Methionine gamma-lyase
V1516269	Root adhesin
V1036156	Deoxyuridine 5'-triphosphate nucleotidohydrolase
V1819287	hypothetical protein
V1363746	hypothetical protein
V1032103	hypothetical protein
V1705043	repeat
V1036567	Phenylalanine--tRNA ligase alpha subunit
V1036286	Long-chain-fatty-acid--CoA ligase FadD15
V1036481	Penicillin-binding protein A
V1291976	putative monoacyl phosphatidylinositol tetramannoside-binding protein LpqW precursor
V1498639	Maltodextrin phosphorylase
V1008385	Pyruvate kinase
V1069918	Arginine repressor
V1836804	Lysine--tRNA ligase
V1239640	hypothetical protein
V1266647	Stress protein H5
V1000143	Elongation factor Ts
V1036403	Acyl-CoA cholesterol acyltransferase
V1885688	CRISPR-associated nuclease/helicase Cas3
V1429971	Butanolide receptor
V1123410	hypothetical protein
V1239622	Autolytic lysozyme
V1138869	Metalloregulation DNA-binding stress protein
V1013003	putative 2-dehydropantoate 2-reductase
V1504152	Serotype-specific antigen 1 precursor
V1104056	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1394935	hypothetical protein
V1427948	hypothetical protein
V1574958	hypothetical protein
V1037101	hypothetical protein
V1442422	hypothetical protein
V1237442	hypothetical protein
V1036422	Long-chain-fatty-acid--CoA ligase FadD15
V1040827	hypothetical protein
V1883461	hypothetical protein
V1036121	Phosphoenolpyruvate-protein phosphotransferase
V1518214	Ribosome hibernation promoting factor
V1036229	Stage 0 sporulation protein KC
V1016668	50S ribosomal protein L24
V1154407	DNA-directed RNA polymerase subunit beta'
V1186152	hypothetical protein
V1038267	Threonine--tRNA ligase
V1267308	Proline iminopeptidase
V1886336	Phosphocarrier protein HPr
V1036755	Phenylalanine--tRNA ligase beta subunit
V1295482	Alpha-amylase precursor
V1390175	Lysozyme M1 precursor
V1052203	preprotein translocase subunit SecA
V1385994	Ribonuclease G
V1440550	Putative pyrimidine permease RutG
V1330237	hypothetical protein
V1724122	30S ribosomal protein S15
V1383868	Pyruvate formate-lyase 1-activating enzyme
V1037678	ATP-dependent Clp protease proteolytic subunit 1
V1013671	NAD-specific glutamate dehydrogenase
V1462237	50S ribosomal protein L2
V1203949	Pyridoxamine 5'-phosphate oxidase
V1010957	Xaa-Pro aminopeptidase 1
V1000836	50S ribosomal protein L31 type B
V1036284	Excinuclease ABC subunit A
V1237424	hypothetical protein
V1819280	acidobacterial duplicated orphan permease
V1752456	putative ABC transporter ATP-binding protein YheS
V1104365	Phosphomethylpyrimidine synthase
V1723076	hypothetical protein
V1267287	sn-glycerol-3-phosphate-binding periplasmic protein UgpB precursor
V1046766	C protein alpha-antigen precursor
V1436364	hypothetical protein
V1012447	30S ribosomal protein S9
V1036839	Putative phenylalanine aminotransferase
V1239642	Long-chain-fatty-acid--CoA ligase FadD15
V1036294	30S ribosomal protein S16
V1574864	Glutamyl-tRNA(Gln) amidotransferase subunit A
V1000627	Ribonuclease Y
V1036251	putative hydrolase of the alpha/beta superfamily protein
V1430604	putative glutamine ABC transporter permease protein GlnM
V1107390	Aspartate--tRNA ligase
V1036831	Signal recognition particle receptor FtsY
V1385698	putative ATP-dependent Clp protease ATP-binding subunit
V1411137	Flavodoxin
V1012582	Lipid II:glycine glycyltransferase
V1443214	50S ribosomal protein L28
V1109127	Alcohol dehydrogenase 1
V1192245	RNA polymerase-binding transcription factor CarD
V1294914	Helix-destabilizing protein
V1000021	50S ribosomal protein L3
V1291380	ATP-dependent zinc metalloprotease FtsH
V1612052	PII-type proteinase precursor
V1137315	Maltose-binding periplasmic proteins/domains
V1231560	Polyketide synthase PksJ
V1015296	lipoprotein involved with copper homeostasis and adhesion
V1355511	hypothetical protein
V1009641	DNA-directed RNA polymerase subunit omega
V1009745	Arginine-binding extracellular protein ArtP precursor
V1036086	Transcript cleavage factor GreA
V1380987	hypothetical protein
V1413769	Sporulation initiation inhibitor protein soj
V1071487	Helicase IV
V1037224	Putative HMP/thiamine permease protein YkoE
V1150339	hypothetical protein
V1006046	Arginine--tRNA ligase
V1172284	hypothetical protein
V1337328	Putative CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyl-transferase 2
V1085691	2-deoxystreptamine N-acetyl-D-glucosaminyltransferase
V1196345	L-2-hydroxyisocaproate dehydrogenase
V1139807	V-type sodium pump subunit B
V1140687	CRISPR-associated protein Cas9/Csn1%2C subtype II/NMEMI
V1156214	Polyphosphate kinase
