Gene	KEGG_module_number	Annotation
V1554041	M00179	Ribosome, archaea
V1295076	M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type
V1065466	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1065922	M00164	ATP synthase
V1066616	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1384044	M00197	Putative fructooligosaccharide transport system
V1349964	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1066614	M00276	PTS system, mannose-specific II component
V1065924	M00164	ATP synthase
V1065550	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1015220	M00179	Ribosome, archaea
V1357096	M00197	Putative fructooligosaccharide transport system
V1036256	M00197	Putative fructooligosaccharide transport system
V1169904	M00222	Phosphate transport system
V1067902	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1007076	M00197	Putative fructooligosaccharide transport system
V1018397	M00178	Ribosome, bacteria
V1065579	M00179	Ribosome, archaea
V1066650	M00179	Ribosome, archaea
V1015187	M00164	ATP synthase
V1409431	M00179	Ribosome, archaea
V1011530	M00183	RNA polymerase, bacteria
V1559772	M00346	Formaldehyde assimilation, serine pathway
V1065926	M00164	ATP synthase
V1139691	M00335	Sec (secretion) system
V1066932	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1065463	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1185257	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1011839	M00179	Ribosome, archaea
V1065383	M00120	Coenzyme A biosynthesis, pantothenate => CoA
V1068958	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1330982	M00197	Putative fructooligosaccharide transport system
V1020247	M00178	Ribosome, bacteria
V1066618	M00222	Phosphate transport system
V1008385	M00002	Glycolysis, core module involving three-carbon compounds
V1017115	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1011840	M00179	Ribosome, archaea
V1014360	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1400258	M00002	Glycolysis, core module involving three-carbon compounds
V1065581	M00178	Ribosome, bacteria
V1066652	M00179	Ribosome, archaea
V1066151	M00335	Sec (secretion) system
V1182011	M00335	Sec (secretion) system
V1139605	M00179	Ribosome, archaea
V1374872	M00239	Peptides/nickel transport system
V1009110	M00178	Ribosome, bacteria
V1067102	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1516671	M00178	Ribosome, bacteria
V1036333	M00239	Peptides/nickel transport system
V1067043	M00238	D-Methionine transport system
V1065451	M00089	Triacylglycerol biosynthesis
V1137315	M00197	Putative fructooligosaccharide transport system
V1505538	M00206	Cellobiose transport system
V1015188	M00164	ATP synthase
V1065925	M00164	ATP synthase
V1067556	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1549656	M00197	Putative fructooligosaccharide transport system
V1200931	M00178	Ribosome, bacteria
V1140472	M00179	Ribosome, archaea
V1049300	M00178	Ribosome, bacteria
V1687090	M00335	Sec (secretion) system
V1594748	M00239	Peptides/nickel transport system
V1110345	M00267	PTS system, N-acetylglucosamine-specific II component
V1443214	M00178	Ribosome, bacteria
V1068114	M00120	Coenzyme A biosynthesis, pantothenate => CoA
V1065574	M00179	Ribosome, archaea
V1065348	M00178	Ribosome, bacteria
V1098665	M00178	Ribosome, bacteria
V1403556	M00239	Peptides/nickel transport system
V1065962	M00260	DNA polymerase III complex, bacteria
V1065430	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1066619	M00222	Phosphate transport system
V1009625	M00335	Sec (secretion) system
V1052940	M00179	Ribosome, archaea
V1884213	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1465337	M00197	Putative fructooligosaccharide transport system
V1173942	M00178	Ribosome, bacteria
V1067076	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1723592	M00178	Ribosome, bacteria
V1017148	M00179	Ribosome, archaea
V1553999	M00179	Ribosome, archaea
V1200297	M00179	Ribosome, archaea
V1066617	M00222	Phosphate transport system
V1301690	M00178	Ribosome, bacteria
V1585624	M00346	Formaldehyde assimilation, serine pathway
V1142964	M00178	Ribosome, bacteria
V1010450	M00197	Putative fructooligosaccharide transport system
V1167759	M00002	Glycolysis, core module involving three-carbon compounds
V1065530	M00250	Lipopolysaccharide transport system
V1065437	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1238067	M00179	Ribosome, archaea
V1009617	M00178	Ribosome, bacteria
V1236161	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1364027	M00197	Putative fructooligosaccharide transport system
V1068931	M00221	Putative simple sugar transport system
V1068127	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1141199	M00222	Phosphate transport system
V1239784	M00178	Ribosome, bacteria
V1066923	M00239	Peptides/nickel transport system
V1068922	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1194940	M00248	Antibiotic transport system
V1348573	M00179	Ribosome, archaea
V1016650	M00164	ATP synthase
V1065569	M00179	Ribosome, archaea
V1068128	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1010067	M00164	ATP synthase
V1012671	M00159	V/A-type ATPase, prokaryotes
V1067099	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1301559	M00178	Ribosome, bacteria
V1065435	M00029	Urea cycle
V1267333	M00239	Peptides/nickel transport system
V1108928	M00164	ATP synthase
V1067082	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1153962	M00178	Ribosome, bacteria
V1078402	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1066912	M00178	Ribosome, bacteria
V1065572	M00179	Ribosome, archaea
V1012527	M00346	Formaldehyde assimilation, serine pathway
V1373608	M00335	Sec (secretion) system
V1295205	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1011667	M00178	Ribosome, bacteria
V1367059	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1687756	M00335	Sec (secretion) system
V1065578	M00179	Ribosome, archaea
V1066651	M00179	Ribosome, archaea
V1011836	M00183	RNA polymerase, bacteria
V1375650	M00335	Sec (secretion) system
V1464524	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1234581	M00178	Ribosome, bacteria
V1201637	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1065575	M00335	Sec (secretion) system
V1068292	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1065562	M00178	Ribosome, bacteria
V1140503	M00178	Ribosome, bacteria
V1016060	M00374	Dicarboxylate-hydroxybutyrate cycle
V1377757	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1067444	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
V1197037	M00178	Ribosome, bacteria
V1036477	M00183	RNA polymerase, bacteria
V1068443	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
V1032060	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
V1171010	M00178	Ribosome, bacteria
V1007219	M00178	Ribosome, bacteria
V1498789	M00178	Ribosome, bacteria
V1008253	M00179	Ribosome, archaea
V1018179	M00179	Ribosome, archaea
V1102328	M00179	Ribosome, archaea
V1068123	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1109176	M00164	ATP synthase
V1009387	M00335	Sec (secretion) system
V1103554	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1011041	M00164	ATP synthase
V1010069	M00164	ATP synthase
V1183335	M00178	Ribosome, bacteria
V1109182	M00179	Ribosome, archaea
V1020162	M00179	Ribosome, archaea
V1162376	M00222	Phosphate transport system
V1109183	M00179	Ribosome, archaea
V1007426	M00188	NitT/TauT family transport system
V1012508	M00237	Branched-chain amino acid transport system
V1068430	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
V1036976	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1070302	M00197	Putative fructooligosaccharide transport system
V1032287	M00178	Ribosome, bacteria
V1687738	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1236090	M00335	Sec (secretion) system
V1013735	M00178	Ribosome, bacteria
V1065460	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1523254	M00159	V/A-type ATPase, prokaryotes
V1065343	M00260	DNA polymerase III complex, bacteria
V1236810	M00346	Formaldehyde assimilation, serine pathway
V1171477	M00178	Ribosome, bacteria
V1065392	M00115	NAD biosynthesis, aspartate => NAD
V1067561	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1007055	M00178	Ribosome, bacteria
V1383841	M00179	Ribosome, archaea
V1065480	M00005	PRPP biosynthesis, ribose 5P => PRPP
V1070410	M00027	GABA (gamma-Aminobutyrate) shunt
V1421169	M00197	Putative fructooligosaccharide transport system
V1154952	M00179	Ribosome, archaea
V1020434	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1421101	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1366985	M00374	Dicarboxylate-hydroxybutyrate cycle
V1140670	M00164	ATP synthase
V1236049	M00164	ATP synthase
V1013736	M00179	Ribosome, archaea
V1153240	M00178	Ribosome, bacteria
V1068126	M00121	Heme biosynthesis, glutamate => protoheme/siroheme
V1464526	M00239	Peptides/nickel transport system
V1575553	M00239	Peptides/nickel transport system
V1036735	M00183	RNA polymerase, bacteria
V1007441	M00335	Sec (secretion) system
V1013741	M00178	Ribosome, bacteria
V1065357	M00179	Ribosome, archaea
V1017600	M00179	Ribosome, archaea
V1014358	M00002	Glycolysis, core module involving three-carbon compounds
V1268443	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1014079	M00179	Ribosome, archaea
V1110483	M00179	Ribosome, archaea
V1012771	M00178	Ribosome, bacteria
V1020161	M00179	Ribosome, archaea
V1009119	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1104057	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1015427	M00374	Dicarboxylate-hydroxybutyrate cycle
V1167533	M00222	Phosphate transport system
V1065959	M00335	Sec (secretion) system
V1065491	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1421010	M00179	Ribosome, archaea
V1554285	M00179	Ribosome, archaea
V1065944	M00260	DNA polymerase III complex, bacteria
V1067045	M00238	D-Methionine transport system
V1009616	M00178	Ribosome, bacteria
V1013969	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA
V1201491	M00374	Dicarboxylate-hydroxybutyrate cycle
V1042435	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1266177	M00239	Peptides/nickel transport system
V1066171	M00242	Zinc transport system
V1265160	M00335	Sec (secretion) system
V1554160	M00179	Ribosome, archaea
V1049379	M00258	Putative ABC transport system
V1065565	M00179	Ribosome, archaea
V1182975	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1335458	M00179	Ribosome, archaea
V1723469	M00179	Ribosome, archaea
V1048488	M00260	DNA polymerase III complex, bacteria
V1010393	M00346	Formaldehyde assimilation, serine pathway
V1065533	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1883469	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1068930	M00221	Putative simple sugar transport system
V1464447	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1036337	M00178	Ribosome, bacteria
V1414483	M00179	Ribosome, archaea
V1066147	M00122	Cobalamin biosynthesis, cobinamide => cobalamin
V1070303	M00197	Putative fructooligosaccharide transport system
V1011748	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1104365	M00127	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P
V1184853	M00335	Sec (secretion) system
V1436771	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1038323	M00197	Putative fructooligosaccharide transport system
V1509142	M00178	Ribosome, bacteria
V1115775	M00374	Dicarboxylate-hydroxybutyrate cycle
V1527518	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1367155	M00002	Glycolysis, core module involving three-carbon compounds
V1109067	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1008740	M00335	Sec (secretion) system
V1017147	M00179	Ribosome, archaea
V1011658	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1013752	M00335	Sec (secretion) system
V1431232	M00179	Ribosome, archaea
V1067916	M00258	Putative ABC transport system
V1420901	M00179	Ribosome, archaea
V1881226	M00222	Phosphate transport system
V1065880	M00119	Pantothenate biosynthesis, valine/L-aspartate => pantothenate
V1554270	M00179	Ribosome, archaea
V1238174	M00179	Ribosome, archaea
V1370810	M00179	Ribosome, archaea
V1008574	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1115937	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1881259	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1038424	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1485407	M00197	Putative fructooligosaccharide transport system
V1442850	M00237	Branched-chain amino acid transport system
V1724122	M00179	Ribosome, archaea
V1010071	M00178	Ribosome, bacteria
V1141947	M00178	Ribosome, bacteria
V1013740	M00179	Ribosome, archaea
V1594806	M00222	Phosphate transport system
V1554073	M00254	ABC-2 type transport system
V1139467	M00178	Ribosome, bacteria
V1017149	M00183	RNA polymerase, bacteria
V1154540	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1554020	M00197	Putative fructooligosaccharide transport system
V1584330	M00239	Peptides/nickel transport system
V1065564	M00179	Ribosome, archaea
V1065561	M00179	Ribosome, archaea
V1467358	M00179	Ribosome, archaea
V1066172	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1135091	M00197	Putative fructooligosaccharide transport system
V1320051	M00178	Ribosome, bacteria
V1347762	M00178	Ribosome, bacteria
V1501661	M00178	Ribosome, bacteria
V1067906	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
V1138926	M00179	Ribosome, archaea
V1463686	M00197	Putative fructooligosaccharide transport system
V1594514	M00164	ATP synthase
V1111384	M00164	ATP synthase
V1012032	M00183	RNA polymerase, bacteria
V1724150	M00178	Ribosome, bacteria
V1421921	M00179	Ribosome, archaea
V1154407	M00183	RNA polymerase, bacteria
V1042141	M00179	Ribosome, archaea
V1383863	M00178	Ribosome, bacteria
V1198623	M00183	RNA polymerase, bacteria
V1066192	M00258	Putative ABC transport system
V1482700	M00335	Sec (secretion) system
V1011838	M00178	Ribosome, bacteria
V1071524	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1302192	M00206	Cellobiose transport system
V1105002	M00178	Ribosome, bacteria
V1465010	M00266	PTS system, maltose/glucose-specific II component
V1151601	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1270765	M00178	Ribosome, bacteria
V1295264	M00366	C10-C20 isoprenoid biosynthesis, plants
V1048870	M00179	Ribosome, archaea
V1015262	M00020	Serine biosynthesis, glycerate-3P => serine
V1016652	M00164	ATP synthase
V1145548	M00178	Ribosome, bacteria
V1065389	M00178	Ribosome, bacteria
V1068130	M00247	Putative ABC transport system
V1010068	M00164	ATP synthase
V1528520	M00179	Ribosome, archaea
V1076417	M00178	Ribosome, bacteria
V1007077	M00179	Ribosome, archaea
V1462237	M00179	Ribosome, archaea
V1066922	M00239	Peptides/nickel transport system
V1012417	M00178	Ribosome, bacteria
V1139669	M00190	Iron(III) transport system
V1365642	M00179	Ribosome, archaea
V1459473	M00335	Sec (secretion) system
V1376603	M00179	Ribosome, archaea
V1380987	M00179	Ribosome, archaea
V1006791	M00179	Ribosome, archaea
V1042252	M00276	PTS system, mannose-specific II component
V1007056	M00179	Ribosome, archaea
V1065919	M00260	DNA polymerase III complex, bacteria
V1069714	M00256	Cell division transport system
V1154052	M00239	Peptides/nickel transport system
V1012672	M00159	V/A-type ATPase, prokaryotes
V1585250	M00179	Ribosome, archaea
V1010070	M00164	ATP synthase
V1013899	M00026	Histidine biosynthesis, PRPP => histidine
V1065434	M00029	Urea cycle
V1011337	M00178	Ribosome, bacteria
V1483059	M00246	Nickel transport system
V1246962	M00178	Ribosome, bacteria
V1065571	M00179	Ribosome, archaea
V1013123	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1067100	M00260	DNA polymerase III complex, bacteria
V1013447	M00376	3-Hydroxypropionate bi-cycle
V1065502	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1015869	M00178	Ribosome, bacteria
V1386935	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1585936	M00179	Ribosome, archaea
V1066924	M00239	Peptides/nickel transport system
V1622222	M00178	Ribosome, bacteria
V1232122	M00258	Putative ABC transport system
V1015186	M00164	ATP synthase
V1040864	M00178	Ribosome, bacteria
V1019461	M00164	ATP synthase
V1322281	M00179	Ribosome, archaea
V1548908	M00183	RNA polymerase, bacteria
V1042607	M00178	Ribosome, bacteria
V1181335	M00183	RNA polymerase, bacteria
V1502936	M00179	Ribosome, archaea
V1554088	M00346	Formaldehyde assimilation, serine pathway
V1016828	M00335	Sec (secretion) system
V1020102	M00183	RNA polymerase, bacteria
V1039888	M00183	RNA polymerase, bacteria
V1104138	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1604018	M00179	Ribosome, archaea
V1559559	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
V1185071	M00183	RNA polymerase, bacteria
V1594918	M00164	ATP synthase
V1019613	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1066891	M00246	Nickel transport system
V1036497	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1137087	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
V1043514	M00179	Ribosome, archaea
V1014867	M00276	PTS system, mannose-specific II component
V1568851	M00179	Ribosome, archaea
V1578714	M00179	Ribosome, archaea
V1014359	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1007133	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1421007	M00179	Ribosome, archaea
V1067555	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
V1047979	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1065567	M00179	Ribosome, archaea
V1106704	M00179	Ribosome, archaea
V1168094	M00179	Ribosome, archaea
V1107455	M00221	Putative simple sugar transport system
V1035957	M00197	Putative fructooligosaccharide transport system
V1079391	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1200195	M00375	Hydroxypropionate-hydroxybutylate cycle
V1035952	M00197	Putative fructooligosaccharide transport system
V1519132	M00178	Ribosome, bacteria
V1006779	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1065568	M00179	Ribosome, archaea
V1194994	M00256	Cell division transport system
V1066915	M00035	Methionine degradation
V1430373	M00178	Ribosome, bacteria
V1008712	M00244	Putative zinc/manganese transport system
V1018464	M00179	Ribosome, archaea
V1067106	M00273	PTS system, fructose-specific II component
V1018031	M00179	Ribosome, archaea
V1188019	M00178	Ribosome, bacteria
V1198712	M00164	ATP synthase
V1203913	M00276	PTS system, mannose-specific II component
V1011101	M00335	Sec (secretion) system
V1881401	M00164	ATP synthase
V1010846	M00221	Putative simple sugar transport system
V1899904	M00276	PTS system, mannose-specific II component
V1009331	M00183	RNA polymerase, bacteria
V1013080	M00083	Fatty acid biosynthesis, elongation
V1194354	M00179	Ribosome, archaea
V1042452	M00178	Ribosome, bacteria
V1007070	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1881293	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1301614	M00179	Ribosome, archaea
V1041526	M00335	Sec (secretion) system
V1885649	M00178	Ribosome, bacteria
V1066206	M00374	Dicarboxylate-hydroxybutyrate cycle
V1687049	M00127	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P
V1067924	M00115	NAD biosynthesis, aspartate => NAD
V1368861	M00239	Peptides/nickel transport system
V1016890	M00178	Ribosome, bacteria
V1163160	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1183634	M00179	Ribosome, archaea
V1514891	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1069707	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
V1584917	M00239	Peptides/nickel transport system
V1042470	M00179	Ribosome, archaea
V1066142	M00126	Tetrahydrofolate biosynthesis, GTP => THF
V1554037	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
V1010275	M00178	Ribosome, bacteria
V1067084	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1007075	M00197	Putative fructooligosaccharide transport system
V1239646	M00178	Ribosome, bacteria
V1505430	M00335	Sec (secretion) system
V1012033	M00178	Ribosome, bacteria
V1268448	M00179	Ribosome, archaea
V1036882	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
V1013737	M00179	Ribosome, archaea
V1483102	M00183	RNA polymerase, bacteria
V1019971	M00178	Ribosome, bacteria
V1051250	M00303	PTS system, N-acetylmuramic acid-specific II component
V1036212	M00197	Putative fructooligosaccharide transport system
V1036861	M00005	PRPP biosynthesis, ribose 5P => PRPP
V1153346	M00179	Ribosome, archaea
V1445404	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1548048	M00183	RNA polymerase, bacteria
V1007967	M00233	Glutamate transport system
V1014547	M00178	Ribosome, bacteria
V1445299	M00239	Peptides/nickel transport system
V1011045	M00164	ATP synthase
V1373574	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1196518	M00276	PTS system, mannose-specific II component
V1009641	M00183	RNA polymerase, bacteria
V1012423	M00179	Ribosome, archaea
V1007054	M00183	RNA polymerase, bacteria
V1139689	M00239	Peptides/nickel transport system
V1250707	M00179	Ribosome, archaea
V1008594	M00376	3-Hydroxypropionate bi-cycle
V1010432	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1007241	M00086	beta-Oxidation, acyl-CoA synthesis
V1186144	M00178	Ribosome, bacteria
V1200554	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
V1050185	M00222	Phosphate transport system
V1422134	M00197	Putative fructooligosaccharide transport system
V1375605	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1008409	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1421267	M00179	Ribosome, archaea
V1564191	M00335	Sec (secretion) system
V1006125	M00346	Formaldehyde assimilation, serine pathway
V1012446	M00179	Ribosome, archaea
V1596508	M00178	Ribosome, bacteria
V1015386	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1036001	M00164	ATP synthase
V1071706	M00254	ABC-2 type transport system
V1140021	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1007059	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1013739	M00179	Ribosome, archaea
V1036042	M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type
V1040850	M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type
V1554234	M00283	PTS system, ascorbate-specific II component
