gene	geneProduct
V1687738	Leucine--tRNA ligase
V1368195	Putative L%2CD-transpeptidase LppS precursor
V1109536	Autolysin
V1007076	Maltose-binding periplasmic proteins/domains
V1016668	50S ribosomal protein L24
V1009625	preprotein translocase subunit YajC
V1037208	hypothetical protein
V1000534	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1191179	Dark-response protein 21
V1168807	Translation initiation factor IF-1
V1267672	hypothetical protein
V1036252	Major Facilitator Superfamily protein
V1020743	sortase
V1323267	N-acetylmuramoyl-L-alanine amidase domain-containing protein precursor
V1013906	Alpha-amylase precursor
V1728051	Bifunctional protein GlmU
V1008596	hypothetical protein
V1107502	Putative amidase domain protein
V1137315	Maltose-binding periplasmic proteins/domains
V1037355	G5 domain protein
V1834913	Aminopeptidase E
V1167633	NADH dehydrogenase
V1013178	Lactaldehyde reductase
V1032191	Hydroxyethylthiazole kinase
V1704843	Heat shock protein 70
V1194354	30S ribosomal protein S12
V1232339	co-chaperonin GroES
V1402554	Alkyl hydroperoxide reductase subunit F
V1395005	F-ATPase subunit 6
V1375517	Outer membrane porin F precursor
V1555103	hypothetical protein
V1000640	Phosphoglycerate kinase
V1139748	Glycine reductase complex component B subunit gamma
V1015427	Phosphoenolpyruvate carboxylase
V1498789	hypothetical protein
V1687755	30S ribosomal protein S10
V1013919	hypothetical protein
V1514150	hypothetical protein
V1723160	hypothetical protein
V1054029	Ribose-5-phosphate isomerase A
V1409436	Serine/threonine-protein kinase PknB
V1040600	hypothetical protein
V1912442	6-phosphofructokinase
V1011086	Heat-inducible transcription repressor HrcA
V1687689	RNA polymerase principal sigma factor HrdB
V1705090	hypothetical protein
V1314267	Heat-inducible transcription repressor HrcA
V1049443	High temperature protein G
V1430296	hypothetical protein
V1013684	sn-glycerol-3-phosphate-binding periplasmic protein UgpB precursor
V1012333	Enolase
V1347762	30S ribosomal protein S16
V1006727	30S ribosomal protein S1
V1031988	Trigger factor
V1705073	C protein alpha-antigen precursor
V1036861	Ribose-phosphate pyrophosphokinase
V1565608	F-type ATPase subunit b
V1705159	hypothetical protein
V1000080	hypothetical protein
V1594359	HSP-70 cofactor
V1723349	Lysine--tRNA ligase
V1204231	Fibrinogen-binding protein precursor
V1104057	Lysine--tRNA ligase
V1705123	hypothetical protein
V1011227	hypothetical protein
V1687756	preprotein translocase subunit SecY
V1011154	hypothetical protein
V1381249	Butanolide receptor
V1705101	repeat
V1119368	Phenylalanine--tRNA ligase alpha subunit
V1010632	hypothetical protein
V1154617	Polyphosphate glucokinase
V1436794	Maltose-binding periplasmic proteins/domains
V1172284	hypothetical protein
V1619237	30S ribosomal protein S3
V1574725	ATP synthase subunit alpha
V1391997	hypothetical protein
V1430373	30S ribosomal protein S6
V1173143	cell division protein MraZ
V1106693	Tromp-1
V1195882	Fructose-bisphosphate aldolase
V1000305	Enolase
V1032272	Riboflavin biosynthesis protein RibF
V1687757	hypothetical protein
V1032252	Peptide deformylase
V1053019	Translation initiation factor IF-2
V1724122	30S ribosomal protein S15
V1293693	50S ribosomal protein L15
V1032262	F-type ATPase subunit delta
V1007264	DNA gyrase subunit B
V1012495	hypothetical protein
V1074897	Putative HMP/thiamine permease protein YkoE
V1012188	hypothetical protein
V1012497	putative sensor histidine kinase TcrY
V1000845	Glucose-6-phosphate isomerase
V1017823	Desulfoferrodoxin
V1031951	group I intron endonuclease
V1723076	hypothetical protein
V1000836	50S ribosomal protein L31 type B
V1032161	Carbamoyl-phosphate synthase large chain
V1032271	Translation initiation factor IF-2
V1383841	50S ribosomal protein L10
V1000944	50S ribosomal protein L1
V1345614	NADP-dependent isopropanol dehydrogenase
V1886336	Phosphocarrier protein HPr
V1687721	Maltodextrin-binding protein MdxE precursor
V1159100	Stress protein H5
V1348500	preprotein translocase subunit YajC
V1010957	Xaa-Pro aminopeptidase 1
V1301588	Elongation factor G
V1037336	Aldehyde-alcohol dehydrogenase
V1000638	Central glycolytic genes regulator
V1232468	Lipid-binding protein
V1032270	hypothetical protein
V1403101	Phosphoglycerate kinase
V1687760	C protein alpha-antigen precursor
V1032278	Penicillin-binding protein 1*
V1002465	Elongation factor Tu
V1012945	hypothetical protein
V1053140	RNA polymerase principal sigma factor HrdB
V1887021	Trigger factor
V1108569	putative peptidase
V1394389	Cyclodextrin-binding protein precursor
V1016072	DNA replication initiation protein gpA
V1020102	DNA-directed RNA polymerase subunit alpha
V1052203	preprotein translocase subunit SecA
V1430683	putative oxidoreductase/MSMEI_1564
V1198373	Translation initiation factor IF-1
V1306539	50S ribosomal protein L13
V1107390	Aspartate--tRNA ligase
V1018892	Serine/threonine-protein kinase PknB
V1032181	Valine--tRNA ligase
V1000548	Beta-phosphoglucomutase
V1163593	gram-positive signal peptide%2C YSIRK family
V1514797	Glycine reductase complex component B subunits alpha and beta
V1031973	Glycogen debranching enzyme
V1154539	Glyceraldehyde-3-phosphate dehydrogenase
V1849102	Ribonuclease G
V1116060	Listeria-Bacteroides repeat domain (List_Bact_rpt)
V1383863	hypothetical protein
V1724492	Butanolide receptor
V1852039	RNAP delta factor
V1603151	hypothetical protein
V1574554	F-ATPase epsilon subunit
V1032049	hypothetical protein
V1032508	hypothetical protein
V1036210	L-arabinose transport system permease protein AraQ
V1036209	L-arabinose transport system permease protein AraP
V1580955	Heat shock protein 70
V1012582	Lipid II:glycine glycyltransferase
V1445419	Pyruvate kinase
V1728026	Antiseptic resistance protein
V1074009	putative monoacyl phosphatidylinositol tetramannoside-binding protein LpqW precursor
V1723595	hypothetical protein
V1396908	Cell division protein CrgA
V1018177	50S ribosomal protein L3
V1426177	Pyruvate kinase
V1000129	Tyrosine phosphorylated protein A
V1009738	Ribose-5-phosphate isomerase A
V1728071	Adenylate kinase
V1082734	DNA polymerase III subunit alpha
V1190807	HSP-70 cofactor
V1445315	hypothetical protein
V1141358	Putative aliphatic sulfonates-binding protein precursor
V1032112	Inosine-5'-monophosphate dehydrogenase
V1574099	PTS system mannose-specific EIIC component
V1034630	DNA protection during starvation protein
V1144542	DNA gyrase subunit A
V1110097	hypothetical protein
V1172547	hypothetical protein
V1032012	Stage III sporulation protein E
V1389977	heat shock chaperone IbpB
V1612527	putative ABC transporter ATP-binding protein YjjK
V1036755	Phenylalanine--tRNA ligase beta subunit
V1367740	4-alpha-glucanotransferase
V1430170	Putative L%2CD-transpeptidase LppS precursor
V1355777	Reverse transcriptase (RNA-dependent DNA polymerase)
V1104056	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1578278	hypothetical protein
V1157905	Inner membrane protein YjiY
V1237403	Transaldolase
V1021908	Elongation factor P
V1265659	hypothetical protein
V1295109	Thiol-activated cytolysin
V1181728	hypothetical protein
V1195492	preprotein translocase subunit SecY
V1614127	hypothetical protein
V1032029	hypothetical protein
V1033540	Long-chain-fatty-acid--CoA ligase FadD15
V1089564	Uracil phosphoribosyltransferase
V1442437	hypothetical protein
V1144908	Heat shock protein 70-2
V1141462	Glutamate--tRNA ligase
V1383974	30S ribosomal protein S1
V1583491	Phenylalanine--tRNA ligase alpha subunit
V1032510	Lyzozyme M1 (1%2C4-beta-N-acetylmuramidase)
V1031970	putative transcriptional regulatory protein pdtaR
V1337358	Thiol-activated cytolysin
V1009597	hypothetical protein
V1077498	30S ribosomal protein S17
V1115061	Hemolysin C
V1849129	C protein alpha-antigen precursor
V1037711	DNA recombination protein RmuC
V1000840	F-ATPase gamma subunit
V1000841	F-type ATPase subunit delta
V1612006	Phosphoribosylaminoimidazole-succinocarboxamide synthase
V1009240	Peptidoglycan synthase FtsI precursor
V1016074	capsid protein
V1021940	Polyribonucleotide nucleotidyltransferase
V1157276	Putative HMP/thiamine import ATP-binding protein YkoD
V1009629	putative transcriptional regulatory protein/MSMEI_2866
V1087265	Polyphosphate glucokinase
V1883655	hypothetical protein
V1007250	Lipopolysaccharide kinase (Kdo/WaaP) family protein
V1541292	Ferrous iron uptake protein
V1498668	Adenylosuccinate synthetase
V1723096	putative periplasmic iron-binding protein precursor
V1873730	Heat shock protein 70
V1006020	50S ribosomal protein L2
V1032237	Phenylalanine--tRNA ligase beta subunit
V1032251	Glutamine synthetase 1
V1291976	putative monoacyl phosphatidylinositol tetramannoside-binding protein LpqW precursor
V1363636	hypothetical protein
V1016999	Elongation factor Tu
V1032015	putative transcriptional regulatory protein/MSMEI_2866
V1032080	putative chromosome-partitioning protein ParB
V1576360	Elongation factor Ts
V1042355	EIIAB-Man
V1687718	putative glutamine synthetase 2
V1000570	Rod shape-determining protein MreB
V1302665	Stress protein H5
V1723531	Chaperone protein ClpB
V1009266	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
V1158426	PTS system mannose-specific EIIC component
V1007247	putative arabinose-binding protein precursor
V1009590	DNA polymerase I%2C thermostable
V1723874	Fimbrial subunit type 1 precursor
V1085691	2-deoxystreptamine N-acetyl-D-glucosaminyltransferase
V1501735	50S ribosomal protein L2
V1301798	hypothetical protein
V1851961	ATP-dependent Clp protease ATP-binding subunit ClpE
V1167489	hypothetical protein
V1593466	Stress protein H5
V1003219	Inorganic pyrophosphatase
V1032065	hypothetical protein
V1380989	50S ribosomal protein L20
V1052167	DNA gyrase subunit B
V1008595	co-chaperonin GroES
V1034179	Glyceraldehyde-3-phosphate dehydrogenase
V1193418	50S ribosomal protein L4
V1032133	Lysylphosphatidylglycerol biosynthesis bifunctional protein LysX
V1000821	Lyzozyme M1 (1%2C4-beta-N-acetylmuramidase)
V1031960	N-acetylmuramoyl-L-alanine amidase domain-containing protein precursor
V1267389	Elongation factor Ts
V1383886	F-type ATPase subunit delta
V1140687	CRISPR-associated protein Cas9/Csn1%2C subtype II/NMEMI
V1704923	Alcohol dehydrogenase 1
V1367704	Pyrimidine-specific ribonucleoside hydrolase RihB
V1009254	3-oxoacyl-[acyl-carrier-protein] reductase FabG
V1012671	V-type sodium pump subunit B
V1603426	HSP-70 cofactor
V1723309	Tyrosine--tRNA ligase
V1019516	Phosphoenolpyruvate carboxykinase [ATP]
V1012446	50S ribosomal protein L13
V1144133	hypothetical protein
V1009071	Pullulanase precursor
V1687754	Valine--tRNA ligase
V1000630	preprotein translocase subunit SecA
V1302040	putative septation inhibitor protein
V1032254	Xaa-Pro aminopeptidase 1
V1013907	GMP synthase [glutamine-hydrolyzing]
V1420720	hypothetical protein
V1157372	30S ribosomal protein S6
V1000018	hypothetical protein
V1518214	Ribosome hibernation promoting factor
V1009677	Lysylphosphatidylglycerol biosynthesis bifunctional protein LysX
V1012542	Glucose-6-phosphate isomerase
V1852050	Immunoglobulin G-binding protein G precursor
V1032796	Ribokinase
V1013127	Arginine deiminase
V1145959	Formate acetyltransferase 1
V1012498	hypothetical protein
V1007275	Cell division protein CrgA
V1705183	C protein alpha-antigen precursor
V1000627	Ribonuclease Y
V1834880	maltose ABC transporter periplasmic protein
V1553878	1%2C4-alpha-glucan branching enzyme GlgB
V1032071	hypothetical protein
V1031962	OsmC-like protein
V1000001	30S ribosomal protein S9
V1384358	Transcriptional repressor NrdR
V1870050	hypothetical protein
V1032056	putative ABC transporter ATP-binding protein YheS
V1106032	TVP38/TMEM64 family inner membrane protein YdjZ
V1009586	Glycogen debranching enzyme
V1334788	potassium transport protein Kup
V1383368	50S ribosomal protein L22
V1483059	Putative HMP/thiamine import ATP-binding protein YkoD
V1167053	DNA gyrase subunit B
V1806768	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
V1135971	gram-positive signal peptide%2C YSIRK family
V1031930	Helicase IV
V1031975	Acetate kinase
V1728033	Peptidoglycan synthase FtsI precursor
V1139530	Formate acetyltransferase
V1012544	C protein alpha-antigen precursor
V1436430	putative dTDP-4-dehydrorhamnose 3%2C5-epimerase
V1032011	Branched-chain-amino-acid aminotransferase
V1014914	Phenylalanine--tRNA ligase alpha subunit
V1032241	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
V1050687	hypothetical protein
V1036606	F-type ATPase subunit b
V1032048	Histidine--tRNA ligase
V1013000	Galactose/methyl galactoside import ATP-binding protein MglA
V1052172	Mannosylglycerate hydrolase
V1168024	putative periplasmic iron-binding protein precursor
V1442315	GMP synthase [glutamine-hydrolyzing]
V1000003	hypothetical protein
V1016006	50S ribosomal protein L1
V1687743	Pullulanase precursor
V1014080	Elongation factor G
V1000596	Stress protein H5
V1000079	DNA gyrase subunit A
V1018788	Ribosomal RNA small subunit methyltransferase H
V1819269	50S ribosomal protein L2
V1032644	Tyrosine phosphorylated protein A
V1051831	Phosphoenolpyruvate carboxykinase [ATP]
V1513968	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
V1466746	hypothetical protein
V1439186	50S ribosomal protein L19
V1200606	Outer membrane porin F precursor
V1486082	hypothetical protein
V1391945	product=Deoxyuridine 5'-triphosphate nucleotidohydrolase
V1020690	Metalloregulation DNA-binding stress protein
V1192245	RNA polymerase-binding transcription factor CarD
V1003476	30S ribosomal protein S19
V1011374	putative sugar isomerase YihS
V1704907	repeat
V1032113	Oligoribonuclease
V1562682	Carbon starvation protein A
V1614122	hypothetical protein
V1031944	Putative HMP/thiamine permease protein YkoE
V1012219	L-lactate dehydrogenase 2
V1526287	hypothetical protein
V1000017	50S ribosomal protein L16
V1057159	Phosphate acetyltransferase
V1291380	ATP-dependent zinc metalloprotease FtsH
V1146440	DNA-binding protein HU
V1723285	hypothetical protein
V1010852	Ribose operon repressor
V1267425	Ribokinase
V1705121	hypothetical protein
V1192226	Zinc uptake regulation protein
V1728028	C protein alpha-antigen precursor
V1000326	Threonine--tRNA ligase
V1037694	Glucose-resistance amylase regulator
V1000040	Anaerobic ribonucleoside-triphosphate reductase
V1000021	50S ribosomal protein L3
V1267537	Transcriptional repressor NrdR
V1000143	Elongation factor Ts
V1323780	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1012739	Pyrimidine-specific ribonucleoside hydrolase RihB
V1034174	Pullulanase precursor
V1032017	Adenine phosphoribosyltransferase
V1037507	Thiamine biosynthesis protein ThiS
V1014147	hypothetical protein
V1552772	Pyruvate kinase
V1000171	Oligopeptide-binding protein AppA precursor
V1115233	hypothetical protein
V1007059	Phosphoglycerate kinase
V1009594	Hydroxyethylthiazole kinase
V1267355	Pathogen-specific membrane antigen
V1032076	DNA polymerase III subunit beta
V1106206	hypothetical protein
V1385698	putative ATP-dependent Clp protease ATP-binding subunit
V1000046	Putative universal stress protein
V1177470	hypothetical protein
V1363634	Universal stress protein/MSMEI_3859
V1887247	hypothetical protein
V1011909	Inositol-3-phosphate synthase
V1723099	putative transcriptional regulatory protein TcrX
V1011660	DNA-directed RNA polymerase subunit beta
V1016073	minor spike protein
V1199939	Curved DNA-binding protein
V1302071	30S ribosomal protein S16
V1033609	hypothetical protein
V1000075	Ribonuclease P protein component
V1139489	6-phosphogluconate dehydrogenase%2C decarboxylating
V1369101	hypothetical protein
V1265786	Divergent AAA domain protein
V1007270	PP2C-family Ser/Thr phosphatase
V1032132	putative hydrolase of the alpha/beta superfamily protein
V1076330	Helix-destabilizing protein
V1408472	DNA-directed RNA polymerase subunit alpha
V1292634	LexA repressor
V1737022	Lipopolysaccharide kinase (Kdo/WaaP) family protein
V1032159	bacterial surface protein 26-residue repeat
V1031933	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
V1364256	Putative sporulation transcription regulator WhiA
V1017113	DNA-binding protein HRm
V1139266	Riboflavin biosynthesis protein RibF
V1458732	Helix-destabilizing protein
V1010634	hypothetical protein
V1032647	Ribonuclease 3
V1050601	Chaperone protein DnaJ
V1016595	HSP-70 cofactor
V1009517	Guanosine-5'-triphosphate%2C3'-diphosphate pyrophosphatase
V1032072	Serine/threonine-protein kinase PknA
V1032179	Transcriptional regulatory protein YycF
V1328357	1%2C4-alpha-glucan branching enzyme GlgB
V1355546	N-acetylmuramoyl-L-alanine amidase domain-containing protein precursor
V1363731	putative hydrolase
V1070848	putative NADH oxidase
V1589969	hypothetical protein
V1873477	Stress protein H5
V1007259	hypothetical protein
V1010955	Long-chain-fatty-acid--CoA ligase FadD15
V1522831	hypothetical protein
V1200340	Alpha-amylase precursor
V1371652	hypothetical protein
V1723542	RNA polymerase principal sigma factor HrdB
V1013205	Long-chain-fatty-acid--CoA ligase FadD15
V1584633	N-acetylmuramoyl-L-alanine amidase domain-containing protein precursor
V1615860	repeat
V1199840	ATP-dependent Clp protease proteolytic subunit 1
V1178384	Elongation factor G
V1203355	Chaperone protein DnaJ
V1099813	hypothetical protein
V1337645	50S ribosomal protein L27
V1011843	Elongation factor Tu
V1087150	hypothetical protein
V1870039	Nucleic-acid-binding protein possibly involved in ribosomal biogenesis
V1032481	hypothetical protein
V1032052	NADH dehydrogenase
V1139904	Alcohol dehydrogenase 1
V1170272	1%2C4-alpha-glucan branching enzyme GlgB
V1052940	hypothetical protein
V1086071	1-acyl-sn-glycerol-3-phosphate acyltransferase
V1033396	30S ribosomal protein S11
V1409814	Putative phenylalanine aminotransferase
V1687735	putative hydrolase of the alpha/beta superfamily protein
V1032261	F-type ATPase subunit b
V1012192	Glycogen accumulation regulator GarA
V1723519	hypothetical protein
V1009518	Branched-chain-amino-acid aminotransferase
V1614057	Lipid II:glycine glycyltransferase
V1007271	Penicillin-binding protein A
V1216112	Penicillin-binding protein 1*
V1836804	Lysine--tRNA ligase
V1394027	putative ATPase
V1177919	hypothetical protein
V1055510	RNA polymerase-binding transcription factor CarD
V1524303	Inner membrane protein YbiR
V1548391	tRNA (adenine(58)-N(1))-methyltransferase TrmI
V1151796	Periplasmic serine endoprotease DegP precursor
V1724619	hypothetical protein
V1036882	Phosphoribosylformylglycinamidine synthase
V1007260	putative chromosome-partitioning protein ParB
V1032004	Ribosome-binding ATPase YchF
V1000828	ATP-dependent zinc metalloprotease FtsH
V1104323	hypothetical protein
V1014478	addiction module antitoxin%2C RelB/DinJ family
V1049613	Putative metal chaperone YciC
V1358470	Formate acetyltransferase 1
V1032055	Excinuclease ABC subunit A
V1294914	Helix-destabilizing protein
V1123410	hypothetical protein
V1687672	FK506-binding protein
V1018199	hypothetical protein
V1167442	hypothetical protein
V1310852	preprotein translocase subunit SecA
V1202303	putative RNA-binding protein (contains KH domain)
V1032062	Glutathione-binding protein GsiB precursor
V1007249	F5/8 type C domain protein
V1923947	hypothetical protein
V1313800	L-lactate dehydrogenase
V1445176	Ribulose-phosphate 3-epimerase
V1687726	hypothetical protein
V1851967	Heat-inducible transcription repressor HrcA
V1728031	2-deoxystreptamine N-acetyl-D-glucosaminyltransferase
V1013972	Inosine-5'-monophosphate dehydrogenase
V1000547	Trehalose import ATP-binding protein SugC
V1141072	Penicillin-binding protein A
V1009679	N5-carboxyaminoimidazole ribonucleotide synthase
V1323049	Glutathione import ATP-binding protein GsiA
V1581223	Helix-destabilizing protein
V1728017	hypothetical protein
V1033211	Pyrimidine-specific ribonucleoside hydrolase RihB
V1171147	hypothetical protein
V1075411	Vegetative protein 19
V1617361	Stress protein H5
V1051284	Phosphocarrier protein HPr
V1265195	UDP-glucose 4-epimerase
V1196192	50S ribosomal protein L14
V1724435	Fimbrial subunit type 1 precursor
V1007256	CCA-adding enzyme
V1020308	50S ribosomal protein L9
V1032509	Teichoic acids export ATP-binding protein TagH
V1516671	50S ribosomal protein L31 type B
V1015220	30S ribosomal protein S2
V1507296	hypothetical protein
V1032382	4-alpha-glucanotransferase
V1031950	Pyrimidine-specific ribonucleoside hydrolase RihA
V1008929	Glyceraldehyde-3-phosphate dehydrogenase A
V1167909	Phosphoglucosamine mutase
V1430223	Ammonia transporter
V1032192	Ribose-phosphate pyrophosphokinase
V1009263	hypothetical protein
V1032002	Proline iminopeptidase
V1329622	hypothetical protein
V1458640	potassium transport protein Kup
V1104322	Nitrogen fixation protein RnfC
V1882042	HSP-70 cofactor
V1203326	L-lactate dehydrogenase 2
V1723378	Replicative DNA helicase
V1034832	Ribonuclease J 2
V1724847	Acyl-CoA cholesterol acyltransferase
V1054105	Aminopeptidase E
V1088373	DNA-directed RNA polymerase subunit omega
V1177040	hypothetical protein
V1191244	Chaperone protein ClpB
V1723961	flagellin modification protein A
V1031998	Threonine--tRNA ligase
V1541365	Acyl-CoA cholesterol acyltransferase
V1409950	Taurine import ATP-binding protein TauB
V1612368	orotidine 5'-phosphate decarboxylase
V1018451	Phosphocarrier protein HPr
V1007265	DNA gyrase subunit A
V1036454	Beta-galactosidase
V1114325	NADH dehydrogenase
V1437609	hypothetical protein
V1295176	DNA-directed RNA polymerase subunit beta'
V1053588	Cell division inhibitor MinD
V1011153	Long-chain-fatty-acid--CoA ligase FadD15
V1723089	N-acetylglucosamine repressor
V1201866	outer membrane autotransporter barrel domain protein
V1013130	C4-dicarboxylate anaerobic carrier
V1420590	hypothetical protein
V1032185	HTH-type transcriptional repressor CytR
V1295196	Cell division protein FtsA
V1143377	EIIABC-Fru
V1181013	hypothetical protein
V1032878	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
V1198619	ATP-dependent Clp protease proteolytic subunit 2
V1178882	hypothetical protein
V1036343	hyperosmolarity resistance protein Ebh
V1314874	Glutathione import ATP-binding protein GsiA
V1394694	Glucose-6-phosphate isomerase
V1391834	Acyl-CoA cholesterol acyltransferase
V1483549	hypothetical protein
V1849098	DNA topoisomerase 1
V1436255	Serine/threonine-protein kinase PknL
V1431208	Proline racemase
