Gene	KEGG_pathwayID	Annotation
V1705008	map00970	Aminoacyl-tRNA biosynthesis
V1237432	map00195	Photosynthesis
V1337287	map03010	Ribosome
V1016999	map04626	Plant-pathogen interaction
V1036976	map00240	Pyrimidine metabolism
V1010320	map00630	Glyoxylate and dicarboxylate metabolism
V1554160	map03010	Ribosome
V1266138	map00240	Pyrimidine metabolism
V1003154	map00195	Photosynthesis
V1139685	map03010	Ribosome
V1267474	map00640	Propanoate metabolism
V1036212	map02010	ABC transporters
V1018179	map03010	Ribosome
V1554285	map03010	Ribosome
V1140341	map00710	Carbon fixation in photosynthetic organisms
V1198623	map03020	RNA polymerase
V1037108	map04122	Sulfur relay system
V1414237	map04626	Plant-pathogen interaction
V1723469	map03010	Ribosome
V1445419	map04930	Type II diabetes mellitus
V1070407	map02010	ABC transporters
V1369909	map04626	Plant-pathogen interaction
V1554270	map03010	Ribosome
V1383974	map03010	Ribosome
V1267044	map00520	Amino sugar and nucleotide sugar metabolism
V1687738	map00970	Aminoacyl-tRNA biosynthesis
V1301690	map03010	Ribosome
V1006063	map03010	Ribosome
V1141150	map03018	RNA degradation
V1108326	map04910	Insulin signaling pathway
V1445299	map02010	ABC transporters
V1036378	map00240	Pyrimidine metabolism
V1201722	map02010	ABC transporters
V1383919	map01051	Biosynthesis of ansamycins
V1393333	map00982	Drug metabolism - cytochrome P450
V1365642	map03010	Ribosome
V1431607	map03010	Ribosome
V1394807	map04626	Plant-pathogen interaction
V1419064	map04621	NOD-like receptor signaling pathway
V1723757	map03010	Ribosome
V1526855	map03440	Homologous recombination
V1162245	map04910	Insulin signaling pathway
V1345614	map00930	Caprolactam degradation
V1084588	map00195	Photosynthesis
V1395415	map00970	Aminoacyl-tRNA biosynthesis
V1604018	map03010	Ribosome
V1200583	map00240	Pyrimidine metabolism
V1186540	map02010	ABC transporters
V1154084	map05152	Tuberculosis
V1246962	map03010	Ribosome
V1001368	map02060	Phosphotransferase system (PTS)
V1139691	map03070	Bacterial secretion system
V1238100	map03018	RNA degradation
V1110058	map03010	Ribosome
V1151859	map03018	RNA degradation
V1436124	map04112	Cell cycle - Caulobacter
V1011906	map05152	Tuberculosis
V1445801	map02010	ABC transporters
V1883611	map05152	Tuberculosis
V1000548	map00500	Starch and sucrose metabolism
V1006251	map03010	Ribosome
V1200892	map00770	Pantothenate and CoA biosynthesis
V1484087	map03070	Bacterial secretion system
V1171477	map03010	Ribosome
V1266287	map04112	Cell cycle - Caulobacter
V1705042	map00970	Aminoacyl-tRNA biosynthesis
V1000171	map02010	ABC transporters
V1000040	map00240	Pyrimidine metabolism
V1315998	map00650	Butanoate metabolism
V1687689	map03020	RNA polymerase
V1019461	map00195	Photosynthesis
V1145239	map03010	Ribosome
V1302071	map03010	Ribosome
V1467358	map03010	Ribosome
V1576144	map03070	Bacterial secretion system
V1367285	map00650	Butanoate metabolism
V1039802	map00650	Butanoate metabolism
V1000487	map00710	Carbon fixation in photosynthetic organisms
V1368264	map02010	ABC transporters
V1009688	map00524	Butirosin and neomycin biosynthesis
V1367838	map00500	Starch and sucrose metabolism
V1458517	map00030	Pentose phosphate pathway
V1164548	map03020	RNA polymerase
V1036198	map02010	ABC transporters
V1885649	map03010	Ribosome
V1141223	map00680	Methane metabolism
V1000116	map04930	Type II diabetes mellitus
V1484107	map03010	Ribosome
V1445767	map00500	Starch and sucrose metabolism
V1687756	map03070	Bacterial secretion system
V1194990	map00710	Carbon fixation in photosynthetic organisms
V1151601	map05010	Alzheimer's disease
V1239571	map03010	Ribosome
V1496507	map03010	Ribosome
V1011667	map03010	Ribosome
V1046624	map00650	Butanoate metabolism
V1237531	map00970	Aminoacyl-tRNA biosynthesis
V1445274	map03010	Ribosome
V1527021	map04930	Type II diabetes mellitus
V1301559	map03010	Ribosome
V1392446	map00982	Drug metabolism - cytochrome P450
V1445482	map01040	Biosynthesis of unsaturated fatty acids
V1445304	map03020	RNA polymerase
V1383863	map03010	Ribosome
V1440639	map03070	Bacterial secretion system
V1395763	map00680	Methane metabolism
V1881261	map04626	Plant-pathogen interaction
V1036364	map02010	ABC transporters
V1265244	map05152	Tuberculosis
V1554143	map00500	Starch and sucrose metabolism
V1301614	map03010	Ribosome
V1238560	map03010	Ribosome
V1239693	map04724	Glutamatergic synapse
V1043485	map03010	Ribosome
V1384043	map04626	Plant-pathogen interaction
V1013640	map00240	Pyrimidine metabolism
V1000943	map03010	Ribosome
V1009625	map03070	Bacterial secretion system
V1578714	map03010	Ribosome
V1034175	map02030	Bacterial chemotaxis
V1093074	map02030	Bacterial chemotaxis
V1104057	map00970	Aminoacyl-tRNA biosynthesis
V1317705	map00195	Photosynthesis
V1376603	map03010	Ribosome
V1430275	map00195	Photosynthesis
V1036230	map02010	ABC transporters
V1430373	map03010	Ribosome
V1074483	map00230	Purine metabolism
V1266129	map00983	Drug metabolism - other enzymes
V1158487	map04142	Lysosome
V1232468	map00195	Photosynthesis
V1400258	map04930	Type II diabetes mellitus
V1723221	map04621	NOD-like receptor signaling pathway
V1069332	map00520	Amino sugar and nucleotide sugar metabolism
V1887168	map03010	Ribosome
V1037345	map00650	Butanoate metabolism
V1266170	map00720	Carbon fixation pathways in prokaryotes
V1409950	map02010	ABC transporters
V1619477	map05016	Huntington's disease
V1290200	map02010	ABC transporters
V1484106	map05152	Tuberculosis
V1574858	map00250	Alanine, aspartate and glutamate metabolism
V1383865	map03020	RNA polymerase
V1912442	map00680	Methane metabolism
V1724150	map03010	Ribosome
V1481435	map02060	Phosphotransferase system (PTS)
V1006020	map03010	Ribosome
V1022782	map00860	Porphyrin and chlorophyll metabolism
V1383841	map03010	Ribosome
V1265596	map00195	Photosynthesis
V1104524	map00780	Biotin metabolism
V1619237	map03010	Ribosome
V1012446	map03010	Ribosome
V1445140	map00970	Aminoacyl-tRNA biosynthesis
V1445191	map01051	Biosynthesis of ansamycins
V1006727	map03010	Ribosome
V1139467	map03010	Ribosome
V1446708	map02010	ABC transporters
V1364166	map03010	Ribosome
V1267391	map00520	Amino sugar and nucleotide sugar metabolism
V1383992	map02010	ABC transporters
V1040729	map02010	ABC transporters
V1020102	map03020	RNA polymerase
V1036282	map00520	Amino sugar and nucleotide sugar metabolism
V1098956	map03010	Ribosome
V1705038	map00230	Purine metabolism
V1137087	map01051	Biosynthesis of ansamycins
V1238151	map03010	Ribosome
V1498789	map03010	Ribosome
V1000018	map03010	Ribosome
V1012542	map00520	Amino sugar and nucleotide sugar metabolism
V1073967	map03010	Ribosome
V1491685	map03018	RNA degradation
V1019516	map00710	Carbon fixation in photosynthetic organisms
V1298130	map03010	Ribosome
V1466250	map00195	Photosynthesis
V1023795	map03010	Ribosome
V1036454	map00600	Sphingolipid metabolism
V1010955	map04920	Adipocytokine signaling pathway
V1298981	map02010	ABC transporters
V1383948	map03070	Bacterial secretion system
V1484295	map00970	Aminoacyl-tRNA biosynthesis
V1464170	map00195	Photosynthesis
V1158426	map02060	Phosphotransferase system (PTS)
V1036812	map00970	Aminoacyl-tRNA biosynthesis
V1303285	map03010	Ribosome
V1430399	map00230	Purine metabolism
V1367740	map00500	Starch and sucrose metabolism
V1036611	map00190	Oxidative phosphorylation
V1296458	map00720	Carbon fixation pathways in prokaryotes
V1036872	map00230	Purine metabolism
V1012496	map05152	Tuberculosis
V1080487	map00720	Carbon fixation pathways in prokaryotes
V1445347	map03020	RNA polymerase
V1006265	map03010	Ribosome
V1436832	map03018	RNA degradation
V1501661	map03010	Ribosome
V1239598	map00240	Pyrimidine metabolism
V1145548	map03010	Ribosome
V1000640	map00710	Carbon fixation in photosynthetic organisms
V1036776	map03440	Homologous recombination
V1301507	map02010	ABC transporters
V1445776	map03010	Ribosome
V1391945	map02060	Phosphotransferase system (PTS)
V1000547	map02010	ABC transporters
V1016652	map00195	Photosynthesis
V1239567	map03010	Ribosome
V1015427	map00720	Carbon fixation pathways in prokaryotes
V1000630	map03070	Bacterial secretion system
V1237381	map03020	RNA polymerase
V1574099	map02060	Phosphotransferase system (PTS)
V1139410	map00650	Butanoate metabolism
V1430683	map00983	Drug metabolism - other enzymes
V1139821	map00680	Methane metabolism
V1421267	map03010	Ribosome
V1313175	map03018	RNA degradation
V1367803	map03010	Ribosome
V1433965	map00650	Butanoate metabolism
V1000080	map03010	Ribosome
V1012312	map00240	Pyrimidine metabolism
V1036111	map00250	Alanine, aspartate and glutamate metabolism
V1446649	map02010	ABC transporters
V1042252	map02060	Phosphotransferase system (PTS)
V1553774	map02010	ABC transporters
V1075934	map03010	Ribosome
V1086654	map00195	Photosynthesis
V1410710	map00710	Carbon fixation in photosynthetic organisms
V1339929	map00640	Propanoate metabolism
V1590827	map04621	NOD-like receptor signaling pathway
V1385869	map00710	Carbon fixation in photosynthetic organisms
V1036285	map00983	Drug metabolism - other enzymes
V1012313	map00230	Purine metabolism
V1013179	map00052	Galactose metabolism
V1239629	map00230	Purine metabolism
V1037377	map00680	Methane metabolism
V1239710	map00970	Aminoacyl-tRNA biosynthesis
V1013972	map00983	Drug metabolism - other enzymes
V1144133	map02010	ABC transporters
V1180770	map00650	Butanoate metabolism
V1430573	map02010	ABC transporters
V1009254	map01040	Biosynthesis of unsaturated fatty acids
V1008406	map02010	ABC transporters
V1705011	map00195	Photosynthesis
V1153964	map00626	Naphthalene degradation
V1195882	map00710	Carbon fixation in photosynthetic organisms
V1013603	map02010	ABC transporters
V1268756	map04910	Insulin signaling pathway
V1383835	map00720	Carbon fixation pathways in prokaryotes
V1139605	map03010	Ribosome
V1880393	map02010	ABC transporters
V1320864	map04122	Sulfur relay system
V1723362	map04621	NOD-like receptor signaling pathway
V1883469	map00970	Aminoacyl-tRNA biosynthesis
V1736985	map04910	Insulin signaling pathway
V1485407	map02010	ABC transporters
V1036423	map00770	Pantothenate and CoA biosynthesis
V1383880	map03020	RNA polymerase
V1014147	map03018	RNA degradation
V1524496	map03010	Ribosome
V1036861	map00230	Purine metabolism
V1484105	map00030	Pentose phosphate pathway
V1000944	map03010	Ribosome
V1021099	map00590	Arachidonic acid metabolism
V1196726	map00195	Photosynthesis
V1445404	map00970	Aminoacyl-tRNA biosynthesis
V1724279	map02010	ABC transporters
V1445275	map03010	Ribosome
V1000017	map03010	Ribosome
V1429839	map00061	Fatty acid biosynthesis
V1881401	map00195	Photosynthesis
V1606927	map03010	Ribosome
V1140670	map00195	Photosynthesis
V1306539	map03010	Ribosome
V1012818	map00650	Butanoate metabolism
V1484261	map00500	Starch and sucrose metabolism
V1239613	map04112	Cell cycle - Caulobacter
V1441535	map02030	Bacterial chemotaxis
V1014559	map03010	Ribosome
V1108928	map00195	Photosynthesis
V1154617	map00520	Amino sugar and nucleotide sugar metabolism
V1072900	map03018	RNA degradation
V1036407	map02010	ABC transporters
V1356383	map02010	ABC transporters
V1143377	map02060	Phosphotransferase system (PTS)
V1705122	map04621	NOD-like receptor signaling pathway
V1488193	map00970	Aminoacyl-tRNA biosynthesis
V1000841	map00195	Photosynthesis
V1194354	map03010	Ribosome
V1018177	map03010	Ribosome
V1009518	map00770	Pantothenate and CoA biosynthesis
V1042355	map02060	Phosphotransferase system (PTS)
V1017369	map00680	Methane metabolism
V1237393	map00970	Aminoacyl-tRNA biosynthesis
V1037687	map05152	Tuberculosis
V1198633	map03010	Ribosome
V1034170	map03010	Ribosome
V1017370	map00750	Vitamin B6 metabolism
V1006108	map03010	Ribosome
V1033869	map04626	Plant-pathogen interaction
V1330982	map02030	Bacterial chemotaxis
V1006418	map03070	Bacterial secretion system
V1464524	map00710	Carbon fixation in photosynthetic organisms
V1428998	map05150	Staphylococcus aureus infection
V1009590	map03440	Homologous recombination
V1295109	map04621	NOD-like receptor signaling pathway
V1265566	map00970	Aminoacyl-tRNA biosynthesis
V1365218	map03010	Ribosome
V1181333	map04930	Type II diabetes mellitus
V1074009	map02010	ABC transporters
V1141462	map00970	Aminoacyl-tRNA biosynthesis
V1036882	map00230	Purine metabolism
V1579885	map03010	Ribosome
V1163160	map00970	Aminoacyl-tRNA biosynthesis
V1342988	map00190	Oxidative phosphorylation
V1466243	map02010	ABC transporters
V1154707	map00680	Methane metabolism
V1043514	map03010	Ribosome
V1013667	map00710	Carbon fixation in photosynthetic organisms
V1101641	map00500	Starch and sucrose metabolism
V1384057	map02010	ABC transporters
V1574725	map00195	Photosynthesis
V1006039	map00970	Aminoacyl-tRNA biosynthesis
V1107292	map00450	Selenocompound metabolism
V1036156	map00240	Pyrimidine metabolism
V1036567	map00970	Aminoacyl-tRNA biosynthesis
V1032059	map01051	Biosynthesis of ansamycins
V1036286	map04920	Adipocytokine signaling pathway
V1036481	map00550	Peptidoglycan biosynthesis
V1291976	map02010	ABC transporters
V1498639	map04910	Insulin signaling pathway
V1008385	map04930	Type II diabetes mellitus
V1354085	map02010	ABC transporters
V1836804	map00970	Aminoacyl-tRNA biosynthesis
V1096558	map03010	Ribosome
V1266647	map05152	Tuberculosis
V1013003	map00770	Pantothenate and CoA biosynthesis
V1104056	map00680	Methane metabolism
V1554055	map00195	Photosynthesis
V1237442	map03070	Bacterial secretion system
V1036422	map04920	Adipocytokine signaling pathway
V1036121	map02060	Phosphotransferase system (PTS)
V1301297	map03010	Ribosome
V1036229	map02010	ABC transporters
V1016668	map03010	Ribosome
V1033881	map03018	RNA degradation
V1154407	map03020	RNA polymerase
V1883760	map03020	RNA polymerase
V1038267	map00970	Aminoacyl-tRNA biosynthesis
V1267308	map00330	Arginine and proline metabolism
V1036755	map00970	Aminoacyl-tRNA biosynthesis
V1295482	map04973	Carbohydrate digestion and absorption
V1052203	map03070	Bacterial secretion system
V1385994	map03018	RNA degradation
V1033803	map00195	Photosynthesis
V1093913	map00520	Amino sugar and nucleotide sugar metabolism
V1383890	map00983	Drug metabolism - other enzymes
V1724122	map03010	Ribosome
V1037678	map04112	Cell cycle - Caulobacter
V1013671	map00910	Nitrogen metabolism
V1462237	map03010	Ribosome
V1000836	map03010	Ribosome
V1036284	map03420	Nucleotide excision repair
V1104365	map00730	Thiamine metabolism
V1012447	map03010	Ribosome
V1036839	map00960	Tropane, piperidine and pyridine alkaloid biosynthesis
V1239642	map04920	Adipocytokine signaling pathway
V1036294	map03010	Ribosome
V1574864	map00970	Aminoacyl-tRNA biosynthesis
V1383938	map00195	Photosynthesis
V1430604	map02010	ABC transporters
V1107390	map00970	Aminoacyl-tRNA biosynthesis
V1036831	map03070	Bacterial secretion system
V1443214	map03010	Ribosome
V1109127	map00982	Drug metabolism - cytochrome P450
V1294914	map03440	Homologous recombination
V1000021	map03010	Ribosome
V1137315	map02010	ABC transporters
V1009641	map03020	RNA polymerase
V1380987	map03010	Ribosome
V1368335	map03018	RNA degradation
V1071487	map03430	Mismatch repair
V1006143	map00500	Starch and sucrose metabolism
V1006046	map00970	Aminoacyl-tRNA biosynthesis
V1561099	map00982	Drug metabolism - cytochrome P450
V1337328	map00564	Glycerophospholipid metabolism
V1085691	map00561	Glycerolipid metabolism
V1196345	map00640	Propanoate metabolism
V1489453	map00970	Aminoacyl-tRNA biosynthesis
V1384251	map00520	Amino sugar and nucleotide sugar metabolism
V1139807	map00680	Methane metabolism
V1156214	map03018	RNA degradation
V1574554	map00195	Photosynthesis
V1013604	map00520	Amino sugar and nucleotide sugar metabolism
V1006140	map03010	Ribosome
V1889488	map05010	Alzheimer's disease
V1337292	map03010	Ribosome
V1009240	map00550	Peptidoglycan biosynthesis
V1301933	map00710	Carbon fixation in photosynthetic organisms
V1037107	map00730	Thiamine metabolism
V1340131	map00520	Amino sugar and nucleotide sugar metabolism
V1430296	map03010	Ribosome
V1047561	map02010	ABC transporters
V1237553	map00710	Carbon fixation in photosynthetic organisms
V1295476	map04724	Glutamatergic synapse
V1705004	map02010	ABC transporters
V1049393	map04626	Plant-pathogen interaction
V1365775	map02010	ABC transporters
V1015637	map00260	Glycine, serine and threonine metabolism
V1409791	map01040	Biosynthesis of unsaturated fatty acids
V1033902	map05010	Alzheimer's disease
V1009679	map00230	Purine metabolism
V1499129	map04626	Plant-pathogen interaction
V1265160	map03070	Bacterial secretion system
V1006109	map03020	RNA polymerase
V1198367	map00710	Carbon fixation in photosynthetic organisms
V1000534	map00680	Methane metabolism
V1383886	map00195	Photosynthesis
V1597715	map03010	Ribosome
V1238174	map03010	Ribosome
V1038265	map00970	Aminoacyl-tRNA biosynthesis
V1164544	map03440	Homologous recombination
V1151779	map00550	Peptidoglycan biosynthesis
V1216110	map00970	Aminoacyl-tRNA biosynthesis
V1266020	map03070	Bacterial secretion system
V1484171	map04920	Adipocytokine signaling pathway
V1013906	map04973	Carbohydrate digestion and absorption
V1013351	map02010	ABC transporters
V1427414	map00230	Purine metabolism
V1011374	map00520	Amino sugar and nucleotide sugar metabolism
V1316394	map00195	Photosynthesis
V1192293	map02010	ABC transporters
V1330185	map01051	Biosynthesis of ansamycins
V1446154	map04910	Insulin signaling pathway
V1037336	map00650	Butanoate metabolism
V1036186	map02020	Two-component system
V1440314	map00970	Aminoacyl-tRNA biosynthesis
V1173147	map03010	Ribosome
V1152093	map02010	ABC transporters
V1009629	map00520	Amino sugar and nucleotide sugar metabolism
V1381099	map00195	Photosynthesis
V1000003	map03010	Ribosome
V1268448	map03010	Ribosome
V1000088	map00230	Purine metabolism
V1819260	map02020	Two-component system
V1368291	map03440	Homologous recombination
V1370285	map03020	RNA polymerase
V1000845	map00520	Amino sugar and nucleotide sugar metabolism
V1042470	map03010	Ribosome
V1375876	map02010	ABC transporters
V1039649	map00051	Fructose and mannose metabolism
V1301964	map02010	ABC transporters
V1704843	map05152	Tuberculosis
V1070019	map03440	Homologous recombination
V1554232	map03020	RNA polymerase
V1425682	map02010	ABC transporters
V1852039	map03020	RNA polymerase
V1239644	map00970	Aminoacyl-tRNA biosynthesis
V1320371	map00970	Aminoacyl-tRNA biosynthesis
V1009689	map00524	Butirosin and neomycin biosynthesis
V1239587	map00550	Peptidoglycan biosynthesis
V1301798	map03010	Ribosome
V1445065	map00520	Amino sugar and nucleotide sugar metabolism
V1513968	map00970	Aminoacyl-tRNA biosynthesis
V1445352	map00624	Polycyclic aromatic hydrocarbon degradation
V1109182	map03010	Ribosome
V1014775	map03010	Ribosome
V1549656	map02030	Bacterial chemotaxis
V1819330	map02010	ABC transporters
V1017002	map03010	Ribosome
V1138974	map05152	Tuberculosis
V1383368	map03010	Ribosome
V1036267	map00550	Peptidoglycan biosynthesis
V1037420	map00970	Aminoacyl-tRNA biosynthesis
V1069749	map00230	Purine metabolism
V1082713	map00500	Starch and sucrose metabolism
V1083362	map04930	Type II diabetes mellitus
V1023255	map03010	Ribosome
V1554065	map00970	Aminoacyl-tRNA biosynthesis
V1368171	map00640	Propanoate metabolism
V1265314	map04626	Plant-pathogen interaction
V1358085	map03018	RNA degradation
V1020523	map04146	Peroxisome
V1498668	map00250	Alanine, aspartate and glutamate metabolism
V1237423	map00230	Purine metabolism
V1099218	map04930	Type II diabetes mellitus
V1687718	map04724	Glutamatergic synapse
V1009677	map05150	Staphylococcus aureus infection
V1198619	map04112	Cell cycle - Caulobacter
V1737048	map02010	ABC transporters
V1007271	map00550	Peptidoglycan biosynthesis
V1364182	map00970	Aminoacyl-tRNA biosynthesis
V1419184	map04910	Insulin signaling pathway
V1036606	map00195	Photosynthesis
V1422663	map00500	Starch and sucrose metabolism
V1200881	map00983	Drug metabolism - other enzymes
V1111803	map03010	Ribosome
V1552028	map00520	Amino sugar and nucleotide sugar metabolism
V1567358	map04626	Plant-pathogen interaction
V1884140	map03010	Ribosome
V1000008	map00230	Purine metabolism
V1204104	map02010	ABC transporters
V1036527	map00710	Carbon fixation in photosynthetic organisms
V1439186	map03010	Ribosome
V1192932	map00624	Polycyclic aromatic hydrocarbon degradation
V1440653	map00970	Aminoacyl-tRNA biosynthesis
V1403101	map00710	Carbon fixation in photosynthetic organisms
V1000172	map02010	ABC transporters
V1445276	map03010	Ribosome
V1020308	map03010	Ribosome
V1445232	map04920	Adipocytokine signaling pathway
V1154052	map02010	ABC transporters
V1594332	map03018	RNA degradation
V1016891	map03440	Homologous recombination
V1445296	map02010	ABC transporters
V1487405	map00624	Polycyclic aromatic hydrocarbon degradation
V1295176	map03020	RNA polymerase
V1018831	map03010	Ribosome
V1484206	map00750	Vitamin B6 metabolism
V1499253	map03018	RNA degradation
V1013907	map00983	Drug metabolism - other enzymes
V1140503	map03010	Ribosome
V1806864	map00970	Aminoacyl-tRNA biosynthesis
V1482616	map02010	ABC transporters
V1137772	map03010	Ribosome
V1569317	map03010	Ribosome
V1238012	map00630	Glyoxylate and dicarboxylate metabolism
V1552772	map04930	Type II diabetes mellitus
V1012921	map00590	Arachidonic acid metabolism
V1363241	map00250	Alanine, aspartate and glutamate metabolism
V1036221	map00910	Nitrogen metabolism
V1036563	map03018	RNA degradation
V1884213	map00720	Carbon fixation pathways in prokaryotes
V1007259	map00550	Peptidoglycan biosynthesis
V1006235	map00230	Purine metabolism
V1018180	map03010	Ribosome
V1437017	map00680	Methane metabolism
V1006038	map00521	Streptomycin biosynthesis
V1002118	map03010	Ribosome
V1553769	map00250	Alanine, aspartate and glutamate metabolism
V1267276	map03018	RNA degradation
V1852084	map03010	Ribosome
V1344286	map00650	Butanoate metabolism
V1013605	map00520	Amino sugar and nucleotide sugar metabolism
V1009690	map04142	Lysosome
V1036523	map00240	Pyrimidine metabolism
V1606941	map03010	Ribosome
V1010626	map00520	Amino sugar and nucleotide sugar metabolism
V1445248	map00511	Other glycan degradation
V1000305	map03018	RNA degradation
V1849102	map03018	RNA degradation
V1239122	map00240	Pyrimidine metabolism
V1295293	map02010	ABC transporters
V1367726	map03018	RNA degradation
V1504076	map00970	Aminoacyl-tRNA biosynthesis
V1368238	map02010	ABC transporters
V1484140	map00520	Amino sugar and nucleotide sugar metabolism
V1819243	map03440	Homologous recombination
V1013643	map02010	ABC transporters
V1482595	map03010	Ribosome
V1704985	map03070	Bacterial secretion system
V1138604	map03420	Nucleotide excision repair
V1000001	map03010	Ribosome
V1166924	map05152	Tuberculosis
V1553861	map00240	Pyrimidine metabolism
V1555103	map05152	Tuberculosis
V1036171	map03018	RNA degradation
V1385916	map03018	RNA degradation
V1237482	map00720	Carbon fixation pathways in prokaryotes
V1012641	map00250	Alanine, aspartate and glutamate metabolism
V1140021	map00520	Amino sugar and nucleotide sugar metabolism
V1267266	map00061	Fatty acid biosynthesis
V1010959	map00520	Amino sugar and nucleotide sugar metabolism
V1038350	map00650	Butanoate metabolism
V1000596	map05152	Tuberculosis
V1032109	map02010	ABC transporters
V1375437	map00450	Selenocompound metabolism
V1885656	map03010	Ribosome
V1045959	map03018	RNA degradation
V1459473	map03070	Bacterial secretion system
V1178697	map00680	Methane metabolism
V1200630	map03018	RNA degradation
V1301883	map00520	Amino sugar and nucleotide sugar metabolism
V1426329	map02030	Bacterial chemotaxis
V1303268	map02030	Bacterial chemotaxis
V1723089	map00524	Butirosin and neomycin biosynthesis
V1238902	map00520	Amino sugar and nucleotide sugar metabolism
V1334914	map04112	Cell cycle - Caulobacter
V1337316	map03020	RNA polymerase
V1215697	map00500	Starch and sucrose metabolism
V1421760	map03010	Ribosome
V1006272	map03010	Ribosome
V1728061	map03010	Ribosome
V1237752	map03020	RNA polymerase
V1502907	map03010	Ribosome
V1519450	map00710	Carbon fixation in photosynthetic organisms
V1139265	map03430	Mismatch repair
V1139530	map00650	Butanoate metabolism
V1267280	map00900	Terpenoid backbone biosynthesis
V1301545	map02010	ABC transporters
V1620747	map01051	Biosynthesis of ansamycins
V1154952	map03010	Ribosome
V1554942	map02010	ABC transporters
V1151727	map00680	Methane metabolism
V1110345	map02060	Phosphotransferase system (PTS)
