Gene	KEGG_pathwayID	Annotation
V1065363	map02030	Bacterial chemotaxis
V1185257	map05010	Alzheimer's disease
V1066649	map03010	Ribosome
V1368199	map04626	Plant-pathogen interaction
V1065558	map02060	Phosphotransferase system (PTS)
V1154539	map05010	Alzheimer's disease
V1065550	map00680	Methane metabolism
V1052940	map03010	Ribosome
V1377757	map00680	Methane metabolism
V1345614	map00930	Caprolactam degradation
V1295007	map00970	Aminoacyl-tRNA biosynthesis
V1139685	map03010	Ribosome
V1018135	map03440	Homologous recombination
V1065515	map03070	Bacterial secretion system
V1066269	map00650	Butanoate metabolism
V1203298	map02010	ABC transporters
V1050217	map00860	Porphyrin and chlorophyll metabolism
V1017115	map00710	Carbon fixation in photosynthetic organisms
V1066613	map02060	Phosphotransferase system (PTS)
V1436641	map00650	Butanoate metabolism
V1330982	map02030	Bacterial chemotaxis
V1065317	map02040	Flagellar assembly
V1553877	map02060	Phosphotransferase system (PTS)
V1201510	map03010	Ribosome
V1102799	map02010	ABC transporters
V1066631	map00240	Pyrimidine metabolism
V1067905	map00720	Carbon fixation pathways in prokaryotes
V1087726	map00910	Nitrogen metabolism
V1067063	map00620	Pyruvate metabolism
V1110058	map03010	Ribosome
V1375650	map03070	Bacterial secretion system
V1007055	map03010	Ribosome
V1067560	map00710	Carbon fixation in photosynthetic organisms
V1066147	map00860	Porphyrin and chlorophyll metabolism
V1065358	map03018	RNA degradation
V1007056	map03010	Ribosome
V1067450	map03010	Ribosome
V1065916	map04626	Plant-pathogen interaction
V1736951	map02010	ABC transporters
V1239646	map03010	Ribosome
V1067072	map00970	Aminoacyl-tRNA biosynthesis
V1386220	map04724	Glutamatergic synapse
V1066652	map03010	Ribosome
V1585624	map03018	RNA degradation
V1375370	map04626	Plant-pathogen interaction
V1067466	map03070	Bacterial secretion system
V1065446	map03010	Ribosome
V1073600	map02010	ABC transporters
V1012671	map00680	Methane metabolism
V1065576	map00230	Purine metabolism
V1464364	map05010	Alzheimer's disease
V1065456	map02030	Bacterial chemotaxis
V1881261	map04626	Plant-pathogen interaction
V1066663	map02040	Flagellar assembly
V1065517	map02040	Flagellar assembly
V1066150	map00970	Aminoacyl-tRNA biosynthesis
V1067576	map02040	Flagellar assembly
V1229971	map03010	Ribosome
V1394389	map02030	Bacterial chemotaxis
V1065349	map03010	Ribosome
V1200931	map03010	Ribosome
V1180210	map02030	Bacterial chemotaxis
V1065437	map00250	Alanine, aspartate and glutamate metabolism
V1168235	map04626	Plant-pathogen interaction
V1012766	map03010	Ribosome
V1012771	map03010	Ribosome
V1066927	map00710	Carbon fixation in photosynthetic organisms
V1018031	map03010	Ribosome
V1554095	map04626	Plant-pathogen interaction
V1011843	map04626	Plant-pathogen interaction
V1067788	map02040	Flagellar assembly
V1194946	map02040	Flagellar assembly
V1008395	map00710	Carbon fixation in photosynthetic organisms
V1554041	map03010	Ribosome
V1013123	map00520	Amino sugar and nucleotide sugar metabolism
V1011748	map00240	Pyrimidine metabolism
V1301930	map03010	Ribosome
V1065579	map03010	Ribosome
V1190854	map02030	Bacterial chemotaxis
V1071524	map00710	Carbon fixation in photosynthetic organisms
V1008929	map05010	Alzheimer's disease
V1010067	map00195	Photosynthesis
V1011337	map03010	Ribosome
V1066250	map04626	Plant-pathogen interaction
V1065463	map00970	Aminoacyl-tRNA biosynthesis
V1140341	map00710	Carbon fixation in photosynthetic organisms
V1344061	map02010	ABC transporters
V1103115	map02030	Bacterial chemotaxis
V1523254	map00680	Methane metabolism
V1011530	map03020	RNA polymerase
V1067462	map03018	RNA degradation
V1374204	map00500	Starch and sucrose metabolism
V1467629	map04626	Plant-pathogen interaction
V1051831	map00710	Carbon fixation in photosynthetic organisms
V1035957	map02010	ABC transporters
V1066919	map00760	Nicotinate and nicotinamide metabolism
V1102328	map03010	Ribosome
V1065922	map00195	Photosynthesis
V1078446	map00650	Butanoate metabolism
V1066650	map03010	Ribosome
V1200373	map02010	ABC transporters
V1014358	map04930	Type II diabetes mellitus
V1465010	map02060	Phosphotransferase system (PTS)
V1391939	map00710	Carbon fixation in photosynthetic organisms
V1366716	map04626	Plant-pathogen interaction
V1037518	map03010	Ribosome
V1357153	map04626	Plant-pathogen interaction
V1513559	map00650	Butanoate metabolism
V1067043	map02010	ABC transporters
V1065316	map02040	Flagellar assembly
V1047971	map00520	Amino sugar and nucleotide sugar metabolism
V1367058	map03020	RNA polymerase
V1068446	map00790	Folate biosynthesis
V1016828	map03070	Bacterial secretion system
V1069719	map00970	Aminoacyl-tRNA biosynthesis
V1344560	map03010	Ribosome
V1141223	map00680	Methane metabolism
V1190263	map00240	Pyrimidine metabolism
V1011783	map00650	Butanoate metabolism
V1065325	map02030	Bacterial chemotaxis
V1014079	map03010	Ribosome
V1067076	map00520	Amino sugar and nucleotide sugar metabolism
V1010071	map03010	Ribosome
V1066151	map03070	Bacterial secretion system
V1012033	map03010	Ribosome
V1181710	map00860	Porphyrin and chlorophyll metabolism
V1080407	map03010	Ribosome
V1066160	map00053	Ascorbate and aldarate metabolism
V1554133	map00910	Nitrogen metabolism
V1065581	map03010	Ribosome
V1067902	map00970	Aminoacyl-tRNA biosynthesis
V1554033	map00650	Butanoate metabolism
V1036735	map03020	RNA polymerase
V1011087	map05152	Tuberculosis
V1048488	map03440	Homologous recombination
V1065430	map00970	Aminoacyl-tRNA biosynthesis
V1067030	map00720	Carbon fixation pathways in prokaryotes
V1040344	map00650	Butanoate metabolism
V1066614	map02060	Phosphotransferase system (PTS)
V1066651	map03010	Ribosome
V1010069	map00195	Photosynthesis
V1065338	map00240	Pyrimidine metabolism
V1068449	map02030	Bacterial chemotaxis
V1301640	map04626	Plant-pathogen interaction
V1582926	map04626	Plant-pathogen interaction
V1065924	map00195	Photosynthesis
V1038361	map04626	Plant-pathogen interaction
V1584957	map04626	Plant-pathogen interaction
V1173942	map03010	Ribosome
V1036333	map02010	ABC transporters
V1065383	map00770	Pantothenate and CoA biosynthesis
V1088211	map04626	Plant-pathogen interaction
V1066921	map02010	ABC transporters
V1071057	map00770	Pantothenate and CoA biosynthesis
V1329381	map05152	Tuberculosis
V1141150	map03018	RNA degradation
V1012031	map03010	Ribosome
V1145959	map00650	Butanoate metabolism
V1386354	map02040	Flagellar assembly
V1373601	map02040	Flagellar assembly
V1265314	map04626	Plant-pathogen interaction
V1528520	map03010	Ribosome
V1067556	map00970	Aminoacyl-tRNA biosynthesis
V1066615	map02030	Bacterial chemotaxis
V1068128	map00970	Aminoacyl-tRNA biosynthesis
V1018451	map02060	Phosphotransferase system (PTS)
V1068958	map00720	Carbon fixation pathways in prokaryotes
V1065466	map00970	Aminoacyl-tRNA biosynthesis
V1290782	map00511	Other glycan degradation
V1514082	map04141	Protein processing in endoplasmic reticulum
V1594831	map04626	Plant-pathogen interaction
V1067037	map00982	Drug metabolism - cytochrome P450
V1065451	map00564	Glycerophospholipid metabolism
V1075171	map05152	Tuberculosis
V1065314	map02040	Flagellar assembly
V1197020	map00650	Butanoate metabolism
V1235912	map04626	Plant-pathogen interaction
V1465337	map02010	ABC transporters
V1065313	map02040	Flagellar assembly
V1007059	map00710	Carbon fixation in photosynthetic organisms
V1239784	map03010	Ribosome
V1431754	map05152	Tuberculosis
V1067564	map03018	RNA degradation
V1839510	map02040	Flagellar assembly
V1007077	map03010	Ribosome
V1079387	map02040	Flagellar assembly
V1358470	map00650	Butanoate metabolism
V1008385	map04930	Type II diabetes mellitus
V1341888	map02040	Flagellar assembly
V1013969	map00650	Butanoate metabolism
V1007441	map03070	Bacterial secretion system
V1723757	map03010	Ribosome
V1014867	map02060	Phosphotransferase system (PTS)
V1009331	map03020	RNA polymerase
V1067294	map05010	Alzheimer's disease
V1233016	map04626	Plant-pathogen interaction
V1373608	map03070	Bacterial secretion system
V1011651	map02060	Phosphotransferase system (PTS)
V1527518	map00520	Amino sugar and nucleotide sugar metabolism
V1067906	map00240	Pyrimidine metabolism
V1585936	map03010	Ribosome
V1065562	map03010	Ribosome
V1067045	map02010	ABC transporters
V1014987	map02060	Phosphotransferase system (PTS)
V1594514	map00195	Photosynthesis
V1514891	map00970	Aminoacyl-tRNA biosynthesis
V1012818	map00650	Butanoate metabolism
V1383841	map03010	Ribosome
V1501661	map03010	Ribosome
V1337358	map04621	NOD-like receptor signaling pathway
V1105020	map04626	Plant-pathogen interaction
V1010275	map03010	Ribosome
V1011271	map00520	Amino sugar and nucleotide sugar metabolism
V1385920	map00550	Peptidoglycan biosynthesis
V1359133	map05152	Tuberculosis
V1075903	map03440	Homologous recombination
V1200297	map03010	Ribosome
V1153346	map03010	Ribosome
V1065933	map04112	Cell cycle - Caulobacter
V1011658	map00970	Aminoacyl-tRNA biosynthesis
V1012032	map03020	RNA polymerase
V1068284	map00450	Selenocompound metabolism
V1065926	map00195	Photosynthesis
V1067575	map02040	Flagellar assembly
V1374872	map02010	ABC transporters
V1362577	map00550	Peptidoglycan biosynthesis
V1362787	map03010	Ribosome
V1007071	map00500	Starch and sucrose metabolism
V1553999	map03010	Ribosome
V1421169	map02010	ABC transporters
V1584490	map04626	Plant-pathogen interaction
V1195014	map04626	Plant-pathogen interaction
V1295205	map00970	Aminoacyl-tRNA biosynthesis
V1200638	map02030	Bacterial chemotaxis
V1068125	map00230	Purine metabolism
V1015386	map00970	Aminoacyl-tRNA biosynthesis
V1070305	map00500	Starch and sucrose metabolism
V1070304	map00500	Starch and sucrose metabolism
V1139904	map00982	Drug metabolism - cytochrome P450
V1171477	map03010	Ribosome
V1421101	map00520	Amino sugar and nucleotide sugar metabolism
V1007070	map00970	Aminoacyl-tRNA biosynthesis
V1065574	map03010	Ribosome
V1067920	map03430	Mismatch repair
V1139507	map00785	Lipoic acid metabolism
V1043514	map03010	Ribosome
V1007075	map02010	ABC transporters
V1008589	map03010	Ribosome
V1403623	map03010	Ribosome
V1065925	map00195	Photosynthesis
V1549656	map02030	Bacterial chemotaxis
V1585250	map03010	Ribosome
V1295234	map03010	Ribosome
V1065962	map03440	Homologous recombination
V1724279	map02010	ABC transporters
V1066657	map02040	Flagellar assembly
V1463686	map02010	ABC transporters
V1036477	map03020	RNA polymerase
V1067077	map04112	Cell cycle - Caulobacter
V1067783	map02040	Flagellar assembly
V1203777	map04626	Plant-pathogen interaction
V1736985	map04910	Insulin signaling pathway
V1366714	map03018	RNA degradation
V1820653	map03010	Ribosome
V1065348	map03010	Ribosome
V1139530	map00650	Butanoate metabolism
V1048491	map03018	RNA degradation
V1463687	map04626	Plant-pathogen interaction
V1066912	map03010	Ribosome
V1182011	map03070	Bacterial secretion system
V1367059	map00710	Carbon fixation in photosynthetic organisms
V1139605	map03010	Ribosome
V1051250	map02060	Phosphotransferase system (PTS)
V1050760	map03030	DNA replication
V1007054	map03020	RNA polymerase
V1065569	map03010	Ribosome
V1238067	map03010	Ribosome
V1065401	map00550	Peptidoglycan biosynthesis
V1375605	map00970	Aminoacyl-tRNA biosynthesis
V1236810	map03018	RNA degradation
V1386520	map00790	Folate biosynthesis
V1723592	map03010	Ribosome
V1506464	map04626	Plant-pathogen interaction
V1139691	map03070	Bacterial secretion system
V1038424	map05010	Alzheimer's disease
V1018179	map03010	Ribosome
V1197037	map03010	Ribosome
V1515408	map05152	Tuberculosis
V1368881	map05152	Tuberculosis
V1499129	map04626	Plant-pathogen interaction
V1139669	map02010	ABC transporters
V1010829	map02060	Phosphotransferase system (PTS)
V1068296	map04112	Cell cycle - Caulobacter
V1008255	map03010	Ribosome
V1564506	map00190	Oxidative phosphorylation
V1526257	map00190	Oxidative phosphorylation
V1067102	map00970	Aminoacyl-tRNA biosynthesis
V1035999	map00195	Photosynthesis
V1065322	map02040	Flagellar assembly
V1012417	map03010	Ribosome
V1109394	map04626	Plant-pathogen interaction
V1296080	map00520	Amino sugar and nucleotide sugar metabolism
V1501533	map03010	Ribosome
V1201506	map04626	Plant-pathogen interaction
V1153240	map03010	Ribosome
V1463661	map04920	Adipocytokine signaling pathway
V1458477	map03010	Ribosome
V1065343	map03440	Homologous recombination
V1524944	map04626	Plant-pathogen interaction
V1554094	map02040	Flagellar assembly
V1068127	map00970	Aminoacyl-tRNA biosynthesis
V1158624	map02010	ABC transporters
V1345344	map00190	Oxidative phosphorylation
V1016237	map04910	Insulin signaling pathway
V1168094	map03010	Ribosome
V1728061	map03010	Ribosome
V1065561	map03010	Ribosome
V1065442	map00564	Glycerophospholipid metabolism
V1076417	map03010	Ribosome
V1363030	map04626	Plant-pathogen interaction
V1400258	map04930	Type II diabetes mellitus
V1567778	map04626	Plant-pathogen interaction
V1013253	map04626	Plant-pathogen interaction
V1067574	map02040	Flagellar assembly
V1386935	map00680	Methane metabolism
V1006933	map03020	RNA polymerase
V1051255	map00240	Pyrimidine metabolism
V1008596	map05152	Tuberculosis
V1067355	map00710	Carbon fixation in photosynthetic organisms
V1065683	map03070	Bacterial secretion system
V1394807	map04626	Plant-pathogen interaction
V1007073	map02010	ABC transporters
V1014359	map00680	Methane metabolism
V1065460	map00970	Aminoacyl-tRNA biosynthesis
V1007943	map00520	Amino sugar and nucleotide sugar metabolism
V1012335	map00970	Aminoacyl-tRNA biosynthesis
V1065559	map00630	Glyoxylate and dicarboxylate metabolism
V1370810	map03010	Ribosome
V1617969	map03010	Ribosome
V1066658	map02040	Flagellar assembly
V1065435	map00330	Arginine and proline metabolism
V1443214	map03010	Ribosome
V1042435	map05010	Alzheimer's disease
V1065961	map04112	Cell cycle - Caulobacter
V1482530	map03010	Ribosome
V1506181	map00030	Pentose phosphate pathway
V1236409	map04626	Plant-pathogen interaction
V1012424	map03010	Ribosome
V1585337	map00970	Aminoacyl-tRNA biosynthesis
V1464524	map00710	Carbon fixation in photosynthetic organisms
V1042452	map03010	Ribosome
V1184853	map03070	Bacterial secretion system
V1687090	map03070	Bacterial secretion system
V1268220	map00983	Drug metabolism - other enzymes
V1066636	map00511	Other glycan degradation
V1066932	map00970	Aminoacyl-tRNA biosynthesis
V1012677	map00680	Methane metabolism
V1108617	map03060	Protein export
V1109067	map00970	Aminoacyl-tRNA biosynthesis
V1586616	map00270	Cysteine and methionine metabolism
V1010393	map03018	RNA degradation
V1014547	map03010	Ribosome
V1065578	map03010	Ribosome
V1236090	map03070	Bacterial secretion system
V1553898	map00520	Amino sugar and nucleotide sugar metabolism
V1010293	map03010	Ribosome
V1066662	map02040	Flagellar assembly
V1012676	map00680	Methane metabolism
V1018032	map03010	Ribosome
V1012420	map03010	Ribosome
V1586206	map03010	Ribosome
V1182975	map00970	Aminoacyl-tRNA biosynthesis
V1172356	map04626	Plant-pathogen interaction
V1382770	map03010	Ribosome
V1014460	map03440	Homologous recombination
V1068443	map01051	Biosynthesis of ansamycins
V1065527	map00523	Polyketide sugar unit biosynthesis
V1042977	map00650	Butanoate metabolism
V1067561	map00250	Alanine, aspartate and glutamate metabolism
V1012423	map03010	Ribosome
V1041526	map03070	Bacterial secretion system
V1374050	map03440	Homologous recombination
V1065526	map01055	Biosynthesis of vancomycin group antibiotics
V1138926	map03010	Ribosome
V1016837	map02010	ABC transporters
V1011477	map02010	ABC transporters
V1012337	map04920	Adipocytokine signaling pathway
V1065498	map00680	Methane metabolism
V1588933	map00710	Carbon fixation in photosynthetic organisms
V1183335	map03010	Ribosome
V1011157	map00190	Oxidative phosphorylation
V1066923	map02010	ABC transporters
V1012672	map00680	Methane metabolism
V1067293	map00710	Carbon fixation in photosynthetic organisms
V1334911	map03010	Ribosome
V1586757	map00680	Methane metabolism
V1010431	map03010	Ribosome
V1065572	map03010	Ribosome
V1110483	map03010	Ribosome
V1065508	map00550	Peptidoglycan biosynthesis
V1067441	map00903	Limonene and pinene degradation
V1065575	map03070	Bacterial secretion system
V1110345	map02060	Phosphotransferase system (PTS)
V1385995	map03420	Nucleotide excision repair
V1036337	map03010	Ribosome
V1068430	map00240	Pyrimidine metabolism
V1066595	map02010	ABC transporters
V1042607	map03010	Ribosome
V1148079	map04626	Plant-pathogen interaction
V1006672	map03010	Ribosome
V1065331	map05111	Vibrio cholerae pathogenic cycle
V1016228	map03020	RNA polymerase
V1008406	map02010	ABC transporters
V1146330	map02010	ABC transporters
V1464834	map00650	Butanoate metabolism
V1108928	map00195	Photosynthesis
V1567358	map04626	Plant-pathogen interaction
V1065327	map02030	Bacterial chemotaxis
V1141291	map00910	Nitrogen metabolism
V1375358	map02010	ABC transporters
V1065485	map03420	Nucleotide excision repair
V1065530	map02010	ABC transporters
V1067082	map00970	Aminoacyl-tRNA biosynthesis
V1006063	map03010	Ribosome
V1464709	map00720	Carbon fixation pathways in prokaryotes
V1357955	map02010	ABC transporters
V1374915	map00550	Peptidoglycan biosynthesis
V1236161	map00710	Carbon fixation in photosynthetic organisms
V1431685	map03070	Bacterial secretion system
V1788360	map00520	Amino sugar and nucleotide sugar metabolism
V1013097	map03070	Bacterial secretion system
V1462237	map03010	Ribosome
V1065502	map00240	Pyrimidine metabolism
V1528096	map05152	Tuberculosis
V1010070	map00195	Photosynthesis
V1135091	map02030	Bacterial chemotaxis
V1065564	map03010	Ribosome
V1468345	map00511	Other glycan degradation
V1011476	map02010	ABC transporters
V1065848	map00521	Streptomycin biosynthesis
V1036042	map00710	Carbon fixation in photosynthetic organisms
V1012422	map03010	Ribosome
V1421267	map03010	Ribosome
V1007078	map03010	Ribosome
V1065420	map00520	Amino sugar and nucleotide sugar metabolism
V1015262	map00680	Methane metabolism
V1012030	map03010	Ribosome
V1036256	map02010	ABC transporters
V1066207	map00910	Nitrogen metabolism
V1294607	map04626	Plant-pathogen interaction
V1035966	map00650	Butanoate metabolism
V1013006	map00500	Starch and sucrose metabolism
V1068922	map00520	Amino sugar and nucleotide sugar metabolism
V1420901	map03010	Ribosome
V1065917	map03440	Homologous recombination
V1295076	map00710	Carbon fixation in photosynthetic organisms
V1820751	map04910	Insulin signaling pathway
V1068488	map03020	RNA polymerase
V1617519	map02060	Phosphotransferase system (PTS)
V1200311	map03010	Ribosome
V1066898	map00500	Starch and sucrose metabolism
V1266177	map02010	ABC transporters
V1051876	map00910	Nitrogen metabolism
V1036489	map03010	Ribosome
V1065524	map00520	Amino sugar and nucleotide sugar metabolism
V1375131	map03010	Ribosome
V1065548	map00051	Fructose and mannose metabolism
V1201875	map02030	Bacterial chemotaxis
V1070302	map02010	ABC transporters
V1172419	map02010	ABC transporters
V1067701	map03018	RNA degradation
V1192022	map03070	Bacterial secretion system
V1012332	map00970	Aminoacyl-tRNA biosynthesis
V1140704	map03070	Bacterial secretion system
V1374773	map02010	ABC transporters
V1788058	map03010	Ribosome
V1073599	map02010	ABC transporters
V1140472	map03010	Ribosome
V1066792	map00190	Oxidative phosphorylation
V1145315	map03020	RNA polymerase
V1013095	map00720	Carbon fixation pathways in prokaryotes
V1421921	map03010	Ribosome
V1332435	map00520	Amino sugar and nucleotide sugar metabolism
V1016297	map00520	Amino sugar and nucleotide sugar metabolism
V1065959	map03070	Bacterial secretion system
V1374498	map03018	RNA degradation
V1619478	map03010	Ribosome
V1464447	map00970	Aminoacyl-tRNA biosynthesis
V1065480	map00230	Purine metabolism
V1109182	map03010	Ribosome
V1788363	map00970	Aminoacyl-tRNA biosynthesis
V1409431	map03010	Ribosome
V1066904	map00983	Drug metabolism - other enzymes
V1067572	map02040	Flagellar assembly
V1200285	map02030	Bacterial chemotaxis
V1344643	map00240	Pyrimidine metabolism
V1548048	map03020	RNA polymerase
V1268443	map00970	Aminoacyl-tRNA biosynthesis
V1139078	map02010	ABC transporters
V1200321	map00195	Photosynthesis
V1010382	map00983	Drug metabolism - other enzymes
V1012329	map04122	Sulfur relay system
V1195096	map03010	Ribosome
V1433614	map03010	Ribosome
V1065565	map03010	Ribosome
V1067941	map00900	Terpenoid backbone biosynthesis
V1109183	map03010	Ribosome
V1565449	map00970	Aminoacyl-tRNA biosynthesis
V1140503	map03010	Ribosome
V1508472	map02010	ABC transporters
V1331626	map03010	Ribosome
V1047979	map00520	Amino sugar and nucleotide sugar metabolism
V1594875	map05152	Tuberculosis
V1036001	map00195	Photosynthesis
V1065533	map00520	Amino sugar and nucleotide sugar metabolism
V1236049	map00195	Photosynthesis
V1172311	map05152	Tuberculosis
V1139364	map00620	Pyruvate metabolism
V1192293	map02010	ABC transporters
V1366835	map03010	Ribosome
V1068934	map00983	Drug metabolism - other enzymes
V1012419	map03010	Ribosome
V1186458	map05152	Tuberculosis
V1019613	map05010	Alzheimer's disease
V1009617	map03010	Ribosome
V1335458	map03010	Ribosome
V1587685	map02010	ABC transporters
V1182165	map00710	Carbon fixation in photosynthetic organisms
V1051698	map00330	Arginine and proline metabolism
V1008574	map00710	Carbon fixation in photosynthetic organisms
V1367676	map00740	Riboflavin metabolism
V1356603	map04626	Plant-pathogen interaction
V1078402	map00230	Purine metabolism
V1068962	map03440	Homologous recombination
V1020162	map03010	Ribosome
V1561727	map03020	RNA polymerase
V1067388	map00720	Carbon fixation pathways in prokaryotes
V1008216	map05152	Tuberculosis
V1017600	map03010	Ribosome
V1032287	map03010	Ribosome
V1068292	map00720	Carbon fixation pathways in prokaryotes
V1268448	map03010	Ribosome
V1111384	map00195	Photosynthesis
V1362785	map02010	ABC transporters
V1017851	map00970	Aminoacyl-tRNA biosynthesis
V1200512	map03440	Homologous recombination
V1584330	map02010	ABC transporters
V1068123	map00983	Drug metabolism - other enzymes
V1018397	map03010	Ribosome
V1421010	map03010	Ribosome
V1884207	map02010	ABC transporters
V1020434	map00710	Carbon fixation in photosynthetic organisms
V1013296	map00720	Carbon fixation pathways in prokaryotes
V1040497	map03010	Ribosome
V1012500	map02010	ABC transporters
V1039888	map03020	RNA polymerase
V1458732	map03440	Homologous recombination
V1736921	map00970	Aminoacyl-tRNA biosynthesis
V1899904	map02060	Phosphotransferase system (PTS)
V1065392	map00760	Nicotinate and nicotinamide metabolism
V1290730	map00051	Fructose and mannose metabolism
V1018775	map00624	Polycyclic aromatic hydrocarbon degradation
V1067094	map03420	Nucleotide excision repair
V1385921	map02020	Two-component system
V1414483	map03010	Ribosome
V1467358	map03010	Ribosome
V1111494	map02010	ABC transporters
V1139481	map00190	Oxidative phosphorylation
V1007968	map00970	Aminoacyl-tRNA biosynthesis
V1018136	map03010	Ribosome
V1065920	map00480	Glutathione metabolism
V1187441	map00910	Nitrogen metabolism
V1038970	map00650	Butanoate metabolism
V1065546	map00010	Glycolysis / Gluconeogenesis
V1382048	map00982	Drug metabolism - cytochrome P450
V1065486	map02020	Two-component system
V1065698	map00970	Aminoacyl-tRNA biosynthesis
V1042141	map03010	Ribosome
V1347281	map05152	Tuberculosis
V1065318	map02030	Bacterial chemotaxis
V1016891	map03440	Homologous recombination
V1065880	map00770	Pantothenate and CoA biosynthesis
V1067914	map02010	ABC transporters
V1010065	map00195	Photosynthesis
V1820559	map02040	Flagellar assembly
V1070303	map02010	ABC transporters
V1081695	map02010	ABC transporters
V1233284	map04626	Plant-pathogen interaction
V1367155	map04930	Type II diabetes mellitus
V1464735	map00650	Butanoate metabolism
V1014492	map00970	Aminoacyl-tRNA biosynthesis
V1073959	map04910	Insulin signaling pathway
V1560498	map00910	Nitrogen metabolism
V1012414	map03010	Ribosome
V1332011	map00650	Butanoate metabolism
V1068332	map00910	Nitrogen metabolism
V1153298	map00780	Biotin metabolism
V1050759	map03440	Homologous recombination
V1181764	map02010	ABC transporters
V1039373	map03070	Bacterial secretion system
V1098956	map03010	Ribosome
V1347950	map02010	ABC transporters
V1295264	map00900	Terpenoid backbone biosynthesis
V1008714	map00500	Starch and sucrose metabolism
V1168663	map02010	ABC transporters
V1038252	map00195	Photosynthesis
V1068489	map03030	DNA replication
V1067781	map02040	Flagellar assembly
V1011742	map03010	Ribosome
V1016060	map00720	Carbon fixation pathways in prokaryotes
V1018977	map02010	ABC transporters
V1106704	map03010	Ribosome
V1067029	map00720	Carbon fixation pathways in prokaryotes
V1138446	map00680	Methane metabolism
V1139372	map02020	Two-component system
V1376919	map04626	Plant-pathogen interaction
V1075855	map03010	Ribosome
V1009110	map03010	Ribosome
V1036497	map00680	Methane metabolism
V1234581	map03010	Ribosome
V1347308	map04626	Plant-pathogen interaction
V1322281	map03010	Ribosome
V1322582	map03010	Ribosome
V1013964	map04122	Sulfur relay system
V1065421	map00473	D-Alanine metabolism
V1065434	map00330	Arginine and proline metabolism
V1139410	map00650	Butanoate metabolism
V1065552	map00330	Arginine and proline metabolism
V1346881	map03010	Ribosome
V1065328	map02030	Bacterial chemotaxis
V1066158	map00040	Pentose and glucuronate interconversions
V1191804	map03018	RNA degradation
V1040850	map00710	Carbon fixation in photosynthetic organisms
V1154952	map03010	Ribosome
V1065525	map00523	Polyketide sugar unit biosynthesis
V1109127	map00982	Drug metabolism - cytochrome P450
