Gene	KEGG_module_number	Annotation
V1009673	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
V1104056	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1140341	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1574554	M00164	ATP synthase
V1018651	M00164	ATP synthase
V1041145	M00197	Putative fructooligosaccharide transport system
V1687746	M00239	Peptides/nickel transport system
V1013402	M00239	Peptides/nickel transport system
V1034175	M00197	Putative fructooligosaccharide transport system
V1036489	M00178	Ribosome, bacteria
V1018145	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1527021	M00002	Glycolysis, core module involving three-carbon compounds
V1421760	M00179	Ribosome, archaea
V1041574	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1380917	M00008	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate
V1042607	M00178	Ribosome, bacteria
V1103248	M00335	Sec (secretion) system
V1032247	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
V1013177	M00258	Putative ABC transport system
V1036195	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1139605	M00179	Ribosome, archaea
V1191426	M00164	ATP synthase
V1383886	M00164	ATP synthase
V1036235	M00283	PTS system, ascorbate-specific II component
V1014404	M00258	Putative ABC transport system
V1566473	M00178	Ribosome, bacteria
V1370285	M00183	RNA polymerase, bacteria
V1295076	M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type
V1013205	M00086	beta-Oxidation, acyl-CoA synthesis
V1198654	M00216	Multiple sugar transport system
V1113212	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1301519	M00250	Lipopolysaccharide transport system
V1400939	M00183	RNA polymerase, bacteria
V1000642	M00346	Formaldehyde assimilation, serine pathway
V1040498	M00179	Ribosome, archaea
V1103515	M00183	RNA polymerase, bacteria
V1014134	M00183	RNA polymerase, bacteria
V1393975	M00014	Glucuronate pathway (uronate pathway)
V1194354	M00179	Ribosome, archaea
V1009689	M00001	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate
V1302492	M00335	Sec (secretion) system
V1383948	M00335	Sec (secretion) system
V1013641	M00239	Peptides/nickel transport system
V1597715	M00178	Ribosome, bacteria
V1603775	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1705116	M00127	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P
V1441535	M00197	Putative fructooligosaccharide transport system
V1036533	M00216	Multiple sugar transport system
V1018432	M00237	Branched-chain amino acid transport system
V1103116	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1154952	M00179	Ribosome, archaea
V1018831	M00178	Ribosome, bacteria
V1465978	M00197	Putative fructooligosaccharide transport system
V1012196	M00093	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE
V1140799	M00207	Putative multiple sugar transport system
V1009649	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1016006	M00179	Ribosome, archaea
V1019971	M00178	Ribosome, bacteria
V1175173	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
V1445419	M00002	Glycolysis, core module involving three-carbon compounds
V1350767	M00242	Zinc transport system
V1104365	M00127	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P
V1000546	M00197	Putative fructooligosaccharide transport system
V1465093	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1042212	M00179	Ribosome, archaea
V1182770	M00164	ATP synthase
V1009646	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1137772	M00178	Ribosome, bacteria
V1301320	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
V1302071	M00178	Ribosome, bacteria
V1076417	M00178	Ribosome, bacteria
V1574349	M00183	RNA polymerase, bacteria
V1238174	M00179	Ribosome, archaea
V1013108	M00239	Peptides/nickel transport system
V1113709	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1023255	M00179	Ribosome, archaea
V1014133	M00183	RNA polymerase, bacteria
V1593022	M00183	RNA polymerase, bacteria
V1265555	M00127	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P
V1291657	M00164	ATP synthase
V1445176	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
V1238902	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1041842	M00246	Nickel transport system
V1380987	M00179	Ribosome, archaea
V1462056	M00206	Cellobiose transport system
V1885656	M00179	Ribosome, archaea
V1155388	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1383841	M00179	Ribosome, archaea
V1075018	M00183	RNA polymerase, bacteria
V1445310	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1013350	M00221	Putative simple sugar transport system
V1000639	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1036042	M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type
V1016454	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1368201	M00376	3-Hydroxypropionate bi-cycle
V1009630	M00018	Threonine biosynthesis, aspartate => homoserine => threonine
V1018255	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1523571	M00188	NitT/TauT family transport system
V1303268	M00197	Putative fructooligosaccharide transport system
V1073182	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1141177	M00089	Triacylglycerol biosynthesis
V1203913	M00276	PTS system, mannose-specific II component
V1357039	M00178	Ribosome, bacteria
V1429095	M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type
V1579718	M00178	Ribosome, bacteria
V1190729	M00178	Ribosome, bacteria
V1367646	M00188	NitT/TauT family transport system
V1483363	M00120	Coenzyme A biosynthesis, pantothenate => CoA
V1358917	M00178	Ribosome, bacteria
V1013351	M00216	Multiple sugar transport system
V1884213	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1014776	M00179	Ribosome, archaea
V1526569	M00183	RNA polymerase, bacteria
V1482831	M00260	DNA polymerase III complex, bacteria
V1400258	M00002	Glycolysis, core module involving three-carbon compounds
V1603711	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1302379	M00335	Sec (secretion) system
V1036503	M00283	PTS system, ascorbate-specific II component
V1007246	M00335	Sec (secretion) system
V1009688	M00001	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate
V1106559	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1465036	M00033	Ectoine biosynthesis, aspartate => ectoine
V1431685	M00335	Sec (secretion) system
V1103087	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1687722	M00254	ABC-2 type transport system
V1578714	M00179	Ribosome, archaea
V1104691	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1011369	M00239	Peptides/nickel transport system
V1383918	M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate
V1522541	M00335	Sec (secretion) system
V1105585	M00178	Ribosome, bacteria
V1140503	M00178	Ribosome, bacteria
V1016668	M00179	Ribosome, archaea
V1041526	M00335	Sec (secretion) system
V1467946	M00197	Putative fructooligosaccharide transport system
V1106673	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1176250	M00002	Glycolysis, core module involving three-carbon compounds
V1009643	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1370956	M00206	Cellobiose transport system
V1687745	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1346399	M00178	Ribosome, bacteria
V1723290	M00086	beta-Oxidation, acyl-CoA synthesis
V1830787	M00190	Iron(III) transport system
V1196712	M00206	Cellobiose transport system
V1881744	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
V1013332	M00346	Formaldehyde assimilation, serine pathway
V1049610	M00164	ATP synthase
V1383835	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1017484	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1513936	M00335	Sec (secretion) system
V1409814	M00026	Histidine biosynthesis, PRPP => histidine
V1103099	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1140021	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1051796	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1369095	M00047	Creatine pathway
V1036534	M00001	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate
V1201697	M00183	RNA polymerase, bacteria
V1139417	M00207	Putative multiple sugar transport system
V1201945	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1196435	M00179	Ribosome, archaea
V1014384	M00207	Putative multiple sugar transport system
V1175618	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1363901	M00335	Sec (secretion) system
V1042904	M00164	ATP synthase
V1355234	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
V1620747	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
V1464524	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1012742	M00095	C5 isoprenoid biosynthesis, mevalonate pathway
V1050621	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1015145	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1482616	M00197	Putative fructooligosaccharide transport system
V1075855	M00178	Ribosome, bacteria
V1007248	M00207	Putative multiple sugar transport system
V1443214	M00178	Ribosome, bacteria
V1409791	M00083	Fatty acid biosynthesis, elongation
V1468004	M00179	Ribosome, archaea
V1724719	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
V1459476	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1724688	M00335	Sec (secretion) system
V1181220	M00179	Ribosome, archaea
V1420798	M00017	Methionine biosynthesis, apartate => homoserine => methionine
V1020308	M00178	Ribosome, bacteria
V1296178	M00239	Peptides/nickel transport system
V1032059	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
V1036540	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1369330	M00095	C5 isoprenoid biosynthesis, mevalonate pathway
V1109182	M00179	Ribosome, archaea
V1017002	M00179	Ribosome, archaea
V1108407	M00178	Ribosome, bacteria
V1190991	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1344061	M00239	Peptides/nickel transport system
V1010627	M00236	Putative polar amino acid transport system
V1010641	M00239	Peptides/nickel transport system
V1104382	M00246	Nickel transport system
V1265170	M00260	DNA polymerase III complex, bacteria
V1006251	M00179	Ribosome, archaea
V1364755	M00179	Ribosome, archaea
V1018314	M00239	Peptides/nickel transport system
V1032509	M00250	Lipopolysaccharide transport system
V1035985	M00335	Sec (secretion) system
V1330185	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
V1010640	M00239	Peptides/nickel transport system
V1175343	M00178	Ribosome, bacteria
V1156110	M00164	ATP synthase
V1409441	M00207	Putative multiple sugar transport system
V1018256	M00164	ATP synthase
V1020454	M00179	Ribosome, archaea
V1376443	M00179	Ribosome, archaea
V1010962	M00207	Putative multiple sugar transport system
V1016411	M00179	Ribosome, archaea
V1232468	M00164	ATP synthase
V1103120	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1040592	M00179	Ribosome, archaea
V1402788	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1018365	M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type
V1036536	M00374	Dicarboxylate-hydroxybutyrate cycle
V1368194	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1597112	M00374	Dicarboxylate-hydroxybutyrate cycle
V1298069	M00207	Putative multiple sugar transport system
V1383897	M00275	PTS system, cellobiose-specific II component
V1073311	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1009622	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
V1432258	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1464610	M00197	Putative fructooligosaccharide transport system
V1144981	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1268929	M00178	Ribosome, bacteria
V1040496	M00178	Ribosome, bacteria
V1163053	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1301829	M00178	Ribosome, bacteria
V1595900	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1015384	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1445361	M00260	DNA polymerase III complex, bacteria
V1483102	M00183	RNA polymerase, bacteria
V1158131	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1049709	M00086	beta-Oxidation, acyl-CoA synthesis
V1195544	M00335	Sec (secretion) system
V1445372	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1102346	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1014169	M00269	PTS system, sucrose-specific II component
V1039813	M00159	V/A-type ATPase, prokaryotes
V1183908	M00179	Ribosome, archaea
V1883751	M00256	Cell division transport system
V1018782	M00335	Sec (secretion) system
V1445296	M00239	Peptides/nickel transport system
V1036476	M00178	Ribosome, bacteria
V1311179	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1594190	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1042010	M00242	Zinc transport system
V1139078	M00239	Peptides/nickel transport system
V1190763	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1176640	M00164	ATP synthase
V1301297	M00179	Ribosome, archaea
V1363522	M00254	ABC-2 type transport system
V1009687	M00019	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine
V1383368	M00179	Ribosome, archaea
V1016554	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
V1192856	M00115	NAD biosynthesis, aspartate => NAD
V1383941	M00243	Manganese/iron transport system
V1445279	M00188	NitT/TauT family transport system
V1301462	M00374	Dicarboxylate-hydroxybutyrate cycle
V1017370	M00124	Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P
V1191963	M00239	Peptides/nickel transport system
V1436777	M00033	Ectoine biosynthesis, aspartate => ectoine
V1000545	M00197	Putative fructooligosaccharide transport system
V1042057	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1047912	M00275	PTS system, cellobiose-specific II component
V1000116	M00002	Glycolysis, core module involving three-carbon compounds
V1432226	M00179	Ribosome, archaea
V1320051	M00178	Ribosome, bacteria
V1265575	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1554332	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1018464	M00179	Ribosome, archaea
V1594918	M00164	ATP synthase
V1357280	M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type
V1010929	M00283	PTS system, ascorbate-specific II component
V1037266	M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate
V1036788	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1523997	M00083	Fatty acid biosynthesis, elongation
V1036979	M00256	Cell division transport system
V1175406	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1103818	M00159	V/A-type ATPase, prokaryotes
V1514230	M00029	Urea cycle
V1382113	M00015	Proline biosynthesis, glutamate => proline
V1485407	M00197	Putative fructooligosaccharide transport system
V1011149	M00260	DNA polymerase III complex, bacteria
V1050615	M00260	DNA polymerase III complex, bacteria
V1137290	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
V1009640	M00368	Ethylene biosynthesis, methionine => ethylene
V1054467	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1038298	M00335	Sec (secretion) system
V1584491	M00183	RNA polymerase, bacteria
V1074989	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1009682	M00258	Putative ABC transport system
V1198676	M00243	Manganese/iron transport system
V1104946	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1883683	M00248	Antibiotic transport system
V1042450	M00178	Ribosome, bacteria
V1036276	M00233	Glutamate transport system
V1883424	M00260	DNA polymerase III complex, bacteria
