Gene	CDD	GO	Gene3D	Hamap	Interpro	MobiDBLite	PIRSF	PRINTS	Pfam	ProDom	ProSitePatterns	ProSiteProfiles	SFLD	SMART	SUPERFAMILY	TIGRFAM
V1430275	; F1-ATPase_beta	; AAA+ ATPase domain; ATP synthase, F1 complex, beta subunit; ATPase, F1/V1 complex, beta subunit, C-terminal; ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain; ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain; ATPase, alpha/beta subunit, nucleotide-binding domain, active site; P-loop containing nucleoside triphosphate hydrolase	; Bovine Mitochondrial F1-atpase; Atp Synthase Beta Chain; Chain D; P-loop containing nucleotide triphosphate hydrolases	; ATP synthase subunit beta [atpB].	; AAA+ ATPase domain; ATP synthase, F1 complex, beta subunit; ATPase, F1/V1 complex, beta subunit, C-terminal; ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain; ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain; ATPase, alpha/beta subunit, nucleotide-binding domain, active site; P-loop containing nucleoside triphosphate hydrolase				; ATP synthase alpha/beta family, beta-barrel domain; ATP synthase alpha/beta family, nucleotide-binding domain		; ATP synthase alpha and beta subunits signature.			; ATPases associated with a variety of cellular activities	; P-loop containing nucleoside triphosphate hydrolases; N-terminal domain of alpha and beta subunits of F1 ATP synthase; C-terminal domain of alpha and beta subunits of F1 ATP synthase	;  ATP synthase F1, beta subunit
V1016073		; Minor spike protein			; Minor spike protein		; (Full) minor spike protein, Enterobacteria phage type		; Microvirus H protein (pilot protein)	; H SPIKE MINOR PILOT CAPSID STRUCTURAL S13 GENOME BACTERIOPHAGE						
V1000116	; Pyruvate_Kinase	; PEP-utilising enzyme, mobile domain; Pyruvate kinase; Pyruvate kinase, C-terminal; Pyruvate kinase, alpha/beta; Pyruvate kinase, barrel; Pyruvate kinase, beta-barrel insert domain; Pyruvate kinase-like, insert domain; Pyruvate/Phosphoenolpyruvate kinase-like domain	; Phosphohistidine domains of PEP-utilising enzymes; PK beta-barrel domain-like; Phosphoenolpyruvate-binding domains; Phosphoenolpyruvate-binding domains		; PEP-utilising enzyme, mobile domain; Pyruvate kinase; Pyruvate kinase, C-terminal; Pyruvate kinase, alpha/beta; Pyruvate kinase, barrel; Pyruvate kinase, beta-barrel insert domain; Pyruvate kinase-like, insert domain; Pyruvate/Phosphoenolpyruvate kinase-like domain			; Pyruvate kinase family signature	; PEP-utilising enzyme, mobile domain; Pyruvate kinase, alpha/beta domain; Pyruvate kinase, barrel domain						; PK beta-barrel domain-like; PK C-terminal domain-like; Phosphoenolpyruvate/pyruvate domain; Phosphoenolpyruvate/pyruvate domain	;  pyruvate kinase
V1819416	; AAA	; AAA+ ATPase domain; ATPase, AAA-type, core; Clp ATPase, C-terminal; ClpA/B family; ClpA/B, conserved site 1; P-loop containing nucleoside triphosphate hydrolase; UVR domain	; P-loop containing nucleotide triphosphate hydrolases; P-loop containing nucleotide triphosphate hydrolases		; AAA+ ATPase domain; ATPase, AAA-type, core; Clp ATPase, C-terminal; ClpA/B family; ClpA/B, conserved site 1; P-loop containing nucleoside triphosphate hydrolase; UVR domain	; consensus disorder prediction		; ATP-dependent Clp protease ATP-binding subunit signature	; AAA domain (Cdc48 subfamily); ATPase family associated with various cellular activities (AAA); C-terminal, D2-small domain, of ClpB protein		; Chaperonins clpA/B signature 1.	; UVR domain profile.		; C-terminal, D2-small domain, of ClpB protein; ATPases associated with a variety of cellular activities; ATPases associated with a variety of cellular activities	; P-loop containing nucleoside triphosphate hydrolases; P-loop containing nucleoside triphosphate hydrolases	
V1491685	; enolase	; Enolase; Enolase C-terminal domain-like; Enolase N-terminal domain-like; Enolase, C-terminal TIM barrel domain; Enolase, N-terminal; Enolase, conserved site	; Enolase-like; Enolase superfamily	; Enolase [eno].	; Enolase; Enolase C-terminal domain-like; Enolase N-terminal domain-like; Enolase, C-terminal TIM barrel domain; Enolase, N-terminal; Enolase, conserved site			; Enolase signature	; Enolase, C-terminal TIM barrel domain; Enolase, N-terminal domain		; Enolase signature.		; Enolase	; Enolase, C-terminal TIM barrel domain ; Enolase, N-terminal domain 	; Enolase C-terminal domain-like; Enolase N-terminal domain-like	;  phosphopyruvate hydratase
V1431607		; Ribosomal protein L21; Ribosomal protein L21, conserved site; Ribosomal protein L21-like		; 50S ribosomal protein L21 [rplU].	; Ribosomal protein L21; Ribosomal protein L21, conserved site; Ribosomal protein L21-like				; Ribosomal prokaryotic L21 protein		; Ribosomal protein L21 signature.				; L21p-like	;  ribosomal protein bL21
V1136265		; DNA replication/recombination mediator RecO, N-terminal; Nucleic acid-binding, OB-fold; Recombination protein O, RecO	; Nucleic acid-binding proteins	; DNA repair protein RecO [recO].	; DNA replication/recombination mediator RecO, N-terminal; Nucleic acid-binding, OB-fold; Recombination protein O, RecO				; Recombination protein O C terminal; Recombination protein O N terminal						; Nucleic acid-binding proteins; ArfGap/RecO-like zinc finger	;  DNA repair protein RecO
V1000549		; Galactose mutarotase-like domain; Glycoside hydrolase family 65, C-terminal; Glycoside hydrolase, family 65, N-terminal; Glycoside hydrolase, family 65, central catalytic; Maltose phosphorylase/glycosyl hydrolase/vacuolar acid trehalase; Six-hairpin glycosidase; Six-hairpin glycosidase-like	; Maltose phosphorylase; Galactose mutarotase-like. Domain 1		; Galactose mutarotase-like domain; Glycoside hydrolase family 65, C-terminal; Glycoside hydrolase, family 65, N-terminal; Glycoside hydrolase, family 65, central catalytic; Maltose phosphorylase/glycosyl hydrolase/vacuolar acid trehalase; Six-hairpin glycosidase; Six-hairpin glycosidase-like		; (Full) maltose phosphorylase/glycosyl hydrolase/vacuolar acid trehalase		; Glycosyl hydrolase family 65 central catalytic domain; Glycosyl hydrolase family 65, C-terminal domain; Glycosyl hydrolase family 65, N-terminal domain						; Galactose mutarotase-like; Six-hairpin glycosidases	
V1000079	; TOP4c	; Arginine repressor C-terminal-like domain; DNA gyrase, subunit A; DNA gyrase/topoisomerase IV, subunit A, C-terminal beta-pinwheel; DNA topoisomerase, type IIA, subunit A/ C-terminal, alpha-beta; DNA topoisomerase, type IIA, subunit A/C-terminal; DNA topoisomerase, type IIA-like domain	; GyrA/ParC C-terminal domain-like ; Topoisomerase II; Topoisomerase II	; DNA gyrase subunit A [gyrA].	; Arginine repressor C-terminal-like domain; DNA gyrase, subunit A; DNA gyrase/topoisomerase IV, subunit A, C-terminal beta-pinwheel; DNA topoisomerase, type IIA, subunit A/ C-terminal, alpha-beta; DNA topoisomerase, type IIA, subunit A/C-terminal; DNA topoisomerase, type IIA-like domain				; DNA gyrase C-terminal domain, beta-propeller; DNA gyrase/topoisomerase IV, subunit A					; DNA Topoisomerase IV	; GyrA/ParC C-terminal domain-like; Type II DNA topoisomerase	;  DNA gyrase, A subunit
V1503164		; Rib/alpha/Esp surface antigen; YSIRK Gram-positive signal peptide			; Rib/alpha/Esp surface antigen; YSIRK Gram-positive signal peptide	; consensus disorder prediction			; Rib/alpha-like repeat; YSIRK type signal peptide							;  LPXTG cell wall anchor domain;  gram-positive signal peptide, YSIRK family;  Rib/alpha/Esp surface antigen repeat
V1164548	; RNAP_beta'_C; RNAP_beta'_N	; DNA-directed RNA polymerase, subunit beta-prime; RNA polymerase Rpb1, domain 1; RNA polymerase Rpb1, domain 3; RNA polymerase Rpb1, domain 4; RNA polymerase Rpb1, domain 5; RNA polymerase, N-terminal; RNA polymerase, alpha subunit		; DNA-directed RNA polymerase subunit beta' [rpoC].	; DNA-directed RNA polymerase, subunit beta-prime; RNA polymerase Rpb1, domain 1; RNA polymerase Rpb1, domain 3; RNA polymerase Rpb1, domain 4; RNA polymerase Rpb1, domain 5; RNA polymerase, N-terminal; RNA polymerase, alpha subunit				; RNA polymerase Rpb1, domain 1; RNA polymerase Rpb1, domain 2; RNA polymerase Rpb1, domain 3; RNA polymerase Rpb1, domain 4; RNA polymerase Rpb1, domain 5					; RNA polymerase I subunit A N-terminus	; beta and beta-prime subunits of DNA dependent RNA-polymerase	;  DNA-directed RNA polymerase, beta' subunit
V1851967		; GAF domain-like; Heat-inducible transcription repressor HrcA; Heat-inducible transcription repressor HrcA, C-terminal; Winged helix-turn-helix DNA-binding domain	; winged helix repressor DNA binding domain	; Heat-inducible transcription repressor HrcA [hrcA].	; GAF domain-like; Heat-inducible transcription repressor HrcA; Heat-inducible transcription repressor HrcA, C-terminal; Winged helix-turn-helix DNA-binding domain		; (Full) heat-inducible transcription repressor HrcA		; HrcA protein C terminal domain						; GAF domain-like; Winged helix DNA-binding domain	;  heat-inducible transcription repressor HrcA
V1195882	; TBP_aldolase_IIB	; Aldolase-type TIM barrel; Fructose-bisphosphate aldolase, class-II	; Aldolase class I		; Aldolase-type TIM barrel; Fructose-bisphosphate aldolase, class-II		; (Full) fructose-bisphosphate aldolase II		; Fructose-bisphosphate aldolase class-II						; Aldolase	;  ketose-bisphosphate aldolase
V1000836		; Ribosomal protein L31; Ribosomal protein L31 type B		; 50S ribosomal protein L31 type B [rpmE2].	; Ribosomal protein L31; Ribosomal protein L31 type B			; Ribosomal protein L31 signature	; Ribosomal protein L31		; Ribosomal protein L31 signature.				; L28p-like	;  ribosomal protein bL31
V1000886		; Solute-binding family 1, conserved site	; Periplasmic binding protein-like II		; Solute-binding family 1, conserved site				; Bacterial extracellular solute-binding protein		; Bacterial extracellular solute-binding proteins, family 1 signature.	; Prokaryotic membrane lipoprotein lipid attachment site profile.			; Periplasmic binding protein-like II	
V1597389	; Ribosomal_L11	; Ribosomal protein L11, C-terminal; Ribosomal protein L11, N-terminal; Ribosomal protein L11, bacterial-type; Ribosomal protein L11, conserved site; Ribosomal protein L11/L12	; Ribosomal protein L11	; 50S ribosomal protein L11 [rplK].	; Ribosomal protein L11, C-terminal; Ribosomal protein L11, N-terminal; Ribosomal protein L11, bacterial-type; Ribosomal protein L11, conserved site; Ribosomal protein L11/L12				; Ribosomal protein L11, N-terminal domain; Ribosomal protein L11, RNA binding domain	; RIBOSOMAL RIBONUCLEOPROTEIN L11 RRNA-BINDING RNA-BINDING METHYLATION 50S L11 BACTERIAL CHLOROPLAST	; Ribosomal protein L11 signature.			; Ribosomal protein L11/L12	; Ribosomal protein L11, C-terminal domain; Ribosomal L11/L12e N-terminal domain	;  ribosomal protein uL11
V1620445		; YSIRK Gram-positive signal peptide			; YSIRK Gram-positive signal peptide	; consensus disorder prediction			; YSIRK type signal peptide							;  gram-positive signal peptide, YSIRK family
