Gene	category	Annotation	COGID
V1851967	K	Negative regulator of class I heat shock genes (grpE- dnaK-dnaJ and groELS operons). Prevents heat-shock induction of these operons (By similarity)	COG1420
V1001347	L	Releases the supercoiling and torsional tension of DNA, which is introduced during the DNA replication and transcription, by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 3'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone (By similarity)	COG0551
V1001051	P	phosphonate ABC transporter, periplasmic phosphonate-binding protein	COG3221
V1302934	G	Aldolase	COG0191
V1001203	M	penicillin-binding protein	COG0744
V1836842	P	Transport of potassium into the cell (By similarity)	COG3158
V1000861	J	Associates with the EF-Tu.GDP complex and induces the exchange of GDP to GTP. It remains bound to the aminoacyl-tRNA.EF- Tu.GTP complex up to the GTP hydrolysis stage on the ribosome (By similarity)	COG0264
V1301137	S	Lpxtg-motif cell wall anchor domain protein	0Y34J
V1547338	O	Binds to Cpn60 in the presence of Mg-ATP and suppresses the ATPase activity of the latter (By similarity)	COG0234
V1500383	O	Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions (By similarity)	COG0459
V1880972	S	Lpxtg-motif cell wall anchor domain protein	0Y34J
V1806671	S	Lpxtg-motif cell wall anchor domain protein	0Y34J
V1000743	L	May be involved in recombinational repair of damaged DNA (By similarity)	COG0497
V1001429	G	ABC transporter	COG1653
V1552804	O	Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions (By similarity)	COG0459
V1301138	S	surface protein	11NE4
V1001337	O	Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine (By similarity)	COG0533
V1301152	N, U	flagellar rod assembly protein muramidase flgj	COG1705
V1912442	G	Phosphohexokinase	COG0205
V1000877	M	Required for accurate and efficient protein synthesis under certain stress conditions. May act as a fidelity factor of the translation reaction, by catalyzing a one-codon backward translocation of tRNAs on improperly translocated ribosomes. Back- translocation proceeds from a post-translocation (POST) complex to a pre-translocation (PRE) complex, thus giving elongation factor G a second chance to translocate the tRNAs correctly. Binds to ribosomes in a GTP-dependent manner (By similarity)	COG0481
V1001007	S	alpha beta	COG0596
V1305185	V	restriction endonuclease	0ZVJ1
V1000364	L	transcriptioN-repair coupling factor	COG1197
V1001370	K	transcriptional regulator	11HA7
V1001296	E	Aminopeptidase	COG0308
V1001603	V	ABC transporter	COG1132
V1256159	M	Phage minor structural protein	COG4926
V1150496	C	Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit (By similarity)	COG0056
V1001026	D	Essential cell division protein that forms a contractile ring structure (Z ring) at the future cell division site. The regulation of the ring assembly controls the timing and the location of cell division. One of the functions of the FtsZ ring is to recruit other cell division proteins to the septum to produce a new cell wall between the dividing cells. Binds GTP and shows GTPase activity (By similarity)	COG0206
V1001030	D	Cell division protein DIVIVA	COG3599
V1503164	S	surface protein	11NE4
V1605193	S	NA	11NI8
V1829441	C	d-lactate dehydrogenase	COG1052
V1301925	C	Dehydrogenase	COG1454
V1836833	S	NA	0ZTYV
V1000793	K	transcriptional regulatory protein	COG0217
V1001184	C	Produces ATP from ADP in the presence of a proton gradient across the membrane. The catalytic sites are hosted primarily by the beta subunits (By similarity)	COG0055
V1000651	M	Cell wall formation (By similarity)	COG0773
V1000856	S	UPF0291 protein	COG4224
V1001053	S	basic membrane	COG1744
V1000957	O	Endothelin-converting enzyme 1	COG3590
V1000363	S	Cbs domain protein	COG0517
V1302825	J	One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the body of the 30S subunit (By similarity)	COG0522
V1164541	F	Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides (By similarity)	COG0209
V1001012	J	amino acids such as threonine, to avoid such errors, it has a posttransfer editing activity that hydrolyzes mischarged Thr-tRNA(Val) in a tRNA-dependent manner (By similarity)	COG0525
V1000406	J	Binds together with S18 to 16S ribosomal RNA (By similarity)	COG0360
V1806685	C	citrate lyase, alpha	COG3051
V1207166	J	lysyL-tRNA synthetase	COG1190
V1580822	G	Catalyzes the reversible conversion of 2- phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis (By similarity)	COG0148
V1000767	L	Could be a nuclease that resolves Holliday junction intermediates in genetic recombination (By similarity)	COG0816
V1000943	J	This protein binds directly to 23S ribosomal RNA (By similarity)	COG0080
V1159981	C	it plays a direct role in the translocation of protons across the membrane (By similarity)	COG0356
V1481280	G	Glyceraldehyde-3-phosphate dehydrogenase	COG0057
V1605175	V	ABC transporter	COG1132
V1806739	M	ErfK YbiS YcfS YnhG	COG1376
V1886895	J	This protein is one of the early assembly proteins of the 50S ribosomal subunit, although it is not seen to bind rRNA by itself. It is important during the early stages of 50S assembly (By similarity)	COG0102
V1573670	M	Glycosyl Transferase	COG0463
V1257323	E	asparagine synthetase	COG0367
V1000527	J	Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post- translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome (By similarity)	COG0480
V1886336	G	phosphocarrier protein (HPr	COG1925
V1000818	O	Cleaves peptides in various proteins in a process that requires ATP hydrolysis. Has a chymotrypsin-like activity. Plays a major role in the degradation of misfolded proteins (By similarity)	COG0740
V1000546	G	(ABC) transporter	COG2182
V1257298	J	50S ribosomal protein l34	COG0230
V1001277	E	Arginine ornithine antiporter	COG0531
V1001060	J	Allows the formation of correctly charged Asn-tRNA(Asn) or Gln-tRNA(Gln) through the transamidation of misacylated Asp- tRNA(Asn) or Glu-tRNA(Gln) in organisms which lack either or both of asparaginyl-tRNA or glutaminyl-tRNA synthetases. The reaction takes place in the presence of glutamine and ATP through an activated phospho-Asp-tRNA(Asn) or phospho-Glu-tRNA(Gln) (By similarity)	COG0064
V1836856	S	Cell division protein mraZ	COG2001
V1340131	K	transcriptional regulatory protein	COG0217
V1150536	G	Pyruvate kinase	COG3848
V1000627	S	Endoribonuclease that initiates mRNA decay (By similarity)	COG1418
V1001255	P	ABC transporter, permease	COG3833
V1001237	P	Plays a role in the regulation of phosphate uptake	COG0704
V1001070	M	polysaccharide biosynthesis protein	COG2244
V1000247	L	DNA primase is the polymerase that synthesizes small RNA primers for the Okazaki fragments on both template strands at replication forks during chromosomal DNA synthesis (By similarity)	COG0358
V1392216	O	Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions (By similarity)	COG0459
V1481435	G	General (non sugar-specific) component of the phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS). This major carbohydrate active-transport system catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. Enzyme I transfers the phosphoryl group from phosphoenolpyruvate (PEP) to the phosphoryl carrier protein (HPr) (By similarity)	COG1080
V1000549	G	hydrolase family 65, central catalytic	COG1554
V1000475	S	Domain of unknown function (DUF1827)	0XV2U
V1000978	J	Involved in peptide bond synthesis. Stimulates efficient translation and peptide-bond synthesis on native or reconstituted 70S ribosomes in vitro. Probably functions indirectly by altering the affinity of the ribosome for aminoacyl-tRNA, thus increasing their reactivity as acceptors for peptidyl transferase (By similarity)	COG0231
V1006032	M	Membrane bOund o-acyl transferase mboat family protein	COG1696
V1001252	G	ABC transporter, ATP-binding protein	COG3839
V1887021	O	Involved in protein export. Acts as a chaperone by maintaining the newly synthesized protein in an open conformation	COG0544
V1000921	I	cdp-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase	COG0558
V1000229	J	asparaginyl-tRNA synthetase	COG0017
V1592992	J	Catalyzes the attachment of glutamate to tRNA(Glu) in a two-step reaction glutamate is first activated by ATP to form Glu-AMP and then transferred to the acceptor end of tRNA(Glu) (By similarity)	COG0008
V1836876	S	alpha beta	COG1073
V1033941	G	Aldolase	COG0191
V1001200	J	Arginyl-tRNA synthetase	COG0018
V1207185	S	-acetyltransferase	11PF0
V1150763	J	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis (By similarity)	COG0050
V1880077	J	asparaginyl-tRNA synthetase	COG0017
V1891073	G	Glyceraldehyde-3-phosphate dehydrogenase	COG0057
V1581846	O	ATP-dependent Clp protease ATP-binding subunit	COG0542
V1204223	S	NA	101UU
V1104333	E	Releases the N-terminal proline from various substrates (By similarity)	0ZVHU
V1001495	G	Catalyzes the phosphorylation of NAD to NADP. Utilizes ATP and other nucleoside triphosphates as well as inorganic polyphosphate as a source of phosphorus (By similarity)	COG0061
V1598348	J	Catalyzes the attachment of proline to tRNA(Pro) in a two-step reaction proline is first activated by ATP to form Pro- AMP and then transferred to the acceptor end of tRNA(Pro). As ProRS can inadvertently accommodate and process non-cognate amino acids such as alanine and cysteine, to avoid such errors it has two additional distinct editing activities against alanine. One activity is designated as 'pretransfer' editing and involves the tRNA(Pro)-independent hydrolysis of activated Ala-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Ala-tRNA(Pro). The misacylated Cys- tRNA(Pro) is not edited by ProRS (By similarity)	COG0442
V1000275	P	transporter	COG0471
V1150704	G	ABC transporter	COG1653
V1001064	L	ATP-dependent DNA helicase pcra	COG0210
V1755541	L	Transposase (IS4 family	11HCS
V1000879	L	Single-stranded-DNA-specific exonuclease (RecJ)	COG0608
V1483404	O	Inherit from COG: peptidase (S8 and S53, subtilisin, kexin, sedolisin	COG1404
V1000774	L	that it carries out the mismatch recognition step. This protein has a weak ATPase activity (By similarity)	COG0249
V1000886	G	ABC transporter	COG1653
V1001254	P	permease protein	COG1175
V1163599	L	crispr-associated protein	COG3513
V1001249	G	alpha amylase, catalytic region	COG0366
V1001002	G	Alpha-glucosidase	COG1501
V1000678	M	penicillin-binding protein	COG0768
V1000659	J	threonyL-tRNA synthetase	COG0441
V1001108	J	Increases the formation of ribosomal termination complexes and stimulates activities of RF-1 and RF-2. It binds guanine nucleotides and has strong preference for UGA stop codons. It may interact directly with the ribosome. The stimulation of RF- 1 and RF-2 is significantly reduced by GTP and GDP, but not by GMP (By similarity)	COG4108
V1211458	L	Transposase	COG3328
V1607588	M	Inherit from COG: Cell wall binding repeat 2-containing protein	COG2247
V1340884	S	Membrane	11R75
V1000434	T	Histidine kinase	0XNMH
V1001443	V	ABC transporter, ATP-binding protein	COG1136
V1000080	J	Binds together with S18 to 16S ribosomal RNA (By similarity)	COG0360
V1001148	M	Catalyzes the addition of meso-diaminopimelic acid to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanyl-D-glutamate (UMAG) in the biosynthesis of bacterial cell-wall peptidoglycan (By similarity)	COG0769
V1162893	O	Peptidase M22 Glycoprotease	COG1214
V1000001	J	30S ribosomal protein S9	COG0103
V1000411	L	Replicative dna helicase	COG0305
V1001019	M	Specifically methylates the N4 position of cytidine in position 1402 (C1402) of 16S rRNA (By similarity)	COG0275
V1001204	S	UPF0342 protein	COG3679
V1001086	J	Seems to be the binding site for several of the factors involved in protein synthesis and appears to be essential for accurate translation (By similarity)	COG0222
V1541791	L	DNA-binding protein	COG0776
V1204717	C	Catalyzes the formation of acetyl phosphate from acetate and ATP. Can also catalyze the reverse reaction (By similarity)	COG0282
V1598547	O	Acts as a chaperone (By similarity)	COG0443
V1000630	U	Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. Has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane, serving as an ATP-driven molecular motor driving the stepwise translocation of polypeptide chains across the membrane (By similarity)	COG0653
V1000766	L	muts2 protein	COG1193
V1000771	L	The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing (By similarity)	COG2255
V1000545	P	permease protein	COG1175
V1000305	G	Catalyzes the reversible conversion of 2- phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis (By similarity)	COG0148
V1000731	O	FeS assembly protein SUFB	COG0719
V1149413	C	Dehydrogenase	COG1454
V1150477	J	Catalyzes the attachment of serine to tRNA(Ser). Is also able to aminoacylate tRNA(Sec) with serine, to form the misacylated tRNA L-seryl-tRNA(Sec), which will be further converted into selenocysteinyl-tRNA(Sec) (By similarity)	COG0172
V1806737	J	Is required not only for elongation of protein synthesis but also for the initiation of all mRNA translation through initiator tRNA(fMet) aminoacylation (By similarity)	COG0143
V1001084	L	dna polymerase iii	COG2812
V1150440	L	ATP-dependent RNA helicase	COG0513
V1836804	J	lysyL-tRNA synthetase	COG1190
V1303229	J	ribosomal subunit Interface protein	COG1544
V1001336	S	acetyltransferase	COG0456
V1872751	M	Cell surface protein	11GRZ
V1000677	K	Necessary for efficient RNA polymerase transcription elongation past template-encoded arresting sites. The arresting sites in DNA have the property of trapping a certain fraction of elongating RNA polymerases that pass through, resulting in locked ternary complexes. Cleavage of the nascent transcript by cleavage factors such as GreA or GreB allows the resumption of elongation from the new 3'terminus. GreA releases sequences of 2 to 3 nucleotides (By similarity)	COG0782
V1001099	G	phosphoglycerate mutase	COG0406
V1207195	G	ABC transporter	COG1653
V1001588	S	ATP-grasp	COG3919
V1806741	G	levansucrase EC 2.4.1.10	0XR0E
V1000570	D	Rod shape-determining protein mreb	COG1077
V1365504	D	cell division protein FtsK	COG1674
V1033882	J	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis (By similarity)	COG0050
V1001156	K	TRANSCRIPTIONal	COG1316
V1390171	S	NA	0ZTYV
V1464170	C	Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit (By similarity)	COG0056
V1806698	K	3'-5' exoribonuclease that releases 5'-nucleoside monophosphates and is involved in maturation of structured RNAs (By similarity)	COG0557
V1000821	M	Glyco_25	COG3757
V1806717	S	NA	0XTTB
V1000404	L	DNA gyrase negatively supercoils closed circular double- stranded DNA in an ATP-dependent manner and also catalyzes the interconversion of other topological isomers of double-stranded DNA rings, including catenanes and knotted rings (By similarity)	COG0187
V1298017	S	DNA-entry nuclease	12175
V1000841	C	F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation (By similarity)	COG0712
V1829386	S	cell wall associated fibronectin-binding protein	129KW
V1000244	E	Cleaves the N-terminal amino acid of tripeptides (By similarity)	COG2195
V1001198	M	carboxypeptidase	COG1686
V1000775	V	Type I site-specific deoxyribonuclease	COG0610
V1001118	M	UTP-glucose-1-phosphate uridylyltransferase	COG1210
V1420559	F	carbamoyl-phosphate synthetase ammonia chain	COG0458
V1806684	K, T	In eubacteria ppGpp (guanosine 3'-diphosphate 5-' diphosphate) is a mediator of the stringent response that coordinates a variety of cellular activities in response to changes in nutritional abundance (By similarity)	COG0317
V1432502	J	Involved in peptide bond synthesis. Stimulates efficient translation and peptide-bond synthesis on native or reconstituted 70S ribosomes in vitro. Probably functions indirectly by altering the affinity of the ribosome for aminoacyl-tRNA, thus increasing their reactivity as acceptors for peptidyl transferase (By similarity)	COG0231
V1000246	K	Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released (By similarity)	COG0568
V1001098	P	cation diffusion facilitator family transporter	COG1230
V1573676	F	Catalyzes the conversion of uracil and 5-phospho-alpha- D-ribose 1-diphosphate (PRPP) to UMP and diphosphate (By similarity)	COG0035
V1000959	G	ABC transporter	COG1653
V1553618	U	Required for the insertion and or proper folding and or complex formation of integral membrane proteins into the membrane. Involved in integration of membrane proteins that insert both dependently and independently of the Sec translocase complex, as well as at least some lipoproteins	COG0706
V1000845	G	phosphohexose isomerase	COG0166
