gene	geneProduct
V1431232	50S ribosomal protein L24
V1201637	Pyruvate-flavodoxin oxidoreductase
V1039802	Benzylsuccinate synthase alpha subunit
V1008589	hypothetical protein
V1038310	putative distant relative of cell wall-associated hydrolases
V1012417	50S ribosomal protein L16
V1923947	hypothetical protein
V1013751	50S ribosomal protein L15
V1070848	putative NADH oxidase
V1016072	DNA replication initiation protein gpA
V1301930	50S ribosomal protein L7/L12
V1039764	hypothetical protein
V1139410	Aldehyde-alcohol dehydrogenase
V1820405	preprotein translocase subunit SecY
V1362787	30S ribosomal protein S15
V1884198	Acetyl-CoA acetyltransferase
V1008438	putative periplasmic serine endoprotease DegP-like precursor
V1036379	1%2C4-alpha-glucan branching enzyme GlgB
V1037443	hypothetical protein
V1013652	hypothetical protein
V1141150	Enolase
V1013130	C4-dicarboxylate anaerobic carrier
V1006747	protein TolR
V1013074	Trigger factor
V1011014	ATP synthase subunit alpha
V1013741	hypothetical protein
V1011952	hypothetical protein
V1265517	Trehalose import ATP-binding protein SugC
V1367330	Heat shock protein 70-2
V1012356	hypothetical protein
V1049300	50S ribosomal protein L21
V1530479	Purine nucleoside receptor A
V1011783	Aldehyde-alcohol dehydrogenase
V1394842	recombination protein F
V1019041	hypothetical protein
V1013966	Pyridoxamine 5'-phosphate oxidase
V1265661	DNA protection during starvation protein
V1048870	50S ribosomal protein L3
V1106583	ComEC family competence protein
V1013736	50S ribosomal protein L23
V1009617	50S ribosomal protein L33 2
V1010068	F-ATPase gamma subunit%2C sodium ion specific
V1116679	Heat shock protein 70-2
V1013989	putative ribosomal protein
V1011015	F-ATPase gamma subunit
V1010826	Translation initiation factor IF-3
V1017544	Elongation factor Tu
V1049457	Chaperone protein ClpB 1
V1053762	hypothetical protein
V1012422	30S ribosomal protein S8
V1007073	sn-glycerol-3-phosphate import ATP-binding protein UgpC
V1017148	hypothetical protein
V1012602	Acetate kinase
V1827939	Methylmalonyl-CoA carboxyltransferase 5S subunit
V1200824	Adenylate kinase
V1012846	30S ribosomal protein S8
V1191179	Dark-response protein 21
V1013127	Arginine deiminase
V1140670	ATP synthase subunit alpha%2C sodium ion specific
V1585250	50S ribosomal protein L5
V1548048	DNA-directed RNA polymerase subunit beta'
V1109151	Pyruvate formate-lyase 1-activating enzyme
V1015859	Haemagglutinin
V1011086	Heat-inducible transcription repressor HrcA
V1200397	50S ribosomal protein L5
V1011651	Phosphoenolpyruvate-protein phosphotransferase
V1016074	capsid protein
V1011929	putative PEP-CTERM system TPR-repeat lipoprotein
V1009870	50S ribosomal protein L3
V1074236	thiamine biosynthesis protein ThiF
V1705050	Fimbrial subunit type 1 precursor
V1013735	50S ribosomal protein L4
V1012032	DNA-directed RNA polymerase subunit alpha
V1017113	DNA-binding protein HRm
V1009864	50S ribosomal protein L16
V1012419	50S ribosomal protein L14
V1011041	ATP synthase subunit beta%2C sodium ion specific
V1015869	50S ribosomal protein L7/L12
V1294914	Helix-destabilizing protein
V1009868	50S ribosomal protein L23
V1506464	Elongation factor Tu
V1015185	Copper-exporting P-type ATPase A
V1013740	hypothetical protein
V1036980	Acetate CoA-transferase YdiF
V1516671	50S ribosomal protein L31 type B
V1142964	30S ribosomal protein S6
V1375131	hypothetical protein
V1014867	EIIAB-Man
V1009865	hypothetical protein
V1385524	hypothetical protein
V1008253	50S ribosomal protein L13
V1506181	Ribokinase
V1153346	hypothetical protein
V1104643	1%2C4-alpha-glucan branching enzyme GlgB
V1007054	DNA-directed RNA polymerase subunit beta
V1038350	putative 3-hydroxybutyryl-CoA dehydrogenase
V1037187	Lipid A export ATP-binding/permease protein MsbA
V1075065	Alcohol dehydrogenase 1
V1106581	hypothetical protein
V1482820	hypothetical protein
V1464177	DNA-directed RNA polymerase subunit alpha
V1141566	hypothetical protein
V1422497	hypothetical protein
V1012677	V-type ATP synthase subunit I
V1018451	Phosphocarrier protein HPr
V1012601	phosphoglycolate phosphatase
V1108928	ATP synthase subunit beta%2C sodium ion specific
V1010292	Translation initiation factor IF-3
V1039101	Trigger factor
V1102813	Filamentous hemagglutinin
V1012420	50S ribosomal protein L24
V1585936	50S ribosomal protein L15
V1011951	putative RNA-binding protein (contains KH domain)
V1012031	hypothetical protein
V1013737	50S ribosomal protein L2
V1015610	ATP-dependent zinc metalloprotease FtsH
V1012850	hypothetical protein
V1007059	Phosphoglycerate kinase
V1400258	Pyruvate kinase I
V1140341	Fructose-bisphosphate aldolase
V1009869	50S ribosomal protein L4
V1380987	hypothetical protein
V1052248	Alkyl hydroperoxide reductase subunit C
V1012211	50S ribosomal protein L25
V1016291	pyridoxamine 5'-phosphate oxidase%2C FMN-binding family
V1018031	50S ribosomal protein L11
V1015667	hypothetical protein
V1014079	30S ribosomal protein S12
V1011950	hypothetical protein
V1007075	Maltose transport system permease protein MalF
V1436495	co-chaperonin GroES
V1016060	Malate dehydrogenase
V1036198	Glutathione-binding protein GsiB precursor
V1070026	Chaperone protein ClpB 1
V1012414	50S ribosomal protein L3
V1038426	Methionine aminopeptidase 1
V1009391	PPIC-type PPIASE domain protein
V1012424	30S ribosomal protein S5
V1201720	hypothetical protein
V1011841	50S ribosomal protein L11
V1006680	Lon protease
V1006749	colicin uptake protein TolQ
V1016290	Leucine--tRNA ligase
V1294890	Fimbrial subunit type 1 precursor
V1013253	Elongation factor Tu
V1008440	Desulfoferrodoxin
V1141223	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1093702	hypothetical protein
V1122767	Enolase
V1012423	hypothetical protein
V1265657	Zinc-transporting ATPase
V1367455	Heat shock protein F84.1
V1820457	Cell wall-binding protein YocH precursor
V1010070	Na(+)-translocating ATPase subunit epsilon
V1010293	50S ribosomal protein L20
V1139904	Alcohol dehydrogenase 1
V1015219	Elongation factor Ts
V1014517	pyrroloquinoline quinone biosynthesis protein PqqE
V1053544	hypothetical protein
V1010362	Tyrosine phosphorylated protein A
V1267672	hypothetical protein
V1239646	hypothetical protein
V1593683	Fimbrial subunit type 1 precursor
V1037878	putative enoyl-CoA hydratase echA8
V1194990	Xylulose-5-phosphate/fructose-6-phosphate phosphoketolase
V1466175	Vegetative protein 19
V1007873	Glucose-6-phosphate isomerase
V1050760	DNA primase
V1107292	Methionine gamma-lyase
V1154272	putative PEP-CTERM system TPR-repeat lipoprotein
V1103826	hypothetical protein
V1007071	4-alpha-glucanotransferase
V1011009	Putative F0F1-ATPase subunit (ATPase_gene1)
V1010162	Cell wall-binding protein YocH precursor
V1146440	DNA-binding protein HU
V1239597	Dark-response protein 21
V1012038	Pullulanase precursor
V1012674	V-ATPase subunit C
V1013990	50S ribosomal protein L21
V1154952	hypothetical protein
V1200413	ATP synthase subunit alpha
V1145382	hypothetical protein
V1013129	Carbamate kinase 1
V1010897	5-methylthioadenosine/S-adenosylhomocysteine deaminase
V1820459	Outer membrane protein alpha precursor
V1016073	minor spike protein
V1006779	Triosephosphate isomerase
V1013967	Dihydrolipoyl dehydrogenase
V1013123	Phosphoglucomutase
V1008256	Elongation factor Ts
V1010370	Ferrous iron transport protein B
V1011012	F-type ATPase subunit b
V1017114	preprotein translocase%2C SecG subunit
V1018135	Helix-destabilizing protein
V1155973	Carbon starvation protein A
V1009873	Rubredoxin-oxygen oxidoreductase
V1008707	Outer membrane protein MIP precursor
V1518214	Ribosome hibernation promoting factor
V1012330	1%2C4-alpha-glucan branching enzyme
V1528520	hypothetical protein
V1006748	biopolymer transport protein ExbD
V1019461	ATP synthase subunit beta
V1049092	Polyribonucleotide nucleotidyltransferase
V1409431	30S ribosomal protein S4
V1015184	hypothetical protein
V1056915	Transposase IS116/IS110/IS902 family protein
V1051284	Phosphocarrier protein HPr
V1014991	putative RNA-binding protein%2C contains TRAM domain
V1036261	Inner membrane ABC transporter permease protein YcjP
V1723757	50S ribosomal protein L21
V1036256	Maltodextrin-binding protein
V1009368	3-oxoacyl-[acyl-carrier-protein] synthase 2
V1013745	50S ribosomal protein L5
V1007055	hypothetical protein
V1183674	tol-pal system protein YbgF
V1724122	30S ribosomal protein S15
V1884207	Maltose transport system permease protein MalF
V1154932	Adhesin YadA precursor
V1014360	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1820407	hypothetical protein
V1139580	product=PTS system N-acetylgalactosamine-specific EIIC component 1
V1011090	Putative peptidyl-prolyl cis-trans isomerase Cbf2 precursor
V1011839	50S ribosomal protein L10
V1013351	Multiple sugar-binding periplasmic receptor ChvE precursor
V1139605	Vegetative protein 209
V1411137	Flavodoxin
V1555046	Translation initiation factor IF-1
V1442456	50S ribosomal protein L15
V1013739	50S ribosomal protein L22
V1875168	Acyl carrier protein
V1010065	F-type ATPase subunit b
V1367293	type IV pilus biogenesis/stability protein PilW
V1007074	Maltose transport system permease protein MalG
V1012676	Sodium ATPase proteolipid component
V1265304	Maltodextrin phosphorylase
V1328008	hypothetical protein
V1055790	Heat shock protein 70
V1010263	putative protein involved in outer membrane biogenesis
V1464524	Triosephosphate isomerase
V1013747	30S ribosomal protein S8
V1201698	hypothetical protein
V1009867	30S ribosomal protein S19
V1053780	hypothetical protein
V1008740	bifunctional preprotein translocase subunit SecD/SecF
V1082210	hypothetical protein
V1562682	Carbon starvation protein A
V1154407	DNA-directed RNA polymerase subunit beta'
V1013969	Acetoin:2%2C6-dichlorophenolindophenol oxidoreductase subunit alpha
V1011013	F-type ATPase subunit delta
V1875176	2-hydroxyglutaryl-CoA dehydratase component A
V1009110	hypothetical protein
V1007262	R3H domain protein
V1049455	ATP-dependent Clp protease ATP-binding subunit ClpC
V1011331	Neutral endopeptidase
V1085154	hypothetical protein
V1201514	Anaerobic ribonucleoside-triphosphate reductase
V1266428	hybrid cluster protein-associated redox disulfide domain protein
V1576738	methylmalonyl-CoA epimerase
V1527518	Bifunctional protein GlmU
V1139606	Elongation factor Ts
V1102240	Chaperone protein DnaJ
V1006794	hypothetical protein
V1007062	DegV domain-containing protein
V1007133	Phenylalanine--tRNA ligase beta subunit
V1139821	V-type ATP synthase subunit I
V1107455	Galactose/methyl galactoside import ATP-binding protein MglA
V1195125	hypothetical protein
V1017894	Outer membrane protein
V1071723	Trehalose import ATP-binding protein SugC
V1014557	Nitrogen fixation protein rnfB
V1585494	hypothetical protein
V1017115	Triosephosphate isomerase
V1011667	hypothetical protein
V1014250	Phosphoenolpyruvate synthase
V1017738	Ribonuclease Y
V1111563	DNA protection during starvation protein
V1704987	hypothetical protein
V1020247	50S ribosomal protein L31 type B
V1014378	DNA gyrase subunit A
V1052386	Tyrosine recombinase XerC
V1013128	Ornithine carbamoyltransferase
V1020418	Adenylosuccinate synthetase
V1016650	F-type ATPase subunit b
V1038838	hypothetical protein
V1018324	50S ribosomal protein L19
V1017147	30S ribosomal protein S11
V1010987	Nitronate monooxygenase
V1012033	hypothetical protein
V1201238	Stage V sporulation protein G
V1553878	1%2C4-alpha-glucan branching enzyme GlgB
V1827872	putative efflux pump outer membrane protein TtgC precursor
V1007072	Maltose operon transcriptional repressor
V1108111	Elongation factor G
V1301559	hypothetical protein
V1411952	DNA-binding protein HU
V1111146	hypothetical protein
V1440384	hypothetical protein
V1010322	Oxidative stress genes repressor
V1334062	Elongation factor G
V1107499	Haemagglutinin
V1012036	Ribosomal RNA small subunit methyltransferase H
V1011337	30S ribosomal protein S1
V1013988	50S ribosomal protein L27
V1014554	Nitrogen fixation protein RnfD
V1820375	Inosine-5'-monophosphate dehydrogenase
V1099394	Maltose transport system permease protein MalG
V1222976	Heat shock protein 70-2
V1012782	Ribonuclease J 1
V1044344	hypothetical protein
V1009707	putative NADH oxidase
V1191470	hypothetical protein
V1501533	hypothetical protein
V1138869	Metalloregulation DNA-binding stress protein
V1356918	Methionine aminopeptidase 1
V1374569	DNA gyrase subunit B
V1011930	DNA gyrase subunit A
V1145455	2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase
V1018032	50S ribosomal protein L1
V1070888	Thiol-activated cytolysin
V1010209	Isoleucine--tRNA ligase
V1010120	TonB-linked outer membrane protein%2C SusC/RagA family
V1007070	Isoleucine--tRNA ligase
V1010364	Outer membrane protein alpha precursor
V1070545	30S ribosomal protein S16
V1820497	Lysine--tRNA ligase
V1504152	Serotype-specific antigen 1 precursor
V1012421	Alternate 30S ribosomal protein S14
V1465337	Maltose-binding periplasmic proteins/domains
V1013252	2-aminoadipate transaminase
V1013968	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
V1074383	Glyceraldehyde-3-phosphate dehydrogenase
V1430515	Elongation factor G
V1010860	50S ribosomal protein L13
V1151522	hypothetical protein
V1312248	Trigger factor
V1017590	Aspartokinase
V1008247	RNA polymerase sigma factor SigM
V1371652	hypothetical protein
V1010603	Heat-inducible transcription repressor HrcA
V1010371	Manganese-dependent inorganic pyrophosphatase
V1016228	Sigma-A
V1079719	Elongation factor Tu
V1141947	30S ribosomal protein S16
V1123844	cell division protein GpsB
V1884134	hypothetical protein
V1013738	hypothetical protein
V1115936	Elongation factor P
V1015151	30S ribosomal protein S7
V1014820	Aspartate--tRNA ligase
V1049028	Protease 3 precursor
V1011011	F-ATPase subunit 6
V1201821	Subtilase family protein
V1011469	Purine nucleoside phosphorylase DeoD-type
V1171494	Septal ring factor
V1156648	F-ATPase gamma subunit%2C sodium ion specific
V1012847	hypothetical protein
V1155143	DNA gyrase subunit A
V1265423	hypothetical protein
V1108447	Chaperone protein DnaJ
V1549573	co-chaperonin GroES
V1190729	hypothetical protein
V1168807	Translation initiation factor IF-1
V1014359	6-phosphofructokinase
V1201892	Inner membrane lipoprotein YiaD precursor
V1486702	hypothetical protein
V1011837	DNA-directed RNA polymerase subunit beta
V1067278	hypothetical protein
V1009625	preprotein translocase subunit YajC
V1103173	Phosphoribosylformylglycinamidine synthase 2
V1109371	50S ribosomal protein L4
V1038361	Elongation factor Tu
V1115054	hypothetical protein
V1009863	hypothetical protein
V1400067	Threonine--tRNA ligase 2
V1400899	hypothetical protein
V1554020	Cyclodextrin-binding protein precursor
V1007077	hypothetical protein
V1036253	Cell division protein FtsZ
V1010543	Cytochrome c biogenesis protein TlpA
V1409952	Root adhesin
V1012005	Inner membrane protein YbhL
V1007063	Ribonuclease J 1
V1498789	hypothetical protein
V1013080	3-oxoacyl-[acyl-carrier-protein] synthase 3
V1069376	C protein alpha-antigen precursor
V1011347	TonB-linked outer membrane protein%2C SusC/RagA family
V1154707	V-type sodium ATPase catalytic subunit A
V1314267	Heat-inducible transcription repressor HrcA
V1561250	DNA-directed RNA polymerase subunit beta'
V1010287	Ribonuclease E
V1043173	D-ribose-binding periplasmic protein precursor
V1386117	Elongation factor Ts
V1020434	Fructose-bisphosphate aldolase
V1141925	30S ribosomal protein S8
V1075836	Rubrerythrin
V1014201	Translation initiation factor IF-2
V1139162	Pyrimidine-nucleoside phosphorylase
V1157772	Translation initiation factor IF-3
V1394645	Fimbrial subunit type 1 precursor
V1139748	Glycine reductase complex component B subunit gamma
V1364027	maltose ABC transporter periplasmic protein
V1012849	hypothetical protein
V1139078	Oligopeptide-binding protein AppA precursor
V1010071	50S ribosomal protein L19
V1109182	50S ribosomal protein L13
V1008254	hypothetical protein
V1016828	preprotein translocase subunit SecA
V1140503	50S ribosomal protein L21
V1380277	hypothetical protein
V1409436	Serine/threonine-protein kinase PknB
V1159100	Stress protein H5
V1010442	Na(+)-translocating NADH-quinone reductase subunit A
V1006096	hypothetical protein
V1012343	Trigger factor
V1200563	Bifunctional purine biosynthesis protein PurH
V1440555	F-type ATPase subunit b
V1008484	Heat shock protein B25.3
V1014869	product=PTS system mannose-specific EIIC component
V1195096	30S ribosomal protein S2
V1395005	F-ATPase subunit 6
V1011255	Glucosamine-6-phosphate deaminase 1
V1170101	Chaperone protein ClpB 1
V1327808	zinc/cadmium/mercury/lead-transporting ATPase
V1043514	50S ribosomal protein L10
V1069719	Glutamate--tRNA ligase
V1102817	hypothetical protein
V1015262	Glycerate dehydrogenase
V1362785	maltose ABC transporter periplasmic protein
V1514891	Alanine--tRNA ligase
V1154408	DNA-directed RNA polymerase subunit beta
V1380516	hypothetical protein
V1383867	hypothetical protein
V1445176	Ribulose-phosphate 3-epimerase
V1200366	30S ribosomal protein S1
V1048488	DNA polymerase III subunit beta
V1071965	hypothetical protein
V1006674	Transcriptional activator protein CopR
V1357591	Nickel uptake substrate-specific transmembrane region
V1704923	Alcohol dehydrogenase 1
V1042470	hypothetical protein
V1008251	TonB-linked outer membrane protein%2C SusC/RagA family
V1140472	50S ribosomal protein L11
V1035957	Maltose-binding periplasmic proteins/domains
V1009387	preprotein translocase subunit SecA
V1883569	Neopullulanase 2
V1012335	Phenylalanine--tRNA ligase beta subunit
V1140021	Bifunctional protein GlmU
V1200331	hypothetical protein
V1200355	Peptidyl-tRNA hydrolase
V1548196	hypothetical protein
V1806808	Xylulose-5-phosphate/fructose-6-phosphate phosphoketolase
V1011972	hypothetical protein
V1008086	Threonine--tRNA ligase
V1593219	TonB-linked outer membrane protein%2C SusC/RagA family
V1011045	F-type ATPase subunit b
V1012030	30S ribosomal protein S11
V1014056	Queuine tRNA-ribosyltransferase
V1039856	Alkyl hydroperoxide reductase subunit C
V1201665	Adhesin YadA precursor
V1008594	putative propionyl-CoA carboxylase beta chain 5
V1548295	Pseudouridine kinase
V1140664	DNA primase
V1010898	Adenosylhomocysteinase
V1443214	50S ribosomal protein L28
V1009866	50S ribosomal protein L22
V1011338	Phosphocarrier protein HPr
V1158244	50S ribosomal protein L4
V1465802	Enolase
V1137315	Maltose-binding periplasmic proteins/domains
V1505442	Putative KHG/KDPG aldolase
V1016237	Glycogen phosphorylase
V1548529	V-type ATP synthase subunit I
V1006657	chromosome segregation protein SMC
V1110458	50S ribosomal protein L5
V1140477	putative PEP-CTERM system TPR-repeat lipoprotein
V1115308	ATP-dependent zinc metalloprotease FtsH
V1037518	50S ribosomal protein L7/L12
V1013746	30S ribosomal protein S14
V1013406	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
V1191804	DEAD-box ATP-dependent RNA helicase CshA
V1359133	5'-nucleotidase%2C lipoprotein e(P4) family
V1531057	Heat shock protein 70-2
V1820421	Iron hydrogenase 1
V1016297	Phosphoglucosamine mutase
V1013752	preprotein translocase subunit SecY
V1514082	hypothetical protein
V1014057	Aminopeptidase E
V1190386	Putative peptidoglycan binding domain protein
V1430170	Putative L%2CD-transpeptidase LppS precursor
V1012679	Aspartate-semialdehyde dehydrogenase
V1465010	PTS system maltose- and glucose-specific EIICB component
V1498834	hypothetical protein
V1345356	Chaperone protein DnaJ
V1440338	Outer membrane protein alpha precursor
V1006101	hypothetical protein
V1139530	Formate acetyltransferase
V1013794	hypothetical protein
V1221809	hypothetical protein
V1011230	Alkyl hydroperoxide reductase subunit C
V1345236	DNA-binding protein HB1
V1431754	Outer membrane protein P4
V1345614	NADP-dependent isopropanol dehydrogenase
V1157323	hypothetical protein
V1071962	Anaerobic ribonucleoside-triphosphate reductase
V1043021	Dark-response protein 21
V1541158	major spike protein
V1168094	50S ribosomal protein L6
V1007146	CTP synthase
V1013748	hypothetical protein
V1036479	Serine/threonine-protein kinase PknB
V1040139	CTP synthase
V1138976	Heat-inducible transcription repressor HrcA
V1007557	Pyruvate%2C phosphate dikinase
V1820401	Oxa1Ec
V1009616	50S ribosomal protein L28
V1047876	Chromosome partition protein Smc
V1108186	Cold shock protein CspC
V1196189	hypothetical protein
V1012853	hypothetical protein
V1141613	50S ribosomal protein L24
V1069833	Nickel-binding periplasmic protein precursor
V1109183	hypothetical protein
V1140260	Haemagglutinin
V1007056	Vegetative protein 300
V1440477	hypothetical protein
V1266304	putative protein/domain associated with GTPases
V1154592	hypothetical protein
V1012771	50S ribosomal protein L21
V1291476	hypothetical protein
V1038810	single-stranded DNA-binding protein
V1351200	trigger factor
V1006673	30S ribosomal protein S18
V1613276	hypothetical protein
V1012965	RNA polymerase sigma factor RpoD
V1018030	hypothetical protein
V1167759	Pyruvate kinase
V1003154	F-type ATPase subunit b
V1012035	cell division protein MraZ
V1102243	Translation initiation factor IF-2
V1008708	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
V1014819	Histidine--tRNA ligase
V1486082	hypothetical protein
V1042447	Adenylosuccinate lyase
V1530727	DNA-directed RNA polymerase subunit alpha
V1458724	Alternate 30S ribosomal protein S14
V1037682	putative chromosome-partitioning protein ParB
V1463738	Segregation and condensation protein A
V1008732	Cationic 19 kDa outer membrane protein
V1015734	Arginine--tRNA ligase
V1038323	Maltose transport system permease protein MalG
V1011658	Leucine--tRNA ligase
V1315998	hypothetical protein
V1040758	hypothetical protein
V1072924	50S ribosomal protein L7/L12
V1459312	Translation initiation factor IF-1
V1032060	Transaldolase
V1138581	DNA gyrase subunit A
V1385915	Outer membrane protein alpha precursor
V1687755	30S ribosomal protein S10
V1514797	Glycine reductase complex component B subunits alpha and beta
V1620435	hypothetical protein
V1291352	hypothetical protein
V1176971	hypothetical protein
V1070544	putative RNA-binding protein (contains KH domain)
V1007886	Organic solvent tolerance protein OstA
V1155672	autotransporter-associated beta strand repeat
V1051250	Glucose-specific phosphotransferase enzyme IIA component
V1463838	DNA-directed RNA polymerase subunit beta'
V1015400	hypothetical protein
V1011736	Elongation factor P
V1016652	F-ATPase gamma subunit
V1156103	hypothetical protein
V1013749	30S ribosomal protein S5
V1143274	gram-positive signal peptide%2C YSIRK family
V1104241	hypothetical protein
V1576098	Phosphate acyltransferase
V1006055	Thiol-activated cytolysin
V1006668	Ribonuclease Y
V1192100	Outer membrane protein alpha precursor
V1355408	C protein alpha-antigen precursor
V1012345	ATP-dependent Clp protease ATP-binding subunit ClpX
V1109127	Alcohol dehydrogenase 1
V1723076	hypothetical protein
V1238971	putative transposase OrfB
V1010822	Colicin I receptor precursor
V1014484	Dipeptidase A
V1294938	Transketolase
V1369674	50S ribosomal protein L22
V1007888	Cytosol non-specific dipeptidase
V1010589	putative assembly protein
V1201613	Translation initiation factor IF-2
V1019923	Sporulation initiation inhibitor protein soj
V1011473	Xylose import ATP-binding protein XylG
V1012845	50S ribosomal protein L24
V1171662	Pyrimidine-nucleoside phosphorylase
V1012550	hypothetical protein
V1016079	NAD-specific glutamate dehydrogenase
V1084226	Chaperone protein ClpB
V1268242	preprotein translocase subunit SecD
V1017566	Ribosome hibernation promoting factor
V1102386	Electron transfer flavoprotein large subunit
V1723592	30S ribosomal protein S16
V1011838	50S ribosomal protein L7/L12
V1819315	hypothetical protein
V1013797	Transcription-repair-coupling factor
V1526141	Phenylalanine--tRNA ligase beta subunit
V1010824	50S ribosomal protein L20
V1053375	hypothetical protein
V1010365	Glycine--tRNA ligase beta subunit
V1015261	Vegetative protein 19
V1049443	High temperature protein G
V1392299	Glucosamine-6-phosphate deaminase
V1012347	N-acetylmuramoyl-L-alanine amidase AmiA precursor
V1381485	Heat shock protein 70
V1151601	Glyceraldehyde-3-phosphate dehydrogenase
V1200931	50S ribosomal protein L16
V1012603	hypothetical protein
V1139575	EIIAB-Man
V1157325	Alternate 30S ribosomal protein S14
V1464214	Septal ring factor
V1106582	hypothetical protein
V1519132	hypothetical protein
V1014514	Ribonuclease 3
V1141474	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
V1241050	SusD family protein
V1328066	Maltodextrin phosphorylase
V1705041	N-acetylmuramoyl-L-alanine amidase domain-containing protein precursor
V1008107	Neutral endopeptidase
V1086186	putative hydrolase
V1192022	preprotein translocase subunit SecA
V1806797	putative ABC transporter ATP-binding protein YheS
V1015123	Glutamine--tRNA ligase
V1348573	30S ribosomal protein S5
V1440694	50S ribosomal protein L6
V1011327	Glutamine synthetase
V1011476	Stage 0 sporulation protein KC
V1827925	Streptopain precursor
V1006745	Phosphate-binding protein PstS precursor
V1054408	hypothetical protein
V1294666	hypothetical protein
V1110345	PTS system maltose- and glucose-specific EIICB component
V1166870	Outer membrane protein alpha precursor
