Gene	category	Annotation	COGID
V1000168	J	amino acids such as valine, to avoid such errors it has two additional distinct tRNA(Ile)-dependent editing activities. One activity is designated as 'pretransfer' editing and involves the hydrolysis of activated Val-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Val-tRNA(Ile) (By similarity)	COG0060
V1000886	G	ABC transporter	COG1653
V1000004	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates (By similarity)	COG0202
V1552751	J	gtp-binding protein	COG0012
V1851961	O	ATP-dependent clp protease, ATP-binding subunit	COG0542
V1355907	G	Drug resistance transporter EmrB QacA	0XNN3
V1836820	M	Catalyzes the addition of meso-diaminopimelic acid to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanyl-D-glutamate (UMAG) in the biosynthesis of bacterial cell-wall peptidoglycan (By similarity)	COG0769
V1000549	G	hydrolase family 65, central catalytic	COG1554
V1000526	L	helicase	COG3973
V1458297	L	Site-specific tyrosine recombinase, which acts by catalyzing the cutting and rejoining of the recombining DNA molecules. Essential to convert dimers of the bacterial chromosome into monomers to permit their segregation at cell division (By similarity)	COG0582
V1000082	L	Replicative dna helicase	COG0305
V1430377	V	ABC transporter transmembrane region	COG1132
V1430275	C	Produces ATP from ADP in the presence of a proton gradient across the membrane. The catalytic sites are hosted primarily by the beta subunits (By similarity)	COG0055
V1046741	L	helicase	0XQUD
V1552722	O	May play a role in the repair of endogenous alkylation damage (By similarity)	COG1066
V1000318	J	phenylalanyl-tRNA synthetase (beta subunit)	COG0073
V1552777	J	One of the essential components for the initiation of protein synthesis. Protects formylmethionyl-tRNA from spontaneous hydrolysis and promotes its binding to the 30S ribosomal subunits. Also involved in the hydrolysis of GTP during the formation of the 70S ribosomal complex (By similarity)	COG0532
V1000605	L	muts2 protein	COG1193
V1213480	L	Can catalyze the hydrolysis of ATP in the presence of single-stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs. It interacts with LexA causing its activation and leading to its autocatalytic cleavage (By similarity)	COG0468
V1403121	E	amino acid	COG1113
V1323334	T	phage Mu protein F like protein	COG5585
V1000573	E	Cysteine desulfurase	COG1104
V1356248	G	Major Facilitator superfamily	0XQKC
V1836805	P	E1-E2 ATPase	COG2217
V1000601	J	Catalyzes the attachment of alanine to tRNA(Ala) in a two-step reaction alanine is first activated by ATP to form Ala- AMP and then transferred to the acceptor end of tRNA(Ala). Also edits incorrectly charged Ser-tRNA(Ala) and Gly-tRNA(Ala) via its editing domain (By similarity)	COG0013
V1886582	G	Phosphoketolase	COG3957
V1000057	F	Phosphoribosyl pyrophosphate synthase	COG0462
V1541133	S	Exhibits a very high intrinsic GTPase hydrolysis rate. Involved in the addition of a carboxymethylaminomethyl (cmnm) group at the wobble position (U34) of certain tRNAs, forming tRNA- cmnm(5)s(2)U34 (By similarity)	COG0486
V1592992	J	Catalyzes the attachment of glutamate to tRNA(Glu) in a two-step reaction glutamate is first activated by ATP to form Glu-AMP and then transferred to the acceptor end of tRNA(Glu) (By similarity)	COG0008
V1562518	S	ATP GTP-binding protein	0Y0B5
V1000630	U	Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. Has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane, serving as an ATP-driven molecular motor driving the stepwise translocation of polypeptide chains across the membrane (By similarity)	COG0653
V1000640	G	Phosphoglycerate kinase	COG0126
V1064534	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates (By similarity)	COG0085
V1481435	G	General (non sugar-specific) component of the phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS). This major carbohydrate active-transport system catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. Enzyme I transfers the phosphoryl group from phosphoenolpyruvate (PEP) to the phosphoryl carrier protein (HPr) (By similarity)	COG1080
V1431607	J	This protein binds to 23S rRNA in the presence of protein L20 (By similarity)	COG0261
V1000643	K	3'-5' exoribonuclease that releases 5'-nucleoside monophosphates and is involved in maturation of structured RNAs (By similarity)	COG0557
V1548376	H	DNA-cytosine methyltransferase (EC 2.1.1.37)	COG0270
V1000081	T	domain protein	COG3887
V1836815	S	ABC transporter	COG3845
V1000326	J	threonyL-tRNA synthetase	COG0441
V1836833	S	NA	0ZTYV
V1035223	U	traE protein	COG3451
V1541162	S	NA	0ZTYV
V1000633	L	damaged site, the DNA wraps around one UvrB monomer. DNA wrap is dependent on ATP binding by UvrB and probably causes local melting of the DNA helix, facilitating insertion of UvrB beta-hairpin between the DNA strands. Then UvrB probes one DNA strand for the presence of a lesion. If a lesion is found the UvrA subunits dissociate and the UvrB-DNA preincision complex is formed. This complex is subsequently bound by UvrC and the second UvrB is released. If no lesion is found, the DNA wraps around the other UvrB subunit that will check the other stand for damage (By similarity)	COG0556
V1338858	S	GTPase that associates with the 50S ribosomal subunit and may have a role during protein synthesis or ribosome biogenesis (By similarity)	COG2262
V1203355	O	ATP binding to DnaK triggers the release of the substrate protein, thus completing the reaction cycle. Several rounds of ATP-dependent interactions between DnaJ, DnaK and GrpE are required for fully efficient folding. Also involved, together with DnaK and GrpE, in the DNA replication of plasmids through activation of initiation proteins (By similarity)	COG0484
V1164541	F	Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides (By similarity)	COG0209
V1150309	S	Phage tail tape measure protein, TP901 family	COG5283
V1000313	E	Removes N-terminal dipeptides sequentially from polypeptides having unsubstituted N-termini provided that the penultimate residue is proline (By similarity)	0XPUZ
V1851983	L	ATP-dependent DNA helicase pcra	COG0210
V1000827	J	Catalyzes the synthesis of dihydrouridine, a modified base found in the D-loop of most tRNAs (By similarity)	COG0042
V1481312	S	VWA-like domain (DUF2201)	COG3864
V1018798	T	Tetracycline resistance protein	COG0480
V1481441	L	ATP-dependent RNA helicase	COG0513
V1594784	I	Diacylglycerol kinase	COG1597
V1034901	L	Replication Protein	COG5527
V1576136	C	Dehydrogenase	COG0039
V1000892	G	Catalyzes the conversion of glucosamine-6-phosphate to glucosamine-1-phosphate (By similarity)	COG1109
V1334758	K	Transcriptional regulator	0XRI9
V1852039	K	Participates in both the initiation and recycling phases of transcription. In the presence of the delta subunit, RNAP displays an increased specificity of transcription, a decreased affinity for nucleic acids, and an increased efficiency of RNA synthesis because of enhanced recycling (By similarity)	COG3343
V1491690	L	Primosomal protein n'	COG1198
V1852140	J	Is required not only for elongation of protein synthesis but also for the initiation of all mRNA translation through initiator tRNA(fMet) aminoacylation (By similarity)	COG0143
V1381763	G	BadF BadG BcrA BcrD	COG2971
V1036544	V	type I restriction-modification system	COG0286
V1482513	L	Releases the supercoiling and torsional tension of DNA, which is introduced during the DNA replication and transcription, by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 3'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone (By similarity)	COG0551
V1000943	J	This protein binds directly to 23S ribosomal RNA (By similarity)	COG0080
V1000594	F	carbamoyl-phosphate synthetase ammonia chain	COG0458
V1000050	S	NA	11VH8
V1000069	T	Histidine kinase	0XNMH
V1576144	U	The central subunit of the protein translocation channel SecYEG. Consists of two halves formed by TMs 1-5 and 6-10. These two domains form a lateral gate at the front which open onto the bilayer between TMs 2 and 7, and are clamped together by SecE at the back. The channel is closed by both a pore ring composed of hydrophobic SecY resides and a short helix (helix 2A) on the extracellular side of the membrane which forms a plug. The plug probably moves laterally to allow the channel to open. The ring and the pore may move independently (By similarity)	COG0201
V1852094	F	adenylosuccinate lyase	COG0015
V1034902	S	DNA-entry nuclease	12175
V1000173	L	ATP-dependent DNA helicase recG	COG1200
V1000835	M	Involved in cell wall formation. Catalyzes the final step in the synthesis of UDP-N-acetylmuramoyl-pentapeptide the precursor of murein (By similarity)	COG0770
V1035161	U	Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. Has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane, serving	COG0653
V1299127	M	penicillin-binding protein	COG0768
V1000545	P	permease protein	COG1175
V1339929	C	L-lactate dehydrogenase	COG0039
V1547320	S	integral membrane protein	0XS1S
V1852051	H	Pyridoxal kinase	COG2240
V1592583	G	alpha amylase, catalytic region	COG0366
V1000487	G	Aldolase	COG0191
V1000503	P	cation-transporting atpase	COG0474
V1553618	U	Required for the insertion and or proper folding and or complex formation of integral membrane proteins into the membrane. Involved in integration of membrane proteins that insert both dependently and independently of the Sec translocase complex, as well as at least some lipoproteins	COG0706
V1886939	S	Lpxtg-motif cell wall anchor domain protein	0XQBH
V1358422	J	ribosomal subunit Interface protein	COG1544
V1043410	S	Membrane	COG2966
V1340131	K	transcriptional regulatory protein	COG0217
V1836825	T	response regulator	COG0745
V1577228	O	Acts as a chaperone (By similarity)	COG0443
V1481291	T	protein tyrosine serine phosphatase	COG2365
V1035173	S	Lpxtg-motif cell wall anchor domain protein	0XQBH
V1006729	F	Provides the sole de novo source of dTMP for DNA biosynthesis (By similarity)	COG0207
V1607589	T	Histidine kinase	COG0642
V1000028	L	Hydrolase, tatD family	COG0084
V1000116	G	Pyruvate kinase	COG3848
V1000570	D	Rod shape-determining protein mreb	COG1077
V1000304	G	Glycogen debranching enzyme	COG1523
V1000519	G	PTS System	COG1264
V1464170	C	Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit (By similarity)	COG0056
V1886961	T	serine threonine protein kinase	COG2815
V1000300	J	aspartyl-trna synthetase	COG0173
V1046744	D	ftsk SpoIIIE family protein	COG1674
V1136951	L	adenine specific DNA methylase	COG2189
V1000596	O	Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions (By similarity)	COG0459
V1000538	K	Effects nucleoid occlusion by binding relatively nonspecifically to DNA and preventing the assembly of the division machinery in the vicinity of the nucleoid, especially under conditions that disturb the cell cycle. It helps to coordinate cell division and chromosome segregation by preventing the formation of the Z ring through the nucleoid, which would cause chromosome breakage (By similarity)	COG1475
V1852092	S	Membrane	11R75
V1000944	J	Binds directly to 23S rRNA. The L1 stalk is quite mobile in the ribosome, and is involved in E site tRNA release (By similarity)	COG0081
V1112907	V	Type III restriction enzyme, res subunit	0ZVEA
V1000848	V	ABC transporter, permease	COG0577
V1033803	C	Produces ATP from ADP in the presence of a proton gradient across the membrane. The catalytic sites are hosted primarily by the beta subunits (By similarity)	COG0055
V1553670	O	ATP-dependent Clp protease ATP-binding subunit	COG0542
V1503139	L	Helicase, RecD TraA family	COG0507
V1211150	M	(sortase) family	COG3764
V1851982	S	(ABC) transporter	COG0488
V1852136	K	DNA-binding helix-turn-helix protein	COG2946
V1162266	S	NA	11H3W
V1491714	J	30S ribosomal protein S1	COG0539
V1230131	L	DNA methylase	COG2189
V1000091	S	NA	11V0R
V1046746	E	Metallopeptidase	COG2856
V1298017	S	DNA-entry nuclease	12175
V1417001	C	Key enzyme in the regulation of glycerol uptake and metabolism (By similarity)	COG0554
V1420579	S	Metal Dependent Phosphohydrolase	COG1418
V1073967	J	50s ribosomal protein L10	COG0244
V1000486	M	penicillin-binding protein	COG0744
V1483972	S	NA	0ZTYV
V1295109	S	Sulfhydryl-activated toxin that causes cytolysis by forming pores in cholesterol containing host membranes. After binding to target membranes, the protein undergoes a major conformation change, leading to its insertion in the host membrane and formation of an oligomeric pore complex. Cholesterol may be required for binding to host membranes, membrane insertion and pore formation. Can be reversibly inactivated by oxidation	0XQPX
V1598238	J	Peptide chain release factor 1 directs the termination of translation in response to the peptide chain termination codons UAG and UAA (By similarity)	COG0216
V1000075	J	RNaseP catalyzes the removal of the 5'-leader sequence from pre-tRNA to produce the mature 5'-terminus. It can also cleave other RNA substrates such as 4.5S RNA. The protein component plays an auxiliary but essential role in vivo by binding to the 5'-leader sequence and broadening the substrate specificity of the ribozyme (By similarity)	COG0594
V1001475	V	ABC transporter	COG1131
V1000080	J	Binds together with S18 to 16S ribosomal RNA (By similarity)	COG0360
V1383818	L	Protein of unknown function (DUF1351)	0YIT0
V1000887	S	hydrolase	COG0561
V1553706	G	Alpha-glucosidase	COG1501
V1000546	G	(ABC) transporter	COG2182
V1000828	O	Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins (By similarity)	COG0465
V1458258	V	restriction enzyme	17GY1@proNOG
V1000142	F	Catalyzes the reversible phosphorylation of UMP to UDP (By similarity)	COG0528
V1034832	O	Metallo-Beta-Lactamase	COG0595
V1162542	L	DEAD DEAH box helicase	COG1204
V1552764	O	FeS assembly protein SUFB	COG0719
V1000185	G	trehalose-6-phosphate hydrolase (EC 3.2.1.93)	COG0366
V1151036	K	pur operon repressor	COG0503
V1000603	L	Could be a nuclease that resolves Holliday junction intermediates in genetic recombination (By similarity)	COG0816
V1430753	M	Required for accurate and efficient protein synthesis under certain stress conditions. May act as a fidelity factor of the translation reaction, by catalyzing a one-codon backward translocation of tRNAs on improperly translocated ribosomes. Back- translocation proceeds from a post-translocation (POST) complex to a pre-translocation (PRE) complex, thus giving elongation factor G a second chance to translocate the tRNAs correctly. Binds to ribosomes in a GTP-dependent manner (By similarity)	COG0481
V1000533	F	Catalyzes the ATP-dependent amination of UTP to CTP with either L-glutamine or ammonia as the source of nitrogen (By similarity)	COG0504
V1390171	S	NA	0ZTYV
V1006820	V	ABC transporter	COG1132
V1503469	S	Xanthine uracil vitamin C permease	COG2252
V1143377	G	PTS System	COG1445
V1886694	S	RelA SpoT domain protein	COG2357
V1576349	S	basic membrane	COG1744
V1576462	C	Dehydrogenase	COG1454
V1464865	O	Inherit from COG: peptidase (S8 and S53, subtilisin, kexin, sedolisin	COG1404
V1362252	J	amidase (EC	COG0154
V1481324	J	Allows the formation of correctly charged Asn-tRNA(Asn) or Gln-tRNA(Gln) through the transamidation of misacylated Asp- tRNA(Asn) or Glu-tRNA(Gln) in organisms which lack either or both of asparaginyl-tRNA or glutaminyl-tRNA synthetases. The reaction takes place in the presence of glutamine and ATP through an activated phospho-Asp-tRNA(Asn) or phospho-Glu-tRNA(Gln) (By similarity)	COG0064
V1000564	D	Essential cell division protein that forms a contractile ring structure (Z ring) at the future cell division site. The regulation of the ring assembly controls the timing and the location of cell division. One of the functions of the FtsZ ring is to recruit other cell division proteins to the septum to produce a new cell wall between the dividing cells. Binds GTP and shows GTPase activity (By similarity)	COG0206
V1445567	G	Alpha-glucosidase	COG1501
V1306539	J	This protein is one of the early assembly proteins of the 50S ribosomal subunit, although it is not seen to bind rRNA by itself. It is important during the early stages of 50S assembly (By similarity)	COG0102
V1000085	G	Major Facilitator	12APV
V1000052	S	NA	11PT3
V1886579	L	muts2 protein	COG1193
V1912442	G	Phosphohexokinase	COG0205
V1420560	M	Cell wall formation. Adds enolpyruvyl to UDP-N- acetylglucosamine (By similarity)	COG0766
V1000018	J	Binds the lower part of the 30S subunit head. Binds mRNA in the 70S ribosome, positioning it for translation (By similarity)	COG0092
V1000623	D	cell division protein FtsK	COG1674
V1886715	O	ATP-dependent Clp protease ATP-binding subunit	COG0542
V1006822	S	Phosphohydrolase	COG1078
V1000821	M	Glyco_25	COG3757
V1191213	T	serine threonine protein kinase	COG0515
V1035160	U	The central subunit of the protein translocation channel SecYEG. Consists of two halves formed by TMs 1-5 and 6-10. These two domains form a lateral gate at the front which open onto the bilayer between TMs 2 and 7, and are clamped together by SecE at the back. The channel is closed by both a pore ring composed of hydrophobic SecY resides and a short helix (helix 2A) on the extracellular side of the membrane which forms a plug. The plug probably moves laterally to allow the channel to open. The ring and the pore may move independently (By similarity)	COG0201
V1203300	S	dak2 domain fusion protein ylov	COG1461
V1392036	L	Integrase	COG0582
V1887155	J	Increases the formation of ribosomal termination complexes and stimulates activities of RF-1 and RF-2. It binds guanine nucleotides and has strong preference for UGA stop codons. It may interact directly with the ribosome. The stimulation of RF- 1 and RF-2 is significantly reduced by GTP and GDP, but not by GMP (By similarity)	COG4108
V1001467	H	Catalyzes the formation of S-adenosylmethionine from methionine and ATP	COG0192
V1046742	S	YeeC-like protein	0XQYQ
V1553617	L	helicase	COG0847
V1000831	L	transcriptioN-repair coupling factor	COG1197
V1000307	E	glutamine synthetase	COG0174
V1886973	S	conjugative transposon membrane protein	0XQIJ
V1000622	G	Catalyzes the phosphorylation of NAD to NADP. Utilizes ATP and other nucleoside triphosphates as well as inorganic polyphosphate as a source of phosphorus (By similarity)	COG0061
V1000836	J	50s ribosomal protein l31 type b	COG0254
V1887021	O	Involved in protein export. Acts as a chaperone by maintaining the newly synthesized protein in an open conformation	COG0544
V1000044	E	asparagine synthetase	COG0367
V1000132	L	Single-stranded-DNA-specific exonuclease (RecJ)	COG0608
V1580955	O	Acts as a chaperone (By similarity)	COG0443
V1000043	S	oxidoreductase	COG0446
V1000317	K	Necessary for efficient RNA polymerase transcription elongation past template-encoded arresting sites. The arresting sites in DNA have the property of trapping a certain fraction of elongating RNA polymerases that pass through, resulting in locked ternary complexes. Cleavage of the nascent transcript by cleavage factors such as GreA or GreB allows the resumption of elongation from the new 3'terminus. GreA releases sequences of 2 to 3 nucleotides (By similarity)	COG0782
V1042869	T	2'-3'-cyclic nucleotide	COG4639
V1301126	M	Catalyzes the first step in hexosamine metabolism, converting fructose-6P into glucosamine-6P using glutamine as a nitrogen source (By similarity)	COG0449
V1875154	M	carboxypeptidase	COG1686
V1000332	P	CBS domain protein	COG1253
V1615590	S	NA	11SX6
V1150958	L	DNA topoisomerase IV, subunit A	COG0188
V1383893	S	NA	0Y8RQ
V1491698	T	serine threonine protein kinase	COG0515
V1167440	G	glycoside hydrolase family 4	COG1486
V1000881	E	amino acid	COG1113
V1000942	K	Participates in transcription elongation, termination and antitermination (By similarity)	COG0250
V1000041	G	Channel that permits osmotically driven movement of water in both directions. It is involved in the osmoregulation and in the maintenance of cell turgor during volume expansion in rapidly growing cells. It mediates rapid entry or exit of water in response to abrupt changes in osmolarity (By similarity)	COG0580
V1000631	J	Peptide chain release factor 2 directs the termination of translation in response to the peptide chain termination codons UGA and UAA (By similarity)	COG1186
V1295013	E	Transporter	COG3104
V1430882	M	Cell wall-associated hydrolase	COG0791
V1000184	S	Bacteriophage peptidoglycan hydrolase 	0ZNE8
V1310951	V	type I restriction-modification system	COG0286
V1204225	V	ABC transporter	COG1132
V1381580	P	Chloride channel	COG0038
V1458100	S	conjugative transposon membrane protein	0XQIJ
V1547318	K	(GntR family) (Transcriptional regulator	COG2188
V1164544	L	dna polymerase iii	COG2812
V1000484	S	Metal Dependent Phosphohydrolase	COG3481
V1394176	G	PTS system, galactitol-specific IIc component	COG3775
V1150419	S	Phage Portal Protein	11QNG
V1301166	S	NA	0ZTYV
V1173748	J	Methylates the class 1 translation termination release factors RF1 PrfA and RF2 PrfB on the glutamine residue of the universally conserved GGQ motif (By similarity)	COG2890
V1464271	S	NA	0ZTYV
V1891332	S	NA	101UU
V1000535	Q	isochorismatase	COG1335
V1000845	G	phosphohexose isomerase	COG0166
V1553208	O	Inherit from COG: peptidase (S8 and S53, subtilisin, kexin, sedolisin	COG1404
V1000171	E	ABC transporter	COG0747
V1000305	G	Catalyzes the reversible conversion of 2- phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis (By similarity)	COG0148
V1000106	F	formyltetrahydrofolate synthetase	COG2759
V1006628	J	Removes the N-terminal methionine from nascent proteins (By similarity)	COG0024
V1519450	G	Aldolase	COG0191
V1006727	J	30S ribosomal protein S1	COG0539
V1046767	L	dna polymerase I	COG0749
V1339704	V	ABC transporter	COG1132
V1101641	G	hydrolase family 65, central catalytic	COG1554
V1000823	P	Transport of potassium into the cell (By similarity)	COG3158
V1000003	J	50S ribosomal protein l17	COG0203
V1000161	V	ABC transporter	COG0842
V1000611	E	Dipeptidase	COG0624
V1469282	E, P	Oligopeptide ABC transporter, permease protein AppB	COG0601
V1432502	J	Involved in peptide bond synthesis. Stimulates efficient translation and peptide-bond synthesis on native or reconstituted 70S ribosomes in vitro. Probably functions indirectly by altering the affinity of the ribosome for aminoacyl-tRNA, thus increasing their reactivity as acceptors for peptidyl transferase (By similarity)	COG0231
V1577140	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates (By similarity)	COG0085
V1851978	G	ABC transporter	COG1653
V1423320	S	NA	0ZTYV
V1036054	L	Competence protein	COG4098
V1418918	M	Provides the (R)-glutamate required for cell wall biosynthesis (By similarity)	COG0796
V1000037	E	aminopeptidase c	COG3579
V1000102	L	The heterodimer acts as both an ATP-dependent DNA helicase and an ATP-dependent, dual-direction single-stranded exonuclease. Recognizes the chi site generating a DNA molecule suitable for the initiation of homologous recombination. The AddA nuclease domain is required for chi fragment generation	COG1074
V1000125	S	Competence protein	COG2333
V1295278	L	DNA topoisomerase IV (Subunit B)	COG0187
V1035515	S	Bacteriophage peptidoglycan hydrolase 	0ZNE8
V1576837	C	An essential GTPase which binds GTP, GDP and possibly (p)ppGpp with moderate affinity, with high nucleotide exchange rates and a fairly low GTP hydrolysis rate (By similarity). It may play a role in control of the cell cycle, stress response, ribosome biogenesis and in those bacteria that undergo differentiation, in morphogenesis control	COG0536
V1463972	O	Endothelin-converting enzyme 1	COG3590
V1000499	J	Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in organisms which lack glutaminyl-tRNA synthetase. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu-tRNA(Gln) (By similarity)	COG0154
V1000841	C	F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation (By similarity)	COG0712
V1469580	F	Catalyzes the synthesis of GMP from XMP (By similarity)	COG0519
V1436021	G	Glycogen debranching enzyme	COG1523
V1006020	J	One of the primary rRNA binding proteins. Required for association of the 30S and 50S subunits to form the 70S ribosome, for tRNA binding and peptide bond formation. It has been suggested to have peptidyltransferase activity	COG0090
V1580707	S	Glutamine amidotransferase	COG3442
V1268240	G	Glycogen debranching enzyme	COG1523
