gene	geneProduct
V1374530	hypothetical protein
V1065314	Outer membrane protein OmpAb
V1114067	putative ABC transporter ATP-binding proteinc/MT2552
V1007462	Membrane protein YidC 1
V1065544	putative PEP-CTERM system TPR-repeat lipoprotein
V1484107	50S ribosomal protein L1
V1065926	F-ATPase subunit 6
V1066921	Stage 0 sporulation protein KE
V1547417	Putative endo-beta-N-acetylglucosaminidase precursor
V1013533	Glutamate--tRNA ligase
V1038271	CTP synthase
V1385920	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2
V1201720	hypothetical protein
V1736959	Threonine--tRNA ligase
V1329342	Putative sporulation transcription regulator WhiA
V1583003	B-type flagellin
V1106704	50S ribosomal protein L3
V1066657	Flagellar protein FliS
V1105020	Elongation factor Tu
V1067066	putative diguanylate cyclase YedQ
V1341888	flagellar capping protein
V1382261	RlpA-like protein precursor
V1385524	hypothetical protein
V1144908	Heat shock protein 70-2
V1603712	hypothetical protein
V1012671	V-type sodium pump subunit B
V1065466	Glutamine--tRNA ligase
V1190854	Methyl-accepting chemotaxis protein 4
V1066612	hypothetical protein
V1200373	sn-glycerol-3-phosphate import ATP-binding protein UgpC
V1066661	Flagellar assembly factor FliW
V1463791	Type IV secretory pathway%2C VirD4 components
V1190391	hypothetical protein
V1465307	hypothetical protein
V1065494	DNA-binding protein HU
V1011163	Putative NrdI-like protein
V1500826	50S ribosomal protein L10
V1120405	hypothetical protein
V1151462	DivIVA domain protein
V1140854	ATP-dependent Clp protease ATP-binding subunit ClpC
V1065935	Bifunctional oligoribonuclease and PAP phosphatase NrnA
V1182091	F-type ATPase subunit b
V1007436	Tyrosine--tRNA ligase
V1104244	tRNA (cytidine(34)-2'-O)-methyltransferase
V1602996	hypothetical protein
V1010370	Ferrous iron transport protein B
V1036164	Stress protein H5
V1007963	hypothetical protein
V1006746	transport protein TonB
V1136904	Thiol-activated cytolysin
V1000546	Maltose/maltodextrin-binding protein precursor
V1239571	30S ribosomal protein S13
V1016060	Malate dehydrogenase
V1068284	Thioredoxin reductase
V1466043	Penicillin-binding protein 1A
V1065484	Stage V sporulation protein G
V1008722	L-lactate dehydrogenase 2
V1035999	ATP synthase subunit beta
V1065550	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1006923	50S ribosomal protein L28
V1015704	Formate acetyltransferase 1
V1066150	Serine--tRNA ligase
V1736940	Proline--tRNA ligase
V1000534	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1073967	50S ribosomal protein L10
V1067462	Ribonuclease J 1
V1070304	Oligo-1%2C6-glucosidase 1
V1042435	Glyceraldehyde-3-phosphate dehydrogenase 1
V1155178	Translation initiation factor IF-2
V1583325	hypothetical protein
V1008227	Bifunctional (p)ppGpp synthase/hydrolase relA
V1016891	Helix-destabilizing protein
V1067902	Phenylalanine--tRNA ligase beta subunit
V1050626	Trigger factor
V1334693	hypothetical protein
V1006928	sortase
V1042175	Filamentous hemagglutinin
V1068446	6-pyruvoyl tetrahydropterin synthase-related domain protein
V1065338	Uridylate kinase
V1137099	hypothetical protein
V1008713	RNA polymerase-binding transcription factor CarD
V1007969	Histidine--tRNA ligase
V1008939	Signal peptidase I
V1136919	Antiseptic resistance protein
V1066937	hypothetical protein
V1103145	putative membrane protein
V1067915	Aminopeptidase C
V1199846	GTP-binding protein obg
V1329819	Tyrosine--tRNA ligase
V1040344	Formate acetyltransferase
V1010069	ATP synthase subunit beta%2C sodium ion specific
V1066651	50S ribosomal protein L1
V1006727	30S ribosomal protein S1
V1065925	F-type ATPase subunit b
V1000943	50S ribosomal protein L11
V1420868	Collagen triple helix repeat (20 copies)
V1036001	ATP synthase subunit alpha
V1065446	50S ribosomal protein L19
V1011483	DNA protection during starvation protein
V1140472	50S ribosomal protein L11
V1007428	Guanosine-5'-triphosphate%2C3'-diphosphate pyrophosphatase
V1238174	Vegetative protein 300
V1724651	F-ATPase subunit 6
V1067906	cytidylate kinase
V1068959	putative ABC transporter ATP-binding protein YheS
V1265464	hypothetical protein
V1008955	Serine--tRNA ligase
V1014547	hypothetical protein
V1068287	serine/threonine protein kinase
V1154487	hypothetical protein
V1504366	Threonine--tRNA ligase
V1066151	bifunctional preprotein translocase subunit SecD/SecF
V1560909	Putative L%2CD-transpeptidase LppS precursor
V1066650	Vegetative protein 300
V1066919	Nicotinate phosphoribosyltransferase pncB2
V1141150	Enolase
V1012038	Pullulanase precursor
V1160822	Elongation factor Tu
V1052940	hypothetical protein
V1413633	Pyridoxamine 5'-phosphate oxidase
V1602893	hypothetical protein
V1065562	50S ribosomal protein L4
V1011471	Purine nucleoside receptor A
V1068958	Pyruvate-flavodoxin oxidoreductase
V1014517	pyrroloquinoline quinone biosynthesis protein PqqE
V1103748	Serine/threonine-protein kinase PknE
V1203462	ATP-dependent zinc metalloprotease FtsH
V1459702	F-type ATPase subunit b
V1010263	putative protein involved in outer membrane biogenesis
V1067468	ATP-dependent Clp protease ATP-binding subunit ClpC
V1200083	HSP-70 cofactor
V1008255	Vegetative protein 209
V1358470	Formate acetyltransferase 1
V1564550	Aspartate--tRNA ligase
V1066197	Carbon starvation protein A
V1358917	50S ribosomal protein L21
V1563335	Aldehyde-alcohol dehydrogenase
V1066175	hypothetical protein
V1108326	Maltodextrin phosphorylase
V1010067	ATP synthase subunit alpha%2C sodium ion specific
V1036801	FeS cluster assembly protein SufB
V1395203	Putative flagellin YvzB
V1010232	Cell division protein FtsZ
V1012211	50S ribosomal protein L25
V1010431	50S ribosomal protein L27
V1331211	Ribokinase
V1008218	recombination factor protein RarA
V1736895	hypothetical protein
V1245907	hypothetical protein
V1015219	Elongation factor Ts
V1018397	30S ribosomal protein S1
V1036497	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1065319	flagellar biosynthetic protein FliO
V1068449	Methyl-accepting chemotaxis protein 4
V1103398	DNA topoisomerase 1
V1103535	hypothetical protein
V1006685	Chaperone protein ClpB 1
V1017115	Triosephosphate isomerase
V1000642	Enolase
V1008943	Ribonuclease PH
V1065469	hypothetical protein
V1067907	Citrate transporter
V1104764	GMP synthase [glutamine-hydrolyzing]
V1334718	Bacterial nodulin-like intrinsic protein
V1006749	colicin uptake protein TolQ
V1010221	N-acetylmuramoyl-L-alanine amidase domain-containing protein precursor
V1012527	Enolase
V1017544	Elongation factor Tu
V1603263	NADH dehydrogenase
V1013130	C4-dicarboxylate anaerobic carrier
V1394159	hypothetical protein
V1136959	hypothetical protein
V1065463	Arginine--tRNA ligase
V1190863	hypothetical protein
V1518214	Ribosome hibernation promoting factor
V1166870	Outer membrane protein alpha precursor
V1098956	50S ribosomal protein L21
V1103565	putative glutamine synthetase 2
V1010556	UDP-glucose 4-epimerase
V1012921	hypothetical protein
V1067076	Glucose-6-phosphate isomerase
V1464025	DUF based on E. rectale Gene description
V1103476	General stress protein CTC
V1145023	Glycogen phosphorylase
V1013194	Cell division ATP-binding protein FtsE
V1066631	Uracil phosphoribosyltransferase
V1067450	30S ribosomal protein S20
V1200136	4-alpha-glucanotransferase
V1013091	Pyruvate formate-lyase 1-activating enzyme
V1152136	Endoribonuclease YbeY
V1065437	Adenylosuccinate synthetase
V1070305	Beta-phosphoglucomutase
V1102328	Vegetative protein 209
V1103286	Serine/threonine-protein kinase PknB
V1011929	putative PEP-CTERM system TPR-repeat lipoprotein
V1066148	Tyrosine phosphorylated protein A
V1068298	Chaperone protein YajL
V1069715	Sugar diacid regulator
V1014360	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1736890	FHA domain protein
V1013247	2-acyl-glycerophospho-ethanolamine acyltransferase
V1594081	hypothetical protein
V1612016	putative Sugar-binding Domain protein
V1052248	Alkyl hydroperoxide reductase subunit C
V1154706	hypothetical protein
V1420709	Internalin-A precursor
V1013193	Peptide chain release factor 2
V1007478	Serine/threonine-protein kinase PknA
V1067110	hypothetical protein
V1010364	Outer membrane protein alpha precursor
V1541158	major spike protein
V1687098	N-acetylmuramoyl-L-alanine amidase domain-containing protein precursor
V1121144	Arginine--tRNA ligase
V1018156	Group II intron-encoded protein LtrA
V1199867	Ascorbate-specific phosphotransferase enzyme IIB component
V1065339	Vegetative protein 12B
V1013969	Acetoin:2%2C6-dichlorophenolindophenol oxidoreductase subunit alpha
V1611875	hypothetical protein
V1065545	Putative aminotransferase/MSMEI_6121
V1065943	hypothetical protein
V1009350	Adenylosuccinate synthetase
V1182165	Fructose-bisphosphate aldolase
V1386097	ATP-dependent zinc metalloprotease FtsH
V1011086	Heat-inducible transcription repressor HrcA
V1065430	Leucine--tRNA ligase
V1065332	hypothetical protein
V1006889	Glutamine synthetase 1
V1162245	Maltodextrin phosphorylase
V1038817	hypothetical protein
V1366714	Polyribonucleotide nucleotidyltransferase
V1006672	50S ribosomal protein L9
V1008386	Mg-chelatase subunit ChlD
V1195345	hypothetical protein
V1067575	Low calcium response locus protein KC
V1464526	Dipeptide-binding protein DppE precursor
V1069380	Filamentous hemagglutinin
V1420670	repeat
V1067947	Cyclic di-GMP phosphodiesterase response regulator RpfG
V1000487	Fructose-bisphosphate aldolase
V1011839	50S ribosomal protein L10
V1152336	hypothetical protein
V1151667	Ammonia transporter
V1000638	Central glycolytic genes regulator
V1069966	50S ribosomal protein L25
V1197020	Formate acetyltransferase 1
V1000080	hypothetical protein
V1065583	3'-5' exoribonuclease YhaM
V1462025	Chaperone protein ClpB
V1067556	Cysteine--tRNA ligase
V1594514	ATP synthase subunit beta%2C sodium ion specific
V1011539	hypothetical protein
V1038350	putative 3-hydroxybutyryl-CoA dehydrogenase
V1019109	Metalloregulation DNA-binding stress protein
V1103864	NADH dehydrogenase
V1345614	NADP-dependent isopropanol dehydrogenase
V1013652	hypothetical protein
V1391839	L-arabinose transport system permease protein AraQ
V1068445	putative integral membrane protein
V1140341	Fructose-bisphosphate aldolase
V1011840	50S ribosomal protein L1
V1103126	hypothetical protein
V1181275	Adhesin YadA precursor
V1411137	Flavodoxin
V1594371	hypothetical protein
V1265517	Trehalose import ATP-binding protein SugC
V1576114	Collagen adhesin precursor
V1103142	repeat
V1180770	Formate acetyltransferase 1
V1006798	High temperature protein G
V1018135	Helix-destabilizing protein
V1079387	Flagellar biosynthetic protein FliP precursor
V1612503	Guanine/hypoxanthine permease PbuO
V1011088	Chaperone protein DnaJ
V1035957	Maltose-binding periplasmic proteins/domains
V1409431	30S ribosomal protein S4
V1017738	Ribonuclease Y
V1171040	Cyclodextrin-binding protein precursor
V1171665	Glutamyl-tRNA(Gln) amidotransferase subunit A
V1007481	putative membrane protein
V1122823	Periplasmic pH-dependent serine endoprotease DegQ precursor
V1348384	hypothetical protein
V1010716	hypothetical protein
V1017114	preprotein translocase%2C SecG subunit
V1009698	Alkyl hydroperoxide reductase subunit C
V1006908	Teichoic acids export ATP-binding protein TagH
V1020597	hypothetical protein
V1427874	hypothetical protein
V1008951	putative RNA-binding protein (contains KH domain)
V1302665	Stress protein H5
V1290782	Putative endo-beta-N-acetylglucosaminidase precursor
